date_,adj close_gland.ns,close_gland.ns,high_gland.ns,low_gland.ns,open_gland.ns,volume_gland.ns
2024-03-11,1718.885498046875,1752.800048828125,1776.75,1731.949951171875,1773.8499755859375,126820
2024-03-12,1698.2427978515625,1731.75,1760.550048828125,1706.0999755859375,1752.800048828125,233224
2024-03-13,1657.987060546875,1690.699951171875,1732.4000244140625,1671.0,1732.0,361620
2024-03-14,1714.9139404296875,1748.75,1755.0,1670.949951171875,1688.0,101033
2024-03-15,1755.36572265625,1790.0,1811.9000244140625,1728.75,1748.0,170394
2024-03-18,1751.8843994140625,1786.449951171875,1805.0,1756.0,1789.949951171875,68653
2024-03-19,1738.5966796875,1772.9000244140625,1791.4000244140625,1753.0999755859375,1791.4000244140625,49536
2024-03-20,1667.8426513671875,1700.75,1773.949951171875,1690.0,1772.9000244140625,283536
2024-03-21,1719.08154296875,1753.0,1765.0,1711.300048828125,1734.949951171875,117503
2024-03-22,1759.631591796875,1794.3499755859375,1805.0,1750.050048828125,1774.699951171875,99046
2024-03-26,1756.78759765625,1791.449951171875,1800.800048828125,1760.0,1781.0,60414
2024-03-27,1785.2755126953125,1820.5,1838.0999755859375,1773.75,1773.75,106950
2024-03-28,1809.546630859375,1845.25,1851.0,1803.25,1843.3499755859375,98202
2024-04-01,1778.65625,1813.75,1868.300048828125,1803.9000244140625,1845.25,84380
2024-04-02,1754.0908203125,1788.699951171875,1829.699951171875,1785.0,1820.0,72299
2024-04-03,1753.0120849609375,1787.5999755859375,1819.800048828125,1782.300048828125,1790.050048828125,131873
2024-04-04,1740.75390625,1775.0999755859375,1810.0,1770.050048828125,1810.0,130476
2024-04-05,1720.6016845703125,1754.550048828125,1799.949951171875,1745.0,1780.050048828125,127185
2024-04-08,1823.6190185546875,1859.5999755859375,1879.0,1768.0999755859375,1789.949951171875,845548
2024-04-09,1765.515380859375,1800.3499755859375,1809.699951171875,1735.050048828125,1769.699951171875,14329144
2024-04-10,1757.71923828125,1792.4000244140625,1812.699951171875,1771.0,1809.6500244140625,521014
2024-04-12,1715.79638671875,1749.6500244140625,1781.3499755859375,1735.0,1776.199951171875,840422
2024-04-15,1718.3951416015625,1752.300048828125,1759.0,1711.800048828125,1731.5999755859375,335718
2024-04-16,1715.89453125,1749.75,1768.5,1731.699951171875,1749.0,187181
2024-04-18,1730.260986328125,1764.4000244140625,1778.0,1732.0,1750.0,346803
2024-04-19,1729.4765625,1763.5999755859375,1779.699951171875,1736.0,1740.050048828125,96212
2024-04-22,1742.5191650390625,1776.9000244140625,1784.0,1753.0,1784.0,86990
2024-04-23,1747.4224853515625,1781.9000244140625,1786.0,1761.050048828125,1782.949951171875,76362
2024-04-24,1722.7099609375,1756.699951171875,1797.0,1747.300048828125,1797.0,89617
2024-04-25,1704.960205078125,1738.5999755859375,1780.800048828125,1736.0,1770.0,74251
2024-04-26,1694.9085693359375,1728.3499755859375,1756.699951171875,1722.0,1756.699951171875,166537
2024-04-29,1695.7911376953125,1729.25,1747.199951171875,1708.0,1738.0,219405
2024-04-30,1678.09033203125,1711.199951171875,1742.0999755859375,1708.5,1739.9000244140625,109691
2024-05-02,1688.9755859375,1722.300048828125,1739.449951171875,1701.0999755859375,1729.949951171875,412615
2024-05-03,1653.8192138671875,1686.449951171875,1736.0,1661.25,1736.0,254645
2024-05-06,1670.34326171875,1703.300048828125,1709.9000244140625,1666.0,1691.0,293241
2024-05-07,1677.4530029296875,1710.550048828125,1772.5,1662.050048828125,1717.0,354693
2024-05-08,1683.631103515625,1716.8499755859375,1723.949951171875,1688.0999755859375,1698.0,91623
2024-05-09,1660.2425537109375,1693.0,1722.949951171875,1680.0,1720.0,66764
2024-05-10,1676.91357421875,1710.0,1714.949951171875,1684.0999755859375,1695.1500244140625,57650
2024-05-13,1730.260986328125,1764.4000244140625,1770.0,1685.0,1695.0,377296
2024-05-14,1731.3397216796875,1765.5,1770.0,1742.0,1770.0,83863
2024-05-15,1740.85205078125,1775.199951171875,1790.0,1756.8499755859375,1756.8499755859375,84729
2024-05-16,1745.2159423828125,1779.6500244140625,1819.050048828125,1765.0,1779.050048828125,428653
2024-05-17,1756.591552734375,1791.25,1796.050048828125,1765.0,1785.0,119030
2024-05-21,1766.0548095703125,1800.9000244140625,1806.0,1770.0,1770.0,216857
2024-05-22,1758.356689453125,1793.050048828125,1830.0999755859375,1773.0999755859375,1812.0,131943
2024-05-23,1845.4384765625,1881.8499755859375,1989.9000244140625,1861.199951171875,1910.1500244140625,2116376
2024-05-24,1849.4102783203125,1885.9000244140625,1928.0999755859375,1829.3499755859375,1880.0,720082
2024-05-27,1830.2874755859375,1866.4000244140625,1897.0,1860.0,1897.0,747213
2024-05-28,1779.538818359375,1814.6500244140625,1874.0,1810.0,1874.0,151435
2024-05-29,1825.041015625,1861.050048828125,1870.0,1814.6500244140625,1814.6500244140625,196219
2024-05-30,1814.40087890625,1850.199951171875,1868.4000244140625,1836.75,1861.050048828125,268605
2024-05-31,1804.54541015625,1840.1500244140625,1860.0,1835.0,1835.0,192335
2024-06-03,1814.5479736328125,1850.3499755859375,1880.050048828125,1831.0,1860.0,366071
2024-06-04,1755.8070068359375,1790.449951171875,1866.699951171875,1654.5,1850.3499755859375,190205
2024-06-05,1797.6807861328125,1833.1500244140625,1854.5999755859375,1722.949951171875,1831.0,727416
2024-06-06,1797.8280029296875,1833.300048828125,1879.9000244140625,1825.0,1879.9000244140625,116060
2024-06-07,1821.8538818359375,1857.800048828125,1866.800048828125,1829.300048828125,1839.949951171875,176272
2024-06-10,1850.783203125,1887.300048828125,1892.0,1850.050048828125,1857.0,105055
2024-06-11,1839.3585205078125,1875.6500244140625,1914.75,1862.0,1890.0,170816
2024-06-12,1837.4952392578125,1873.75,1896.800048828125,1868.0,1878.0,47051
2024-06-13,1819.892578125,1855.800048828125,1914.0,1850.0,1892.5,263703
2024-06-14,1810.2330322265625,1845.949951171875,1880.9000244140625,1831.6500244140625,1874.3499755859375,80642
2024-06-18,1804.05517578125,1839.6500244140625,1869.0,1825.0,1842.9000244140625,296667
2024-06-19,1792.728515625,1828.0999755859375,1875.0,1776.0,1869.949951171875,2007185
2024-06-20,1795.3271484375,1830.75,1838.949951171875,1815.0,1837.0,558317
2024-06-21,1780.8626708984375,1816.0,1837.949951171875,1784.0,1825.300048828125,771198
2024-06-24,1787.9232177734375,1823.199951171875,1826.949951171875,1788.949951171875,1800.0,390829
2024-06-25,1788.021484375,1823.300048828125,1835.0,1810.0,1835.0,359166
2024-06-26,1750.6585693359375,1785.199951171875,1821.550048828125,1776.0999755859375,1817.0,276425
2024-06-27,1782.1865234375,1817.3499755859375,1829.9000244140625,1781.0,1781.0,252220
2024-06-28,1789.5413818359375,1824.8499755859375,1835.0,1803.550048828125,1818.8499755859375,220838
2024-07-01,1782.9710693359375,1818.1500244140625,1842.449951171875,1810.1500244140625,1840.0,99268
2024-07-02,1775.7633056640625,1810.800048828125,1821.3499755859375,1804.050048828125,1818.0,177181
2024-07-03,1775.1748046875,1810.199951171875,1832.0,1808.0,1812.050048828125,47439
2024-07-04,1774.9786376953125,1810.0,1828.0,1805.0,1814.6500244140625,172326
2024-07-05,1804.153076171875,1839.75,1868.75,1803.0,1814.949951171875,283446
2024-07-08,1848.6746826171875,1885.1500244140625,1892.0,1834.699951171875,1845.0,337309
2024-07-09,1992.4871826171875,2031.800048828125,2143.0,1869.0,1891.0,2012803
2024-07-10,1944.6314697265625,1983.0,2049.300048828125,1922.0,2028.5999755859375,346549
2024-07-11,2011.7078857421875,2051.39990234375,2062.85009765625,1977.6500244140625,1989.300048828125,274544
2024-07-12,1992.3890380859375,2031.699951171875,2080.0,2012.25,2072.0,259515
2024-07-15,1962.479248046875,2001.199951171875,2044.1500244140625,1991.0999755859375,2041.199951171875,93277
2024-07-16,2011.315673828125,2051.0,2079.949951171875,1985.0,2003.0,267763
2024-07-18,1970.86376953125,2009.75,2066.949951171875,1990.9000244140625,2066.949951171875,118320
2024-07-19,1952.0843505859375,1990.5999755859375,2008.75,1963.3499755859375,1996.0,115987
2024-07-22,1956.154052734375,1994.75,2009.0,1961.0999755859375,1990.25,82892
2024-07-23,1943.405517578125,1981.75,2023.1500244140625,1936.199951171875,2006.449951171875,151090
2024-07-24,1980.523193359375,2019.5999755859375,2030.949951171875,1984.5999755859375,1999.0,88361
2024-07-25,1966.1566162109375,2004.949951171875,2045.5999755859375,1978.4000244140625,2014.050048828125,240176
2024-07-26,1977.5811767578125,2016.5999755859375,2068.0,1990.0,2009.949951171875,127144
2024-07-29,1990.3787841796875,2029.6500244140625,2057.0,2016.5999755859375,2040.949951171875,319137
2024-07-30,2018.817626953125,2058.64990234375,2065.0,2002.6500244140625,2043.949951171875,607507
2024-07-31,2100.162841796875,2141.60009765625,2183.85009765625,2066.0,2080.0,883554
2024-08-01,2082.56005859375,2123.64990234375,2159.949951171875,2103.0,2150.0,194441
2024-08-02,2085.501708984375,2126.64990234375,2147.0,2073.5,2088.0,191983
2024-08-05,2074.469482421875,2115.39990234375,2150.0,2020.0,2031.0,341936
2024-08-06,2066.18310546875,2106.949951171875,2220.949951171875,2075.550048828125,2120.0,581155
2024-08-07,1988.6627197265625,2027.9000244140625,2079.949951171875,1911.050048828125,2010.050048828125,1853375
2024-08-08,1988.3194580078125,2027.550048828125,2049.89990234375,1977.0,2048.10009765625,384599
2024-08-09,1987.2406005859375,2026.449951171875,2099.550048828125,2019.050048828125,2027.550048828125,302843
2024-08-12,1998.5181884765625,2037.949951171875,2085.0,2021.0,2031.0,130923
2024-08-13,1931.2945556640625,1969.4000244140625,2070.0,1962.5,2070.0,195503
2024-08-14,1920.3602294921875,1958.25,2009.0,1952.25,1970.0,122703
2024-08-16,1927.0975341796875,1945.050048828125,1973.75,1909.449951171875,1942.800048828125,348490
2024-08-19,1942.9002685546875,1961.0,1995.0,1951.0,1957.699951171875,136153
2024-08-20,1912.08740234375,1929.9000244140625,1999.949951171875,1922.25,1984.1500244140625,110989
2024-08-21,1911.938720703125,1929.75,1977.5,1921.0,1958.0,334459
2024-08-22,1882.7110595703125,1900.25,1959.0,1885.050048828125,1958.699951171875,634906
2024-08-23,1851.4521484375,1868.699951171875,1919.699951171875,1865.6500244140625,1904.949951171875,221673
2024-08-26,1837.1356201171875,1854.25,1888.949951171875,1851.0,1879.0,292605
2024-08-27,1856.009765625,1873.300048828125,1918.0,1856.5999755859375,1879.949951171875,1012396
2024-08-28,1842.238037109375,1859.4000244140625,1890.0,1851.050048828125,1890.0,415617
2024-08-29,1831.93408203125,1849.0,1867.550048828125,1839.5999755859375,1858.0,631720
2024-08-30,1821.58056640625,1838.550048828125,1886.0,1830.0,1848.0,1536456
2024-09-02,1816.0321044921875,1832.949951171875,1860.0,1824.0,1860.0,288789
2024-09-03,1875.8746337890625,1893.3499755859375,1942.0,1840.9000244140625,1848.699951171875,850036
2024-09-04,1869.6329345703125,1887.050048828125,1922.0999755859375,1872.050048828125,1916.6500244140625,254214
2024-09-05,1874.3389892578125,1891.800048828125,1917.4000244140625,1886.0,1905.0,278442
2024-09-06,1888.407958984375,1906.0,1916.949951171875,1879.5,1882.0,144328
2024-09-09,1881.125732421875,1898.6500244140625,1974.550048828125,1865.0,1915.949951171875,495176
2024-09-10,1909.659912109375,1927.449951171875,1962.0,1909.050048828125,1911.5,181780
2024-09-11,1870.772216796875,1888.199951171875,1945.949951171875,1879.5,1927.449951171875,120885
2024-09-12,1873.2987060546875,1890.75,1908.0,1873.050048828125,1896.1500244140625,139001
2024-09-13,1860.9140625,1878.25,1890.050048828125,1858.300048828125,1890.050048828125,150249
2024-09-16,1848.232177734375,1865.449951171875,1895.949951171875,1862.0,1878.25,76554
2024-09-17,1828.5654296875,1845.5999755859375,1874.0,1830.75,1874.0,163275
2024-09-18,1824.5032958984375,1841.5,1865.449951171875,1827.0,1858.0,140341
2024-09-19,1793.3436279296875,1810.050048828125,1849.449951171875,1801.0,1845.0,230547
2024-09-20,1783.83203125,1800.449951171875,1824.8499755859375,1787.5,1814.5999755859375,458897
2024-09-23,1829.1597900390625,1846.199951171875,1856.0,1818.4000244140625,1823.0,120909
2024-09-24,1838.1263427734375,1855.25,1870.5,1847.0,1864.0999755859375,169169
2024-09-25,1840.7022705078125,1857.8499755859375,1897.0,1850.5999755859375,1857.550048828125,1019358
2024-09-26,1831.3890380859375,1848.449951171875,1863.8499755859375,1820.0999755859375,1857.8499755859375,120134
2024-09-27,1767.58349609375,1784.050048828125,1827.0,1771.0,1808.0,1504526
2024-09-30,1779.3240966796875,1795.9000244140625,1799.9000244140625,1771.0,1785.0,207811
2024-10-01,1784.178955078125,1800.800048828125,1805.0,1781.1500244140625,1802.550048828125,208920
2024-10-03,1765.8001708984375,1782.25,1795.0,1760.0999755859375,1786.050048828125,119370
2024-10-04,1732.9066162109375,1749.050048828125,1793.0,1740.0,1776.0,149623
2024-10-07,1693.3253173828125,1709.0999755859375,1779.0,1689.949951171875,1751.949951171875,181715
2024-10-08,1684.0615234375,1699.75,1720.0,1685.0,1710.0,110233
2024-10-09,1684.4083251953125,1700.0999755859375,1733.949951171875,1686.0,1699.75,288655
2024-10-10,1686.7862548828125,1702.5,1724.0999755859375,1693.0,1705.0,72509
2024-10-11,1682.8726806640625,1698.550048828125,1708.0,1693.300048828125,1708.0,80521
2024-10-14,1665.63330078125,1681.1500244140625,1713.1500244140625,1677.0,1699.0,87416
2024-10-15,1634.6220703125,1649.8499755859375,1698.0,1630.75,1690.0,209665
2024-10-16,1650.9698486328125,1666.3499755859375,1695.0,1630.1500244140625,1652.949951171875,732542
2024-10-17,1624.516357421875,1639.6500244140625,1669.4000244140625,1627.0,1667.0,96802
2024-10-18,1634.869873046875,1650.0999755859375,1655.550048828125,1598.5999755859375,1639.0,406250
2024-10-21,1659.8372802734375,1675.300048828125,1696.8499755859375,1662.1500244140625,1671.5999755859375,323911
2024-10-22,1632.3929443359375,1647.5999755859375,1682.8499755859375,1640.0,1675.300048828125,135796
2024-10-23,1592.514404296875,1607.3499755859375,1647.1500244140625,1585.699951171875,1640.0,145731
2024-10-24,1626.7950439453125,1641.949951171875,1660.0,1604.0,1609.9000244140625,193657
2024-10-25,1591.0281982421875,1605.8499755859375,1663.3499755859375,1591.8499755859375,1655.0,106396
2024-10-28,1609.5556640625,1624.550048828125,1640.0,1602.75,1615.0,71528
2024-10-29,1610.3978271484375,1625.4000244140625,1639.9000244140625,1601.4000244140625,1624.550048828125,191638
2024-10-30,1626.9932861328125,1642.1500244140625,1653.699951171875,1616.449951171875,1627.0,57485
2024-10-31,1635.860595703125,1651.0999755859375,1656.550048828125,1623.800048828125,1642.0,103411
2024-11-01,1631.1544189453125,1646.3499755859375,1659.449951171875,1637.449951171875,1651.0999755859375,20971
2024-11-04,1596.0316162109375,1610.9000244140625,1653.5999755859375,1603.0,1653.5999755859375,88189
2024-11-05,1815.93310546875,1832.8499755859375,1850.0,1600.0,1601.0,5756461
2024-11-06,1839.2161865234375,1856.3499755859375,1871.699951171875,1765.550048828125,1800.0,1032883
2024-11-07,1787.1512451171875,1803.800048828125,1849.5,1793.449951171875,1827.199951171875,442892
2024-11-08,1761.1929931640625,1777.5999755859375,1828.300048828125,1775.0,1786.0,202286
2024-11-11,1801.3192138671875,1818.0999755859375,1858.300048828125,1777.5999755859375,1784.5,295507
2024-11-12,1748.2635498046875,1764.550048828125,1831.9000244140625,1750.0,1821.699951171875,87563
2024-11-13,1687.6778564453125,1703.4000244140625,1764.75,1696.0999755859375,1764.0,97009
2024-11-14,1757.626220703125,1774.0,1782.949951171875,1703.0,1703.0,150733
2024-11-18,1756.9327392578125,1773.300048828125,1792.449951171875,1726.449951171875,1765.0,103079
2024-11-19,1766.543212890625,1783.0,1798.0999755859375,1751.1500244140625,1751.1500244140625,68744
2024-11-21,1770.5062255859375,1787.0,1794.0,1725.0,1764.0,87198
2024-11-22,1738.8511962890625,1755.050048828125,1804.9000244140625,1748.199951171875,1787.0,101150
2024-11-25,1757.57666015625,1773.949951171875,1786.800048828125,1756.3499755859375,1779.0,172956
2024-11-26,1724.5345458984375,1740.5999755859375,1791.699951171875,1733.050048828125,1782.25,98533
2024-11-27,1712.4471435546875,1728.4000244140625,1760.0,1721.0,1746.5,49017
2024-11-28,1702.4898681640625,1718.3499755859375,1752.0999755859375,1712.0999755859375,1728.4000244140625,181770
2024-11-29,1721.95849609375,1738.0,1744.300048828125,1713.449951171875,1719.550048828125,64267
2024-12-02,1763.669921875,1780.0999755859375,1817.449951171875,1732.5999755859375,1735.199951171875,148123
2024-12-03,1795.7213134765625,1812.449951171875,1845.0,1777.550048828125,1784.699951171875,267064
2024-12-04,1784.2283935546875,1800.8499755859375,1827.8499755859375,1790.0,1800.0,134463
2024-12-05,1817.2706298828125,1834.199951171875,1840.0,1786.0,1801.449951171875,114458
2024-12-06,1796.5140380859375,1813.25,1837.1500244140625,1804.0,1837.0999755859375,69337
2024-12-09,1775.4105224609375,1791.949951171875,1838.0,1781.050048828125,1822.25,87607
2024-12-10,1744.59765625,1760.8499755859375,1800.0,1756.050048828125,1791.0,90671
2024-12-11,1758.914306640625,1775.300048828125,1788.300048828125,1756.3499755859375,1770.9000244140625,75198
2024-12-12,1766.097412109375,1782.550048828125,1864.0,1761.199951171875,1850.0,706438
2024-12-13,1731.96533203125,1748.0999755859375,1767.5,1736.6500244140625,1765.550048828125,80817
2024-12-16,1715.369873046875,1731.3499755859375,1751.9000244140625,1727.050048828125,1740.449951171875,49734
2024-12-17,1731.2718505859375,1747.4000244140625,1780.949951171875,1725.0,1725.0,184421
2024-12-18,1747.6195068359375,1763.9000244140625,1784.0,1748.050048828125,1750.0,98783
2024-12-19,1761.1929931640625,1777.5999755859375,1794.4000244140625,1748.5999755859375,1759.9000244140625,186447
2024-12-20,1755.9420166015625,1772.300048828125,1794.800048828125,1765.0,1790.0,101436
2024-12-23,1748.51123046875,1764.800048828125,1793.0,1743.050048828125,1790.25,147482
2024-12-24,1763.02587890625,1779.449951171875,1807.8499755859375,1754.5999755859375,1774.050048828125,103590
2024-12-26,1807.511474609375,1824.3499755859375,1832.0,1733.550048828125,1754.449951171875,443499
2024-12-27,1793.93798828125,1810.6500244140625,1831.8499755859375,1793.5999755859375,1827.199951171875,246201
2024-12-30,1768.029296875,1784.5,1819.8499755859375,1773.9000244140625,1810.6500244140625,88224
2024-12-31,1762.9268798828125,1779.3499755859375,1799.449951171875,1764.050048828125,1779.0,119180
2025-01-01,1793.39306640625,1810.0999755859375,1824.0,1762.800048828125,1765.0999755859375,149613
2025-01-02,1824.9986572265625,1842.0,1851.949951171875,1810.699951171875,1810.699951171875,358717
2025-01-03,1883.5531005859375,1901.0999755859375,1919.5,1840.050048828125,1842.0,518068
2025-01-06,1873.2987060546875,1890.75,1964.0,1878.1500244140625,1964.0,443053
2025-01-07,1832.974365234375,1850.050048828125,1916.75,1846.5,1900.0,222933
2025-01-08,1832.7266845703125,1849.800048828125,1912.9000244140625,1836.1500244140625,1870.0,300187
2025-01-09,1813.059814453125,1829.949951171875,1858.5999755859375,1806.25,1850.050048828125,120723
2025-01-10,1765.60205078125,1782.050048828125,1808.199951171875,1774.949951171875,1800.0,368580
2025-01-13,1679.6527099609375,1695.300048828125,1775.0,1645.4000244140625,1710.050048828125,333796
2025-01-14,1653.595458984375,1669.0,1697.6500244140625,1662.949951171875,1690.050048828125,169799
2025-01-15,1658.9949951171875,1674.449951171875,1697.4000244140625,1652.5,1678.0,138020
2025-01-16,1660.3822021484375,1675.8499755859375,1719.800048828125,1667.1500244140625,1683.300048828125,275164
2025-01-17,1663.701171875,1679.199951171875,1704.949951171875,1670.0,1687.050048828125,117007
2025-01-20,1661.2242431640625,1676.699951171875,1725.0,1668.5,1725.0,285344
2025-01-21,1643.8857421875,1659.199951171875,1697.0999755859375,1651.0,1690.0,106481
2025-01-22,1618.47265625,1633.550048828125,1665.949951171875,1627.5,1659.75,77017
2025-01-23,1607.4749755859375,1622.449951171875,1653.949951171875,1616.0,1630.0,192856
2025-01-24,1543.6695556640625,1558.050048828125,1636.25,1550.0,1636.25,148758
2025-01-27,1426.9071044921875,1440.199951171875,1558.050048828125,1428.0,1558.050048828125,366042
2025-01-28,1472.5321044921875,1486.25,1523.300048828125,1417.050048828125,1482.0,399847
2025-01-29,1492.9420166015625,1506.8499755859375,1512.5,1480.0,1490.0,79923
2025-01-30,1492.4962158203125,1506.4000244140625,1527.0,1492.550048828125,1501.0,97520
2025-01-31,1510.6767578125,1524.75,1534.0,1494.0,1502.0,130708
2025-02-01,1516.3240966796875,1530.449951171875,1543.0,1500.050048828125,1527.75,56826
2025-02-03,1499.9764404296875,1513.949951171875,1543.449951171875,1504.0,1530.449951171875,100734
2025-02-04,1445.087890625,1458.550048828125,1518.949951171875,1435.0,1510.0,726579
2025-02-05,1483.4306640625,1497.25,1507.0,1467.800048828125,1477.949951171875,155761
2025-02-06,1503.0479736328125,1517.050048828125,1528.4000244140625,1490.0999755859375,1504.699951171875,181133
2025-02-07,1502.60205078125,1516.5999755859375,1526.0,1492.8499755859375,1526.0,113408
2025-02-10,1464.209716796875,1477.8499755859375,1523.300048828125,1471.050048828125,1516.5999755859375,127940
2025-02-11,1438.3505859375,1451.75,1483.699951171875,1444.8499755859375,1477.8499755859375,159277
2025-02-12,1465.101318359375,1478.75,1512.0,1411.0999755859375,1450.0,314223
2025-02-13,1462.525390625,1476.1500244140625,1509.1500244140625,1466.449951171875,1484.949951171875,96590
2025-02-14,1445.9300537109375,1459.4000244140625,1507.449951171875,1450.5,1469.0,76952
2025-02-17,1465.0023193359375,1478.6500244140625,1498.6500244140625,1435.1500244140625,1460.050048828125,109775
2025-02-18,1457.7696533203125,1471.3499755859375,1489.9000244140625,1459.550048828125,1478.6500244140625,63308
2025-02-19,1485.70947265625,1499.550048828125,1503.8499755859375,1443.1500244140625,1471.300048828125,139728
2025-02-20,1505.9210205078125,1519.949951171875,1531.949951171875,1486.199951171875,1501.1500244140625,115836
2025-02-21,1512.5096435546875,1526.5999755859375,1567.699951171875,1515.050048828125,1519.949951171875,103858
2025-02-24,1511.271240234375,1525.3499755859375,1597.5,1473.25,1514.050048828125,347761
2025-02-25,1583.151611328125,1597.9000244140625,1634.9000244140625,1525.5,1540.550048828125,1698369
2025-02-27,1602.8680419921875,1617.800048828125,1651.9000244140625,1580.199951171875,1600.0,376161
2025-02-28,1538.4678955078125,1552.800048828125,1622.4000244140625,1504.199951171875,1550.0,324164
2025-03-03,1524.59716796875,1538.800048828125,1598.949951171875,1513.0,1556.0,219748
2025-03-04,1508.3485107421875,1522.4000244140625,1586.0,1513.0999755859375,1525.0,182218
2025-03-05,1562.0482177734375,1576.5999755859375,1580.199951171875,1500.0,1500.0,123673
2025-03-06,1614.90576171875,1629.949951171875,1636.800048828125,1589.949951171875,1602.0,177813
2025-03-07,1626.3988037109375,1641.550048828125,1672.449951171875,1623.6500244140625,1628.0,166390
2025-03-10,1639.4273681640625,1654.699951171875,1667.0,1630.0,1632.550048828125,125785
2025-03-11,1594.6942138671875,1609.550048828125,1667.949951171875,1601.699951171875,1642.0,126636
2025-03-12,1564.525146484375,1579.0999755859375,1619.699951171875,1552.550048828125,1600.0,161603
2025-03-13,1540.4989013671875,1554.8499755859375,1595.0,1545.75,1585.0,141236
2025-03-17,1542.3814697265625,1556.75,1585.9000244140625,1542.5999755859375,1554.8499755859375,105464
2025-03-18,1542.3814697265625,1556.75,1556.75,1556.75,1556.75,0
2025-03-19,1567.893798828125,1582.5,1604.75,1556.6500244140625,1594.0,149477
2025-03-20,1576.9593505859375,1591.6500244140625,1600.0,1564.449951171875,1598.0,331371
2025-03-21,1570.76708984375,1585.4000244140625,1684.9000244140625,1512.300048828125,1606.25,3976802
2025-03-24,1595.3380126953125,1610.199951171875,1660.0,1602.0,1641.050048828125,156702
2025-03-25,1618.91845703125,1634.0,1642.0,1617.4000244140625,1623.949951171875,728952
2025-03-26,1608.1190185546875,1623.0999755859375,1648.0,1607.4000244140625,1633.6500244140625,97701
2025-03-27,1590.0374755859375,1604.8499755859375,1632.9000244140625,1585.0,1605.0,108429
2025-03-28,1577.702392578125,1592.4000244140625,1633.949951171875,1580.300048828125,1615.9000244140625,60089
