date_,adj close_carboruniv.ns,close_carboruniv.ns,high_carboruniv.ns,low_carboruniv.ns,open_carboruniv.ns,volume_carboruniv.ns
2025-03-24,1010.4473266601562,1013.0999755859375,1037.0999755859375,1007.5,1020.0,126179
2025-03-25,996.8829345703125,999.5,1128.050048828125,988.0,1036.1500244140625,2988448
2025-03-26,975.3395385742188,977.9000244140625,1008.75,972.0,999.9500122070312,142432
2025-03-27,961.1766967773438,963.7000122070312,996.7000122070312,950.2000122070312,979.0,889456
2025-03-28,1011.49462890625,1014.1500244140625,1055.0,975.0999755859375,979.9000244140625,1299037
2025-04-01,995.3370361328125,997.9500122070312,1029.8499755859375,991.0499877929688,1011.0999755859375,173917
2025-04-02,1007.6546630859375,1010.2999877929688,1017.0,984.0,990.0,110556
2025-04-03,1015.7334594726562,1018.4000244140625,1021.9000244140625,992.2000122070312,993.9000244140625,65130
2025-04-04,989.9012451171875,992.5,1013.9500122070312,982.2999877929688,1010.0,59037
2025-04-07,949.1083374023438,951.5999755859375,977.0,902.5499877929688,932.0999755859375,144404
2025-04-08,950.853759765625,953.3499755859375,977.0,947.1500244140625,961.8499755859375,74607
2025-04-09,938.0374145507812,940.5,953.9000244140625,936.0,941.0,35718
2025-04-11,952.8485107421875,955.3499755859375,980.5499877929688,937.0499877929688,953.3499755859375,236554
2025-04-15,988.3054809570312,990.9000244140625,1006.5,954.0,979.5,168473
2025-04-16,1005.0614624023438,1007.7000122070312,1031.0999755859375,1000.0,1006.0,182057
2025-04-17,1014.1376342773438,1016.7999877929688,1035.5,996.4000244140625,1020.0,238158
2025-04-21,1037.6759033203125,1040.4000244140625,1051.5,1008.5999755859375,1028.5,212961
2025-04-22,1055.229736328125,1058.0,1073.0999755859375,1029.199951171875,1050.0,111164
2025-04-23,1073.781005859375,1076.5999755859375,1087.5,1040.0999755859375,1070.0,150608
2025-04-24,1047.05126953125,1049.800048828125,1086.0999755859375,1045.0,1077.0,166637
2025-04-25,1023.3135375976562,1026.0,1044.5999755859375,1002.2999877929688,1044.5999755859375,76969
2025-04-28,1023.2138061523438,1025.9000244140625,1033.5,1010.2000122070312,1026.0,72748
2025-04-29,1037.576171875,1040.300048828125,1050.0,1024.0,1025.9000244140625,69617
2025-04-30,1019.5234985351562,1022.2000122070312,1043.5,1014.2000122070312,1036.199951171875,655901
2025-05-02,1006.1585693359375,1008.7999877929688,1034.0,1004.5999755859375,1021.4000244140625,44312
2025-05-05,1014.0379028320312,1016.7000122070312,1027.5,1001.2999877929688,1013.7999877929688,104630
2025-05-06,986.8093872070312,989.4000244140625,1020.0,975.5,1020.0,63779
2025-05-07,958.782958984375,961.2999877929688,987.9000244140625,957.0,972.0,157980
2025-05-08,968.6570434570312,971.2000122070312,1019.5999755859375,956.0,960.0999755859375,350459
2025-05-09,961.974609375,964.5,970.0,941.0,941.0,94180
2025-05-12,995.3868408203125,998.0,1003.7000122070312,983.2999877929688,999.7999877929688,63977
2025-05-13,982.0219116210938,984.5999755859375,993.2000122070312,955.7000122070312,969.9000244140625,143039
2025-05-14,960.0795288085938,962.5999755859375,986.9000244140625,957.0,980.0,145736
2025-05-15,981.3237915039062,983.9000244140625,993.4000244140625,957.0,962.4000244140625,120510
2025-05-16,980.9248046875,983.5,994.5,972.0999755859375,991.0999755859375,53819
2025-05-19,998.3790283203125,1001.0,1006.5,980.4000244140625,984.0,88259
2025-05-20,1013.439453125,1016.0999755859375,1025.0,984.5999755859375,1011.0,174456
2025-05-21,1007.4551391601562,1010.0999755859375,1027.9000244140625,994.0,1018.0999755859375,115578
2025-05-22,995.2871704101562,997.9000244140625,1010.9000244140625,995.0,1000.0999755859375,70063
2025-05-23,998.877685546875,1001.5,1008.0,988.5999755859375,1006.0,49214
2025-05-26,999.1768798828125,1001.7999877929688,1005.0,990.0999755859375,1001.5,54680
2025-05-27,996.1847534179688,998.7999877929688,1006.9000244140625,993.0999755859375,1001.7999877929688,50540
2025-05-28,991.5968017578125,994.2000122070312,1006.9000244140625,990.2000122070312,1006.9000244140625,54271
2025-05-29,984.71484375,987.2999877929688,1000.0,981.2000122070312,997.7999877929688,54000
2025-05-30,989.2030639648438,991.7999877929688,1001.7999877929688,981.0,995.0,67807
2025-06-02,976.5862426757812,979.1500244140625,1001.1500244140625,973.9500122070312,998.7999877929688,113658
2025-06-03,973.6439819335938,976.2000122070312,993.7000122070312,971.5999755859375,980.0,174094
2025-06-04,959.6307373046875,962.1500244140625,983.25,958.0,977.7000122070312,64331
2025-06-05,952.3997192382812,954.9000244140625,971.4500122070312,951.5,962.5,105472
2025-06-06,947.0138549804688,949.5,960.9500122070312,941.9000244140625,954.9000244140625,131151
2025-06-09,949.0086059570312,951.5,961.9500122070312,943.7999877929688,953.2999877929688,120303
2025-06-10,947.3629150390625,949.8499755859375,975.0,946.4000244140625,952.0,161065
2025-06-11,950.9535522460938,953.4500122070312,960.2999877929688,947.2999877929688,950.7999877929688,123016
2025-06-12,930.1580810546875,932.5999755859375,956.2999877929688,927.6500244140625,953.4500122070312,103512
2025-06-13,948.0610961914062,950.5499877929688,955.9500122070312,922.0,923.0,98469
2025-06-16,936.2421264648438,938.7000122070312,953.0,927.8499755859375,943.0,124034
2025-06-17,934.6962280273438,937.1500244140625,955.0,935.0,937.5,70042
2025-06-18,934.0479125976562,936.5,945.5,927.0,944.0,73253
2025-06-19,926.6173706054688,929.0499877929688,938.3499755859375,922.0,934.8499755859375,59956
2025-06-20,935.344482421875,937.7999877929688,941.3499755859375,915.5,929.0,159880
2025-06-23,928.1134643554688,930.5499877929688,940.0499877929688,922.2999877929688,936.0,59204
2025-06-24,946.9141235351562,949.4000244140625,962.0,925.7999877929688,933.5999755859375,344787
2025-06-25,975.439208984375,978.0,986.0,956.5499877929688,962.7999877929688,317401
2025-06-26,959.880126953125,962.4000244140625,980.5,956.8499755859375,979.0,276146
2025-06-27,960.3787841796875,962.9000244140625,980.0499877929688,945.5499877929688,969.9000244140625,244540
2025-06-30,962.922119140625,965.4500122070312,978.7000122070312,958.5499877929688,974.7999877929688,198707
2025-07-01,994.5391235351562,997.1500244140625,1009.7000122070312,968.4500122070312,968.4500122070312,839340
2025-07-02,996.7332763671875,999.3499755859375,1003.0,976.5,1001.8499755859375,205399
2025-07-03,988.9038696289062,991.5,1009.1500244140625,985.75,999.4000244140625,133295
2025-07-04,995.835693359375,998.4500122070312,1000.9500122070312,984.0999755859375,991.5,68295
2025-07-07,981.1243286132812,983.7000122070312,1002.0,977.0,1002.0,167198
2025-07-08,986.6099243164062,989.2000122070312,999.5,979.4000244140625,985.0,100045
2025-07-09,995.1873779296875,997.7999877929688,1003.75,989.0,990.0499877929688,172053
2025-07-10,994.88818359375,997.5,1002.0,991.8499755859375,996.0,55129
2025-07-11,970.103271484375,972.6500244140625,1000.75,966.0,996.7999877929688,75809
2025-07-14,990.7989501953125,993.4000244140625,997.7000122070312,965.7999877929688,970.0999755859375,142234
2025-07-15,982.9196166992188,985.5,1003.9500122070312,982.1500244140625,997.0,81388
2025-07-16,997.0325927734375,999.6500244140625,1004.4000244140625,986.4500122070312,996.4000244140625,108812
2025-07-17,992.0955200195312,994.7000122070312,1003.2000122070312,992.7000122070312,999.5,294914
2025-07-18,985.0140991210938,987.5999755859375,1004.5999755859375,981.0999755859375,1004.5999755859375,77720
2025-07-21,989.5521850585938,992.1500244140625,998.5,981.75,989.9500122070312,76707
2025-07-22,977.1846313476562,979.75,998.4000244140625,978.0,987.5,61613
2025-07-23,974.5914916992188,977.1500244140625,984.2999877929688,966.75,980.0,53639
2025-07-24,979.977294921875,982.5499877929688,986.5999755859375,972.5499877929688,977.1500244140625,39455
2025-07-25,956.6386108398438,959.1500244140625,979.3499755859375,952.0999755859375,975.0499877929688,66280
2025-07-28,931.6541748046875,934.0999755859375,960.0999755859375,925.0,957.5999755859375,486847
2025-07-29,925.7197875976562,928.1500244140625,949.4000244140625,921.1500244140625,930.5,102872
2025-07-30,952.2999877929688,954.7999877929688,957.7000122070312,929.0,929.0,296427
2025-07-31,930.5999755859375,930.5999755859375,955.2999877929688,926.0,942.0,40421
2025-08-01,925.9500122070312,925.9500122070312,947.0,924.0,926.0,121391
2025-08-04,917.5,917.5,934.4000244140625,908.0499877929688,934.4000244140625,123643
2025-08-05,905.2999877929688,905.2999877929688,926.0,903.0499877929688,926.0,183912
2025-08-06,885.0999755859375,885.0999755859375,913.9500122070312,881.5999755859375,905.9000244140625,77949
2025-08-07,855.7999877929688,855.7999877929688,887.0499877929688,848.0499877929688,878.7000122070312,432787
2025-08-08,841.2999877929688,841.2999877929688,879.4500122070312,836.1500244140625,851.0,286762
2025-08-11,849.25,849.25,861.9000244140625,833.0499877929688,841.3499755859375,359274
2025-08-12,847.4500122070312,847.4500122070312,879.5,837.8499755859375,858.2999877929688,171391
2025-08-13,845.5499877929688,845.5499877929688,854.9500122070312,841.7000122070312,847.7999877929688,108487
2025-08-14,851.2000122070312,851.2000122070312,856.2000122070312,842.7999877929688,854.9000244140625,62360
2025-08-18,874.9000244140625,874.9000244140625,885.0,855.3499755859375,855.3499755859375,356070
2025-08-19,870.0499877929688,870.0499877929688,885.5999755859375,862.9000244140625,883.0,431297
2025-08-20,990.25,990.25,1018.0,870.0499877929688,870.0499877929688,4787771
2025-08-21,945.5,945.5,988.3499755859375,941.2000122070312,988.0499877929688,897090
2025-08-22,926.6500244140625,926.6500244140625,948.7000122070312,921.0499877929688,940.8499755859375,278012
2025-08-25,929.4000244140625,929.4000244140625,941.7999877929688,926.0999755859375,930.1500244140625,110916
2025-08-26,903.2999877929688,903.2999877929688,929.5999755859375,895.0,929.4000244140625,139080
2025-08-28,903.2000122070312,903.2000122070312,908.7999877929688,893.8499755859375,907.0,143428
2025-08-29,911.5999755859375,911.5999755859375,922.7999877929688,895.0,895.0,129845
2025-09-01,933.2999877929688,933.2999877929688,937.0,907.0499877929688,914.2999877929688,110844
2025-09-02,939.75,939.75,951.5,919.0999755859375,933.2999877929688,148281
2025-09-03,947.2999877929688,947.2999877929688,962.7999877929688,937.5999755859375,939.75,101416
2025-09-04,946.75,946.75,952.1500244140625,939.5999755859375,951.5999755859375,107871
2025-09-05,945.9500122070312,945.9500122070312,958.25,943.0,951.0,54247
2025-09-08,965.4000244140625,965.4000244140625,999.0,944.0499877929688,945.9500122070312,304804
2025-09-09,973.9000244140625,973.9000244140625,979.9500122070312,955.75,973.0999755859375,265497
2025-09-10,982.5999755859375,982.5999755859375,1005.2999877929688,975.2000122070312,980.0,235854
2025-09-11,986.0499877929688,986.0499877929688,998.2999877929688,981.75,989.4000244140625,57883
2025-09-12,993.0999755859375,993.0999755859375,1002.0,986.0,986.0,277309
2025-09-15,979.2999877929688,979.2999877929688,1004.5,971.3499755859375,1004.5,123768
2025-09-16,1001.5999755859375,1001.5999755859375,1009.5999755859375,969.0,971.3499755859375,142901
2025-09-17,995.4500122070312,995.4500122070312,1012.5,991.0,1005.0,154516
2025-09-18,987.3499755859375,987.3499755859375,1001.7000122070312,975.0,999.9000244140625,282327
2025-09-19,958.7000122070312,958.7000122070312,996.0,947.9500122070312,991.0,678105
2025-09-22,951.2999877929688,951.2999877929688,964.4500122070312,940.4000244140625,957.9500122070312,194842
2025-09-23,972.0,972.0,978.5499877929688,953.0999755859375,956.0,159826
2025-09-24,955.0999755859375,955.0999755859375,980.7999877929688,952.0,972.0,46089
2025-09-25,951.0499877929688,951.0499877929688,959.9500122070312,942.2000122070312,953.6500244140625,162614
2025-09-26,919.9000244140625,919.9000244140625,950.1500244140625,915.0,942.6500244140625,210343
2025-09-29,911.9000244140625,911.9000244140625,927.75,909.6500244140625,920.0,170417
2025-09-30,924.6500244140625,924.6500244140625,928.9000244140625,911.5,911.5,49540
2025-10-01,916.4500122070312,916.4500122070312,925.0,909.6500244140625,918.6500244140625,59595
2025-10-03,937.4000244140625,937.4000244140625,939.9000244140625,916.0,916.5,85143
2025-10-06,918.5999755859375,918.5999755859375,955.0,915.0999755859375,947.5,145178
2025-10-07,919.2999877929688,919.2999877929688,927.4000244140625,913.7999877929688,923.4000244140625,48949
2025-10-08,917.7999877929688,917.7999877929688,930.3499755859375,910.5499877929688,920.5,77454
2025-10-09,914.0499877929688,914.0499877929688,923.8499755859375,902.0999755859375,921.0,197583
2025-10-10,937.5499877929688,937.5499877929688,943.6500244140625,913.6500244140625,914.0499877929688,90027
2025-10-13,928.2000122070312,928.2000122070312,935.0,917.0,934.7999877929688,63609
2025-10-14,914.1500244140625,914.1500244140625,930.0,912.0,921.0999755859375,92601
2025-10-15,909.0499877929688,909.0499877929688,919.5,901.5,914.0,153968
2025-10-16,916.5499877929688,916.5499877929688,919.9500122070312,910.0,913.7000122070312,42718
2025-10-17,904.25,904.25,920.75,901.0999755859375,916.5499877929688,53690
2025-10-20,892.6500244140625,892.6500244140625,907.9500122070312,888.2999877929688,905.0999755859375,170701
2025-10-21,909.8499755859375,909.8499755859375,916.5,895.0999755859375,895.0999755859375,21625
2025-10-23,906.6500244140625,906.6500244140625,920.1500244140625,900.0,920.0,93430
2025-10-24,897.2999877929688,897.2999877929688,909.8499755859375,895.0999755859375,903.0,65290
2025-10-27,908.25,908.25,910.5999755859375,897.0,897.0,32039
2025-10-28,908.2999877929688,908.2999877929688,922.4500122070312,902.9500122070312,906.0999755859375,47025
2025-10-29,932.1500244140625,932.1500244140625,938.9000244140625,903.6500244140625,913.0999755859375,201734
2025-10-30,925.2999877929688,925.2999877929688,942.2000122070312,917.5999755859375,935.0,65701
2025-10-31,900.5,900.5,923.6500244140625,895.0999755859375,916.9000244140625,99175
2025-11-03,909.4500122070312,909.4500122070312,911.9000244140625,894.2999877929688,897.0,60298
2025-11-04,895.9000244140625,895.9000244140625,923.4500122070312,892.8499755859375,909.4500122070312,85286
2025-11-06,887.3499755859375,887.3499755859375,900.0,879.0499877929688,895.0,77569
2025-11-07,916.2000122070312,916.2000122070312,921.0,876.2000122070312,887.0,74900
2025-11-10,911.7999877929688,911.7999877929688,914.9500122070312,904.0999755859375,912.2000122070312,116280
2025-11-11,891.6500244140625,891.6500244140625,912.5499877929688,890.0999755859375,911.0,46513
2025-11-12,889.0499877929688,889.0499877929688,901.2999877929688,882.0,895.0,104992
2025-11-13,893.8499755859375,893.8499755859375,900.0,885.8499755859375,890.0,54555
2025-11-14,885.2999877929688,885.2999877929688,894.0,882.0,890.0,37584
2025-11-17,873.2000122070312,873.2000122070312,901.7999877929688,871.0499877929688,894.5,129501
2025-11-18,857.6500244140625,857.6500244140625,877.0,852.2999877929688,877.0,237193
2025-11-19,839.5499877929688,839.5499877929688,873.3499755859375,833.0,860.1500244140625,504040
2025-11-20,833.9000244140625,833.9000244140625,845.3499755859375,830.0,840.0,574558
2025-11-21,817.7999877929688,817.7999877929688,839.9000244140625,813.2999877929688,833.9000244140625,128823
2025-11-24,832.4000244140625,832.4000244140625,842.0,816.4000244140625,821.75,820173
2025-11-25,835.1500244140625,835.1500244140625,841.4000244140625,826.7000122070312,832.4000244140625,148151
2025-11-26,876.5499877929688,876.5499877929688,933.0,836.0,836.0,6981690
2025-11-27,868.5,868.5,881.5,861.0,878.0,157913
2025-11-28,856.8499755859375,856.8499755859375,870.0,847.9500122070312,869.9000244140625,171240
2025-12-01,882.0,882.0,890.4500122070312,855.5999755859375,856.9000244140625,196926
2025-12-02,886.1500244140625,886.1500244140625,891.4000244140625,868.9500122070312,880.0,118218
2025-12-03,895.7000122070312,895.7000122070312,904.0,884.0,884.2999877929688,117459
2025-12-04,879.7000122070312,879.7000122070312,893.5,875.2999877929688,893.5,113081
2025-12-05,869.8499755859375,869.8499755859375,884.2999877929688,860.0,879.7000122070312,63372
2025-12-08,848.75,848.75,873.7999877929688,838.2000122070312,868.0,73251
2025-12-09,871.0,871.0,885.0,822.0999755859375,841.5999755859375,230290
2025-12-10,854.0499877929688,854.0499877929688,873.2999877929688,851.0,867.0,41694
2025-12-11,868.75,868.75,870.75,845.75,860.0,49803
2025-12-12,874.5999755859375,874.5999755859375,877.8499755859375,860.4000244140625,868.0,69389
2025-12-15,870.1500244140625,870.1500244140625,881.9500122070312,868.8499755859375,876.0,29889
2025-12-16,862.25,862.25,868.0,856.2999877929688,866.0,56641
2025-12-17,848.3499755859375,848.3499755859375,862.5,846.75,862.25,27264
2025-12-18,850.2000122070312,850.2000122070312,856.0,832.7000122070312,843.0499877929688,43244
2025-12-19,856.25,856.25,867.2999877929688,845.1500244140625,851.5499877929688,92965
2025-12-22,852.75,852.75,864.2999877929688,846.2000122070312,864.2999877929688,82580
2025-12-23,851.5499877929688,851.5499877929688,857.4500122070312,835.0,848.0,222131
2025-12-24,848.9000244140625,848.9000244140625,865.5499877929688,843.0,855.9000244140625,80683
2025-12-26,848.0,848.0,857.9500122070312,842.0,848.9000244140625,106174
2025-12-29,839.0499877929688,839.0499877929688,851.7000122070312,831.0,842.0,149150
2025-12-30,828.5,828.5,840.2000122070312,827.0,840.2000122070312,115800
2025-12-31,855.9000244140625,855.9000244140625,859.75,830.0,836.3499755859375,103792
2026-01-01,859.75,859.75,865.0,843.0999755859375,856.0,78547
2026-01-02,859.5499877929688,859.5499877929688,861.25,848.0999755859375,855.0,106359
2026-01-05,858.5999755859375,858.5999755859375,872.4000244140625,855.0,860.9000244140625,113699
2026-01-06,837.5,837.5,858.5999755859375,836.0,858.5999755859375,87872
2026-01-07,823.5,823.5,840.1500244140625,819.5999755859375,840.0,257221
2026-01-08,818.2000122070312,818.2000122070312,829.9000244140625,815.0,823.5,97700
2026-01-09,804.8499755859375,804.8499755859375,821.9500122070312,801.25,819.9500122070312,140999
2026-01-12,799.25,799.25,808.0,786.7999877929688,800.0499877929688,131597
2026-01-13,810.4000244140625,810.4000244140625,818.0,803.5499877929688,805.5,62660
2026-01-14,807.6500244140625,807.6500244140625,815.25,802.0499877929688,814.4000244140625,100976
2026-01-16,814.0999755859375,814.0999755859375,821.75,807.5999755859375,807.6500244140625,62921
