date_,adj close_cumminsind.ns,close_cumminsind.ns,high_cumminsind.ns,low_cumminsind.ns,open_cumminsind.ns,volume_cumminsind.ns
2024-02-28,2657.8779296875,2714.60009765625,2775.449951171875,2700.0,2760.0,409541
2024-02-29,2681.425048828125,2738.64990234375,2761.39990234375,2659.60009765625,2710.0,1010604
2024-03-01,2669.186279296875,2726.14990234375,2763.35009765625,2717.800048828125,2749.0,431838
2024-03-04,2724.75048828125,2782.89990234375,2809.0,2703.0,2736.64990234375,932506
2024-03-05,2716.77099609375,2774.75,2798.949951171875,2765.0,2782.75,278427
2024-03-06,2726.121337890625,2784.300048828125,2796.5,2709.050048828125,2784.0,292058
2024-03-07,2728.764892578125,2787.0,2827.0,2775.14990234375,2800.0,479478
2024-03-11,2737.429931640625,2795.85009765625,2891.949951171875,2783.75,2823.85009765625,1183246
2024-03-12,2702.035400390625,2759.699951171875,2806.199951171875,2746.89990234375,2795.85009765625,287216
2024-03-13,2620.03515625,2675.949951171875,2797.699951171875,2652.0,2760.0,612537
2024-03-14,2667.13037109375,2724.050048828125,2751.949951171875,2657.75,2663.39990234375,762079
2024-03-15,2651.072998046875,2707.64990234375,2737.10009765625,2678.5,2723.949951171875,472475
2024-03-18,2656.017578125,2712.699951171875,2768.64990234375,2664.75,2705.800048828125,754044
2024-03-19,2659.003662109375,2715.75,2733.199951171875,2668.10009765625,2713.0,431587
2024-03-20,2735.4228515625,2793.800048828125,2802.64990234375,2710.699951171875,2715.0,886440
2024-03-21,2837.6904296875,2898.25,2908.449951171875,2817.10009765625,2835.0,857294
2024-03-22,2869.56005859375,2930.800048828125,2948.0,2872.550048828125,2907.0,568710
2024-03-26,2907.059814453125,2969.10009765625,2985.0,2918.25,2938.949951171875,513559
2024-03-27,2906.325439453125,2968.35009765625,3012.0,2947.199951171875,2988.0,384326
2024-03-28,2943.43359375,3006.25,3025.0,2939.14990234375,2986.449951171875,827120
2024-04-01,2940.64306640625,3003.39990234375,3039.0,2980.10009765625,3025.0,510013
2024-04-02,2975.107666015625,3038.60009765625,3054.14990234375,2987.75,3028.0,345280
2024-04-03,2985.486083984375,3049.199951171875,3062.75,2971.85009765625,3017.949951171875,739575
2024-04-04,2966.442626953125,3029.75,3053.0,2995.14990234375,3050.0,452822
2024-04-05,2968.645751953125,3032.0,3039.550048828125,3003.050048828125,3011.0,310015
2024-04-08,2925.7607421875,2988.199951171875,3044.85009765625,2922.550048828125,3044.85009765625,1111709
2024-04-09,2876.95263671875,2938.35009765625,2994.35009765625,2929.60009765625,2987.949951171875,285172
2024-04-10,2938.244384765625,3000.949951171875,3007.699951171875,2939.10009765625,2939.10009765625,547302
2024-04-12,2996.256103515625,3060.199951171875,3099.0,3016.300048828125,3031.0,751185
2024-04-15,2979.024169921875,3042.60009765625,3078.300048828125,3022.300048828125,3040.0,433380
2024-04-16,3055.443115234375,3120.64990234375,3133.199951171875,3013.5,3020.0,562240
2024-04-18,3058.77197265625,3124.050048828125,3161.14990234375,3090.800048828125,3120.0,654035
2024-04-19,2974.76513671875,3038.25,3125.0,3025.800048828125,3125.0,402676
2024-04-22,3062.737548828125,3128.10009765625,3145.0,3039.0,3040.300048828125,365623
2024-04-23,3093.138671875,3159.14990234375,3188.0,3118.0,3150.0,316601
2024-04-24,3176.509521484375,3244.300048828125,3262.800048828125,3181.550048828125,3193.0,663114
2024-04-25,3165.837158203125,3233.39990234375,3270.0,3223.64990234375,3244.300048828125,339113
2024-04-26,3173.1318359375,3240.85009765625,3267.0,3205.0,3260.0,238555
2024-04-29,3236.675537109375,3305.75,3336.25,3247.050048828125,3251.10009765625,527287
2024-04-30,3207.008544921875,3275.449951171875,3326.449951171875,3265.0,3318.949951171875,526043
2024-05-02,3235.157958984375,3304.199951171875,3332.5,3245.800048828125,3274.0,361820
2024-05-03,3335.663330078125,3406.85009765625,3478.39990234375,3211.10009765625,3310.0,1585260
2024-05-06,3338.551513671875,3409.800048828125,3432.14990234375,3361.75,3432.14990234375,511877
2024-05-07,3301.8349609375,3372.300048828125,3455.89990234375,3322.5,3402.0,341624
2024-05-08,3372.575439453125,3444.550048828125,3466.0,3350.0,3376.10009765625,353585
2024-05-09,3327.09619140625,3398.10009765625,3451.64990234375,3384.39990234375,3446.10009765625,257217
2024-05-10,3340.509521484375,3411.800048828125,3431.800048828125,3385.050048828125,3397.85009765625,320278
2024-05-13,3438.95849609375,3512.35009765625,3527.89990234375,3403.64990234375,3432.0,1427509
2024-05-14,3497.068359375,3571.699951171875,3579.5,3455.0,3521.949951171875,415369
2024-05-15,3606.238525390625,3683.199951171875,3704.0,3564.14990234375,3580.0,1317014
2024-05-16,3650.592041015625,3728.5,3789.0,3652.449951171875,3691.5,927635
2024-05-17,3711.63916015625,3790.85009765625,3832.89990234375,3724.35009765625,3762.0,700512
2024-05-21,3670.76171875,3749.10009765625,3889.0,3735.39990234375,3877.0,663444
2024-05-22,3656.27099609375,3734.300048828125,3787.949951171875,3682.5,3787.949951171875,479447
2024-05-23,3680.45458984375,3759.0,3780.0,3714.35009765625,3764.800048828125,266131
2024-05-24,3636.248291015625,3713.85009765625,3770.949951171875,3704.0,3768.0,308558
2024-05-27,3725.73828125,3805.25,3878.699951171875,3704.699951171875,3732.5,2514197
2024-05-28,3752.22314453125,3832.300048828125,3849.0,3736.5,3805.35009765625,527402
2024-05-29,3754.52392578125,3834.64990234375,3859.89990234375,3760.0,3845.5,1036254
2024-05-30,3521.64404296875,3596.800048828125,3900.0,3587.39990234375,3885.050048828125,3481626
2024-05-31,3477.0947265625,3551.300048828125,3595.0,3460.25,3592.75,2778125
2024-06-03,3634.681640625,3712.25,3724.949951171875,3615.949951171875,3650.0,1219845
2024-06-04,3178.075927734375,3245.89990234375,3720.0,3102.14990234375,3712.25,1891496
2024-06-05,3332.970703125,3404.10009765625,3432.0,3160.0,3259.0,1250711
2024-06-06,3432.055908203125,3505.300048828125,3569.0,3412.199951171875,3454.550048828125,1005234
2024-06-07,3531.190185546875,3606.550048828125,3619.0,3480.199951171875,3480.199951171875,549839
2024-06-10,3469.99609375,3544.050048828125,3640.0,3503.5,3624.699951171875,1386803
2024-06-11,3491.095947265625,3565.60009765625,3616.949951171875,3544.300048828125,3544.300048828125,397111
2024-06-12,3598.063232421875,3674.85009765625,3719.800048828125,3567.0,3570.64990234375,941192
2024-06-13,3634.92626953125,3712.5,3752.35009765625,3683.64990234375,3734.550048828125,978790
2024-06-14,3745.6630859375,3825.60009765625,3871.800048828125,3717.0,3727.800048828125,1397955
2024-06-18,3745.908203125,3825.85009765625,3849.949951171875,3735.0,3849.949951171875,548966
2024-06-19,3712.275390625,3791.5,3969.800048828125,3760.0,3860.0,1769573
2024-06-20,3776.406982421875,3857.0,3874.89990234375,3768.75,3790.0,610293
2024-06-21,3818.45947265625,3899.949951171875,3938.949951171875,3850.0,3885.949951171875,908528
2024-06-24,3958.031005859375,4042.5,4100.0,3815.300048828125,3858.050048828125,2042932
2024-06-25,3923.07666015625,4006.800048828125,4171.89990234375,3965.699951171875,4089.949951171875,1214055
2024-06-26,3915.733642578125,3999.300048828125,4041.699951171875,3979.39990234375,4029.0,520613
2024-06-27,4018.392822265625,4104.14990234375,4154.35009765625,3945.35009765625,3977.39990234375,2074872
2024-06-28,3883.961669921875,3966.85009765625,4103.60009765625,3954.300048828125,4103.60009765625,651880
2024-07-01,3902.515625,3985.800048828125,4005.0,3912.64990234375,3960.050048828125,471217
2024-07-02,3853.80517578125,3936.050048828125,4048.050048828125,3885.25,4003.0,650017
2024-07-03,3875.24755859375,3957.949951171875,3978.0,3910.0,3950.0,401559
2024-07-04,3979.375244140625,4064.300048828125,4114.9501953125,3951.35009765625,3973.949951171875,1127996
2024-07-05,4047.618896484375,4134.0,4149.89990234375,4045.35009765625,4094.0,574786
2024-07-08,3917.25146484375,4000.85009765625,4154.0,3960.800048828125,4144.0,937986
2024-07-09,3902.515625,3985.800048828125,4050.0,3968.35009765625,3983.199951171875,432053
2024-07-10,3948.484619140625,4032.75,4040.0,3925.800048828125,3999.0,333049
2024-07-11,3912.79638671875,3996.300048828125,4056.800048828125,3975.050048828125,4032.75,278392
2024-07-12,3871.42919921875,3954.050048828125,3998.0,3942.199951171875,3990.0,669534
2024-07-15,3809.500732421875,3890.800048828125,3985.0,3865.35009765625,3970.0,898925
2024-07-16,3788.25439453125,3869.10009765625,3949.0,3858.0,3949.0,377594
2024-07-18,3717.51416015625,3796.85009765625,3860.0,3760.0,3854.0,826073
2024-07-19,3503.529296875,3559.449951171875,3833.949951171875,3549.60009765625,3796.85009765625,1375041
2024-07-22,3554.95849609375,3611.699951171875,3668.75,3501.39990234375,3545.0,1311522
2024-07-23,3520.656005859375,3576.85009765625,3690.89990234375,3407.050048828125,3650.0,894196
2024-07-24,3485.713623046875,3541.35009765625,3658.949951171875,3500.0,3576.85009765625,833741
2024-07-25,3553.97412109375,3610.699951171875,3649.0,3452.050048828125,3478.25,1111742
2024-07-26,3659.73583984375,3718.14990234375,3744.89990234375,3624.050048828125,3629.0,550113
2024-07-29,3717.661376953125,3777.0,3807.25,3696.0,3730.0,667727
2024-07-30,3747.633056640625,3807.449951171875,3832.050048828125,3757.949951171875,3780.0,322462
2024-07-31,3791.82763671875,3852.35009765625,3867.949951171875,3802.25,3817.75,386818
2024-08-01,3755.064453125,3815.0,3864.949951171875,3790.14990234375,3850.0,337985
2024-08-02,3455.69287109375,3510.85009765625,3702.39990234375,3471.60009765625,3699.699951171875,4800901
2024-08-05,3442.9462890625,3497.89990234375,3525.0,3359.050048828125,3431.60009765625,1442742
2024-08-06,3466.76611328125,3522.10009765625,3596.550048828125,3501.0,3510.699951171875,1367913
2024-08-07,3689.658447265625,3748.550048828125,3815.800048828125,3452.0,3564.0,3498089
2024-08-08,3669.92333984375,3728.5,3767.5,3663.0,3700.0,993412
2024-08-09,3656.734130859375,3715.10009765625,3824.0,3701.14990234375,3759.550048828125,644934
2024-08-12,3694.629150390625,3753.60009765625,3776.550048828125,3650.050048828125,3685.0,716376
2024-08-13,3646.989501953125,3705.199951171875,3754.550048828125,3660.35009765625,3735.14990234375,417701
2024-08-14,3665.93701171875,3724.449951171875,3736.800048828125,3662.60009765625,3725.0,432049
2024-08-16,3702.306396484375,3761.39990234375,3770.300048828125,3683.550048828125,3730.0,419710
2024-08-19,3695.859375,3754.85009765625,3804.5,3720.0,3781.0,562243
2024-08-20,3769.385986328125,3829.550048828125,3844.0,3724.699951171875,3780.0,545141
2024-08-21,3773.126220703125,3833.35009765625,3860.949951171875,3800.39990234375,3844.949951171875,522503
2024-08-22,3755.75341796875,3815.699951171875,3843.199951171875,3802.199951171875,3839.0,181744
2024-08-23,3761.9052734375,3821.949951171875,3852.699951171875,3780.0,3815.0,355889
2024-08-26,3799.80029296875,3860.449951171875,3929.0,3821.25,3850.0,812751
2024-08-27,3709.3935546875,3768.60009765625,3858.0,3752.800048828125,3854.949951171875,704348
2024-08-28,3678.339111328125,3737.050048828125,3785.0,3723.199951171875,3780.0,669653
2024-08-29,3676.173828125,3734.85009765625,3749.949951171875,3691.050048828125,3737.0,338528
2024-08-30,3685.868896484375,3744.699951171875,3771.5,3721.14990234375,3735.0,632373
2024-09-02,3744.630859375,3804.39990234375,3815.0,3744.699951171875,3769.89990234375,465810
2024-09-03,3771.05908203125,3831.25,3842.85009765625,3814.5,3838.89990234375,468471
2024-09-04,3809.249755859375,3870.050048828125,3882.5,3796.199951171875,3800.0,374494
2024-09-05,3781.00048828125,3841.35009765625,3895.75,3810.64990234375,3872.0,746864
2024-09-06,3706.48974609375,3765.64990234375,3860.0,3752.10009765625,3840.0,440240
2024-09-09,3613.769775390625,3671.449951171875,3765.0,3661.25,3765.0,496595
2024-09-10,3685.426025390625,3744.25,3765.0,3677.699951171875,3716.60009765625,385377
2024-09-11,3737.740966796875,3797.39990234375,3862.89990234375,3746.0,3746.0,393675
2024-09-12,3762.791015625,3822.85009765625,3832.14990234375,3750.0,3825.0,676639
2024-09-13,3725.14208984375,3784.60009765625,3848.0,3768.85009765625,3848.0,523385
2024-09-16,3757.72216796875,3817.699951171875,3832.300048828125,3775.199951171875,3810.0,383239
2024-09-17,3785.528076171875,3845.949951171875,3851.14990234375,3780.050048828125,3780.050048828125,190892
2024-09-18,3704.86572265625,3764.0,3866.050048828125,3742.800048828125,3849.0,208050
2024-09-19,3669.234619140625,3727.800048828125,3827.14990234375,3610.60009765625,3800.0,513980
2024-09-20,3754.12939453125,3814.050048828125,3832.050048828125,3677.800048828125,3738.949951171875,686932
2024-09-23,3805.066162109375,3865.800048828125,3883.0,3797.89990234375,3824.949951171875,512848
2024-09-24,3792.368896484375,3852.89990234375,3891.699951171875,3838.14990234375,3863.64990234375,403762
2024-09-25,3704.5703125,3763.699951171875,3927.0,3743.550048828125,3862.0,698850
2024-09-26,3734.591064453125,3794.199951171875,3805.0,3730.0,3764.0,283237
2024-09-27,3804.082275390625,3864.800048828125,3878.0,3780.25,3794.25,361709
2024-09-30,3746.2548828125,3806.050048828125,3875.89990234375,3761.0,3864.14990234375,429408
2024-10-01,3814.95849609375,3875.85009765625,3891.699951171875,3794.050048828125,3820.0,301686
2024-10-03,3624.793701171875,3682.64990234375,3870.0,3662.800048828125,3869.949951171875,560379
2024-10-04,3566.572998046875,3623.5,3707.0,3607.89990234375,3683.800048828125,486955
2024-10-07,3534.58349609375,3591.0,3656.0,3526.0,3580.35009765625,514843
2024-10-08,3650.040771484375,3708.300048828125,3725.0,3591.199951171875,3600.0,265947
2024-10-09,3702.7001953125,3761.800048828125,3825.0,3705.60009765625,3724.35009765625,322648
2024-10-10,3723.222412109375,3782.64990234375,3811.0,3747.050048828125,3765.0,186298
2024-10-11,3557.369873046875,3614.14990234375,3737.0,3565.0,3700.0,1851770
2024-10-14,3610.177001953125,3667.800048828125,3686.0,3589.5,3614.14990234375,613526
2024-10-15,3611.4072265625,3669.050048828125,3709.0,3648.60009765625,3680.0,272730
2024-10-16,3738.72509765625,3798.39990234375,3846.10009765625,3671.89990234375,3671.89990234375,1063163
2024-10-17,3633.996826171875,3692.0,3835.0,3682.10009765625,3835.0,306393
2024-10-18,3651.8125,3710.10009765625,3715.5,3640.0,3687.050048828125,200159
2024-10-21,3523.0673828125,3579.300048828125,3738.35009765625,3568.85009765625,3711.75,470459
2024-10-22,3485.7626953125,3541.39990234375,3627.699951171875,3528.0,3579.300048828125,312283
2024-10-23,3366.17138671875,3419.89990234375,3560.85009765625,3393.10009765625,3541.39990234375,507633
2024-10-24,3343.72998046875,3397.10009765625,3459.85009765625,3355.550048828125,3440.0,273625
2024-10-25,3317.203125,3370.14990234375,3429.0,3311.199951171875,3397.10009765625,267615
2024-10-28,3365.38427734375,3419.10009765625,3441.85009765625,3328.10009765625,3370.14990234375,576259
2024-10-29,3419.667724609375,3474.25,3486.949951171875,3384.0,3424.89990234375,445323
2024-10-30,3456.33251953125,3511.5,3542.85009765625,3448.050048828125,3471.0,439545
2024-10-31,3445.603759765625,3500.60009765625,3595.0,3461.550048828125,3542.64990234375,695092
2024-11-01,3444.767333984375,3499.75,3530.0,3486.949951171875,3530.0,42900
2024-11-04,3421.14404296875,3475.75,3514.949951171875,3443.949951171875,3514.949951171875,599036
2024-11-05,3429.707275390625,3484.449951171875,3505.949951171875,3405.050048828125,3489.85009765625,491406
2024-11-06,3554.9091796875,3611.64990234375,3632.949951171875,3401.0,3401.0,884916
2024-11-07,3498.706298828125,3554.550048828125,3657.0,3536.300048828125,3639.5,402270
2024-11-08,3597.9228515625,3655.35009765625,3691.949951171875,3478.5,3600.949951171875,2259037
2024-11-11,3545.361572265625,3601.949951171875,3645.0,3501.449951171875,3645.0,837743
2024-11-12,3425.671875,3480.35009765625,3643.5,3457.0,3601.949951171875,743826
2024-11-13,3273.7958984375,3326.050048828125,3495.89990234375,3313.35009765625,3480.35009765625,789671
2024-11-14,3277.4873046875,3329.800048828125,3379.0,3273.050048828125,3336.050048828125,709817
2024-11-18,3299.879638671875,3352.550048828125,3368.0,3270.199951171875,3300.0,897540
2024-11-19,3249.3857421875,3301.25,3406.25,3290.550048828125,3377.0,427254
2024-11-21,3230.68408203125,3282.25,3310.0,3244.25,3292.050048828125,509750
2024-11-22,3267.25048828125,3319.39990234375,3339.0,3263.050048828125,3284.949951171875,847791
2024-11-25,3480.300048828125,3535.85009765625,3549.0,3361.60009765625,3400.0,977534
2024-11-26,3408.79150390625,3463.199951171875,3556.39990234375,3452.300048828125,3540.0,337367
2024-11-27,3445.7021484375,3500.699951171875,3520.0,3425.300048828125,3520.0,367758
2024-11-28,3426.557861328125,3481.25,3513.699951171875,3439.050048828125,3503.0,343777
2024-11-29,3428.96923828125,3483.699951171875,3514.0,3460.0,3488.0,431448
2024-12-02,3376.113037109375,3430.0,3500.0,3415.199951171875,3500.0,559721
2024-12-03,3457.119873046875,3512.300048828125,3547.949951171875,3435.050048828125,3436.800048828125,685485
2024-12-04,3489.6015625,3545.300048828125,3578.85009765625,3517.5,3535.0,484852
2024-12-05,3402.3935546875,3456.699951171875,3584.0,3435.050048828125,3584.0,554598
2024-12-06,3410.563232421875,3465.0,3497.85009765625,3455.550048828125,3474.0,250689
2024-12-09,3454.019287109375,3509.14990234375,3518.0,3460.0,3469.949951171875,185203
2024-12-10,3470.801513671875,3526.199951171875,3547.60009765625,3502.550048828125,3511.050048828125,241848
2024-12-11,3547.871337890625,3604.5,3647.800048828125,3517.050048828125,3527.89990234375,554451
2024-12-12,3554.85986328125,3611.60009765625,3644.199951171875,3588.10009765625,3604.5,342086
2024-12-13,3543.343505859375,3599.89990234375,3629.949951171875,3528.75,3610.0,280895
2024-12-16,3613.72021484375,3671.39990234375,3682.0,3597.75,3619.89990234375,385473
2024-12-17,3488.272705078125,3543.949951171875,3691.0,3518.0,3684.0,456521
2024-12-18,3470.89990234375,3526.300048828125,3551.449951171875,3500.050048828125,3540.050048828125,324397
2024-12-19,3304.899658203125,3357.64990234375,3480.0,3341.0,3456.300048828125,863891
2024-12-20,3260.8525390625,3312.89990234375,3407.25,3304.050048828125,3357.64990234375,639822
2024-12-23,3307.5078125,3360.300048828125,3398.949951171875,3301.10009765625,3343.0,273118
2024-12-24,3324.142578125,3377.199951171875,3396.89990234375,3330.64990234375,3360.0,309606
2024-12-26,3311.395751953125,3364.25,3400.0,3178.10009765625,3395.0,2207146
2024-12-27,3245.84228515625,3297.64990234375,3398.050048828125,3289.0,3347.449951171875,342055
2024-12-30,3170.34716796875,3220.949951171875,3303.300048828125,3201.0,3274.699951171875,2494608
2024-12-31,3222.56396484375,3274.0,3308.0,3220.949951171875,3220.949951171875,540344
2025-01-01,3179.747314453125,3230.5,3274.0,3222.0,3274.0,254916
2025-01-02,3206.273681640625,3257.449951171875,3274.0,3192.75,3230.5,924230
2025-01-03,3166.360595703125,3216.89990234375,3299.0,3200.0,3275.0,720321
2025-01-06,3126.300048828125,3176.199951171875,3239.949951171875,3151.800048828125,3237.949951171875,956388
2025-01-07,3114.7841796875,3164.5,3227.949951171875,3152.050048828125,3176.199951171875,554853
2025-01-08,3114.193359375,3163.89990234375,3215.0,3121.85009765625,3215.0,448082
2025-01-09,3059.6640625,3108.5,3172.699951171875,3088.39990234375,3164.10009765625,762592
2025-01-10,2952.3271484375,2999.449951171875,3113.449951171875,2988.89990234375,3105.0,632659
2025-01-13,2828.208251953125,2873.35009765625,2988.60009765625,2853.64990234375,2952.60009765625,597634
2025-01-14,2894.74609375,2940.949951171875,2950.0,2873.35009765625,2873.35009765625,331376
2025-01-15,2842.92333984375,2888.300048828125,2964.949951171875,2840.10009765625,2962.0,677709
2025-01-16,2878.997314453125,2924.949951171875,2939.199951171875,2886.5,2890.0,585735
2025-01-17,2889.1357421875,2935.25,2959.949951171875,2908.0,2924.949951171875,226368
2025-01-20,2897.059326171875,2943.300048828125,2959.0,2906.85009765625,2959.0,227986
2025-01-21,2858.179931640625,2903.800048828125,2973.0,2900.0,2945.0,403269
2025-01-22,2838.44482421875,2883.75,2925.0,2822.699951171875,2925.0,619181
2025-01-23,2843.66162109375,2889.050048828125,2937.0,2853.0,2883.75,256027
2025-01-24,2759.9970703125,2804.050048828125,2904.699951171875,2799.949951171875,2891.0,269838
2025-01-27,2731.60009765625,2775.199951171875,2819.800048828125,2700.0,2814.949951171875,454728
2025-01-28,2696.5595703125,2739.60009765625,2812.64990234375,2705.199951171875,2786.300048828125,622614
2025-01-29,2804.14208984375,2848.89990234375,2866.199951171875,2741.10009765625,2749.89990234375,537445
2025-01-30,2808.128662109375,2852.949951171875,2875.449951171875,2820.0,2850.39990234375,428601
2025-01-31,2868.26904296875,2914.050048828125,2943.0,2837.800048828125,2852.949951171875,415544
2025-02-01,2753.500732421875,2797.449951171875,2996.449951171875,2736.800048828125,2944.550048828125,1121092
2025-02-03,2658.2705078125,2700.699951171875,2793.5,2660.60009765625,2790.0,1133967
2025-02-04,2808.669921875,2853.5,2863.949951171875,2705.14990234375,2710.5,1731462
2025-02-05,2875.257080078125,2921.14990234375,2973.0,2856.949951171875,2860.0,1117642
2025-02-06,2918.51708984375,2965.10009765625,3090.0,2924.14990234375,3067.0,2266222
2025-02-07,2826.781005859375,2871.89990234375,2989.699951171875,2826.14990234375,2989.699951171875,1103565
2025-02-10,2844.990234375,2890.39990234375,2976.0,2870.0,2876.39990234375,1127133
2025-02-11,2791.740478515625,2836.300048828125,2884.0,2792.0,2880.0,813128
2025-02-12,2766.7392578125,2810.89990234375,2830.25,2729.050048828125,2825.0,460427
2025-02-13,2757.2900390625,2801.300048828125,2870.800048828125,2783.85009765625,2820.0,398078
2025-02-14,2709.243408203125,2734.800048828125,2804.89990234375,2696.199951171875,2800.0,420649
2025-02-17,2696.01806640625,2721.449951171875,2733.199951171875,2636.75,2700.0,507208
2025-02-18,2691.609619140625,2717.0,2724.75,2674.10009765625,2720.0,661971
2025-02-19,2665.1591796875,2690.300048828125,2730.60009765625,2667.300048828125,2700.0,908689
2025-02-20,2792.26025390625,2818.60009765625,2824.449951171875,2675.64990234375,2697.0,438545
2025-02-21,2809.64599609375,2836.14990234375,2860.300048828125,2797.0,2800.0,627587
2025-02-24,2806.228271484375,2832.699951171875,2840.0,2768.050048828125,2800.0,305219
2025-02-25,2762.0947265625,2788.14990234375,2846.050048828125,2770.0,2832.699951171875,379168
2025-02-27,2784.879638671875,2811.14990234375,2820.89990234375,2766.35009765625,2766.35009765625,496668
2025-02-28,2692.55078125,2717.949951171875,2805.0,2701.449951171875,2800.0,826862
2025-03-03,2798.40234375,2824.800048828125,2836.60009765625,2693.050048828125,2724.949951171875,697974
2025-03-04,2834.363037109375,2861.10009765625,2876.14990234375,2758.14990234375,2782.0,614448
2025-03-05,2876.8125,2903.949951171875,2910.0,2822.85009765625,2861.10009765625,541007
2025-03-06,2945.31640625,2973.10009765625,3050.0,2912.64990234375,2922.0,1201264
2025-03-07,2871.95849609375,2899.050048828125,2990.300048828125,2891.60009765625,2983.699951171875,280406
2025-03-10,2837.681640625,2864.449951171875,2934.949951171875,2842.550048828125,2893.0,434718
2025-03-11,2848.380859375,2875.25,2890.0,2808.949951171875,2842.0,344048
2025-03-12,2792.40869140625,2818.75,2892.14990234375,2781.0,2875.25,301503
2025-03-13,2808.754638671875,2835.25,2890.5,2808.949951171875,2819.75,382212
2025-03-17,2835.353759765625,2862.10009765625,2872.449951171875,2817.10009765625,2831.0,205971
2025-03-18,2835.353759765625,2862.10009765625,2862.10009765625,2862.10009765625,2862.10009765625,0
2025-03-19,2974.144287109375,3002.199951171875,3014.10009765625,2930.300048828125,2939.050048828125,256853
2025-03-20,2962.653076171875,2990.60009765625,3028.949951171875,2948.0,3025.199951171875,249139
2025-03-21,2910.296630859375,2937.75,3029.89990234375,2924.0,2990.0,764045
2025-03-24,3027.689453125,3056.25,3078.949951171875,2945.0,2945.0,630555
2025-03-25,2934.8154296875,2962.5,3085.0,2946.550048828125,3080.0,349961
2025-03-26,2976.86865234375,3004.949951171875,3070.0,2950.550048828125,2974.0,620642
2025-03-27,2976.2744140625,3004.35009765625,3056.0,2976.800048828125,3004.949951171875,731950
2025-03-28,3023.33056640625,3051.85009765625,3079.0,3001.14990234375,3019.0,444898
2025-04-01,2981.970703125,3010.10009765625,3078.0,2993.5,3052.60009765625,209326
2025-04-02,3023.033447265625,3051.550048828125,3059.35009765625,2966.0,3011.699951171875,393120
2025-04-03,3004.408935546875,3032.75,3037.0,2965.25,3006.25,221736
2025-04-04,2818.364013671875,2844.949951171875,3029.949951171875,2832.0,3020.0,541390
2025-04-07,2685.913330078125,2711.25,2739.550048828125,2580.0,2580.0,670595
2025-04-08,2720.338623046875,2746.0,2833.199951171875,2738.050048828125,2833.199951171875,668259
2025-04-09,2755.457275390625,2781.449951171875,2789.64990234375,2690.0,2738.0,320068
2025-04-11,2788.644287109375,2814.949951171875,2852.0,2752.10009765625,2800.0,678895
2025-04-15,2893.406005859375,2920.699951171875,2939.39990234375,2851.0,2900.0,508807
