date_,adj close_jswsteel.ns,close_jswsteel.ns,high_jswsteel.ns,low_jswsteel.ns,open_jswsteel.ns,volume_jswsteel.ns
2024-04-09,865.4714965820312,874.5999755859375,891.4500122070312,870.5499877929688,881.7999877929688,2512308
2024-04-10,874.7239990234375,883.9500122070312,889.0,875.3499755859375,881.3499755859375,2519596
2024-04-12,857.4066162109375,866.4500122070312,883.9000244140625,862.0,883.9000244140625,4129109
2024-04-15,851.46923828125,860.4500122070312,882.0,850.25,862.9000244140625,1974756
2024-04-16,836.4278564453125,845.25,863.5999755859375,842.75,859.5,1706563
2024-04-18,835.9825439453125,844.7999877929688,858.0,841.7000122070312,846.0999755859375,3437879
2024-04-19,855.7738037109375,864.7999877929688,867.2999877929688,833.2000122070312,842.8499755859375,3157898
2024-04-22,845.878173828125,854.7999877929688,870.9000244140625,853.4500122070312,867.0999755859375,1584578
2024-04-23,842.4641723632812,851.3499755859375,865.0,848.5499877929688,858.5,1755588
2024-04-24,873.4869995117188,882.7000122070312,886.0,850.0,851.3499755859375,4257548
2024-04-25,896.3458862304688,905.7999877929688,909.4000244140625,874.3499755859375,882.7000122070312,4893459
2024-04-26,877.9895629882812,887.25,914.0,884.6500244140625,910.0,3626999
2024-04-29,886.4007568359375,895.75,902.5,886.1500244140625,898.4000244140625,1956431
2024-04-30,872.9922485351562,882.2000122070312,902.75,880.0499877929688,902.4500122070312,1831578
2024-05-02,881.05712890625,890.3499755859375,894.5999755859375,883.0,883.0,2448369
2024-05-03,865.07568359375,874.2000122070312,903.7000122070312,866.0,895.8499755859375,3672279
2024-05-06,871.4584350585938,880.6500244140625,893.0,874.3499755859375,879.7000122070312,2556178
2024-05-07,848.4015502929688,857.3499755859375,881.0499877929688,845.75,880.6500244140625,2369111
2024-05-08,855.6254272460938,864.6500244140625,866.5999755859375,850.4000244140625,850.4000244140625,1849894
2024-05-09,825.8395385742188,834.5499877929688,868.7999877929688,831.0499877929688,864.7000122070312,2282517
2024-05-10,844.6907348632812,853.5999755859375,855.9500122070312,835.9500122070312,835.9500122070312,1947295
2024-05-13,851.6176147460938,860.5999755859375,862.5,830.0,847.8499755859375,1735081
2024-05-14,872.299560546875,881.5,884.9500122070312,861.2000122070312,864.1500244140625,2706050
2024-05-15,861.859619140625,870.9500122070312,883.5,863.4000244140625,882.0,2194086
2024-05-16,877.1484375,886.4000244140625,888.4500122070312,864.4500122070312,872.7999877929688,3282175
2024-05-17,897.9786987304688,907.4500122070312,914.9500122070312,878.7000122070312,888.0,4635724
2024-05-21,913.8117065429688,923.4500122070312,928.9500122070312,890.7999877929688,892.0,5938708
2024-05-22,906.2415161132812,915.7999877929688,927.2999877929688,906.0499877929688,925.0,2938404
2024-05-23,907.4290161132812,917.0,920.8499755859375,890.7000122070312,912.0,3800388
2024-05-24,899.1661376953125,908.6500244140625,925.0,906.0499877929688,915.0,2113036
2024-05-27,892.5361328125,901.9500122070312,919.1500244140625,900.0999755859375,910.5,1893682
2024-05-28,897.8796997070312,907.3499755859375,915.8499755859375,901.2000122070312,905.8499755859375,1931419
2024-05-29,892.4866333007812,901.9000244140625,910.0,896.4500122070312,899.5999755859375,1740879
2024-05-30,874.4766235351562,883.7000122070312,900.7999877929688,873.25,900.0,3993159
2024-05-31,871.3594360351562,880.5499877929688,895.4500122070312,877.0,892.0,5249761
2024-06-03,905.7467041015625,915.2999877929688,917.7000122070312,897.7999877929688,912.0,2541803
2024-06-04,833.0633544921875,841.8499755859375,914.0,823.7999877929688,914.0,4022430
2024-06-05,869.23193359375,878.4000244140625,881.7000122070312,829.1500244140625,857.0,1969854
2024-06-06,878.83056640625,888.0999755859375,892.9000244140625,877.5,884.0,3095781
2024-06-07,902.629638671875,912.1500244140625,915.4000244140625,877.0999755859375,888.0999755859375,3609817
2024-06-10,906.3405151367188,915.9000244140625,920.0,900.75,907.0,1765715
2024-06-11,900.6010131835938,910.0999755859375,918.7999877929688,905.0499877929688,915.9500122070312,2003998
2024-06-12,907.330078125,916.9000244140625,924.2999877929688,908.0499877929688,910.0499877929688,1782777
2024-06-13,906.1920166015625,915.75,925.0499877929688,908.0499877929688,917.5499877929688,1788757
2024-06-14,911.5357666015625,921.1500244140625,923.5,903.5999755859375,914.0,2625892
2024-06-18,915.6918334960938,925.3499755859375,927.4500122070312,914.2999877929688,921.1500244140625,2395045
2024-06-19,905.400390625,914.9500122070312,936.9000244140625,913.2999877929688,929.0,1793533
2024-06-20,919.9469604492188,929.6500244140625,938.0,911.2999877929688,914.9500122070312,3120339
2024-06-21,927.121337890625,936.9000244140625,944.0,923.1500244140625,929.0,4299319
2024-06-24,925.5874633789062,935.3499755859375,941.6500244140625,922.0,936.0,1857847
2024-06-25,920.1943969726562,929.9000244140625,940.0,927.9500122070312,936.9000244140625,1733931
2024-06-26,909.6060791015625,919.2000122070312,932.4500122070312,918.0999755859375,930.9000244140625,1341496
2024-06-27,933.3060913085938,943.1500244140625,945.5999755859375,915.2999877929688,916.2000122070312,4700053
2024-06-28,921.7776489257812,931.5,949.4000244140625,928.75,943.1500244140625,2402672
2024-07-01,934.0482177734375,943.9000244140625,947.5,931.5999755859375,935.0,2562034
2024-07-02,928.4572143554688,938.25,953.7000122070312,936.5,945.0,1936180
2024-07-03,940.48046875,950.4000244140625,953.4000244140625,939.0499877929688,939.5,1369238
2024-07-04,934.4935302734375,944.3499755859375,959.4000244140625,943.0,950.4000244140625,1384884
2024-07-05,944.09228515625,954.0499877929688,956.0,945.2000122070312,948.0,1583550
2024-07-08,929.3972778320312,939.2000122070312,955.9000244140625,934.0499877929688,955.9000244140625,1569620
2024-07-09,932.7881469726562,935.2999877929688,940.7999877929688,932.2999877929688,939.0,1489629
2024-07-10,922.9147338867188,925.4000244140625,935.2999877929688,918.9000244140625,931.0,1483892
2024-07-11,922.5158081054688,925.0,932.0,915.4500122070312,927.1500244140625,2348723
2024-07-12,931.8905639648438,934.4000244140625,937.75,924.0,929.9500122070312,1498780
2024-07-15,929.1978149414062,931.7000122070312,938.7000122070312,926.1500244140625,937.9500122070312,1337839
2024-07-16,931.8406982421875,934.3499755859375,939.3499755859375,928.1500244140625,932.1500244140625,1442535
2024-07-18,928.948486328125,931.4500122070312,935.3499755859375,921.3499755859375,934.3499755859375,1812254
2024-07-19,887.061279296875,889.4500122070312,927.5,886.5499877929688,927.0,3001973
2024-07-22,886.1636962890625,888.5499877929688,893.4000244140625,865.1500244140625,875.5,2725373
2024-07-23,891.5491943359375,893.9500122070312,896.1500244140625,872.0,890.0,1640412
2024-07-24,878.9830322265625,881.3499755859375,895.0,880.0,895.0,1519772
2024-07-25,872.1514282226562,874.5,880.0,862.4000244140625,870.0,1636466
2024-07-26,898.1314697265625,900.5499877929688,908.7999877929688,875.2999877929688,880.0,2056457
2024-07-29,896.1368408203125,898.5499877929688,909.9000244140625,895.0499877929688,909.9000244140625,1066351
2024-07-30,899.6773071289062,902.0999755859375,907.9500122070312,890.1500244140625,895.0499877929688,979026
2024-07-31,925.757080078125,928.25,936.3499755859375,902.7000122070312,908.9500122070312,2716481
2024-08-01,932.0401611328125,934.5499877929688,957.9500122070312,927.75,937.5499877929688,4039078
2024-08-02,897.1341552734375,899.5499877929688,923.8499755859375,896.0,919.9000244140625,3306705
2024-08-05,861.4801635742188,863.7999877929688,884.0,854.1500244140625,884.0,4059902
2024-08-06,881.6259155273438,884.0,893.0499877929688,867.0499877929688,867.0499877929688,2665068
2024-08-07,904.015625,906.4500122070312,910.6500244140625,895.0,899.0,2262055
2024-08-08,885.1663818359375,887.5499877929688,902.9500122070312,883.4000244140625,900.0,2796559
2024-08-09,902.6692504882812,905.0999755859375,914.75,889.0,896.0499877929688,1722454
2024-08-12,914.8863525390625,917.3499755859375,926.2000122070312,898.0999755859375,904.7999877929688,3822527
2024-08-13,905.411865234375,907.8499755859375,927.5,905.0,925.0,1329629
2024-08-14,887.9089965820312,890.2999877929688,911.9500122070312,885.4000244140625,911.9500122070312,2024615
2024-08-16,906.01025390625,908.4500122070312,910.7000122070312,882.5499877929688,900.0,2208842
2024-08-19,915.2852783203125,917.75,920.0,903.9000244140625,910.0,847523
2024-08-20,914.6869506835938,917.1500244140625,923.9000244140625,910.7999877929688,923.9000244140625,696605
2024-08-21,923.3136596679688,925.7999877929688,927.0,908.0999755859375,910.0,1600466
2024-08-22,930.74365234375,933.25,934.8499755859375,924.7999877929688,927.0499877929688,1073406
2024-08-23,938.522705078125,941.0499877929688,943.9500122070312,929.1500244140625,934.5999755859375,1441218
2024-08-26,960.9124145507812,963.5,968.9000244140625,937.2000122070312,945.5,2364465
2024-08-27,941.4647827148438,944.0,966.9500122070312,942.75,963.4500122070312,2480788
2024-08-28,946.70068359375,949.25,951.5,935.0,947.5,2285575
2024-08-29,937.1763305664062,939.7000122070312,950.5,930.7999877929688,945.0,2233515
2024-08-30,938.5725708007812,941.0999755859375,954.75,938.6500244140625,947.9000244140625,2896103
2024-09-02,937.92431640625,940.4500122070312,951.4500122070312,936.1500244140625,941.0999755859375,1316611
2024-09-03,928.4498291015625,930.9500122070312,941.5499877929688,929.9500122070312,937.0999755859375,1116938
2024-09-04,930.544189453125,933.0499877929688,934.7000122070312,912.0,920.0,3020790
2024-09-05,922.964599609375,925.4500122070312,944.5499877929688,923.75,934.5499877929688,1482001
2024-09-06,930.2948608398438,932.7999877929688,939.4000244140625,911.7000122070312,925.4500122070312,1984209
2024-09-09,931.740966796875,934.25,936.7000122070312,919.0499877929688,923.0,1793548
2024-09-10,936.2288818359375,938.75,948.5,929.7999877929688,934.0999755859375,1388455
2024-09-11,925.2584228515625,927.75,944.2999877929688,924.25,941.0499877929688,1087490
2024-09-12,952.2357788085938,954.7999877929688,957.5999755859375,929.0,935.7999877929688,3061006
2024-09-13,951.9864501953125,954.5499877929688,972.4500122070312,951.3499755859375,958.0,2445329
2024-09-16,968.3922729492188,971.0,978.5499877929688,957.0999755859375,961.4000244140625,2186706
2024-09-17,961.660400390625,964.25,974.5499877929688,961.7000122070312,971.0,543055
2024-09-18,954.1306762695312,956.7000122070312,970.9500122070312,950.0,962.0499877929688,644373
2024-09-19,945.8529663085938,948.4000244140625,965.9500122070312,944.0,960.0,1278919
2024-09-20,978.9139404296875,981.5499877929688,988.0,965.2000122070312,970.0,8035572
2024-09-23,979.4624633789062,982.0999755859375,987.9500122070312,976.2000122070312,986.0,1714600
2024-09-24,987.0420532226562,989.7000122070312,1009.7999877929688,985.1500244140625,991.2999877929688,5545642
2024-09-25,980.010986328125,982.6500244140625,998.6500244140625,972.7000122070312,996.0,1309311
2024-09-26,1002.8494873046875,1005.5499877929688,1007.9500122070312,975.4500122070312,984.0,2706617
2024-09-27,998.8602294921875,1001.5499877929688,1018.9000244140625,997.5,1008.0,2757284
2024-09-30,1027.28369140625,1030.050048828125,1032.9000244140625,1004.0,1004.0,4250590
2024-10-01,1024.5411376953125,1027.300048828125,1029.949951171875,1014.4000244140625,1029.0,1392457
2024-10-03,1036.309326171875,1039.0999755859375,1060.0,1025.449951171875,1028.0,6615927
2024-10-04,1030.9737548828125,1033.75,1063.0,1027.300048828125,1042.0,4855592
2024-10-07,1016.0140380859375,1018.75,1044.0999755859375,1012.5,1039.949951171875,2708970
2024-10-08,995.5192260742188,998.2000122070312,1014.4000244140625,984.0,1014.4000244140625,4115797
2024-10-09,991.8291625976562,994.5,1011.5,985.0,999.9000244140625,2138939
2024-10-10,1004.6945190429688,1007.4000244140625,1012.9500122070312,996.75,999.0,1368830
2024-10-11,1009.33203125,1012.0499877929688,1025.949951171875,1006.0,1007.2999877929688,1957211
2024-10-14,1009.7808227539062,1012.5,1032.0,1009.4000244140625,1017.0,1831080
2024-10-15,998.162109375,1000.8499755859375,1020.5999755859375,992.0,1012.5,1444250
2024-10-16,986.6929931640625,989.3499755859375,1004.7999877929688,982.0499877929688,995.0,1248745
2024-10-17,976.8694458007812,979.5,995.2000122070312,969.75,991.0999755859375,1079467
2024-10-18,989.9342651367188,992.5999755859375,998.25,973.0999755859375,978.5,1291683
2024-10-21,978.814208984375,981.4500122070312,1005.0,980.0499877929688,997.0,953143
2024-10-22,961.06201171875,963.6500244140625,983.2999877929688,960.4000244140625,981.0,1318146
2024-10-23,951.88671875,954.4500122070312,971.0,952.1500244140625,963.6500244140625,1306503
2024-10-24,955.5269165039062,958.0999755859375,962.0499877929688,952.4500122070312,954.4500122070312,650392
2024-10-25,941.315185546875,943.8499755859375,959.9500122070312,926.7999877929688,958.0999755859375,2541293
2024-10-28,964.65234375,967.25,972.4500122070312,909.0,936.0,1737402
2024-10-29,956.2250366210938,958.7999877929688,972.7999877929688,947.0,972.4500122070312,1032874
2024-10-30,954.7290649414062,957.2999877929688,968.5499877929688,952.2999877929688,966.2000122070312,733890
2024-10-31,961.06201171875,963.6500244140625,967.8499755859375,954.4500122070312,958.0,1445602
2024-11-01,965.6995239257812,968.2999877929688,978.0,965.0,969.9000244140625,136508
2024-11-04,952.3355102539062,954.9000244140625,968.8499755859375,941.0999755859375,965.0499877929688,957723
2024-11-05,996.8157348632812,999.5,1003.0,952.0,954.9000244140625,5177028
2024-11-06,1005.941162109375,1008.6500244140625,1015.0499877929688,984.7000122070312,1000.0,2761749
2024-11-07,987.1417846679688,989.7999877929688,1018.9500122070312,985.6500244140625,1014.0,2477876
2024-11-08,993.7240600585938,996.4000244140625,1001.5499877929688,976.5,994.0,3568198
2024-11-11,976.3707885742188,979.0,995.4500122070312,972.0,988.0,1336153
2024-11-12,954.67919921875,957.25,987.7999877929688,953.6500244140625,987.0,731821
2024-11-13,933.4364013671875,935.9500122070312,958.25,928.0499877929688,953.5,1167594
2024-11-14,936.528076171875,939.0499877929688,949.3499755859375,932.4500122070312,935.0499877929688,1662673
2024-11-18,947.299072265625,949.8499755859375,956.0499877929688,934.9000244140625,935.0499877929688,1143965
2024-11-19,944.7559204101562,947.2999877929688,960.9500122070312,945.0,949.8499755859375,617409
2024-11-21,941.6143798828125,944.1500244140625,950.9500122070312,936.4500122070312,941.0,1669641
2024-11-22,974.7252197265625,977.3499755859375,981.2999877929688,939.0499877929688,947.9000244140625,1889389
2024-11-25,950.7398071289062,953.2999877929688,980.4500122070312,945.6500244140625,975.0,4563438
2024-11-26,961.0121459960938,963.5999755859375,966.7999877929688,950.5999755859375,955.0,1184177
2024-11-27,966.248046875,968.8499755859375,972.0,955.25,963.3499755859375,1327011
2024-11-28,951.5875244140625,954.1500244140625,974.9500122070312,949.0499877929688,968.8499755859375,2959350
2024-11-29,963.4057006835938,966.0,971.7000122070312,953.4000244140625,959.0,1326686
2024-12-02,987.1417846679688,989.7999877929688,991.5499877929688,961.75,965.9000244140625,1272868
2024-12-03,996.1176147460938,998.7999877929688,1015.5,991.0499877929688,995.0,2118830
2024-12-04,992.17822265625,994.8499755859375,1003.0,985.3499755859375,996.0999755859375,1030877
2024-12-05,996.5165405273438,999.2000122070312,1009.9500122070312,977.0,991.0,2221958
2024-12-06,1001.1041870117188,1003.7999877929688,1008.0,994.6500244140625,999.9000244140625,1218982
2024-12-09,1009.1824340820312,1011.9000244140625,1015.5,993.7999877929688,1005.5,1457470
2024-12-10,1010.2296142578125,1012.9500122070312,1023.5,1006.6500244140625,1021.0,2227505
2024-12-11,997.5138549804688,1000.2000122070312,1020.5,997.0999755859375,1015.9000244140625,1246315
2024-12-12,1003.0988159179688,1005.7999877929688,1012.9500122070312,991.0,1005.0,1510341
2024-12-13,997.164794921875,999.8499755859375,1003.5,973.0499877929688,995.0,2444182
2024-12-16,987.6903076171875,990.3499755859375,1006.2999877929688,984.0,1004.0,1220082
2024-12-17,964.25341796875,966.8499755859375,990.7999877929688,961.0,990.3499755859375,1673092
2024-12-18,944.30712890625,946.8499755859375,969.5,941.5499877929688,967.0499877929688,1612799
2024-12-19,923.4632568359375,925.9500122070312,942.7000122070312,921.5999755859375,934.0499877929688,1926448
2024-12-20,914.8863525390625,917.3499755859375,941.7000122070312,912.0499877929688,926.0,29003345
2024-12-23,934.533447265625,937.0499877929688,950.9500122070312,921.5999755859375,936.0,3988457
2024-12-24,919.374267578125,921.8499755859375,937.9500122070312,918.4500122070312,937.0499877929688,2048135
2024-12-26,911.994140625,914.4500122070312,929.4000244140625,913.0999755859375,921.8499755859375,2056005
2024-12-27,910.8472290039062,913.2999877929688,926.5,911.25,914.6500244140625,1917836
2024-12-30,896.5357666015625,898.9500122070312,916.7000122070312,895.5999755859375,913.2999877929688,1959379
2024-12-31,899.0789184570312,901.5,906.4000244140625,896.5999755859375,898.0499877929688,1031176
2025-01-01,903.018310546875,905.4500122070312,910.0,890.7000122070312,901.1500244140625,1020555
2025-01-02,910.0493774414062,912.5,915.7000122070312,901.4500122070312,909.5,1636373
2025-01-03,912.592529296875,915.0499877929688,924.7000122070312,908.5,914.0,2691743
2025-01-06,898.4805908203125,900.9000244140625,919.8499755859375,897.9000244140625,915.0499877929688,1104617
2025-01-07,909.3512573242188,911.7999877929688,913.7000122070312,899.2000122070312,901.5499877929688,688211
2025-01-08,899.8767700195312,902.2999877929688,911.9500122070312,895.1500244140625,910.0,744601
2025-01-09,888.5572509765625,890.9500122070312,908.9500122070312,888.7999877929688,901.0,1459142
2025-01-10,897.6826782226562,900.0999755859375,908.0,880.25,890.9500122070312,1614629
2025-01-13,881.3765869140625,883.75,898.7000122070312,880.0,895.9500122070312,1416585
2025-01-14,903.61669921875,906.0499877929688,911.2999877929688,882.5,882.5,1948192
2025-01-15,901.6220703125,904.0499877929688,912.7000122070312,901.5,910.0,1581897
2025-01-16,904.3646850585938,906.7999877929688,914.4000244140625,900.0999755859375,910.0,1946590
2025-01-17,906.1598510742188,908.5999755859375,917.5,905.25,906.7999877929688,911260
2025-01-20,916.7313842773438,919.2000122070312,925.6500244140625,900.5,908.5999755859375,1299378
2025-01-21,924.36083984375,926.8499755859375,933.0,919.5499877929688,925.0,1474919
2025-01-22,916.930908203125,919.4000244140625,932.0,907.1500244140625,932.0,1080075
2025-01-23,927.4026489257812,929.9000244140625,937.3499755859375,912.7999877929688,919.0499877929688,1267989
2025-01-24,929.94580078125,932.4500122070312,953.0,925.1500244140625,930.0,3538998
2025-01-27,916.8809814453125,919.3499755859375,927.0,901.0999755859375,901.0999755859375,3908402
2025-01-28,913.6896362304688,916.1500244140625,925.5999755859375,904.5,923.4000244140625,1101031
2025-01-29,935.0819702148438,937.5999755859375,941.0499877929688,908.0,913.5999755859375,1298065
2025-01-30,948.29638671875,950.8499755859375,956.0,936.2000122070312,937.9000244140625,2020147
2025-01-31,942.4620971679688,945.0,959.9000244140625,940.5499877929688,949.75,2037829
2025-02-01,931.740966796875,934.25,955.2000122070312,911.6500244140625,947.8499755859375,1339508
2025-02-03,931.4417724609375,933.9500122070312,937.4500122070312,914.0,915.0,1130056
2025-02-04,941.714111328125,944.25,949.4500122070312,934.2999877929688,936.3499755859375,1262634
2025-02-05,947.3489379882812,949.9000244140625,954.7999877929688,941.0999755859375,941.0999755859375,1209743
2025-02-06,945.8529663085938,948.4000244140625,956.5499877929688,942.0,950.5499877929688,3060140
2025-02-07,978.1160888671875,980.75,985.0,947.7999877929688,950.9500122070312,2846285
2025-02-10,956.5740966796875,959.1500244140625,974.0,948.25,974.0,1665049
2025-02-11,951.9365844726562,954.5,967.5,948.5499877929688,950.0499877929688,2535726
2025-02-12,953.8314819335938,956.4000244140625,962.9500122070312,938.0999755859375,952.9000244140625,2768806
2025-02-13,967.1954956054688,969.7999877929688,984.0,953.25,954.0,1414535
2025-02-14,962.0094604492188,964.5999755859375,983.7000122070312,954.25,972.9000244140625,2690126
2025-02-17,970.9354248046875,973.5499877929688,975.0,954.0999755859375,964.5999755859375,1321057
2025-02-18,976.1713256835938,978.7999877929688,981.2000122070312,962.7999877929688,975.0,1800070
2025-02-19,974.7252197265625,977.3499755859375,989.9000244140625,971.0999755859375,975.5999755859375,1581818
2025-02-20,978.5150146484375,981.1500244140625,987.6500244140625,975.0,977.0,1474610
2025-02-21,979.2630004882812,981.9000244140625,990.9500122070312,975.5499877929688,979.0999755859375,1599075
2025-02-24,964.2035522460938,966.7999877929688,984.9000244140625,957.75,971.0,1898963
2025-02-25,956.1751708984375,958.75,973.4500122070312,957.5,967.0,1095348
2025-02-27,972.3815307617188,975.0,981.0,958.7000122070312,958.75,2049890
2025-02-28,948.1467895507812,950.7000122070312,968.5999755859375,940.5499877929688,968.0999755859375,2553800
2025-03-03,973.4287109375,976.0499877929688,981.5499877929688,953.0,959.0,1744769
2025-03-04,971.4839477539062,974.0999755859375,978.0999755859375,959.9500122070312,960.0,1077034
2025-03-05,1000.0071411132812,1002.7000122070312,1008.0,970.9000244140625,975.0,2472192
2025-03-06,1008.3845825195312,1011.0999755859375,1016.2000122070312,997.0999755859375,1013.0,2203409
2025-03-07,1008.4344482421875,1011.1500244140625,1020.4000244140625,1005.5499877929688,1011.0,759943
2025-03-10,1010.7781372070312,1013.5,1032.75,1010.25,1011.1500244140625,1855010
2025-03-11,1015.914306640625,1018.6500244140625,1021.0,1001.4500122070312,1003.8499755859375,1595868
2025-03-12,1007.6864624023438,1010.4000244140625,1024.949951171875,994.0999755859375,1024.699951171875,1263600
2025-03-13,998.5111694335938,1001.2000122070312,1016.4500122070312,998.7999877929688,1014.9000244140625,1218174
2025-03-17,1002.9990844726562,1005.7000122070312,1015.4500122070312,1000.1500244140625,1007.5499877929688,1522656
2025-03-18,1002.9990844726562,1005.7000122070312,1005.7000122070312,1005.7000122070312,1005.7000122070312,0
2025-03-19,1030.5748291015625,1033.3499755859375,1047.0,1024.0,1036.0,2652155
2025-03-20,1047.429443359375,1050.25,1052.800048828125,1027.199951171875,1038.0,2301795
2025-03-21,1055.856689453125,1058.699951171875,1062.550048828125,1047.699951171875,1052.0,2630144
2025-03-24,1058.4996337890625,1061.3499755859375,1072.0,1056.5,1063.0,2267252
2025-03-25,1058.8486328125,1061.699951171875,1074.9000244140625,1052.0,1061.3499755859375,1571677
2025-03-26,1053.61279296875,1056.449951171875,1068.050048828125,1052.199951171875,1068.050048828125,1254060
2025-03-27,1056.9039306640625,1059.75,1069.0,1050.0,1051.949951171875,2514499
2025-03-28,1060.3446044921875,1063.199951171875,1068.199951171875,1053.949951171875,1059.75,1674204
2025-04-01,1053.413330078125,1056.25,1070.449951171875,1053.3499755859375,1063.0,1776263
2025-04-02,1053.0643310546875,1055.9000244140625,1066.3499755859375,1046.25,1058.0999755859375,878958
2025-04-03,1041.24609375,1044.050048828125,1055.800048828125,1041.550048828125,1045.0,1607693
2025-04-04,1003.0489501953125,1005.75,1038.949951171875,997.8499755859375,1032.300048828125,3818643
2025-04-07,927.8015747070312,930.2999877929688,959.0,905.2000122070312,906.0,4581682
2025-04-08,952.0363159179688,954.5999755859375,970.4500122070312,933.7999877929688,949.3499755859375,1717533
