date_,adj close_maxhealth.ns,close_maxhealth.ns,high_maxhealth.ns,low_maxhealth.ns,open_maxhealth.ns,volume_maxhealth.ns
2024-01-16,716.1329956054688,718.2000122070312,738.0,709.8499755859375,732.0,1671115
2024-01-17,729.74365234375,731.8499755859375,742.5,705.0,711.0,2519522
2024-01-18,702.8712768554688,704.9000244140625,724.8499755859375,699.5,719.0999755859375,6894521
2024-01-19,729.69384765625,731.7999877929688,738.4000244140625,711.2999877929688,715.0,4643725
2024-01-23,773.8164672851562,776.0499877929688,804.6500244140625,750.4500122070312,757.0,4986823
2024-01-24,734.9287109375,737.0499877929688,779.6500244140625,728.2999877929688,767.0499877929688,8408539
2024-01-25,730.391845703125,732.5,752.25,715.0999755859375,738.0,2656478
2024-01-29,723.06298828125,725.1500244140625,731.3499755859375,694.7999877929688,696.7000122070312,2966004
2024-01-30,734.2806396484375,736.4000244140625,755.5999755859375,723.9500122070312,730.0,2330223
2024-01-31,778.5527954101562,780.7999877929688,797.7999877929688,722.2000122070312,734.0499877929688,4981773
2024-02-01,800.7886352539062,803.0999755859375,812.5,772.25,780.0,3758898
2024-02-02,764.1943359375,766.4000244140625,795.5,762.1500244140625,795.5,5599059
2024-02-05,787.277587890625,789.5499877929688,794.2999877929688,776.0,779.0,1428938
2024-02-06,819.0360107421875,821.4000244140625,828.0999755859375,790.25,794.0,1817434
2024-02-07,829.9544067382812,832.3499755859375,844.9500122070312,799.5999755859375,830.0,1666580
2024-02-08,859.8182373046875,862.2999877929688,878.0,832.3499755859375,839.0,2225158
2024-02-09,871.8834838867188,874.4000244140625,883.9000244140625,860.0,871.2000122070312,7995614
2024-02-12,873.3790893554688,875.9000244140625,897.6500244140625,865.9500122070312,880.0,2532944
2024-02-13,896.5123291015625,899.0999755859375,910.0,872.0999755859375,880.0,2698960
2024-02-14,877.168212890625,879.7000122070312,896.5499877929688,860.5,896.5499877929688,2925047
2024-02-15,861.613037109375,864.0999755859375,880.9500122070312,858.6500244140625,880.9500122070312,1124585
2024-02-16,862.9591674804688,865.4500122070312,872.0,852.7999877929688,864.0999755859375,1395652
2024-02-19,840.3245239257812,842.75,875.0,839.0,875.0,1320301
2024-02-20,863.6571655273438,866.1500244140625,869.5499877929688,840.0,842.7999877929688,1054960
2024-02-21,851.5919799804688,854.0499877929688,869.9500122070312,840.4500122070312,865.9500122070312,1213900
2024-02-22,855.4309692382812,857.9000244140625,867.2000122070312,842.5499877929688,863.4000244140625,1174562
2024-02-23,849.4482421875,851.9000244140625,859.0,843.9500122070312,856.0,2527769
2024-02-26,832.696533203125,835.0999755859375,862.0,829.2999877929688,850.0499877929688,2707416
2024-02-27,847.4539794921875,849.9000244140625,861.9000244140625,824.0,840.0,3834883
2024-02-28,849.0991821289062,851.5499877929688,868.5499877929688,842.0,857.0,2578836
2024-02-29,791.0667114257812,793.3499755859375,856.3499755859375,773.2999877929688,851.9000244140625,12329497
2024-03-01,734.629638671875,736.75,786.5999755859375,706.4500122070312,786.5999755859375,20868068
2024-03-04,745.2489624023438,747.4000244140625,769.0,727.1500244140625,769.0,10277103
2024-03-05,727.7993774414062,729.9000244140625,773.7999877929688,725.0,742.0499877929688,9897323
2024-03-06,757.3141479492188,759.5,764.75,727.5,734.5,4664547
2024-03-07,747.9910278320312,750.1500244140625,768.25,742.0999755859375,758.5999755859375,2207414
2024-03-11,763.3965454101562,765.5999755859375,787.6500244140625,752.25,781.0,4521321
2024-03-12,765.7896728515625,768.0,771.7999877929688,750.7999877929688,771.0,1566168
2024-03-13,742.3074951171875,744.4500122070312,773.0,735.0,770.0,2367867
2024-03-14,730.2422485351562,732.3499755859375,746.9000244140625,725.4000244140625,742.4500122070312,2699327
2024-03-15,724.8577880859375,726.9500122070312,738.9500122070312,721.2999877929688,732.0,2386791
2024-03-18,728.3477172851562,730.4500122070312,736.1500244140625,719.4500122070312,726.7999877929688,3704848
2024-03-19,732.7350463867188,734.8499755859375,738.7999877929688,720.9000244140625,730.0,1457609
2024-03-20,755.6688842773438,757.8499755859375,763.9000244140625,732.5999755859375,734.8499755859375,3098570
2024-03-21,746.6449584960938,748.7999877929688,773.0,741.0,773.0,3171469
2024-03-22,736.9229736328125,739.0499877929688,749.9500122070312,730.2000122070312,749.9500122070312,3277615
2024-03-26,773.1184692382812,775.3499755859375,783.0,737.5,745.0,4356667
2024-03-27,799.990966796875,802.2999877929688,812.25,756.0499877929688,773.9000244140625,4521190
2024-03-28,817.540283203125,819.9000244140625,827.0,797.2999877929688,824.9500122070312,2915768
2024-04-01,814.8978881835938,817.25,833.4000244140625,813.25,833.4000244140625,1288099
2024-04-02,819.185546875,821.5499877929688,832.9500122070312,803.5499877929688,832.9500122070312,1445651
2024-04-03,816.84228515625,819.2000122070312,828.4000244140625,813.9500122070312,821.5499877929688,1159122
2024-04-04,820.1826171875,822.5499877929688,829.8499755859375,814.5,822.7999877929688,920610
2024-04-05,802.58349609375,804.9000244140625,827.9500122070312,801.0,819.0999755859375,1332077
2024-04-08,818.1884155273438,820.5499877929688,825.7999877929688,806.1500244140625,808.0,945713
2024-04-09,826.015869140625,828.4000244140625,833.8499755859375,819.5499877929688,824.7999877929688,1047058
2024-04-10,861.8623046875,864.3499755859375,868.0,829.0,833.9500122070312,1499624
2024-04-12,867.94482421875,870.4500122070312,894.7999877929688,852.0,861.0,2913519
2024-04-15,830.9515991210938,833.3499755859375,861.0,830.0,855.0,1235862
2024-04-16,815.595947265625,817.9500122070312,829.9500122070312,807.5999755859375,829.2000122070312,1607447
2024-04-18,775.8605346679688,778.0999755859375,827.5,770.0,823.6500244140625,2900471
2024-04-19,770.6256713867188,772.8499755859375,779.5499877929688,748.4500122070312,779.0,1911786
2024-04-22,755.8682861328125,758.0499877929688,778.9500122070312,752.5499877929688,770.0,2700907
2024-04-23,758.4109497070312,760.5999755859375,768.9500122070312,757.5,766.7999877929688,2056157
2024-04-24,808.6658935546875,811.0,816.7000122070312,760.5999755859375,772.0,3118514
2024-04-25,801.1376342773438,803.4500122070312,814.9500122070312,796.5,810.0,1069386
2024-04-26,800.8883666992188,803.2000122070312,814.3499755859375,799.9000244140625,803.4500122070312,804242
2024-04-29,835.6878662109375,838.0999755859375,845.9500122070312,762.3499755859375,763.0499877929688,4253996
2024-04-30,837.881591796875,840.2999877929688,854.2999877929688,831.0999755859375,837.0,1493625
2024-05-02,812.5546875,814.9000244140625,834.0,810.5499877929688,832.5,1579718
2024-05-03,811.10888671875,813.4500122070312,827.8499755859375,805.4500122070312,818.6500244140625,3294764
2024-05-06,828.957275390625,831.3499755859375,835.8499755859375,812.0,820.0,787489
2024-05-07,802.882568359375,805.2000122070312,831.3499755859375,800.0,826.0,912895
2024-05-08,801.7857666015625,804.0999755859375,812.8499755859375,793.0,805.5499877929688,1299505
2024-05-09,793.8587036132812,796.1500244140625,810.2999877929688,790.8499755859375,808.0,4796746
2024-05-10,809.0647583007812,811.4000244140625,814.0,782.25,792.0,674652
2024-05-13,798.2459716796875,800.5499877929688,811.9500122070312,783.0499877929688,805.0,4016172
2024-05-14,812.5546875,814.9000244140625,829.8499755859375,801.2000122070312,808.0,2792747
2024-05-15,827.1126708984375,829.5,841.7999877929688,814.25,815.0,1209042
2024-05-16,846.6063842773438,849.0499877929688,851.0499877929688,821.0,821.0,1106386
2024-05-17,839.3772583007812,841.7999877929688,847.8499755859375,832.7000122070312,845.2999877929688,664703
2024-05-21,832.5968017578125,835.0,844.0499877929688,805.0,805.0,1889743
2024-05-22,835.8873291015625,838.2999877929688,867.5,830.2000122070312,838.0,2535401
2024-05-23,800.73876953125,803.0499877929688,853.9500122070312,793.7000122070312,841.4500122070312,2188356
2024-05-24,787.1281127929688,789.4000244140625,806.2999877929688,784.4000244140625,803.0499877929688,1476510
2024-05-27,801.885498046875,804.2000122070312,810.0,781.4000244140625,789.9500122070312,1613902
2024-05-28,789.6707153320312,791.9500122070312,817.5,780.5499877929688,804.6500244140625,1311648
2024-05-29,786.729248046875,789.0,794.0,780.7999877929688,791.9500122070312,1720200
2024-05-30,778.453125,780.7000122070312,795.9000244140625,773.0,783.5999755859375,1858632
2024-05-31,749.6362915039062,751.7999877929688,783.4000244140625,743.0999755859375,780.7000122070312,5523537
2024-06-03,762.9976806640625,765.2000122070312,777.0,747.2999877929688,760.0,1961060
2024-06-04,778.5029296875,780.75,792.0,749.25,769.5,3974176
2024-06-05,819.883544921875,822.25,839.5,760.75,786.75,2613903
2024-06-06,827.7109375,830.0999755859375,837.1500244140625,812.0499877929688,822.4000244140625,1354996
2024-06-07,824.7195434570312,827.0999755859375,840.5999755859375,813.5999755859375,816.0,1112638
2024-06-10,809.4137573242188,811.75,848.7000122070312,808.0999755859375,826.7000122070312,1813265
2024-06-11,800.1903686523438,802.5,815.3499755859375,799.2000122070312,811.0,2174198
2024-06-12,867.99462890625,870.5,877.7999877929688,807.5,811.0,6539603
2024-06-13,887.4884033203125,890.0499877929688,914.7999877929688,881.5499877929688,910.5,3746631
2024-06-14,925.2294921875,927.9000244140625,936.4000244140625,893.0499877929688,896.2000122070312,3458123
2024-06-18,900.4509887695312,903.0499877929688,928.25,900.0,928.0,937534
2024-06-19,897.3599243164062,899.9500122070312,926.0,890.0499877929688,903.0,1972290
2024-06-20,932.109619140625,934.7999877929688,940.8499755859375,883.0,896.4500122070312,1973607
2024-06-21,925.5784301757812,928.25,979.9000244140625,912.1500244140625,948.0,3933171
2024-06-24,895.2659301757812,897.8499755859375,924.2999877929688,891.0,924.2999877929688,1541108
2024-06-25,890.878662109375,893.4500122070312,904.8499755859375,882.0,897.8499755859375,914901
2024-06-26,876.9188842773438,879.4500122070312,887.8499755859375,851.3499755859375,875.6500244140625,1893147
2024-06-27,918.1000366210938,920.75,945.0,878.3499755859375,879.9000244140625,4279455
2024-06-28,937.9428100585938,940.6500244140625,950.0,891.9500122070312,892.0,1943891
2024-07-01,953.0491333007812,955.7999877929688,959.9000244140625,925.9500122070312,946.2999877929688,998066
2024-07-02,910.4720458984375,913.0999755859375,957.7999877929688,904.0,949.9500122070312,4247648
2024-07-03,919.8948364257812,922.5499877929688,925.0,912.5,921.7000122070312,1316052
2024-07-04,915.1585693359375,917.7999877929688,926.2999877929688,913.5,922.5499877929688,721831
2024-07-05,911.1700439453125,913.7999877929688,925.0,910.2000122070312,913.0,1337555
2024-07-08,923.7337646484375,926.4000244140625,936.0,914.9000244140625,925.0,2148540
2024-07-09,915.0089721679688,917.6500244140625,965.5999755859375,908.5999755859375,935.9500122070312,1856257
2024-07-10,904.9380493164062,907.5499877929688,927.5,900.7999877929688,920.5,1592036
2024-07-11,894.767333984375,897.3499755859375,908.5999755859375,886.1500244140625,908.0499877929688,2215017
2024-07-12,897.9083251953125,900.5,906.9500122070312,893.0,904.3499755859375,825677
2024-07-15,918.5487060546875,921.2000122070312,924.4000244140625,896.0,896.0,1455119
2024-07-16,918.3493041992188,921.0,926.2999877929688,908.5,926.2999877929688,960167
2024-07-18,931.8603515625,934.5499877929688,939.7000122070312,893.2999877929688,912.9500122070312,1914995
2024-07-19,917.8009643554688,920.4500122070312,931.8499755859375,895.0999755859375,930.2999877929688,1101792
2024-07-22,927.62255859375,930.2999877929688,942.0,908.75,915.4500122070312,1229668
2024-07-23,932.40869140625,935.0999755859375,938.0,902.3499755859375,924.5999755859375,1061114
2024-07-24,944.8727416992188,947.5999755859375,964.6500244140625,917.1500244140625,927.0,1342456
2024-07-25,923.7836303710938,926.4500122070312,945.0,915.9500122070312,926.0,862331
