date_,adj close_zensartech.ns,close_zensartech.ns,high_zensartech.ns,low_zensartech.ns,open_zensartech.ns,volume_zensartech.ns
2024-09-24,699.3052978515625,710.25,726.4000244140625,691.0,720.0,2103532
2024-09-25,672.1798095703125,682.7000122070312,715.0,680.0,710.25,933910
2024-09-26,674.4443969726562,685.0,692.25,673.4500122070312,688.0,868856
2024-09-27,666.2723388671875,676.7000122070312,703.2999877929688,674.25,693.9500122070312,2199235
2024-09-30,664.9430541992188,675.3499755859375,685.0,665.0499877929688,675.0,951560
2024-10-01,668.2906494140625,678.75,682.4500122070312,659.5999755859375,679.4500122070312,1196173
2024-10-03,657.0662841796875,667.3499755859375,682.8499755859375,660.0,664.9500122070312,788793
2024-10-04,663.7615966796875,674.1500244140625,686.0999755859375,660.0,660.0,748609
2024-10-07,657.4109497070312,667.7000122070312,684.1500244140625,661.7999877929688,684.0999755859375,608540
2024-10-08,671.14599609375,681.6500244140625,683.6500244140625,663.2999877929688,663.2999877929688,458164
2024-10-09,677.2997436523438,687.9000244140625,694.0499877929688,677.3499755859375,689.75,403272
2024-10-10,677.4473876953125,688.0499877929688,695.0,683.1500244140625,690.0,282712
2024-10-11,684.2410278320312,694.9500122070312,708.9500122070312,684.2999877929688,687.5499877929688,619590
2024-10-14,711.3173217773438,722.4500122070312,726.0,689.7000122070312,699.0,1400313
2024-10-15,697.4345703125,708.3499755859375,725.5999755859375,705.2999877929688,724.4500122070312,651845
2024-10-16,690.9854736328125,701.7999877929688,709.2999877929688,692.0999755859375,706.9000244140625,454397
2024-10-17,684.3887329101562,695.0999755859375,704.9500122070312,691.0,702.0999755859375,279865
2024-10-18,680.8934326171875,691.5499877929688,696.0,675.0,690.0499877929688,350811
2024-10-21,671.5890502929688,682.0999755859375,699.2999877929688,679.4000244140625,695.0,249134
2024-10-22,645.9404296875,656.0499877929688,684.75,649.2000122070312,683.0499877929688,631291
2024-10-23,681.2872924804688,691.9500122070312,701.9000244140625,636.4000244140625,650.0,1710470
2024-10-24,675.6751098632812,686.25,694.0,677.3499755859375,689.0,489799
2024-10-25,675.4782104492188,686.0499877929688,689.0,671.9500122070312,683.0,569848
2024-10-28,676.3643798828125,686.9500122070312,694.7000122070312,682.0999755859375,686.0,325728
2024-10-29,688.4255981445312,699.2000122070312,706.2999877929688,685.25,687.9500122070312,468958
2024-10-30,690.6900634765625,701.5,706.3499755859375,695.0,700.0,508794
2024-10-31,692.9546508789062,703.7999877929688,709.0,693.5499877929688,701.0499877929688,575179
2024-11-01,687.047119140625,697.7999877929688,703.7999877929688,695.0,702.5999755859375,59955
2024-11-04,701.81591796875,712.7999877929688,729.75,696.0,700.0,2263937
2024-11-05,694.2838745117188,705.1500244140625,712.0499877929688,691.5999755859375,711.0,384696
2024-11-06,736.0796508789062,747.5999755859375,750.0,702.0,706.8499755859375,1176310
2024-11-07,725.9384155273438,737.2999877929688,751.0,730.0,748.0,519890
2024-11-08,717.3232421875,728.5499877929688,744.0,724.0999755859375,737.9000244140625,457973
2024-11-11,735.58740234375,747.0999755859375,749.75,718.1500244140625,724.5499877929688,683340
2024-11-12,714.6156005859375,725.7999877929688,758.9500122070312,722.2000122070312,749.3499755859375,601011
2024-11-13,687.2440795898438,698.0,725.0499877929688,694.2000122070312,724.4500122070312,454300
2024-11-14,694.7761840820312,705.6500244140625,710.0,696.0,698.0,320758
2024-11-18,689.3609008789062,700.1500244140625,707.2999877929688,682.0999755859375,705.7000122070312,272763
2024-11-19,691.7731323242188,702.5999755859375,718.5,698.7999877929688,698.8499755859375,327598
2024-11-21,702.7020874023438,713.7000122070312,715.0,698.9500122070312,702.5999755859375,280000
2024-11-22,714.6156005859375,725.7999877929688,730.9000244140625,714.0999755859375,715.5,379960
2024-11-25,716.092529296875,727.2999877929688,739.9000244140625,722.6500244140625,735.0,282698
2024-11-26,736.3258056640625,747.8499755859375,752.0,725.5499877929688,727.7999877929688,714690
2024-11-27,758.3806762695312,770.25,774.6500244140625,750.0,750.0,1017660
2024-11-28,743.6118774414062,755.25,775.0,753.0,775.0,276653
2024-11-29,747.4024658203125,759.0999755859375,772.2999877929688,751.2000122070312,754.0499877929688,253304
2024-12-02,756.460693359375,768.2999877929688,771.0,751.0,762.9500122070312,329294
2024-12-03,760.5960083007812,772.5,781.0,765.6500244140625,768.5499877929688,313731
2024-12-04,759.0698852539062,770.9500122070312,779.7000122070312,768.0,774.4000244140625,222674
2024-12-05,761.6298217773438,773.5499877929688,779.0,763.5499877929688,771.0,265168
2024-12-06,767.8327026367188,779.8499755859375,795.0,775.0,775.0,789239
2024-12-09,770.4911499023438,782.5499877929688,791.0,777.3499755859375,784.25,237737
2024-12-10,790.7244262695312,803.0999755859375,817.9500122070312,775.0499877929688,779.0,1245525
2024-12-11,793.5305786132812,805.9500122070312,815.2999877929688,794.7000122070312,803.0999755859375,476779
2024-12-12,781.5677490234375,793.7999877929688,815.75,791.5,805.9500122070312,527433
2024-12-13,788.8538208007812,801.2000122070312,817.1500244140625,781.5499877929688,790.0,854707
2024-12-16,798.8473510742188,811.3499755859375,819.4000244140625,798.7999877929688,807.0,546635
2024-12-17,787.2783813476562,799.5999755859375,838.0,796.25,819.0,1985805
2024-12-18,777.6786499023438,789.8499755859375,809.5,784.0499877929688,804.5499877929688,303227
2024-12-19,766.1097412109375,778.0999755859375,788.8499755859375,764.0,771.0,391203
2024-12-20,756.0669555664062,767.9000244140625,793.2000122070312,746.1500244140625,786.0,684057
2024-12-23,730.0245361328125,741.4500122070312,779.9000244140625,732.5,768.0,698845
2024-12-24,724.4615478515625,735.7999877929688,751.0,730.0,743.5,355079
2024-12-26,718.9478759765625,730.2000122070312,741.3499755859375,723.5,736.9500122070312,176741
2024-12-27,727.9075927734375,739.2999877929688,767.0,731.0,731.0,1601832
2024-12-30,749.4701538085938,761.2000122070312,764.9000244140625,734.0499877929688,740.0,479817
2024-12-31,740.0673217773438,751.6500244140625,761.0,741.5,761.0,230840
2025-01-01,735.8335571289062,747.3499755859375,762.0,745.0499877929688,752.5,229158
2025-01-02,780.8785400390625,793.0999755859375,818.9500122070312,748.5999755859375,749.8499755859375,8648177
2025-01-03,781.8631591796875,794.0999755859375,810.75,775.0499877929688,794.75,1676434
2025-01-06,759.808349609375,771.7000122070312,799.75,763.3499755859375,790.25,713290
2025-01-07,761.3836669921875,773.2999877929688,791.8499755859375,769.2999877929688,773.2999877929688,433144
2025-01-08,776.7433471679688,788.9000244140625,798.5,758.2000122070312,772.5,624438
2025-01-09,763.9436645507812,775.9000244140625,797.7000122070312,767.2000122070312,793.0,502402
2025-01-10,767.8327026367188,779.8499755859375,789.5999755859375,769.1500244140625,775.0,742716
2025-01-13,735.3905029296875,746.9000244140625,791.9000244140625,735.5,779.0,1232274
2025-01-14,732.732177734375,744.2000122070312,747.3499755859375,716.7000122070312,740.5999755859375,823290
2025-01-15,758.1837158203125,770.0499877929688,772.8499755859375,743.0999755859375,745.0,554699
2025-01-16,748.0916748046875,759.7999877929688,785.0,755.0,774.0499877929688,410708
2025-01-17,740.2149658203125,751.7999877929688,764.6500244140625,745.0,761.0,235584
2025-01-20,743.1687622070312,754.7999877929688,759.75,740.5999755859375,755.0,215132
2025-01-21,728.5968627929688,740.0,765.4500122070312,736.0999755859375,755.0,363183
2025-01-22,738.491943359375,750.0499877929688,757.0,718.8499755859375,740.0,575535
2025-01-23,824.003662109375,836.9000244140625,869.7000122070312,747.1500244140625,752.0499877929688,28279244
2025-01-24,818.9329833984375,831.75,848.7999877929688,825.0,841.7000122070312,4037755
2025-01-27,804.8041381835938,817.4000244140625,842.0,802.0499877929688,831.75,2929743
2025-01-28,776.0328979492188,786.25,819.9000244140625,766.1500244140625,815.5499877929688,2650893
2025-01-29,839.447998046875,850.5,854.1500244140625,786.0999755859375,788.9000244140625,3242129
2025-01-30,848.8739013671875,860.0499877929688,874.9500122070312,836.25,858.0,3518108
2025-01-31,858.694580078125,870.0,880.0,851.4000244140625,870.0,1498890
2025-02-01,955.1743774414062,967.75,984.9500122070312,860.0499877929688,875.9000244140625,16374623
2025-02-03,880.013916015625,891.5999755859375,947.0,882.0,947.0,4322067
2025-02-04,873.598388671875,885.0999755859375,923.4500122070312,857.0499877929688,905.0,2380187
2025-02-05,883.8139038085938,895.4500122070312,923.0,890.0499877929688,895.0,1404539
2025-02-06,907.8967895507812,919.8499755859375,952.0999755859375,902.5999755859375,904.9000244140625,6852122
2025-02-07,908.3409423828125,920.2999877929688,928.0,906.25,911.0999755859375,895837
2025-02-10,892.2034301757812,903.9500122070312,926.9500122070312,884.4500122070312,920.0499877929688,925682
2025-02-11,883.8632202148438,895.5,921.0999755859375,878.5999755859375,899.5,1675242
2025-02-12,850.2063598632812,861.4000244140625,901.5,855.0,894.2000122070312,1440149
2025-02-13,853.2660522460938,864.5,898.5999755859375,859.0,861.4500122070312,1481897
2025-02-14,819.4611206054688,830.25,880.0,818.5499877929688,869.75,1022712
2025-02-17,808.3079833984375,818.9500122070312,839.5,803.1500244140625,830.25,1529215
2025-02-18,792.5652465820312,803.0,845.9500122070312,797.7000122070312,827.0,1643111
2025-02-19,798.5859375,809.0999755859375,846.5999755859375,800.1500244140625,803.0,1810191
2025-02-20,796.069091796875,806.5499877929688,823.2999877929688,802.0499877929688,812.4500122070312,802268
2025-02-21,780.9679565429688,791.25,820.0499877929688,784.0,808.5999755859375,1028300
2025-02-24,751.949951171875,761.8499755859375,778.9000244140625,747.8499755859375,778.8499755859375,2561277
2025-02-25,793.6016235351562,804.0499877929688,811.0,752.4000244140625,755.0,4262210
2025-02-27,787.3341064453125,797.7000122070312,812.25,781.7999877929688,804.0499877929688,1115715
2025-02-28,728.8540649414062,738.4500122070312,788.5999755859375,730.7999877929688,788.5499877929688,2330271
2025-03-03,693.7660522460938,702.9000244140625,749.4000244140625,694.2000122070312,738.4500122070312,2613103
2025-03-04,702.45166015625,711.7000122070312,717.0,687.1500244140625,700.0,1110528
2025-03-05,709.5087280273438,718.8499755859375,768.7999877929688,714.9000244140625,720.0,6314673
2025-03-06,741.8331298828125,751.5999755859375,756.9500122070312,726.2999877929688,726.5,2322020
2025-03-07,733.1968383789062,742.8499755859375,754.9000244140625,736.25,747.9000244140625,830205
2025-03-10,716.960693359375,726.4000244140625,753.8499755859375,720.0,741.0,708364
2025-03-11,672.6934204101562,681.5499877929688,716.5,676.0999755859375,711.0999755859375,2122786
2025-03-12,657.54296875,666.2000122070312,698.0,646.5499877929688,688.0,1601338
2025-03-13,645.6495361328125,654.1500244140625,676.7000122070312,645.6500244140625,671.2000122070312,936057
2025-03-17,634.05224609375,642.4000244140625,657.3499755859375,624.1500244140625,655.0499877929688,1216622
2025-03-18,634.05224609375,642.4000244140625,642.4000244140625,642.4000244140625,642.4000244140625,0
2025-03-19,662.2805786132812,671.0,680.2999877929688,655.0,667.25,1029053
2025-03-20,667.5116577148438,676.2999877929688,700.2999877929688,669.0999755859375,673.5499877929688,1480424
2025-03-21,665.2908935546875,674.0499877929688,687.5499877929688,667.0,678.0,776327
2025-03-24,688.23876953125,697.2999877929688,710.0,670.0,677.3499755859375,1688849
2025-03-25,706.4490356445312,715.75,743.0,703.0,709.7999877929688,5194062
2025-03-26,693.1244506835938,702.25,712.75,688.2999877929688,711.9500122070312,1373666
2025-03-27,679.306396484375,688.25,703.3499755859375,684.0999755859375,698.1500244140625,1207066
2025-03-28,691.7426147460938,700.8499755859375,721.8499755859375,690.5499877929688,691.0499877929688,2321370
2025-04-01,682.9089965820312,691.9000244140625,698.4500122070312,678.4500122070312,689.25,1044187
2025-04-02,704.7711181640625,714.0499877929688,721.7000122070312,684.1500244140625,691.9500122070312,1949616
2025-04-03,673.581787109375,682.4500122070312,708.4000244140625,679.9500122070312,690.0,1077014
2025-04-04,646.1923828125,654.7000122070312,687.0499877929688,642.1500244140625,685.1500244140625,833545
2025-04-07,642.5897827148438,651.0499877929688,667.0,535.8499755859375,535.8499755859375,2678672
2025-04-08,644.5637817382812,653.0499877929688,674.25,640.9000244140625,669.75,792935
2025-04-09,619.3951416015625,627.5499877929688,645.3499755859375,622.5999755859375,645.0999755859375,888550
2025-04-11,625.218505859375,633.4500122070312,654.4000244140625,626.3499755859375,637.0,904168
2025-04-15,644.3170166015625,652.7999877929688,654.5,636.1500244140625,640.0,855358
2025-04-16,647.9196166992188,656.4500122070312,658.9000244140625,645.4000244140625,651.9500122070312,603563
2025-04-17,644.6131591796875,653.0999755859375,666.9000244140625,648.0999755859375,653.0,444978
2025-04-21,680.4907836914062,689.4500122070312,695.0,653.5,653.5,1463290
2025-04-22,670.0285034179688,678.8499755859375,693.0,675.7999877929688,691.0,459413
2025-04-23,682.3167724609375,691.2999877929688,713.1500244140625,677.4500122070312,688.2999877929688,2109995
2025-04-24,694.3088989257812,703.4500122070312,708.0,688.6500244140625,692.0,845132
2025-04-25,692.877685546875,702.0,715.75,682.75,706.0,1649060
2025-04-28,711.68017578125,721.0499877929688,732.0,699.5,709.0,1962025
