date_,adj close_syngene.ns,close_syngene.ns,high_syngene.ns,low_syngene.ns,open_syngene.ns,volume_syngene.ns
2025-02-10,734.8745727539062,736.2999877929688,745.5999755859375,721.75,744.8499755859375,404309
2025-02-11,720.7520141601562,722.1500244140625,736.2999877929688,717.7999877929688,736.2999877929688,636162
2025-02-12,708.0765991210938,709.4500122070312,734.6500244140625,705.0,726.5,345598
2025-02-13,700.9404296875,702.2999877929688,719.1500244140625,699.25,703.3499755859375,228071
2025-02-14,689.0135498046875,690.3499755859375,706.7000122070312,684.9000244140625,702.5499877929688,402538
2025-02-17,699.5431518554688,700.9000244140625,703.9500122070312,677.2999877929688,685.6500244140625,339466
2025-02-18,699.0441284179688,700.4000244140625,710.0,692.25,702.9000244140625,2676244
2025-02-19,702.9864501953125,704.3499755859375,711.0999755859375,688.75,697.9000244140625,1005177
2025-02-20,713.216552734375,714.5999755859375,717.7000122070312,693.5499877929688,703.0,1440692
2025-02-21,712.3682250976562,713.75,726.0,704.5999755859375,717.4500122070312,1474834
2025-02-24,699.4432983398438,700.7999877929688,711.1500244140625,690.1500244140625,701.0,1515456
2025-02-25,687.56640625,688.9000244140625,705.5999755859375,686.9000244140625,703.0,493018
2025-02-27,675.9888305664062,677.2999877929688,705.0,672.8499755859375,691.0999755859375,353476
2025-02-28,651.1370239257812,652.4000244140625,676.2000122070312,649.1500244140625,672.6500244140625,483184
2025-03-03,650.2886352539062,651.5499877929688,657.9000244140625,642.1500244140625,648.0999755859375,789604
2025-03-04,652.9335327148438,654.2000122070312,657.6500244140625,636.2999877929688,650.9500122070312,616962
2025-03-05,675.9389038085938,677.25,680.7000122070312,653.2999877929688,659.4500122070312,525936
2025-03-06,687.217041015625,688.5499877929688,690.4000244140625,677.5999755859375,680.0,375799
2025-03-07,678.3342895507812,679.6500244140625,693.7999877929688,677.8499755859375,693.25,227156
2025-03-10,676.338134765625,677.6500244140625,684.0999755859375,669.5499877929688,677.0,397534
2025-03-11,680.4801025390625,681.7999877929688,685.9500122070312,674.1500244140625,682.0999755859375,395107
2025-03-12,675.2901611328125,676.5999755859375,697.0,666.4500122070312,689.9000244140625,527417
2025-03-13,664.9103393554688,666.2000122070312,683.4000244140625,663.2000122070312,681.0,394603
2025-03-17,673.843017578125,675.1500244140625,678.8499755859375,663.9000244140625,670.0,2826617
2025-03-18,673.843017578125,675.1500244140625,675.1500244140625,675.1500244140625,675.1500244140625,0
2025-03-19,704.6831665039062,706.0499877929688,708.9000244140625,684.9500122070312,685.0,583638
2025-03-20,703.0862426757812,704.4500122070312,713.0,699.9000244140625,708.1500244140625,429189
2025-03-21,714.6138916015625,716.0,718.9500122070312,700.5499877929688,705.0,619087
2025-03-24,718.7059326171875,720.0999755859375,723.7999877929688,712.0499877929688,715.0999755859375,362198
2025-03-25,712.8673095703125,714.25,744.5499877929688,708.1500244140625,738.0,1360109
2025-03-26,718.8057861328125,720.2000122070312,730.4000244140625,710.1500244140625,714.3499755859375,706656
2025-03-27,718.156982421875,719.5499877929688,725.3499755859375,710.0,715.0,272579
2025-03-28,724.794189453125,726.2000122070312,731.7999877929688,716.2999877929688,724.0,547825
2025-04-01,716.759765625,718.1500244140625,728.3499755859375,714.5,723.2000122070312,280977
2025-04-02,722.7481689453125,724.1500244140625,727.4000244140625,700.9500122070312,718.1500244140625,156487
2025-04-03,745.70361328125,747.1500244140625,760.0,736.0,738.8499755859375,3075327
2025-04-04,723.2471923828125,724.6500244140625,750.0,709.5499877929688,750.0,804600
2025-04-07,695.75048828125,697.0999755859375,707.7000122070312,652.2000122070312,663.0499877929688,608205
2025-04-08,693.7543334960938,695.0999755859375,713.5999755859375,692.0499877929688,713.0,667369
2025-04-09,690.3609619140625,691.7000122070312,694.5,682.25,694.5,173688
