date_,adj close_bluestarco.ns,close_bluestarco.ns,high_bluestarco.ns,low_bluestarco.ns,open_bluestarco.ns,volume_bluestarco.ns
2024-01-16,1041.8555908203125,1051.199951171875,1098.0,1045.5999755859375,1065.0,375774
2024-01-17,1052.3118896484375,1061.75,1070.0,1035.0,1045.0,129537
2024-01-18,1039.9229736328125,1049.25,1073.199951171875,1033.0999755859375,1060.0,128520
2024-01-19,1064.0069580078125,1073.550048828125,1114.800048828125,1054.449951171875,1054.5,338185
2024-01-23,1058.6053466796875,1068.0999755859375,1097.949951171875,1056.5,1097.949951171875,137025
2024-01-24,1076.94091796875,1086.5999755859375,1120.4000244140625,1047.300048828125,1067.0,370667
2024-01-25,1050.9737548828125,1060.4000244140625,1084.949951171875,1047.0,1075.0,302945
2024-01-29,1069.3094482421875,1078.9000244140625,1105.949951171875,1050.699951171875,1060.4000244140625,476632
2024-01-30,1090.4200439453125,1100.199951171875,1117.949951171875,1060.5,1091.5,1334225
2024-01-31,1129.3707275390625,1139.5,1150.0,1092.0,1105.0,1115747
2024-02-01,1174.317626953125,1184.8499755859375,1200.0,1127.449951171875,1140.0,550966
2024-02-02,1177.9351806640625,1188.5,1215.0,1176.199951171875,1190.0,388072
2024-02-05,1157.617431640625,1168.0,1200.9000244140625,1144.8499755859375,1195.050048828125,222852
2024-02-06,1150.1343994140625,1160.449951171875,1197.9000244140625,1152.4000244140625,1162.9000244140625,357107
2024-02-07,1158.31103515625,1168.699951171875,1173.050048828125,1145.0,1169.9000244140625,215545
2024-02-08,1143.4940185546875,1153.75,1185.550048828125,1151.0,1178.0,101895
2024-02-09,1155.5855712890625,1165.949951171875,1174.6500244140625,1141.1500244140625,1159.550048828125,73003
2024-02-12,1141.313720703125,1151.550048828125,1189.8499755859375,1145.75,1182.0,91886
2024-02-13,1194.6353759765625,1205.3499755859375,1212.949951171875,1140.25,1151.550048828125,375987
2024-02-14,1181.45361328125,1192.050048828125,1201.0,1170.550048828125,1175.0,156492
2024-02-15,1222.6837158203125,1233.6500244140625,1242.949951171875,1189.0,1192.050048828125,250756
2024-02-16,1225.2607421875,1236.25,1255.0,1226.050048828125,1240.0,158885
2024-02-19,1258.3638916015625,1269.6500244140625,1291.9000244140625,1236.25,1240.0,294270
2024-02-20,1275.1630859375,1286.5999755859375,1294.699951171875,1269.0999755859375,1279.9000244140625,250734
2024-02-21,1260.2469482421875,1271.550048828125,1299.0,1260.25,1290.0,121808
2024-02-22,1266.2430419921875,1277.5999755859375,1292.449951171875,1255.550048828125,1280.5999755859375,143144
2024-02-23,1282.24951171875,1293.75,1299.5,1277.6500244140625,1278.8499755859375,196899
2024-02-26,1245.181884765625,1256.3499755859375,1333.0,1252.0,1300.25,451667
2024-02-27,1281.2088623046875,1292.699951171875,1302.0,1265.0999755859375,1270.0999755859375,212170
2024-02-28,1280.5150146484375,1292.0,1315.25,1276.25,1302.800048828125,129839
2024-02-29,1258.9583740234375,1270.25,1310.9000244140625,1263.1500244140625,1292.0,245439
2024-03-01,1296.4224853515625,1308.050048828125,1312.75,1265.0,1276.6500244140625,176332
2024-03-04,1304.549560546875,1316.25,1324.699951171875,1297.0,1316.199951171875,319651
2024-03-05,1279.0780029296875,1290.550048828125,1336.699951171875,1285.449951171875,1320.050048828125,298730
2024-03-06,1247.510986328125,1258.699951171875,1300.449951171875,1250.0999755859375,1298.6500244140625,162795
2024-03-07,1312.131591796875,1323.9000244140625,1335.0,1245.949951171875,1257.0,329291
2024-03-11,1314.064208984375,1325.8499755859375,1359.0,1316.300048828125,1331.050048828125,221774
2024-03-12,1297.61181640625,1309.25,1341.800048828125,1295.0,1339.5,185513
2024-03-13,1255.5390625,1266.800048828125,1325.75,1222.4000244140625,1322.0,347260
2024-03-14,1249.5428466796875,1260.75,1300.800048828125,1242.9000244140625,1265.449951171875,111433
2024-03-15,1268.6217041015625,1280.0,1290.0,1254.0999755859375,1270.0,292412
2024-03-18,1274.1224365234375,1285.550048828125,1295.0,1265.050048828125,1265.050048828125,76763
2024-03-19,1265.301513671875,1276.6500244140625,1295.0,1258.1500244140625,1288.1500244140625,50157
2024-03-20,1220.6519775390625,1231.5999755859375,1282.0,1222.550048828125,1275.0,170606
2024-03-21,1236.162841796875,1247.25,1262.199951171875,1237.449951171875,1240.3499755859375,262805
2024-03-22,1230.265869140625,1241.300048828125,1254.800048828125,1225.0,1247.0,222397
2024-03-26,1254.2010498046875,1265.449951171875,1272.9000244140625,1228.1500244140625,1238.699951171875,180115
2024-03-27,1289.43505859375,1301.0,1310.5999755859375,1262.0999755859375,1272.9000244140625,320622
2024-03-28,1262.377685546875,1273.699951171875,1331.949951171875,1250.0,1319.0,479647
2024-04-01,1265.5494384765625,1276.9000244140625,1301.0,1265.300048828125,1278.0,204280
2024-04-02,1299.1480712890625,1310.800048828125,1317.3499755859375,1282.699951171875,1290.0,1158734
2024-04-03,1336.2650146484375,1348.25,1365.5999755859375,1298.3499755859375,1311.4000244140625,1198119
2024-04-04,1336.3145751953125,1348.300048828125,1380.0,1341.0,1365.5999755859375,553902
2024-04-05,1351.2308349609375,1363.3499755859375,1370.0,1321.3499755859375,1349.0,430660
2024-04-08,1394.7406005859375,1407.25,1485.3499755859375,1381.0,1409.949951171875,2433964
2024-04-09,1387.4063720703125,1399.8499755859375,1427.1500244140625,1395.5,1422.0,302092
2024-04-10,1406.9808349609375,1419.5999755859375,1425.0,1378.5,1412.0,697101
2024-04-12,1371.449462890625,1383.75,1437.699951171875,1374.449951171875,1419.5999755859375,393368
2024-04-15,1354.848388671875,1367.0,1382.75,1346.050048828125,1373.9000244140625,296982
2024-04-16,1381.5093994140625,1393.9000244140625,1407.300048828125,1359.449951171875,1367.4000244140625,508467
2024-04-18,1392.4114990234375,1404.9000244140625,1444.0,1396.300048828125,1420.0,530399
2024-04-19,1409.805419921875,1422.449951171875,1429.5,1374.4000244140625,1385.0,290949
2024-04-22,1443.3546142578125,1456.300048828125,1461.949951171875,1433.25,1435.0999755859375,1014933
2024-04-23,1444.593505859375,1457.550048828125,1489.949951171875,1437.199951171875,1468.0,372060
2024-04-24,1431.956787109375,1444.800048828125,1471.199951171875,1440.0,1469.050048828125,188411
2024-04-25,1451.63037109375,1464.6500244140625,1473.0,1418.0999755859375,1447.5999755859375,227597
2024-04-26,1442.5616455078125,1455.5,1479.949951171875,1448.050048828125,1467.949951171875,195025
2024-04-29,1460.0052490234375,1473.0999755859375,1495.0,1460.050048828125,1470.0,237759
2024-04-30,1482.850341796875,1496.1500244140625,1499.0,1466.1500244140625,1484.949951171875,302582
2024-05-02,1457.5274658203125,1470.5999755859375,1514.0,1454.0,1500.3499755859375,919071
2024-05-03,1435.029296875,1447.9000244140625,1494.0,1421.699951171875,1490.5999755859375,907077
2024-05-06,1433.988525390625,1446.8499755859375,1465.75,1429.949951171875,1459.449951171875,282937
2024-05-07,1431.5108642578125,1444.3499755859375,1477.0,1435.0999755859375,1454.4000244140625,491222
2024-05-08,1422.1448974609375,1434.9000244140625,1451.550048828125,1421.050048828125,1447.0,355286
2024-05-09,1375.1661376953125,1387.5,1449.550048828125,1382.25,1434.0,409761
2024-05-10,1402.86767578125,1415.449951171875,1420.050048828125,1376.4000244140625,1394.8499755859375,188646
2024-05-13,1408.5665283203125,1421.199951171875,1440.0,1394.550048828125,1416.550048828125,497039
2024-05-14,1480.96728515625,1494.25,1510.0,1428.949951171875,1431.0,617762
2024-05-15,1474.17822265625,1487.4000244140625,1535.0,1470.699951171875,1496.9000244140625,816465
2024-05-16,1555.796142578125,1569.75,1634.4000244140625,1495.9000244140625,1503.5,648712
2024-05-17,1569.0274658203125,1583.0999755859375,1619.949951171875,1564.75,1575.0,407703
2024-05-21,1563.6258544921875,1577.6500244140625,1598.9000244140625,1553.199951171875,1592.199951171875,363939
2024-05-22,1515.9039306640625,1529.5,1589.699951171875,1520.0,1573.5999755859375,262005
2024-05-23,1512.03857421875,1525.5999755859375,1554.550048828125,1516.0999755859375,1529.449951171875,565685
2024-05-24,1471.9481201171875,1485.1500244140625,1522.949951171875,1472.5,1522.949951171875,221058
2024-05-27,1473.6824951171875,1486.9000244140625,1534.550048828125,1478.050048828125,1485.1500244140625,347510
2024-05-28,1503.2672119140625,1516.75,1523.0,1485.0,1492.5,375291
2024-05-29,1502.3258056640625,1515.800048828125,1553.0,1505.199951171875,1518.050048828125,368425
2024-05-30,1487.0130615234375,1500.3499755859375,1508.800048828125,1483.0,1490.0,353567
2024-05-31,1562.4364013671875,1576.449951171875,1648.8499755859375,1490.0,1500.050048828125,1810755
2024-06-03,1585.6285400390625,1599.8499755859375,1635.0,1585.0,1625.0,196396
2024-06-04,1587.4124755859375,1601.6500244140625,1689.550048828125,1489.050048828125,1580.0,1098138
2024-06-05,1520.0665283203125,1533.699951171875,1612.4000244140625,1514.0,1610.0,383187
2024-06-06,1511.6419677734375,1525.199951171875,1579.699951171875,1520.0,1550.0,375476
2024-06-07,1551.9803466796875,1565.9000244140625,1586.75,1522.050048828125,1550.0,284657
2024-06-10,1581.7137451171875,1595.9000244140625,1614.0,1573.5999755859375,1575.0,245868
2024-06-11,1628.6427001953125,1643.25,1651.050048828125,1603.0,1604.800048828125,450052
2024-06-12,1666.205810546875,1681.1500244140625,1686.699951171875,1649.949951171875,1662.699951171875,556101
2024-06-13,1672.796875,1687.800048828125,1698.4000244140625,1642.0999755859375,1694.8499755859375,348579
2024-06-14,1720.9151611328125,1736.3499755859375,1759.800048828125,1691.0,1691.0,592090
2024-06-18,1715.2161865234375,1730.5999755859375,1797.949951171875,1725.0,1742.0,351318
2024-06-19,1690.785400390625,1705.949951171875,1753.6500244140625,1692.550048828125,1739.0,166698
2024-06-20,1653.5692138671875,1668.4000244140625,1709.5,1655.0,1706.4000244140625,233370
2024-06-21,1672.8958740234375,1687.9000244140625,1697.5999755859375,1661.550048828125,1675.0,146496
2024-06-24,1678.79296875,1693.8499755859375,1725.0,1653.300048828125,1687.800048828125,187257
2024-06-25,1659.5653076171875,1674.449951171875,1724.699951171875,1666.0999755859375,1695.0,153029
2024-06-26,1637.6123046875,1652.300048828125,1695.949951171875,1646.0999755859375,1681.699951171875,198854
2024-06-27,1626.06591796875,1640.6500244140625,1700.0,1634.949951171875,1654.9000244140625,204398
2024-06-28,1620.0201416015625,1634.550048828125,1663.949951171875,1625.0,1653.5,143283
2024-07-01,1608.4736328125,1622.9000244140625,1670.0,1608.0,1643.9000244140625,211017
2024-07-02,1590.88134765625,1605.1500244140625,1652.75,1585.550048828125,1629.050048828125,355652
2024-07-03,1594.00341796875,1608.300048828125,1642.300048828125,1597.0999755859375,1618.0,162834
2024-07-04,1591.426513671875,1605.699951171875,1625.5,1591.199951171875,1616.5999755859375,314594
2024-07-05,1690.091552734375,1705.25,1805.0,1596.0,1604.0,3452736
2024-07-08,1640.9326171875,1655.6500244140625,1738.0,1648.0,1710.5999755859375,230422
2024-07-09,1828.7974853515625,1845.199951171875,1897.800048828125,1647.0,1663.1500244140625,2339150
2024-07-10,1695.840087890625,1711.050048828125,1872.5,1701.199951171875,1872.0,1118108
2024-07-11,1743.2647705078125,1758.9000244140625,1776.699951171875,1705.8499755859375,1728.0,519127
2024-07-12,1693.5108642578125,1708.699951171875,1751.1500244140625,1696.4000244140625,1751.1500244140625,262051
2024-07-15,1669.228759765625,1684.199951171875,1728.25,1680.0,1718.949951171875,188703
2024-07-16,1722.20361328125,1737.6500244140625,1750.0,1684.0,1686.5,433520
2024-07-18,1680.52734375,1695.5999755859375,1751.6500244140625,1661.0,1740.0,407094
2024-07-19,1632.2095947265625,1640.050048828125,1695.8499755859375,1601.699951171875,1682.0999755859375,368542
2024-07-22,1631.8114013671875,1639.6500244140625,1647.3499755859375,1593.0,1611.0,179659
2024-07-23,1673.31201171875,1681.3499755859375,1700.0,1554.5,1639.5999755859375,465206
2024-07-24,1651.7158203125,1659.6500244140625,1700.800048828125,1650.050048828125,1683.75,204858
2024-07-25,1655.796142578125,1663.75,1677.5,1624.9000244140625,1649.0,112038
2024-07-26,1705.308349609375,1713.5,1720.0,1650.25,1675.0,241109
2024-07-29,1733.622314453125,1741.949951171875,1760.0,1685.0,1715.0,250121
2024-07-30,1715.310302734375,1723.550048828125,1765.0,1715.050048828125,1745.0,200143
2024-07-31,1715.4595947265625,1723.699951171875,1753.800048828125,1715.6500244140625,1720.5999755859375,247262
2024-08-01,1747.85400390625,1756.25,1763.949951171875,1727.3499755859375,1737.949951171875,299348
2024-08-02,1706.950439453125,1715.1500244140625,1747.25,1705.050048828125,1745.0,136180
2024-08-05,1619.172119140625,1626.949951171875,1668.8499755859375,1603.550048828125,1656.0,473647
2024-08-06,1581.7518310546875,1589.3499755859375,1656.949951171875,1548.1500244140625,1656.949951171875,765159
2024-08-07,1614.295654296875,1622.050048828125,1629.0,1539.0999755859375,1606.0,705684
2024-08-08,1611.3099365234375,1619.050048828125,1648.0,1594.949951171875,1620.9000244140625,288203
2024-08-09,1597.1280517578125,1604.800048828125,1650.0,1596.0,1640.0,206295
2024-08-12,1609.8668212890625,1617.5999755859375,1630.0,1565.050048828125,1601.0,363911
2024-08-13,1705.50732421875,1713.699951171875,1729.0,1630.5999755859375,1640.5,1343852
2024-08-14,1715.5093994140625,1723.75,1735.550048828125,1674.5,1730.0,439338
2024-08-16,1710.4337158203125,1718.6500244140625,1749.0,1700.050048828125,1728.3499755859375,582461
2024-08-19,1723.620361328125,1731.9000244140625,1747.0999755859375,1702.8499755859375,1723.25,290352
