date_,adj close_zentec.ns,close_zentec.ns,high_zentec.ns,low_zentec.ns,open_zentec.ns,volume_zentec.ns
2024-05-10,932.2782592773438,934.1500244140625,934.1500244140625,903.0999755859375,928.6500244140625,466648
2024-05-13,928.8850708007812,930.75,967.9500122070312,912.0,966.4000244140625,477725
2024-05-14,960.8209228515625,962.75,977.2000122070312,930.0,939.75,391253
2024-05-15,954.7830200195312,956.7000122070312,971.0499877929688,945.0499877929688,971.0,188043
2024-05-16,945.4517822265625,947.3499755859375,972.0,944.0,964.9000244140625,236638
2024-05-17,935.272216796875,937.1500244140625,953.1500244140625,931.0,952.0,223545
2024-05-21,963.1661987304688,965.0999755859375,979.2999877929688,954.0,975.0,207000
2024-05-22,1007.776611328125,1009.7999877929688,1013.3499755859375,957.0,971.75,542594
2024-05-23,984.2738037109375,986.25,1009.0,985.0,1009.0,195906
2024-05-24,973.1461181640625,975.0999755859375,998.9500122070312,972.4500122070312,987.0,196561
2024-05-27,956.4296875,958.3499755859375,992.6500244140625,950.2999877929688,985.0999755859375,248410
2024-05-28,923.8451538085938,925.7000122070312,965.0,920.0,962.0,284359
2024-05-29,931.3301391601562,933.2000122070312,941.0499877929688,916.4500122070312,920.5,230873
2024-05-30,925.3920288085938,927.25,939.7999877929688,925.0,933.5499877929688,109682
2024-05-31,963.3657836914062,965.2999877929688,972.0,916.5499877929688,936.25,265134
2024-06-03,988.5153198242188,990.5,1013.0,981.0,1013.0,393708
2024-06-04,939.114501953125,941.0,990.0999755859375,941.0,990.0999755859375,305998
2024-06-05,897.74755859375,899.5499877929688,915.0,893.9500122070312,893.9500122070312,440293
2024-06-06,915.2124633789062,917.0499877929688,944.4000244140625,905.0,909.9500122070312,373766
2024-06-07,965.4616088867188,967.4000244140625,998.0,944.0,949.0,760264
2024-06-10,997.3475341796875,999.3499755859375,1025.0,983.0499877929688,984.9500122070312,404655
2024-06-11,992.4573974609375,994.4500122070312,1014.0,989.0499877929688,1009.0499877929688,196744
2024-06-12,1031.3792724609375,1033.449951171875,1060.0,994.5,999.0,909759
2024-06-13,1027.5867919921875,1029.6500244140625,1053.3499755859375,1017.0999755859375,1048.0,393274
2024-06-14,1118.3048095703125,1120.550048828125,1132.5999755859375,1026.550048828125,1038.0,1376393
2024-06-18,1215.3099365234375,1217.75,1230.0,1110.050048828125,1137.0,1925859
2024-06-19,1175.6895751953125,1178.050048828125,1227.9000244140625,1161.449951171875,1227.1500244140625,676915
2024-06-20,1189.362060546875,1191.75,1208.0,1173.949951171875,1184.5,338453
2024-06-21,1140.4102783203125,1142.699951171875,1217.0,1140.0,1194.0,526042
2024-06-24,1180.52978515625,1182.9000244140625,1209.949951171875,1139.050048828125,1145.0,476314
2024-06-25,1173.29443359375,1175.6500244140625,1200.0,1172.0,1190.0,187304
2024-06-26,1191.05859375,1193.449951171875,1220.0,1170.300048828125,1180.9000244140625,393691
2024-06-27,1156.3782958984375,1158.699951171875,1220.0,1146.949951171875,1201.9000244140625,320881
2024-06-28,1172.6956787109375,1175.050048828125,1208.4000244140625,1155.5999755859375,1163.050048828125,338660
2024-07-01,1287.8641357421875,1290.449951171875,1292.550048828125,1180.0,1183.300048828125,1669268
2024-07-02,1297.2454833984375,1299.8499755859375,1317.300048828125,1260.550048828125,1304.0,774623
2024-07-03,1426.93505859375,1429.800048828125,1429.800048828125,1295.050048828125,1310.0,1525304
2024-07-04,1436.71533203125,1439.5999755859375,1486.3499755859375,1362.0,1467.949951171875,1466418
2024-07-05,1406.42626953125,1409.25,1454.0,1402.800048828125,1445.0,471107
2024-07-08,1381.5760498046875,1384.3499755859375,1421.199951171875,1346.0,1414.949951171875,420918
2024-07-09,1329.58056640625,1332.25,1396.0,1315.1500244140625,1384.0,553222
2024-07-10,1325.9378662109375,1328.5999755859375,1339.449951171875,1268.0,1338.0,380833
2024-07-11,1318.9019775390625,1321.550048828125,1355.0,1305.0,1355.0,219753
2024-07-12,1293.552978515625,1296.1500244140625,1347.949951171875,1285.0,1332.0,256698
2024-07-15,1358.2230224609375,1360.949951171875,1360.949951171875,1332.0,1350.0,589289
2024-07-16,1350.488525390625,1353.199951171875,1408.0,1341.0,1385.0,569354
2024-07-18,1389.8095703125,1392.5999755859375,1400.0,1341.5999755859375,1379.0,783928
2024-07-19,1374.540283203125,1377.300048828125,1434.449951171875,1332.0,1360.699951171875,617888
2024-07-22,1432.9730224609375,1435.8499755859375,1443.0,1345.0,1387.0,535814
2024-07-23,1420.3482666015625,1423.199951171875,1479.0,1364.050048828125,1444.800048828125,717746
2024-07-24,1446.246337890625,1449.1500244140625,1480.0,1421.050048828125,1435.5,263082
2024-07-25,1456.5755615234375,1459.5,1469.300048828125,1411.050048828125,1420.0,218765
2024-07-26,1529.3792724609375,1532.449951171875,1532.449951171875,1465.0,1467.0,550733
2024-07-29,1605.825927734375,1609.050048828125,1609.050048828125,1580.0,1609.050048828125,1030398
2024-07-30,1686.11474609375,1689.5,1689.5,1641.5999755859375,1679.5,1194842
2024-07-31,1701.7333984375,1705.1500244140625,1743.0,1645.0,1689.5,963680
2024-08-01,1696.6435546875,1700.050048828125,1723.699951171875,1680.550048828125,1705.0,494532
2024-08-02,1706.07470703125,1709.5,1768.0,1670.0,1675.0,687925
2024-08-05,1635.6160888671875,1638.9000244140625,1707.0,1624.0999755859375,1630.0,824142
2024-08-06,1564.4091796875,1567.550048828125,1690.0,1557.0,1650.0,472560
2024-08-07,1642.6021728515625,1645.9000244140625,1645.9000244140625,1573.949951171875,1600.0,333548
2024-08-08,1681.07470703125,1684.449951171875,1728.1500244140625,1650.0,1650.0,874824
2024-08-09,1731.27392578125,1734.75,1767.949951171875,1680.0,1730.0,598869
2024-08-12,1718.6492919921875,1722.0999755859375,1785.0,1710.5,1734.0,570336
2024-08-13,1648.4403076171875,1651.75,1727.4000244140625,1641.0,1725.0,384827
2024-08-14,1653.87939453125,1657.199951171875,1680.0,1614.5999755859375,1675.949951171875,286017
2024-08-16,1699.4378662109375,1702.8499755859375,1724.0,1665.0,1665.0,347161
2024-08-19,1693.449951171875,1696.8499755859375,1749.949951171875,1687.050048828125,1749.949951171875,408587
2024-08-20,1694.29833984375,1697.699951171875,1715.0,1665.25,1715.0,215379
2024-08-21,1778.9783935546875,1782.550048828125,1782.550048828125,1692.0,1704.9000244140625,706030
2024-08-22,1750.13623046875,1753.6500244140625,1863.3499755859375,1731.0,1774.5,1000893
2024-08-23,1783.7685546875,1787.3499755859375,1800.0,1712.0999755859375,1766.300048828125,446397
2024-08-26,1872.9395751953125,1876.699951171875,1876.699951171875,1810.199951171875,1843.0,934945
2024-08-27,1841.35302734375,1845.050048828125,1970.0,1825.050048828125,1900.9000244140625,954106
2024-08-28,1821.742431640625,1825.4000244140625,1883.449951171875,1790.0,1883.449951171875,455105
2024-08-29,1730.6751708984375,1734.1500244140625,1799.0,1734.1500244140625,1799.0,723007
2024-08-30,1693.25048828125,1696.6500244140625,1744.9000244140625,1671.0,1735.25,823565
2024-09-02,1681.374267578125,1684.75,1729.0,1670.0,1729.0,425511
2024-09-03,1674.188720703125,1677.550048828125,1710.0,1670.0999755859375,1710.0,332513
2024-09-04,1656.6239013671875,1659.949951171875,1700.5,1651.0,1675.0,325628
2024-09-05,1669.9970703125,1673.3499755859375,1684.949951171875,1650.5,1679.0,219469
2024-09-06,1624.1116943359375,1626.4000244140625,1678.0,1618.0,1678.0,302592
2024-09-09,1592.056884765625,1594.300048828125,1619.949951171875,1576.0,1619.8499755859375,314152
2024-09-10,1616.5224609375,1618.800048828125,1628.9000244140625,1594.300048828125,1601.199951171875,237327
2024-09-11,1610.1314697265625,1612.4000244140625,1628.9000244140625,1598.050048828125,1628.9000244140625,207402
2024-09-12,1618.968994140625,1621.25,1634.949951171875,1609.300048828125,1620.0,161531
2024-09-13,1665.353515625,1667.699951171875,1694.6500244140625,1621.0,1640.0,354352
2024-09-16,1713.53564453125,1715.949951171875,1722.0,1666.050048828125,1690.0,355417
2024-09-17,1692.565185546875,1694.949951171875,1727.75,1683.050048828125,1727.75,225080
2024-09-18,1672.243896484375,1674.5999755859375,1708.0,1650.0,1697.9000244140625,159669
2024-09-19,1678.185546875,1680.550048828125,1701.0,1602.0,1687.800048828125,427908
2024-09-20,1701.552490234375,1703.949951171875,1738.0,1633.0,1698.0,1113256
2024-09-23,1693.663818359375,1696.050048828125,1731.0,1687.0,1720.0,179246
2024-09-24,1706.795166015625,1709.199951171875,1724.0,1690.0,1695.0,191742
2024-09-25,1695.8106689453125,1698.199951171875,1735.0,1691.199951171875,1714.949951171875,161279
2024-09-26,1672.643310546875,1675.0,1765.0,1613.300048828125,1744.300048828125,420266
2024-09-27,1706.795166015625,1709.199951171875,1750.0,1671.0,1684.800048828125,203526
2024-09-30,1713.88525390625,1716.300048828125,1735.0,1680.0,1708.949951171875,373316
2024-10-01,1705.2972412109375,1707.699951171875,1731.0,1700.0,1729.6500244140625,413005
2024-10-03,1661.1595458984375,1663.5,1700.0,1650.0,1652.050048828125,254291
2024-10-04,1664.5047607421875,1666.8499755859375,1678.949951171875,1614.050048828125,1650.0,203228
2024-10-07,1626.10888671875,1628.4000244140625,1678.800048828125,1583.5,1672.0999755859375,332156
2024-10-08,1648.227783203125,1650.550048828125,1666.0,1591.050048828125,1623.050048828125,187235
2024-10-09,1757.4737548828125,1759.949951171875,1790.0,1659.9000244140625,1664.949951171875,575629
2024-10-10,1933.17626953125,1935.9000244140625,1935.9000244140625,1782.0,1782.0,1936852
2024-10-11,1897.2767333984375,1899.949951171875,1964.3499755859375,1875.0,1948.0,760297
2024-10-14,1907.4625244140625,1910.1500244140625,1934.800048828125,1880.0,1920.0,353318
2024-10-15,1976.814697265625,1979.5999755859375,1997.699951171875,1878.75,1914.0,667101
2024-10-16,1921.343017578125,1924.050048828125,1981.9000244140625,1908.0,1979.5999755859375,285703
2024-10-17,1894.9801025390625,1897.6500244140625,1932.0,1855.0,1925.0,294504
2024-10-18,1907.761962890625,1910.449951171875,1930.0,1809.0999755859375,1887.0,302509
2024-10-21,1859.82958984375,1862.449951171875,1918.800048828125,1852.949951171875,1918.800048828125,158409
2024-10-22,1754.47802734375,1756.949951171875,1894.0,1751.0,1894.0,433824
2024-10-23,1770.85498046875,1773.3499755859375,1809.949951171875,1685.550048828125,1725.0,339888
2024-10-24,1750.084228515625,1752.550048828125,1794.0999755859375,1747.0,1774.0,129353
2024-10-25,1695.5111083984375,1697.9000244140625,1750.0,1655.0,1750.0,277673
2024-10-28,1716.1820068359375,1718.5999755859375,1739.949951171875,1644.050048828125,1705.0,260197
2024-10-29,1758.472412109375,1760.949951171875,1777.0,1695.0,1735.6500244140625,205528
2024-10-30,1805.4561767578125,1808.0,1845.449951171875,1750.0,1766.6500244140625,267284
2024-10-31,1881.69873046875,1884.3499755859375,1893.5,1789.5,1806.949951171875,386483
2024-11-01,1876.0068359375,1878.6500244140625,1920.0,1850.0,1900.449951171875,115335
2024-11-04,1862.475830078125,1865.0999755859375,1938.5999755859375,1839.1500244140625,1938.5999755859375,1004766
2024-11-05,1875.2579345703125,1877.9000244140625,1890.0,1835.050048828125,1858.0,307884
2024-11-06,1897.6263427734375,1900.300048828125,1927.949951171875,1884.949951171875,1884.949951171875,296443
2024-11-07,1870.5145263671875,1873.1500244140625,1919.0,1866.0,1918.0,182639
2024-11-08,1821.483642578125,1824.050048828125,1884.75,1811.0,1871.0,177005
2024-11-11,1775.8978271484375,1778.4000244140625,1862.949951171875,1725.0,1825.4000244140625,262475
2024-11-12,1784.3858642578125,1786.9000244140625,1812.0,1780.0,1799.0,147999
2024-11-13,1692.9647216796875,1695.3499755859375,1779.800048828125,1657.0999755859375,1740.050048828125,278864
2024-11-14,1764.4638671875,1766.949951171875,1794.449951171875,1682.0999755859375,1690.0,367481
2024-11-18,1754.82763671875,1757.300048828125,1809.0,1740.0,1809.0,181248
2024-11-19,1766.4112548828125,1768.9000244140625,1814.449951171875,1757.300048828125,1759.949951171875,210147
2024-11-21,1779.4427490234375,1781.949951171875,1847.9000244140625,1769.050048828125,1775.0,297315
2024-11-22,1760.9189453125,1763.4000244140625,1798.9000244140625,1755.0,1798.9000244140625,136190
2024-11-25,1810.0496826171875,1812.5999755859375,1844.75,1794.6500244140625,1815.0,410013
2024-11-26,1817.6390380859375,1820.199951171875,1849.0,1810.300048828125,1848.8499755859375,163473
2024-11-27,1904.6165771484375,1907.300048828125,1959.9000244140625,1813.4000244140625,1826.0,626375
2024-11-28,1889.7374267578125,1892.4000244140625,1937.0,1873.0,1925.0,188523
2024-11-29,1894.73046875,1897.4000244140625,1914.0,1879.3499755859375,1912.0,156276
2024-12-02,1909.5595703125,1912.25,1975.949951171875,1883.550048828125,1905.699951171875,357558
2024-12-03,1803.8585205078125,1806.4000244140625,1913.0,1771.0999755859375,1902.0,1603609
2024-12-04,1834.2156982421875,1836.800048828125,1857.699951171875,1813.949951171875,1844.0,346901
2024-12-05,1884.3450927734375,1887.0,1900.800048828125,1823.0,1859.0,573091
2024-12-06,1909.9090576171875,1912.5999755859375,2033.0,1898.0,1926.0,2143441
2024-12-09,1994.7894287109375,1997.5999755859375,2014.8499755859375,1903.5,1928.3499755859375,931469
2024-12-10,2061.24560546875,2064.14990234375,2097.0,1965.550048828125,2014.949951171875,1655115
2024-12-11,2085.66162109375,2088.60009765625,2117.85009765625,2037.0,2077.199951171875,829826
2024-12-12,2113.47216796875,2116.449951171875,2124.949951171875,2066.0,2100.0,580252
2024-12-13,2164.899658203125,2167.949951171875,2179.800048828125,2080.5,2113.050048828125,1158381
2024-12-16,2323.5263671875,2326.800048828125,2343.85009765625,2170.550048828125,2178.0,1493740
2024-12-17,2397.272216796875,2400.64990234375,2505.0,2315.0,2334.0,2567518
2024-12-18,2377.60009765625,2380.949951171875,2439.85009765625,2300.550048828125,2400.0,1152163
2024-12-19,2420.589599609375,2424.0,2489.0,2262.0,2316.89990234375,908641
2024-12-20,2489.54248046875,2493.050048828125,2590.0,2323.25,2448.0,1593381
2024-12-23,2573.374267578125,2577.0,2600.0,2406.64990234375,2555.0,1014490
2024-12-24,2561.341064453125,2564.949951171875,2627.0,2522.64990234375,2597.0,632541
2024-12-26,2461.032470703125,2464.5,2562.0,2440.050048828125,2562.0,643354
2024-12-27,2400.8671875,2404.25,2478.10009765625,2348.10009765625,2474.39990234375,428550
2024-12-30,2426.081787109375,2429.5,2458.0,2330.050048828125,2356.14990234375,426254
2024-12-31,2442.208984375,2445.64990234375,2458.0,2345.0,2424.0,343607
2025-01-01,2476.71044921875,2480.199951171875,2515.0,2431.050048828125,2453.699951171875,240791
2025-01-02,2497.680908203125,2501.199951171875,2525.0,2465.0,2484.050048828125,182180
2025-01-03,2529.885498046875,2533.449951171875,2588.0,2505.0,2505.0,293394
2025-01-06,2451.8955078125,2455.35009765625,2569.0,2409.0,2533.449951171875,436160
2025-01-07,2494.335693359375,2497.85009765625,2532.0,2450.0,2465.0,239798
2025-01-08,2465.37646484375,2468.85009765625,2503.75,2434.199951171875,2502.0,184536
2025-01-09,2535.477783203125,2539.050048828125,2585.0,2458.550048828125,2477.5,464707
2025-01-10,2454.990966796875,2458.449951171875,2529.85009765625,2420.0,2528.5,424181
2025-01-13,2263.560791015625,2266.75,2445.0,2121.050048828125,2420.050048828125,920852
2025-01-14,2182.774658203125,2185.85009765625,2350.0,2070.14990234375,2266.75,898893
2025-01-15,2147.224609375,2150.25,2242.0,2132.14990234375,2190.050048828125,547709
2025-01-16,2233.752685546875,2236.89990234375,2278.89990234375,2180.050048828125,2184.0,374802
2025-01-17,2187.068359375,2190.14990234375,2255.050048828125,2166.89990234375,2250.050048828125,234074
2025-01-20,2203.0458984375,2206.14990234375,2289.949951171875,2180.699951171875,2221.199951171875,499579
2025-01-21,2141.882080078125,2144.89990234375,2227.0,2112.449951171875,2220.0,392981
2025-01-22,1971.42236328125,1974.199951171875,2148.949951171875,1930.9000244140625,2145.0,780773
2025-01-23,1904.017333984375,1906.699951171875,1998.800048828125,1885.050048828125,1949.050048828125,737708
2025-01-24,1847.1474609375,1849.75,1925.0,1829.0999755859375,1910.0,564890
2025-01-27,1740.2979736328125,1742.75,1823.25,1681.25,1805.0,1030993
2025-01-28,1589.46044921875,1591.699951171875,1759.949951171875,1495.050048828125,1742.75,2174129
2025-01-29,1692.914794921875,1695.300048828125,1714.4000244140625,1574.1500244140625,1592.050048828125,1064959
2025-01-30,1682.8289794921875,1685.199951171875,1740.0,1642.949951171875,1720.199951171875,491796
2025-01-31,1738.6502685546875,1741.0999755859375,1774.0,1675.050048828125,1675.050048828125,638227
2025-02-01,1792.424560546875,1794.949951171875,1900.0,1705.75,1745.0,824445
2025-02-03,1637.542724609375,1639.8499755859375,1788.199951171875,1631.050048828125,1785.0,654999
2025-02-04,1643.833984375,1646.1500244140625,1670.0,1600.0,1646.199951171875,447086
2025-02-05,1672.7930908203125,1675.1500244140625,1709.449951171875,1663.25,1668.1500244140625,216379
2025-02-06,1638.5413818359375,1640.8499755859375,1697.9000244140625,1627.75,1694.9000244140625,253943
2025-02-07,1660.06103515625,1662.4000244140625,1672.0,1600.0,1640.0,287871
2025-02-10,1614.6749267578125,1616.949951171875,1650.0,1566.0,1641.25,419417
2025-02-11,1480.16455078125,1482.25,1640.0,1398.1500244140625,1616.5999755859375,1104946
2025-02-12,1446.0126953125,1448.050048828125,1483.449951171875,1390.449951171875,1482.25,905814
2025-02-13,1448.7088623046875,1450.75,1529.949951171875,1441.0,1465.0,746202
2025-02-14,1348.1005859375,1350.0,1472.449951171875,1317.1500244140625,1467.550048828125,858121
2025-02-17,1078.48046875,1080.0,1231.449951171875,1080.0,1206.0,1486086
2025-02-18,970.6324462890625,972.0,1059.9000244140625,972.0,1059.9000244140625,6156201
2025-02-19,1067.6956787109375,1069.199951171875,1069.199951171875,945.3499755859375,964.9500122070312,2073198
2025-02-20,1112.8819580078125,1114.449951171875,1148.449951171875,1081.0,1095.0,2960822
2025-02-21,1086.26953125,1087.800048828125,1142.8499755859375,1065.300048828125,1108.5,1168665
2025-02-24,1092.2611083984375,1093.800048828125,1133.949951171875,1029.0,1069.050048828125,1006754
2025-02-25,1096.8546142578125,1098.4000244140625,1125.949951171875,1086.4000244140625,1089.0,551712
2025-02-27,1108.33837890625,1109.9000244140625,1120.949951171875,1064.949951171875,1116.0,676419
2025-02-28,1043.829345703125,1045.300048828125,1084.949951171875,1005.0499877929688,1084.949951171875,1006763
2025-03-03,1039.4853515625,1040.949951171875,1100.0,984.4500122070312,1074.0,1189367
2025-03-04,1074.8856201171875,1076.4000244140625,1107.949951171875,1029.1500244140625,1040.9000244140625,1033000
2025-03-05,1131.855224609375,1133.449951171875,1178.6500244140625,1077.1500244140625,1099.0,1060452
2025-03-06,1179.438232421875,1181.0999755859375,1194.699951171875,1142.0999755859375,1163.300048828125,660206
2025-03-07,1253.68359375,1255.449951171875,1299.199951171875,1181.0999755859375,1193.9000244140625,1718264
2025-03-10,1190.572509765625,1192.25,1294.9000244140625,1185.0,1261.199951171875,934439
2025-03-11,1189.024658203125,1190.699951171875,1209.75,1118.0,1155.0,843365
2025-03-12,1204.403076171875,1206.0999755859375,1225.0,1159.050048828125,1193.0,547667
2025-03-13,1212.8411865234375,1214.550048828125,1249.800048828125,1205.4000244140625,1225.0,520523
2025-03-17,1237.05712890625,1238.800048828125,1248.0,1205.199951171875,1224.0,491075
2025-03-18,1237.05712890625,1238.800048828125,1238.800048828125,1238.800048828125,1238.800048828125,0
2025-03-19,1266.465576171875,1268.25,1309.0,1262.0,1264.8499755859375,875845
2025-03-20,1291.0809326171875,1292.9000244140625,1320.0,1235.0,1285.949951171875,658907
2025-03-21,1420.1490478515625,1422.1500244140625,1422.1500244140625,1285.0,1298.949951171875,938762
2025-03-24,1519.9583740234375,1522.0999755859375,1558.6500244140625,1447.300048828125,1494.050048828125,1609942
2025-03-25,1465.38525390625,1467.449951171875,1598.199951171875,1450.0,1558.0,1486113
2025-03-26,1440.8199462890625,1442.8499755859375,1484.0,1410.0,1484.0,697613
2025-03-27,1455.149658203125,1457.199951171875,1482.050048828125,1415.0,1437.0,807384
2025-03-28,1476.4697265625,1478.550048828125,1530.0,1471.050048828125,1483.949951171875,584108
2025-04-01,1428.9366455078125,1430.949951171875,1488.699951171875,1425.550048828125,1442.550048828125,447547
2025-04-02,1442.4676513671875,1444.5,1455.0,1394.1500244140625,1438.0,306554
2025-04-03,1451.5548095703125,1453.5999755859375,1473.9000244140625,1400.0,1404.949951171875,318851
2025-04-04,1447.6104736328125,1449.6500244140625,1470.0,1381.0,1436.8499755859375,562512
2025-04-07,1375.2623291015625,1377.199951171875,1398.0,1377.199951171875,1377.199951171875,176236
2025-04-08,1426.839599609375,1428.8499755859375,1435.3499755859375,1375.0,1389.949951171875,493843
2025-04-09,1446.8614501953125,1448.9000244140625,1468.75,1380.0999755859375,1409.949951171875,367267
2025-04-11,1459.9429931640625,1462.0,1478.0,1455.050048828125,1475.0,273017
2025-04-15,1493.695556640625,1495.800048828125,1522.800048828125,1471.0,1480.0999755859375,439906
