date_,adj close_taril.ns,close_taril.ns,high_taril.ns,low_taril.ns,open_taril.ns,volume_taril.ns
2024-01-16,134.04440307617188,134.10000610351562,139.0,131.125,134.4499969482422,1876002
2024-01-17,131.19558715820312,131.25,135.85000610351562,129.0,131.5,1721084
2024-01-18,132.09519958496094,132.14999389648438,133.5,124.07499694824219,131.52499389648438,991476
2024-01-19,136.4683837890625,136.52499389648438,138.1750030517578,132.14999389648438,133.35000610351562,1503334
2024-01-23,137.9178009033203,137.97500610351562,141.5,124.0999984741211,137.5,4470432
2024-01-24,165.4813690185547,165.5500030517578,165.5500030517578,138.64999389648438,139.0,6916790
2024-01-25,184.37351989746094,184.4499969482422,198.64999389648438,173.02499389648438,177.0,10153642
2024-01-29,176.7766876220703,176.85000610351562,191.22500610351562,172.125,187.5,2593718
2024-01-30,176.95159912109375,177.02499389648438,184.97500610351562,175.5500030517578,179.39999389648438,1213826
2024-01-31,173.82789611816406,173.89999389648438,177.97500610351562,172.9499969482422,177.5,611774
2024-02-01,172.3784942626953,172.4499969482422,178.0,165.22500610351562,174.5,721564
2024-02-02,177.5263671875,177.60000610351562,180.5,172.5,172.5,629422
2024-02-05,168.65504455566406,168.72500610351562,180.3249969482422,168.72500610351562,178.0,383628
2024-02-06,162.13275146484375,162.1999969482422,168.39999389648438,160.3000030517578,168.39999389648438,485698
2024-02-07,169.12985229492188,169.1999969482422,170.0,163.5,163.5,319998
2024-02-08,164.90660095214844,164.97500610351562,175.0,162.625,165.0,262614
2024-02-09,158.65919494628906,158.72500610351562,166.97500610351562,156.72500610351562,165.97500610351562,330774
2024-02-12,150.7374725341797,150.8000030517578,159.9499969482422,150.8000030517578,156.0749969482422,297938
2024-02-13,144.21517944335938,144.27499389648438,151.125,143.27499389648438,146.3000030517578,585208
2024-02-14,151.41220092773438,151.47500610351562,151.47500610351562,137.5500030517578,140.0,194624
2024-02-15,158.9590606689453,159.02499389648438,159.02499389648438,155.27499389648438,157.39999389648438,107006
2024-02-16,166.90577697753906,166.97500610351562,166.97500610351562,160.0,166.97500610351562,417348
2024-02-19,170.8041534423828,170.875,173.25,160.5,166.0749969482422,383314
2024-02-20,162.28269958496094,162.35000610351562,171.5,162.35000610351562,171.5,223200
2024-02-21,167.80540466308594,167.875,169.0,154.25,160.0,510688
2024-02-22,172.353515625,172.4250030517578,173.3000030517578,160.0,167.5,299624
2024-02-23,172.02865600585938,172.10000610351562,174.60000610351562,167.0,172.4250030517578,257356
2024-02-26,180.6250762939453,180.6999969482422,180.6999969482422,175.5,175.5,673852
2024-02-27,180.00033569335938,180.0749969482422,185.0,172.0,185.0,461790
2024-02-28,171.80374145507812,171.875,185.0,171.0749969482422,185.0,340688
2024-02-29,172.9282684326172,173.0,176.4499969482422,163.5500030517578,171.875,181100
2024-03-01,175.12734985351562,175.1999969482422,177.0,167.5500030517578,173.0,236222
2024-03-04,176.5267791748047,176.60000610351562,177.5,170.02499389648438,172.0500030517578,295736
2024-03-05,175.4522247314453,175.52499389648438,178.9250030517578,170.5,178.0,187448
2024-03-06,172.97825622558594,173.0500030517578,176.97500610351562,166.75,175.8249969482422,381108
2024-03-07,171.72877502441406,171.8000030517578,173.0500030517578,166.5,171.5,210936
2024-03-11,163.15733337402344,163.22500610351562,171.4499969482422,163.22500610351562,171.4499969482422,208840
2024-03-12,168.87994384765625,168.9499969482422,171.375,155.0749969482422,155.52499389648438,405728
2024-03-13,160.43345642089844,160.5,169.97500610351562,160.5,168.9499969482422,223008
2024-03-14,167.73043823242188,167.8000030517578,168.4499969482422,152.47500610351562,152.47500610351562,574328
2024-03-15,164.53176879882812,164.60000610351562,168.5,160.0,167.8000030517578,209510
2024-03-18,162.60755920410156,162.6750030517578,164.4499969482422,159.5,160.60000610351562,119552
2024-03-19,159.20895385742188,159.27499389648438,162.97500610351562,157.0,162.97500610351562,109770
2024-03-20,155.1106719970703,155.1750030517578,161.97500610351562,152.0500030517578,158.0,219504
2024-03-21,162.85745239257812,162.9250030517578,162.9250030517578,154.0,157.0500030517578,155378
2024-03-22,170.9790802001953,171.0500030517578,171.0500030517578,165.0,165.0,310480
2024-03-26,179.4005889892578,179.47500610351562,179.60000610351562,172.5,174.9499969482422,626456
2024-03-27,188.3468780517578,188.4250030517578,188.4250030517578,177.0,177.5,412772
2024-03-28,197.74298095703125,197.8249969482422,197.8249969482422,186.3000030517578,196.0,805724
2024-04-01,207.61387634277344,207.6999969482422,207.6999969482422,206.5,206.5,183022
2024-04-02,213.61138916015625,213.6999969482422,218.0749969482422,201.0,218.0749969482422,763560
2024-04-03,218.58433532714844,218.6750030517578,223.47500610351562,205.0,209.5,533356
2024-04-04,221.7330322265625,221.8249969482422,224.0749969482422,212.0,218.5,496244
2024-04-05,232.80343627929688,232.89999389648438,232.89999389648438,214.64999389648438,219.97500610351562,633636
2024-04-08,237.15162658691406,237.25,243.25,221.27499389648438,242.0,751202
2024-04-09,248.99671936035156,249.10000610351562,249.10000610351562,249.10000610351562,249.10000610351562,589366
2024-04-10,260.36700439453125,260.4750061035156,261.45001220703125,245.0,249.0,1484538
2024-04-12,273.36163330078125,273.4750061035156,273.4750061035156,250.0,261.95001220703125,947478
2024-04-15,286.9059753417969,287.0249938964844,287.125,259.79998779296875,270.5,1115436
2024-04-16,301.25006103515625,301.375,301.375,290.04998779296875,299.5,1217258
2024-04-18,316.2937927246094,316.42498779296875,316.42498779296875,312.5,315.92498779296875,484494
2024-04-19,332.0872497558594,332.2250061035156,332.2250061035156,316.42498779296875,327.5,1608048
2024-04-22,348.6803894042969,348.82501220703125,348.82501220703125,343.0,348.82501220703125,388516
2024-04-23,366.09814453125,366.25,366.25,364.5249938964844,366.25,560370
2024-04-24,347.8057556152344,347.95001220703125,384.54998779296875,347.95001220703125,384.54998779296875,983400
2024-04-25,330.4129333496094,330.54998779296875,330.54998779296875,330.54998779296875,330.54998779296875,133948
2024-04-26,313.8948059082031,314.0249938964844,314.0249938964844,314.0249938964844,314.0249938964844,152646
2024-04-29,329.5882873535156,329.7250061035156,329.7250061035156,303.07501220703125,304.0,998028
2024-04-30,313.41998291015625,313.54998779296875,325.0,313.25,325.0,1415596
2024-05-02,328.7886047363281,328.92498779296875,329.2250061035156,300.0,300.0,1091836
2024-05-03,319.04266357421875,319.17498779296875,335.9750061035156,314.20001220703125,335.9750061035156,562148
2024-05-06,303.0992736816406,303.2250061035156,324.8999938964844,303.2250061035156,324.8999938964844,664052
2024-05-07,287.95556640625,288.07501220703125,299.3999938964844,288.07501220703125,292.5,1405208
2024-05-08,301.94976806640625,302.07501220703125,302.4750061035156,274.1000061035156,276.6000061035156,2436654
2024-05-09,287.1558837890625,287.2749938964844,310.42498779296875,286.9750061035156,302.1000061035156,959306
2024-05-10,294.0280456542969,294.1499938964844,301.2250061035156,280.0,287.9750061035156,894898
2024-05-13,302.3246154785156,302.45001220703125,306.92498779296875,279.45001220703125,292.82501220703125,986822
2024-05-14,312.2954406738281,312.42498779296875,314.5,290.0,295.0,404572
2024-05-15,310.37127685546875,310.5,325.0,307.5,319.5,356988
2024-05-16,313.544921875,313.67498779296875,319.5,305.45001220703125,319.0,348378
2024-05-17,311.8956298828125,312.0249938964844,316.20001220703125,307.5,316.0,285402
2024-05-21,307.7473449707031,307.875,313.0,307.0,312.45001220703125,296834
2024-05-22,301.6498718261719,301.7749938964844,311.7250061035156,300.0,307.45001220703125,257652
2024-05-23,294.4778747558594,294.6000061035156,305.75,290.0,304.45001220703125,367940
2024-05-24,309.19677734375,309.32501220703125,309.32501220703125,302.5,307.25,204024
2024-05-27,324.6403503417969,324.7749938964844,324.7749938964844,299.2749938964844,307.0,719272
2024-05-28,325.489990234375,325.625,335.0,310.5,334.95001220703125,1114604
2024-05-29,334.73614501953125,334.875,339.95001220703125,313.2749938964844,324.0,753910
2024-05-30,333.2117919921875,333.3500061035156,337.5,325.0,337.5,380012
2024-05-31,349.8548889160156,350.0,350.0,325.0,335.0,1797670
2024-06-03,367.3476257324219,367.5,367.5,367.5,367.5,263916
2024-06-04,348.9802551269531,349.125,385.875,349.125,385.875,2592550
2024-06-05,365.9232482910156,366.07501220703125,366.57501220703125,331.67498779296875,331.67498779296875,1273036
2024-06-06,358.25140380859375,358.3999938964844,370.5,351.0,370.5,528934
2024-06-07,375.8441162109375,376.0,376.29998779296875,350.0,357.5,652064
2024-06-10,366.74786376953125,366.8999938964844,374.75,362.0,374.75,325576
2024-06-11,385.0652770996094,385.2250061035156,385.2250061035156,375.0,384.3999938964844,486414
2024-06-12,402.55804443359375,402.7250061035156,404.4750061035156,387.0,404.4750061035156,1932184
2024-06-13,405.08197021484375,405.25,422.8500061035156,400.95001220703125,422.8500061035156,1542854
2024-06-14,397.5101013183594,397.67498779296875,409.70001220703125,395.0,407.5,1741134
2024-06-18,390.7879333496094,390.95001220703125,407.5,384.5,399.17498779296875,651710
2024-06-19,384.0657043457031,384.2250061035156,399.5,371.3999938964844,397.5,904640
2024-06-20,387.6142272949219,387.7749938964844,392.4750061035156,369.0,381.125,393756
2024-06-21,383.3160095214844,383.4750061035156,392.4750061035156,380.0,382.54998779296875,296672
2024-06-24,372.27056884765625,372.42498779296875,383.4750061035156,364.5,378.6000061035156,3578506
2024-06-25,374.5946350097656,374.75,380.0,362.5,366.0,628850
2024-06-26,366.7728576660156,366.92498779296875,377.4750061035156,366.0,374.0,213896
2024-06-27,358.201416015625,358.3500061035156,372.75,354.0,368.0249938964844,392134
2024-06-28,361.275146484375,361.42498779296875,368.4750061035156,356.0,362.45001220703125,226150
2024-07-01,379.2926940917969,379.45001220703125,379.4750061035156,354.0,370.0,2001654
2024-07-02,398.2098388671875,398.375,398.3999938964844,370.0,372.0,1313012
2024-07-03,394.9361877441406,395.1000061035156,407.20001220703125,385.5,400.0,739182
2024-07-04,399.9841003417969,400.1499938964844,404.5,390.5,395.5,687714
2024-07-05,393.86163330078125,394.0249938964844,400.1499938964844,385.0,400.1499938964844,372432
2024-07-08,390.71295166015625,390.875,397.0,378.4750061035156,394.0249938964844,507742
2024-07-09,387.76416015625,387.92498779296875,391.0,374.8500061035156,387.5,540592
2024-07-10,376.6437683105469,376.79998779296875,385.5,369.0,385.5,556456
2024-07-11,372.1206359863281,372.2749938964844,378.1499938964844,369.0,370.5,399572
2024-07-12,380.51715087890625,380.67498779296875,387.5,370.07501220703125,372.375,372096
2024-07-15,375.44427490234375,375.6000061035156,380.5,368.70001220703125,380.5,171624
2024-07-16,380.8170471191406,380.9750061035156,386.0,375.0,375.6499938964844,451868
2024-07-18,373.7449645996094,373.8999938964844,384.5,365.57501220703125,381.5,399924
2024-07-19,357.6016845703125,357.75,374.5,355.25,370.0249938964844,355278
2024-07-22,363.1243896484375,363.2749938964844,375.0,339.875,339.875,567340
2024-07-23,364.4488525390625,364.6000061035156,366.5,345.125,355.625,490198
2024-07-24,381.816650390625,381.9750061035156,382.4750061035156,354.5,359.8999938964844,429166
2024-07-25,379.6175231933594,379.7749938964844,390.0,365.1000061035156,380.0,533062
2024-07-26,379.6925048828125,379.8500061035156,390.0,369.0,376.5,225618
2024-07-29,377.26849365234375,377.42498779296875,387.0,369.1000061035156,380.0,194020
2024-07-30,375.9940490722656,376.1499938964844,380.0,371.0249938964844,376.0,290598
2024-07-31,372.0706787109375,372.2250061035156,378.0,359.0,375.0,195208
2024-08-01,367.54754638671875,367.70001220703125,373.5,361.0,365.04998779296875,200182
2024-08-02,362.54962158203125,362.70001220703125,372.70001220703125,355.0249938964844,365.0,147420
2024-08-05,346.7311706542969,346.875,357.5,344.57501220703125,350.6000061035156,361452
2024-08-06,350.4296569824219,350.57501220703125,363.29998779296875,346.875,350.0,324750
2024-08-07,355.127685546875,355.2749938964844,362.4750061035156,346.0,350.54998779296875,174432
2024-08-08,349.804931640625,349.95001220703125,361.0,346.79998779296875,355.2749938964844,147962
2024-08-09,344.90692138671875,345.04998779296875,357.3500061035156,341.0,355.0,155446
2024-08-12,339.4342346191406,339.57501220703125,345.04998779296875,332.5,345.0,182010
2024-08-13,335.3858947753906,335.5249938964844,345.0,332.5,337.0249938964844,231556
2024-08-14,339.1093444824219,339.25,344.0,335.0,336.0,223044
2024-08-16,343.6824645996094,343.82501220703125,347.45001220703125,340.5,342.5,121870
2024-08-19,346.1564025878906,346.29998779296875,357.25,345.0,350.1499938964844,92934
2024-08-20,342.7078552246094,342.8500061035156,354.54998779296875,340.0,350.0,109730
2024-08-21,337.8848571777344,338.0249938964844,350.0,337.5,342.8500061035156,131188
2024-08-22,354.77783203125,354.92498779296875,354.92498779296875,339.95001220703125,342.4750061035156,323886
2024-08-23,372.4954833984375,372.6499938964844,372.6499938964844,357.5,357.5,537480
2024-08-26,365.6483154296875,365.79998779296875,379.0,360.5,377.5,320642
2024-08-27,361.7999572753906,361.95001220703125,369.92498779296875,360.0,367.5,177780
2024-08-28,360.1506042480469,360.29998779296875,368.25,352.5,362.45001220703125,163526
2024-08-29,354.7278747558594,354.875,369.5,352.5,369.5,117618
2024-08-30,372.0956726074219,372.25,372.6000061035156,347.0,359.6000061035156,620574
2024-09-02,368.6720886230469,368.82501220703125,373.45001220703125,357.5,372.25,268970
2024-09-03,364.3738708496094,364.5249938964844,370.0,355.0,365.0,237414
2024-09-04,361.550048828125,361.70001220703125,365.04998779296875,352.5,355.5,157072
2024-09-05,365.97320556640625,366.125,367.5,356.0,356.0,266568
2024-09-06,355.5775146484375,355.7250061035156,365.95001220703125,352.0,363.04998779296875,120706
2024-09-09,350.3796691894531,350.5249938964844,355.0,337.95001220703125,350.0,599954
2024-09-10,346.0314636230469,346.17498779296875,349.5,340.0,344.04998779296875,188208
2024-09-11,335.4358825683594,335.57501220703125,347.5,334.0,345.0,158938
2024-09-12,332.56207275390625,332.70001220703125,341.0,327.5,335.57501220703125,166502
2024-09-13,340.00897216796875,340.1499938964844,347.5,325.0,335.0,194128
2024-09-16,329.93817138671875,330.07501220703125,342.67498779296875,323.1499938964844,342.5,466918
2024-09-17,315.89398193359375,316.0249938964844,329.95001220703125,313.57501220703125,323.5,389580
2024-09-18,302.99932861328125,303.125,314.20001220703125,300.75,314.0,363524
2024-09-19,309.32171630859375,309.45001220703125,316.9750061035156,302.5,302.5,421514
2024-09-20,317.64324951171875,317.7749938964844,321.0,309.0,314.5,180784
2024-09-23,331.6124572753906,331.75,333.5,315.0,321.5,952946
2024-09-24,329.963134765625,330.1000061035156,332.625,320.0249938964844,331.5,1252106
2024-09-25,324.7652893066406,324.8999938964844,328.9750061035156,320.2749938964844,327.4750061035156,678180
2024-09-26,315.9939270019531,316.125,324.9750061035156,314.4750061035156,324.95001220703125,184798
2024-09-27,311.6457214355469,311.7749938964844,319.3999938964844,305.25,316.1499938964844,141968
2024-09-30,315.9939270019531,316.125,325.7250061035156,301.875,315.8500061035156,155812
2024-10-01,325.5899658203125,325.7250061035156,326.70001220703125,311.5,321.0,171928
2024-10-03,337.2601013183594,337.3999938964844,342.0,320.0,320.0,498618
2024-10-04,337.73492431640625,337.875,344.95001220703125,325.0,339.5,263040
2024-10-07,320.8669128417969,321.0,337.875,321.0,335.0,201456
2024-10-08,336.9102478027344,337.04998779296875,337.04998779296875,307.1000061035156,312.5249938964844,280114
2024-10-09,353.7532653808594,353.8999938964844,353.8999938964844,353.8999938964844,353.8999938964844,251480
2024-10-10,371.42095947265625,371.57501220703125,371.57501220703125,371.57501220703125,371.57501220703125,162106
2024-10-11,389.98822021484375,390.1499938964844,390.1499938964844,390.1499938964844,390.1499938964844,791468
2024-10-14,409.48016357421875,409.6499938964844,409.6499938964844,400.54998779296875,409.6499938964844,4716218
2024-10-15,429.9466552734375,430.125,430.125,397.0,419.5,1937958
2024-10-16,434.3448486328125,434.5249938964844,449.3999938964844,425.5,430.125,955890
2024-10-17,423.7492370605469,423.92498779296875,437.5,412.79998779296875,434.5,792988
2024-10-18,414.3281555175781,414.5,425.0,403.04998779296875,415.0,344786
2024-10-21,404.607177734375,404.7749938964844,417.20001220703125,401.0,411.5,697284
2024-10-22,418.2265319824219,418.3999938964844,425.0,385.82501220703125,404.5,1238828
2024-10-23,431.32110595703125,431.5,439.0,414.0,439.0,402376
2024-10-24,418.2015380859375,418.375,434.5,409.92498779296875,434.5,263168
2024-10-25,415.60260009765625,415.7749938964844,418.0,397.4750061035156,415.0249938964844,368678
2024-10-28,419.6259460449219,419.79998779296875,427.5,410.0249938964844,415.0,303674
2024-10-29,435.69427490234375,435.875,440.5,410.0,421.5,445248
2024-10-30,440.8421325683594,441.0249938964844,453.07501220703125,430.5,442.5,426634
2024-10-31,462.8830261230469,463.07501220703125,463.07501220703125,431.0,440.5,744344
2024-11-01,456.41070556640625,456.6000061035156,469.0,452.5,467.5,214836
2024-11-04,479.0513000488281,479.25,479.42498779296875,437.875,458.75,936514
2024-11-05,476.05255126953125,476.25,480.0,465.0,475.0,332798
2024-11-06,486.4482116699219,486.6499938964844,499.45001220703125,465.0,482.5,626836
2024-11-07,501.66693115234375,501.875,510.0,482.5,486.0,624558
2024-11-08,510.7131652832031,510.92498779296875,520.0,478.2749938964844,510.0,402730
2024-11-11,492.89556884765625,493.1000061035156,522.5,490.0,510.0249938964844,364818
2024-11-12,468.25579833984375,468.45001220703125,500.0,468.45001220703125,490.0,270630
2024-11-13,444.8404846191406,445.0249938964844,453.70001220703125,445.0249938964844,445.0249938964844,234566
2024-11-14,430.5964050292969,430.7749938964844,448.95001220703125,422.7749938964844,422.7749938964844,506142
2024-11-18,452.1124572753906,452.29998779296875,452.29998779296875,425.0,431.5,217774
2024-11-19,466.1566467285156,466.3500061035156,474.8999938964844,458.5,462.0,300448
2024-11-21,454.4864807128906,454.67498779296875,463.5,446.0,460.29998779296875,261170
2024-11-22,461.0337829589844,461.2250061035156,467.3999938964844,449.25,454.67498779296875,204150
2024-11-25,484.07421875,484.2749938964844,484.2749938964844,463.0,477.0,471934
2024-11-26,489.0471496582031,489.25,508.4750061035156,487.5,508.4750061035156,381602
2024-11-27,478.0017395019531,478.20001220703125,494.4750061035156,470.0,487.5,185886
2024-11-28,489.09710693359375,489.29998779296875,495.0,471.0,480.0,273970
2024-11-29,500.94219970703125,501.1499938964844,503.5,470.5,498.4750061035156,344596
2024-12-02,494.99468994140625,495.20001220703125,511.5,480.79998779296875,500.0,311176
2024-12-03,489.7718505859375,489.9750061035156,499.4750061035156,481.6499938964844,495.5,372248
2024-12-04,509.8385009765625,510.04998779296875,514.4500122070312,481.5,496.5,604736
2024-12-05,513.8368530273438,514.0499877929688,522.5,502.54998779296875,516.5,448266
2024-12-06,516.6607055664062,516.875,524.0,503.25,522.5,318734
2024-12-09,522.5332641601562,522.75,529.0,512.5,523.0,263652
2024-12-10,517.5353393554688,517.75,526.9500122070312,512.2999877929688,515.0,213254
2024-12-11,543.3995971679688,543.625,543.625,518.5,519.4749755859375,432222
2024-12-12,561.6920166015625,561.9249877929688,569.9749755859375,543.6500244140625,569.9749755859375,511414
2024-12-13,562.1168212890625,562.3499755859375,569.0,548.5,569.0,413194
2024-12-16,580.109375,580.3499755859375,590.0,556.0,570.0,289254
2024-12-17,581.8086547851562,582.0499877929688,599.5,571.5,580.5,285204
2024-12-18,582.9332275390625,583.1749877929688,591.7249755859375,556.0,582.75,167842
2024-12-19,569.0390014648438,569.2750244140625,580.0,554.0250244140625,560.5250244140625,219692
2024-12-20,549.572021484375,549.7999877929688,574.9500122070312,541.75,568.5750122070312,388434
2024-12-23,539.85107421875,540.0750122070312,561.8250122070312,522.5250244140625,541.75,218946
2024-12-24,530.4549560546875,530.6749877929688,546.8250122070312,522.5,530.0250244140625,327360
2024-12-26,534.8781127929688,535.0999755859375,540.7249755859375,515.0,534.9749755859375,165312
2024-12-27,545.923583984375,546.1500244140625,561.8499755859375,528.4000244140625,539.9749755859375,369470
2024-12-30,550.4466552734375,550.6749877929688,561.0,525.0,545.8250122070312,369294
