date_,adj close_lici.ns,close_lici.ns,high_lici.ns,low_lici.ns,open_lici.ns,volume_lici.ns
2024-01-16,872.7442626953125,892.5499877929688,900.0,850.0,856.0,12525303
2024-01-17,867.8063354492188,887.5,918.4500122070312,874.0,882.0,9015612
2024-01-18,881.2023315429688,901.2000122070312,907.0,867.0499877929688,890.0,4546830
2024-01-19,881.8868408203125,901.9000244140625,915.0,898.0,909.0,3328849
2024-01-23,855.8281860351562,875.25,950.0499877929688,869.2000122070312,943.9500122070312,5296256
2024-01-24,887.0692138671875,907.2000122070312,924.0,866.0,878.2000122070312,3503761
2024-01-25,883.4513549804688,903.5,923.9000244140625,899.0999755859375,915.0,2629355
2024-01-29,895.2828369140625,915.5999755859375,931.9000244140625,903.5999755859375,910.0,3792964
2024-01-30,912.198974609375,932.9000244140625,955.0,917.5499877929688,922.5,9707445
2024-01-31,928.675048828125,949.75,971.9000244140625,936.75,938.1500244140625,7726332
2024-02-01,916.2079467773438,937.0,964.0,926.0,956.9000244140625,3463799
2024-02-02,924.470458984375,945.4500122070312,955.1500244140625,937.0,942.8499755859375,4534536
2024-02-05,976.6854858398438,998.8499755859375,1028.0,955.0,956.5,17219410
2024-02-06,1003.08642578125,1025.8499755859375,1033.0,990.25,1014.0499877929688,7368232
2024-02-07,1021.2735595703125,1044.449951171875,1050.0,1014.0999755859375,1031.050048828125,7354236
2024-02-08,1080.7244873046875,1105.25,1145.0,1071.0,1073.9000244140625,22872046
2024-02-09,1056.865966796875,1080.8499755859375,1175.0,1067.0,1152.0,21551992
2024-02-12,999.7618408203125,1022.4500122070312,1125.0,1010.0999755859375,1112.050048828125,11741691
2024-02-13,989.0059204101562,1011.4500122070312,1043.300048828125,979.9500122070312,1029.75,8474155
2024-02-14,1046.7454833984375,1070.5,1078.5,990.0,1000.0,9358003
2024-02-15,1032.6651611328125,1056.0999755859375,1086.9000244140625,1049.050048828125,1082.0,5013229
2024-02-16,1016.775634765625,1039.8499755859375,1067.550048828125,1030.0999755859375,1062.0,5404201
2024-02-19,1028.8515625,1052.199951171875,1092.0,1050.0,1080.0,6832181
2024-02-20,1019.0247802734375,1042.1500244140625,1056.4000244140625,1036.050048828125,1055.0,3173173
2024-02-21,1020.3990478515625,1039.550048828125,1054.75,1027.699951171875,1044.0,3929842
2024-02-22,1044.7911376953125,1064.4000244140625,1070.0,1032.050048828125,1041.449951171875,5132257
2024-02-23,1046.8524169921875,1066.5,1082.0,1048.050048828125,1062.050048828125,4331573
2024-02-26,1021.969482421875,1041.1500244140625,1075.699951171875,1036.4000244140625,1066.5,2958776
2024-02-27,1021.0369262695312,1040.199951171875,1068.0,1037.0999755859375,1044.0,3772686
2024-02-28,988.3995361328125,1006.9500122070312,1052.9000244140625,1003.7999877929688,1046.199951171875,3573062
2024-02-29,1003.9574584960938,1022.7999877929688,1027.0,997.0999755859375,1012.0,3013025
2024-03-01,1010.7303466796875,1029.699951171875,1040.949951171875,1025.0999755859375,1027.199951171875,2087742
2024-03-04,1017.7977294921875,1036.9000244140625,1049.0,1021.2000122070312,1037.0,2450117
2024-03-05,1008.3255004882812,1027.25,1045.8499755859375,1023.9000244140625,1037.4000244140625,2024712
2024-03-06,991.687744140625,1010.2999877929688,1034.949951171875,998.25,1030.0,2542290
2024-03-07,1005.920654296875,1024.800048828125,1034.0,1007.0,1012.0,1822489
2024-03-11,993.25830078125,1011.9000244140625,1045.0,1006.0499877929688,1035.0,2777683
2024-03-12,968.0808715820312,986.25,1018.9000244140625,980.5499877929688,1016.9000244140625,2878325
2024-03-13,892.9901733398438,909.75,994.9500122070312,900.0,990.4500122070312,6431249
2024-03-14,940.842041015625,958.5,962.3499755859375,901.0499877929688,910.0,4958488
2024-03-15,908.1065063476562,925.1500244140625,969.7000122070312,918.9500122070312,957.0,3560100
2024-03-18,887.73876953125,904.4000244140625,934.0,902.0,916.5,3765432
2024-03-19,863.3464965820312,879.5499877929688,918.75,875.6500244140625,905.0,4240551
2024-03-20,850.9295654296875,866.9000244140625,894.7999877929688,865.0,885.9000244140625,4003650
2024-03-21,885.1865844726562,901.7999877929688,909.5499877929688,877.5,882.0,6292495
2024-03-22,889.6527709960938,906.3499755859375,909.0,888.5,905.0,4895634
2024-03-26,880.916748046875,897.4500122070312,918.0,892.2000122070312,909.0999755859375,3883441
2024-03-27,876.0579223632812,892.5,913.0,888.9500122070312,900.9500122070312,7788410
2024-03-28,899.2722778320312,916.1500244140625,928.0,901.75,902.6500244140625,4191452
2024-04-01,952.7191162109375,970.5999755859375,984.4500122070312,924.0,925.0,4863536
2024-04-02,980.0070190429688,998.4000244140625,1001.7999877929688,961.2999877929688,972.6500244140625,5922613
2024-04-03,979.3689575195312,997.75,1016.0,990.0,995.0,4112423
2024-04-04,988.0068359375,1006.5499877929688,1016.3499755859375,991.9500122070312,1003.7999877929688,3198816
2024-04-05,974.4610595703125,992.75,1011.5999755859375,990.0499877929688,1006.0,2430940
2024-04-08,978.3383178710938,996.7000122070312,1007.0,993.0499877929688,998.0,1512582
2024-04-09,961.2098388671875,979.25,1014.9000244140625,974.2999877929688,997.2999877929688,3349559
2024-04-10,958.9522094726562,976.9500122070312,989.7999877929688,974.0,982.7999877929688,2414938
2024-04-12,953.0626831054688,970.9500122070312,981.9500122070312,968.0,976.0,1850855
2024-04-15,943.8358154296875,961.5499877929688,974.0,932.0499877929688,956.0499877929688,2950660
2024-04-16,957.9215698242188,975.9000244140625,984.2999877929688,944.4000244140625,954.9500122070312,2226633
2024-04-18,943.3450927734375,961.0499877929688,986.0,958.0,980.0499877929688,1943056
2024-04-19,955.369384765625,973.2999877929688,977.0,948.6500244140625,952.8499755859375,2273800
2024-04-22,956.6454467773438,974.5999755859375,983.7999877929688,972.0,978.5999755859375,1310535
2024-04-23,967.93359375,986.0999755859375,1008.7000122070312,977.0,979.4500122070312,4958541
2024-04-24,972.4979248046875,990.75,1010.0,988.4500122070312,991.9500122070312,2492259
2024-04-25,966.3630981445312,984.5,995.2000122070312,979.4500122070312,995.0,1754417
2024-04-26,969.84765625,988.0499877929688,1005.5,982.0,989.0,3359199
2024-04-29,962.142333984375,980.2000122070312,994.0,977.5999755859375,994.0,2000595
2024-04-30,960.2282104492188,978.25,991.0,975.5499877929688,985.1500244140625,1883464
2024-05-02,980.7432250976562,999.1500244140625,1009.7999877929688,980.7000122070312,982.9000244140625,4961650
2024-05-03,961.1116333007812,979.1500244140625,1004.0,970.5499877929688,1003.7999877929688,2207262
2024-05-06,916.7933959960938,934.0,984.9000244140625,929.6500244140625,982.7999877929688,3714064
2024-05-07,904.6709594726562,921.6500244140625,946.0,912.25,938.0,2154627
2024-05-08,912.7198486328125,929.8499755859375,936.9500122070312,920.5999755859375,923.0,1315309
2024-05-09,885.5302124023438,902.1500244140625,934.2000122070312,898.7000122070312,931.9500122070312,1510223
2024-05-10,894.1680297851562,910.9500122070312,934.9000244140625,902.1500244140625,920.0,2853402
2024-05-13,875.272705078125,891.7000122070312,912.6500244140625,888.5999755859375,910.9000244140625,2065788
2024-05-14,913.8486938476562,931.0,936.3499755859375,896.0,896.6500244140625,1922026
2024-05-15,971.7617797851562,990.0,999.3499755859375,932.5499877929688,934.0,7637335
2024-05-16,955.565673828125,973.5,1000.9500122070312,967.2000122070312,1000.0,2292001
2024-05-17,952.5228271484375,970.4000244140625,979.0,965.2000122070312,974.7000122070312,1524382
2024-05-21,1004.8408813476562,1023.7000122070312,1033.800048828125,975.0,977.0499877929688,6323927
2024-05-22,1036.0059814453125,1055.449951171875,1066.75,1031.0,1031.0,7658810
2024-05-23,1012.2026977539062,1031.199951171875,1059.0,1028.5,1056.0,2389235
2024-05-24,1010.7794189453125,1029.75,1052.300048828125,1013.3499755859375,1033.0,3747892
2024-05-27,1016.9634399414062,1036.050048828125,1054.0,1024.050048828125,1035.0,3168271
2024-05-28,997.2827758789062,1016.0,1062.449951171875,1011.6500244140625,1054.699951171875,6525071
2024-05-29,979.9088134765625,998.2999877929688,1024.4000244140625,993.0,1010.0,2716582
2024-05-30,975.0009155273438,993.2999877929688,1008.0,989.0,996.5,1863884
2024-05-31,994.0435791015625,1012.7000122070312,1018.0,992.75,997.9500122070312,3432527
2024-06-03,1047.981201171875,1067.6500244140625,1078.800048828125,1032.25,1058.3499755859375,8680378
2024-06-04,910.7567138671875,927.8499755859375,1052.0,880.0499877929688,1052.0,11529105
2024-06-05,924.05712890625,941.4000244140625,948.0,901.0,946.0,3835996
2024-06-06,962.731201171875,980.7999877929688,993.8499755859375,954.4000244140625,954.7999877929688,3548002
2024-06-07,975.8843994140625,994.2000122070312,997.75,976.4500122070312,983.0,2201013
2024-06-10,979.0254516601562,997.4000244140625,1007.9500122070312,992.0,1001.0,2211500
2024-06-11,988.1541137695312,1006.7000122070312,1020.9500122070312,992.0999755859375,999.0,2965921
2024-06-12,980.0560913085938,998.4500122070312,1016.7999877929688,996.0499877929688,1010.0,2320470
2024-06-13,983.8351440429688,1002.2999877929688,1013.4500122070312,995.5,1004.0,1570380
2024-06-14,1047.1959228515625,1066.8499755859375,1071.699951171875,1002.4500122070312,1005.7999877929688,12499063
2024-06-18,1037.03662109375,1056.5,1085.0,1051.4000244140625,1066.8499755859375,4276266
2024-06-19,1012.4971923828125,1031.5,1063.8499755859375,1023.4500122070312,1061.0,3184916
2024-06-20,1008.4727783203125,1027.4000244140625,1041.0,1025.0,1033.449951171875,1930583
2024-06-21,1005.0863037109375,1023.9500122070312,1045.800048828125,1015.0499877929688,1031.4000244140625,2488419
