date_,adj close_shyammetl.ns,close_shyammetl.ns,high_shyammetl.ns,low_shyammetl.ns,open_shyammetl.ns,volume_shyammetl.ns
2024-01-16,664.5167846679688,671.5499877929688,683.7999877929688,650.7000122070312,675.0,1466524
2024-01-17,643.5388793945312,650.3499755859375,665.4000244140625,646.2999877929688,660.5,1343951
2024-01-18,649.8718872070312,656.75,663.0,637.0,651.0999755859375,1074243
2024-01-19,670.1571655273438,677.25,682.4000244140625,654.0,661.2999877929688,1362418
2024-01-23,664.7642211914062,671.7999877929688,708.7999877929688,660.0999755859375,700.0,1529512
2024-01-24,668.9202270507812,676.0,678.7000122070312,655.5999755859375,672.9000244140625,720334
2024-01-25,670.0582275390625,677.1500244140625,683.3499755859375,672.0,676.0,353649
2024-01-29,703.7516479492188,711.2000122070312,716.9500122070312,679.5,680.0499877929688,2020717
2024-01-30,723.3441772460938,731.0,734.9000244140625,715.5,722.0,2612634
2024-01-31,697.4185791015625,704.7999877929688,737.7999877929688,690.0,737.7999877929688,2625792
2024-02-01,694.8953247070312,702.25,720.4500122070312,695.0,705.9000244140625,1195893
2024-02-02,697.9628295898438,705.3499755859375,720.0,698.0499877929688,705.4500122070312,1304936
2024-02-05,677.57861328125,684.75,719.9000244140625,675.1500244140625,710.0,929349
2024-02-06,689.9971313476562,697.2999877929688,704.6500244140625,681.4500122070312,685.4500122070312,550683
2024-02-07,684.9506225585938,692.2000122070312,710.8499755859375,690.0,704.5,452758
2024-02-08,680.3987426757812,687.5999755859375,700.4000244140625,685.0,695.9000244140625,627460
2024-02-09,674.9068603515625,682.0499877929688,689.7999877929688,651.6500244140625,685.0,1054114
2024-02-12,650.8119506835938,657.7000122070312,702.8499755859375,650.1500244140625,682.0499877929688,854405
2024-02-13,652.1972045898438,659.0999755859375,667.0,643.6500244140625,664.5499877929688,637688
2024-02-14,663.7252197265625,670.75,676.7000122070312,644.7999877929688,649.0,528411
2024-02-15,661.9441528320312,668.9500122070312,684.0,664.3499755859375,674.9000244140625,375653
2024-02-16,664.3684692382812,671.4000244140625,680.0,666.25,670.7999877929688,276016
2024-02-19,661.9441528320312,668.9500122070312,678.9500122070312,661.5,673.9000244140625,342836
2024-02-20,656.0068969726562,662.9500122070312,672.0,659.7000122070312,671.0,308942
2024-02-21,636.81005859375,643.5499877929688,674.0,640.7000122070312,663.0,663338
2024-02-22,640.2733764648438,647.0499877929688,651.7000122070312,630.1500244140625,651.0499877929688,538118
2024-02-23,657.6395874023438,664.5999755859375,670.5499877929688,643.5499877929688,649.4500122070312,675797
2024-02-26,649.6739501953125,656.5499877929688,671.9000244140625,653.5999755859375,665.1500244140625,399838
2024-02-27,641.708251953125,648.5,662.9500122070312,646.6500244140625,653.1500244140625,340307
2024-02-28,620.7302856445312,627.2999877929688,653.2999877929688,624.0,650.5999755859375,413154
2024-02-29,643.0935668945312,649.9000244140625,658.5999755859375,622.0,624.5,1363833
2024-03-01,664.4674072265625,671.5,682.9000244140625,634.2999877929688,656.0,2498858
2024-03-04,656.8975219726562,663.8499755859375,688.5,662.0,687.0,527510
2024-03-05,647.4969482421875,654.3499755859375,667.0499877929688,647.7999877929688,660.0,936834
2024-03-06,622.9071655273438,629.5,653.4000244140625,622.5499877929688,650.0999755859375,923041
2024-03-07,633.4952392578125,640.2000122070312,646.0,630.5,632.0499877929688,429643
2024-03-11,590.5991821289062,596.8499755859375,642.1500244140625,590.25,640.2000122070312,1452486
2024-03-12,581.3966064453125,587.5499877929688,608.0,584.0499877929688,596.8499755859375,1144829
2024-03-13,538.5995483398438,544.2999877929688,592.7999877929688,511.20001220703125,592.5,1965752
2024-03-14,541.6175537109375,547.3499755859375,566.0,530.9500122070312,541.0,1168295
2024-03-15,557.5490112304688,563.4500122070312,570.0,542.0499877929688,544.75,1061534
2024-03-18,573.282470703125,579.3499755859375,583.1500244140625,560.2000122070312,560.2000122070312,1479163
2024-03-19,567.9884643554688,574.0,583.2999877929688,566.5499877929688,579.0,521625
2024-03-20,566.3557739257812,572.3499755859375,582.0999755859375,564.0999755859375,572.2000122070312,937869
2024-03-21,583.0787963867188,589.25,600.0,571.3499755859375,571.3499755859375,1273409
2024-03-22,593.0235595703125,599.2999877929688,609.0,580.7000122070312,594.4000244140625,1089672
2024-03-26,593.5677490234375,599.8499755859375,607.0,597.75,606.4000244140625,481294
2024-03-27,599.0100708007812,605.3499755859375,624.0,601.8499755859375,612.0,1281009
2024-03-28,585.15673828125,591.3499755859375,612.6500244140625,583.8499755859375,611.9000244140625,566910
2024-04-01,616.623779296875,623.1500244140625,628.0,596.6500244140625,596.7000122070312,613359
2024-04-02,616.2774047851562,622.7999877929688,629.5,615.9500122070312,623.0,278456
2024-04-03,606.0852661132812,612.5,632.9000244140625,609.7000122070312,620.9500122070312,550996
2024-04-04,610.8350830078125,617.2999877929688,621.0999755859375,608.25,619.4000244140625,390973
2024-04-05,613.55615234375,620.0499877929688,629.7999877929688,609.6500244140625,617.2999877929688,455868
2024-04-08,611.8245239257812,618.2999877929688,633.5999755859375,615.0,625.0499877929688,423512
2024-04-09,612.7151489257812,619.2000122070312,631.9000244140625,615.0,619.75,327990
2024-04-10,623.5009155273438,630.0999755859375,658.9000244140625,625.0,640.0,2376276
2024-04-12,611.5771484375,618.0499877929688,630.5499877929688,615.9500122070312,630.0,469383
2024-04-15,593.0729370117188,599.3499755859375,611.4500122070312,590.0499877929688,611.0,420897
2024-04-16,590.8465576171875,597.0999755859375,606.9000244140625,592.0,593.2999877929688,241110
2024-04-18,595.84375,602.1500244140625,618.0,599.4500122070312,600.9500122070312,437334
2024-04-19,588.6200561523438,594.8499755859375,603.5499877929688,587.2999877929688,597.75,259851
2024-04-22,601.8797607421875,608.25,611.0,596.5999755859375,596.5999755859375,274246
2024-04-23,603.9083251953125,610.2999877929688,614.5,601.7000122070312,611.7999877929688,325530
2024-04-24,646.5569458007812,653.4000244140625,659.0,610.2999877929688,613.0,2107604
2024-04-25,636.9090576171875,643.6500244140625,661.0,638.3499755859375,655.0,576306
2024-04-26,635.4248046875,642.1500244140625,652.5999755859375,636.0,645.0,359699
2024-04-29,630.971923828125,637.6500244140625,647.4000244140625,632.0,642.1500244140625,204592
2024-04-30,622.4619140625,629.0499877929688,640.0,625.0,639.7999877929688,234410
2024-05-02,614.6447143554688,621.1500244140625,633.4000244140625,620.0,629.0,229301
2024-05-03,608.1138305664062,614.5499877929688,629.8499755859375,605.0999755859375,623.0,246853
2024-05-06,583.474609375,589.6500244140625,616.0,582.25,614.0,755464
2024-05-07,576.2509765625,582.3499755859375,598.0,577.0,593.7000122070312,590827
2024-05-08,585.9484252929688,592.1500244140625,597.3499755859375,578.0499877929688,582.4000244140625,372222
2024-05-09,561.111328125,567.0499877929688,593.75,563.2999877929688,592.1500244140625,327372
2024-05-10,577.7847900390625,583.9000244140625,587.1500244140625,561.4000244140625,570.5499877929688,381262
2024-05-13,573.9751586914062,580.0499877929688,585.8499755859375,563.0999755859375,577.5499877929688,338806
2024-05-14,597.6248168945312,603.9500122070312,612.2999877929688,584.6500244140625,584.6500244140625,655552
2024-05-15,597.7732543945312,604.0999755859375,616.25,598.0,613.0,383452
2024-05-16,582.0892333984375,588.25,605.0,585.0,604.0,329245
2024-05-17,618.0090942382812,624.5499877929688,629.2000122070312,590.0,594.2999877929688,1637040
2024-05-21,625.2821044921875,631.9000244140625,658.9000244140625,625.0,645.0,1388849
2024-05-22,641.5597534179688,648.3499755859375,655.0,628.0999755859375,635.0,992283
2024-05-23,640.2733764648438,647.0499877929688,668.2999877929688,641.3499755859375,650.5,1410472
2024-05-24,634.3363037109375,641.0499877929688,651.9500122070312,637.0499877929688,645.9500122070312,451117
2024-05-27,623.6494140625,630.25,646.7000122070312,625.25,644.9500122070312,410239
2024-05-28,617.16796875,623.7000122070312,632.4500122070312,617.3499755859375,630.0,391402
2024-05-29,617.6627197265625,624.2000122070312,631.9000244140625,615.5999755859375,623.0,239633
2024-05-30,613.5067138671875,620.0,629.5,612.8499755859375,626.9500122070312,581534
2024-05-31,603.3641357421875,609.75,624.1500244140625,604.0,622.4000244140625,514824
2024-06-03,615.1889038085938,621.7000122070312,640.9000244140625,614.2000122070312,635.0,358736
