date_,adj close_kpittech.ns,close_kpittech.ns,high_kpittech.ns,low_kpittech.ns,open_kpittech.ns,volume_kpittech.ns
2024-12-20,1441.6005859375,1451.25,1535.9000244140625,1438.9000244140625,1516.0,1208534
2024-12-23,1406.137939453125,1415.550048828125,1474.8499755859375,1408.050048828125,1467.4000244140625,935669
2024-12-24,1423.77001953125,1433.300048828125,1446.0,1415.0,1415.1500244140625,530205
2024-12-26,1442.544189453125,1452.199951171875,1456.6500244140625,1426.5999755859375,1433.0,817454
2024-12-27,1450.8883056640625,1460.5999755859375,1471.5,1450.0,1456.0,412095
2024-12-30,1460.3748779296875,1470.1500244140625,1480.9000244140625,1438.0,1461.0,829082
2024-12-31,1454.9610595703125,1464.699951171875,1468.800048828125,1428.050048828125,1468.800048828125,615533
2025-01-01,1483.1722412109375,1493.0999755859375,1499.25,1458.5,1468.0,966551
2025-01-02,1474.67919921875,1484.550048828125,1500.0,1472.9000244140625,1500.0,507047
2025-01-03,1440.30908203125,1449.949951171875,1493.949951171875,1444.0,1488.9000244140625,855167
2025-01-06,1442.0474853515625,1451.699951171875,1465.9000244140625,1432.6500244140625,1454.6500244140625,1091378
2025-01-07,1463.8018798828125,1473.5999755859375,1483.8499755859375,1443.25,1451.949951171875,876238
2025-01-08,1418.80322265625,1428.300048828125,1473.0,1418.0,1471.199951171875,924955
2025-01-09,1420.640869140625,1430.1500244140625,1454.5999755859375,1413.8499755859375,1435.0,864314
2025-01-10,1360.5430908203125,1369.6500244140625,1399.949951171875,1357.949951171875,1399.949951171875,1963609
2025-01-13,1301.48828125,1310.199951171875,1381.8499755859375,1302.550048828125,1352.0,1057072
2025-01-14,1315.14697265625,1323.949951171875,1335.0,1307.0,1316.949951171875,566294
2025-01-15,1333.17626953125,1342.0999755859375,1370.0,1312.5,1343.800048828125,640880
2025-01-16,1311.07421875,1319.8499755859375,1379.0,1312.5,1379.0,1195665
2025-01-17,1305.9088134765625,1314.6500244140625,1327.5999755859375,1300.0,1327.0,1228331
2025-01-20,1325.2294921875,1334.0999755859375,1344.0,1305.9000244140625,1329.949951171875,696049
2025-01-21,1303.574462890625,1312.300048828125,1339.0,1304.0,1330.0,781994
2025-01-22,1286.5880126953125,1295.199951171875,1326.4000244140625,1268.949951171875,1320.0,1085424
2025-01-23,1335.7589111328125,1344.699951171875,1364.8499755859375,1295.199951171875,1303.300048828125,1519850
2025-01-24,1314.10400390625,1322.9000244140625,1372.25,1315.6500244140625,1345.0,1437157
2025-01-27,1292.84619140625,1301.5,1327.300048828125,1276.75,1300.0,2003383
2025-01-28,1250.72802734375,1259.0999755859375,1313.550048828125,1250.0,1291.0,1365219
2025-01-29,1360.9404296875,1370.050048828125,1404.9000244140625,1223.25,1263.0,9955740
2025-01-30,1423.4222412109375,1432.949951171875,1479.0,1410.6500244140625,1420.0,5161240
2025-01-31,1399.830078125,1409.199951171875,1432.0,1390.9000244140625,1430.0,1618605
2025-02-01,1407.0318603515625,1416.449951171875,1423.949951171875,1381.199951171875,1415.0,541837
2025-02-03,1404.2008056640625,1413.5999755859375,1433.699951171875,1392.550048828125,1420.0,828289
2025-02-04,1412.8583984375,1419.800048828125,1475.0,1416.8499755859375,1420.0,1523505
2025-02-05,1424.351806640625,1431.3499755859375,1441.300048828125,1409.5999755859375,1426.4000244140625,1390475
2025-02-06,1427.5362548828125,1434.550048828125,1448.699951171875,1422.449951171875,1440.0,489797
2025-02-07,1440.721435546875,1447.800048828125,1453.75,1423.4000244140625,1446.0,541048
2025-02-10,1430.9195556640625,1437.949951171875,1454.550048828125,1418.0,1447.699951171875,467753
2025-02-11,1373.6011962890625,1380.3499755859375,1436.949951171875,1362.5,1431.5,866368
2025-02-12,1346.5341796875,1353.1500244140625,1387.949951171875,1322.3499755859375,1380.3499755859375,962838
2025-02-13,1333.7967529296875,1340.3499755859375,1364.550048828125,1332.0,1360.0,637262
2025-02-14,1336.0855712890625,1342.6500244140625,1353.25,1308.5,1341.9000244140625,595239
2025-02-17,1303.9932861328125,1310.4000244140625,1350.5999755859375,1304.0,1341.050048828125,794453
2025-02-18,1322.9500732421875,1329.449951171875,1333.300048828125,1294.0,1305.0,537675
2025-02-19,1329.716796875,1336.25,1354.3499755859375,1316.0,1328.75,497257
2025-02-20,1335.488525390625,1342.050048828125,1348.5,1328.050048828125,1335.5,385983
2025-02-21,1303.6947021484375,1310.0999755859375,1345.0,1294.0,1342.0,1595171
2025-02-24,1275.4334716796875,1281.699951171875,1303.550048828125,1253.199951171875,1303.050048828125,1341968
2025-02-25,1279.2149658203125,1285.5,1295.0,1265.050048828125,1270.0999755859375,534756
2025-02-27,1245.8289794921875,1251.949951171875,1295.449951171875,1240.550048828125,1292.9000244140625,530052
2025-02-28,1191.545654296875,1197.4000244140625,1240.5,1192.0,1234.0,979584
2025-03-03,1199.1583251953125,1205.050048828125,1213.0,1142.300048828125,1194.949951171875,1100500
2025-03-04,1208.71142578125,1214.6500244140625,1222.25,1161.25,1161.25,902775
2025-03-05,1275.4832763671875,1281.75,1298.0,1214.699951171875,1219.0,1466330
2025-03-06,1320.3131103515625,1326.800048828125,1331.449951171875,1290.050048828125,1300.0,1600892
2025-03-07,1299.0177001953125,1305.4000244140625,1330.25,1296.25,1326.800048828125,708924
2025-03-10,1247.868896484375,1254.0,1314.3499755859375,1250.0,1305.949951171875,621553
2025-03-11,1262.6961669921875,1268.9000244140625,1278.0,1225.050048828125,1241.0,673514
2025-03-12,1227.8673095703125,1233.9000244140625,1283.9000244140625,1229.550048828125,1275.0,536599
2025-03-13,1200.5513916015625,1206.449951171875,1246.5,1200.0,1242.0,483157
2025-03-17,1244.1373291015625,1250.25,1258.5999755859375,1215.050048828125,1215.050048828125,1351602
2025-03-18,1244.1373291015625,1250.25,1250.25,1250.25,1250.25,0
