date_,adj close_suntv.ns,close_suntv.ns,high_suntv.ns,low_suntv.ns,open_suntv.ns,volume_suntv.ns
2024-04-02,590.8139038085938,615.8499755859375,619.5,607.0,613.9000244140625,488243
2024-04-03,595.6585693359375,620.9000244140625,626.7000122070312,616.1500244140625,621.0,576439
2024-04-04,593.2601928710938,618.4000244140625,628.0,614.9500122070312,628.0,591340
2024-04-05,597.6251831054688,622.9500122070312,626.0,615.0,618.0999755859375,295780
2024-04-08,586.9249267578125,608.8499755859375,629.0,607.3499755859375,624.0,684072
2024-04-09,574.2968139648438,595.75,612.5499877929688,593.0499877929688,610.5,810175
2024-04-10,607.9882202148438,630.7000122070312,638.2999877929688,596.0,596.9000244140625,2997261
2024-04-12,596.7576904296875,619.0499877929688,633.75,616.7000122070312,629.5,752012
2024-04-15,585.719970703125,607.5999755859375,623.0,600.4000244140625,616.9500122070312,803305
2024-04-16,583.9367065429688,605.75,614.6500244140625,598.0,598.0,601849
2024-04-18,585.9127807617188,607.7999877929688,615.6500244140625,603.9500122070312,607.0,668135
2024-04-19,575.74267578125,597.25,603.9500122070312,593.0499877929688,599.0,461871
2024-04-22,587.8889770507812,609.8499755859375,616.9500122070312,596.7000122070312,601.0,857721
2024-04-23,594.6851806640625,616.9000244140625,623.25,608.8499755859375,612.0,680997
2024-04-24,597.3843383789062,619.7000122070312,623.0999755859375,611.0,617.0,337795
2024-04-25,612.085205078125,634.9500122070312,637.0,617.0499877929688,621.0,1203325
2024-04-26,640.5228881835938,664.4500122070312,667.5999755859375,628.5,634.9500122070312,2503243
2024-04-29,632.28076171875,655.9000244140625,667.0,649.0,667.0,707613
2024-04-30,631.7987060546875,655.4000244140625,666.5,653.9000244140625,655.9000244140625,577410
2024-05-02,634.1123046875,657.7999877929688,663.5999755859375,651.0499877929688,655.0,413769
2024-05-03,632.3289184570312,655.9500122070312,664.9000244140625,642.7999877929688,662.0,587757
2024-05-06,629.6298217773438,653.1500244140625,661.7999877929688,645.8499755859375,655.9500122070312,293765
2024-05-07,610.7837524414062,633.5999755859375,658.2999877929688,626.0999755859375,653.1500244140625,738242
2024-05-08,626.1593627929688,649.5499877929688,652.0,625.5,627.0,1422231
2024-05-09,633.1482543945312,656.7999877929688,670.0,650.0,654.7000122070312,2502088
2024-05-10,645.3909912109375,669.5,675.75,650.5,661.0,2694729
2024-05-13,645.921142578125,670.0499877929688,675.0,656.7999877929688,669.0,822124
2024-05-14,644.6198120117188,668.7000122070312,681.2000122070312,665.5499877929688,673.7999877929688,619676
2024-05-15,637.0523681640625,660.8499755859375,677.75,658.2999877929688,672.0,285720
2024-05-16,645.8729858398438,670.0,672.3499755859375,657.6500244140625,664.1500244140625,338735
2024-05-17,650.2109375,674.5,676.7000122070312,666.7999877929688,670.1500244140625,387582
2024-05-21,643.51123046875,667.5499877929688,679.5999755859375,666.0,679.5999755859375,419197
2024-05-22,650.789306640625,675.0999755859375,677.4500122070312,660.7999877929688,674.9500122070312,358272
2024-05-23,643.4148559570312,667.4500122070312,673.8499755859375,662.9500122070312,673.6500244140625,271506
2024-05-24,641.3421630859375,665.2999877929688,672.5,660.7999877929688,668.0,409315
2024-05-27,613.7239379882812,636.6500244140625,670.7999877929688,634.0,656.0,1319175
2024-05-28,636.9078979492188,660.7000122070312,676.25,637.0,637.0,6460533
2024-05-29,630.2081298828125,653.75,668.9500122070312,648.0999755859375,656.9500122070312,1240882
2024-05-30,646.1139526367188,670.25,675.0,648.2999877929688,650.0999755859375,1898623
2024-05-31,632.8109130859375,656.4500122070312,677.4000244140625,653.9500122070312,672.5,867040
2024-06-03,648.3793334960938,672.5999755859375,683.0,655.25,655.25,997388
2024-06-04,667.1771240234375,692.0999755859375,712.9000244140625,631.5999755859375,669.9500122070312,3890075
2024-06-05,721.3050537109375,748.25,759.7999877929688,692.1500244140625,706.0,4037191
2024-06-06,693.0602416992188,718.9500122070312,748.0,714.25,748.0,4716336
2024-06-07,694.4097900390625,720.3499755859375,727.1500244140625,709.5,720.0,1553420
2024-06-10,699.229736328125,725.3499755859375,730.4500122070312,714.0499877929688,721.5499877929688,1106201
2024-06-11,725.9805297851562,753.0999755859375,759.8499755859375,725.3499755859375,731.4500122070312,2336124
2024-06-12,750.899658203125,778.9500122070312,792.5999755859375,753.3499755859375,753.3499755859375,6443550
2024-06-13,731.9572143554688,759.2999877929688,774.8499755859375,754.6500244140625,772.4000244140625,3778762
2024-06-14,730.2702026367188,757.5499877929688,771.5,751.0,759.0,1049101
2024-06-18,729.7882690429688,757.0499877929688,762.9000244140625,747.75,760.0,703015
2024-06-19,739.2353515625,766.8499755859375,772.4000244140625,740.2999877929688,763.9500122070312,1337372
2024-06-20,743.1876220703125,770.9500122070312,778.9500122070312,766.0,770.0,1467963
2024-06-21,748.2005004882812,776.1500244140625,785.0,770.7999877929688,774.9000244140625,1183579
2024-06-24,728.6797485351562,755.9000244140625,777.0,750.4000244140625,776.1500244140625,1431415
2024-06-25,723.4741821289062,750.5,763.2000122070312,742.0499877929688,761.0,884718
2024-06-26,735.3792724609375,762.8499755859375,774.9500122070312,751.4500122070312,752.0,1021045
2024-06-27,727.571044921875,754.75,769.9500122070312,752.0,762.9500122070312,2913316
2024-06-28,725.1129760742188,752.2000122070312,761.5,750.6500244140625,756.0,561236
2024-07-01,750.12841796875,778.1500244140625,784.75,753.5499877929688,755.0,1397804
2024-07-02,755.8160400390625,784.0499877929688,791.9500122070312,775.2000122070312,784.75,1635714
2024-07-03,766.9500122070312,795.5999755859375,798.7000122070312,777.2999877929688,789.9000244140625,1343176
2024-07-04,752.9240112304688,781.0499877929688,799.8499755859375,776.3499755859375,798.0,636956
2024-07-05,756.2979125976562,784.5499877929688,788.2999877929688,772.2000122070312,781.0,629797
2024-07-08,755.8641357421875,784.0999755859375,787.8499755859375,771.1500244140625,784.75,474534
2024-07-09,763.768798828125,792.2999877929688,801.25,784.5499877929688,784.5499877929688,1487508
2024-07-10,752.4901123046875,780.5999755859375,795.2000122070312,766.8499755859375,795.0,459765
2024-07-11,782.5184326171875,811.75,813.9500122070312,776.0,778.0,3899751
2024-07-12,779.1926879882812,808.2999877929688,816.7999877929688,800.5999755859375,814.7000122070312,4212019
2024-07-15,785.98876953125,815.3499755859375,823.4500122070312,804.0499877929688,805.9000244140625,1510548
2024-07-16,777.7467041015625,806.7999877929688,818.0,804.0,815.5499877929688,321540
2024-07-18,772.3484497070312,801.2000122070312,807.7000122070312,790.0,807.0,946664
2024-07-19,757.0209350585938,785.2999877929688,801.25,782.0499877929688,801.2000122070312,417669
2024-07-22,753.3096313476562,781.4500122070312,791.75,773.5499877929688,782.0,471976
2024-07-23,758.756103515625,787.0999755859375,792.0,763.5499877929688,781.0,525355
2024-07-24,778.0359497070312,807.0999755859375,809.2000122070312,780.0,785.0,595822
2024-07-25,786.8563842773438,816.25,821.0,798.25,805.1500244140625,1325153
2024-07-26,800.4968872070312,830.4000244140625,833.0,811.25,816.5,737242
2024-07-29,835.48974609375,866.7000122070312,879.1500244140625,825.0499877929688,830.3499755859375,1407421
2024-07-30,847.68408203125,879.3499755859375,891.9500122070312,861.2999877929688,866.7000122070312,1222353
2024-07-31,868.7473754882812,901.2000122070312,905.4500122070312,875.7999877929688,879.3499755859375,1482791
2024-08-01,858.0470581054688,890.0999755859375,907.9500122070312,885.3499755859375,902.0,1113273
2024-08-02,860.3606567382812,892.5,904.2000122070312,879.0999755859375,889.3499755859375,921501
2024-08-05,856.0708618164062,888.0499877929688,893.4000244140625,874.8499755859375,885.0,668912
2024-08-06,839.249267578125,870.5999755859375,898.9000244140625,864.5999755859375,890.2000122070312,686110
2024-08-07,856.2635498046875,888.25,890.8499755859375,871.0499877929688,874.0,296760
2024-08-08,852.4558715820312,884.2999877929688,891.0,879.0999755859375,888.0,383813
2024-08-09,883.833740234375,916.8499755859375,921.0,884.0,892.0,1822029
2024-08-12,789.3145141601562,818.7999877929688,908.9000244140625,805.0,899.0,5233365
2024-08-13,790.1822509765625,819.7000122070312,826.7999877929688,778.5999755859375,805.0499877929688,4169863
2024-08-14,783.81982421875,813.0999755859375,825.5999755859375,802.1500244140625,825.5999755859375,872228
2024-08-16,792.1583862304688,821.75,826.75,798.6500244140625,816.0,775390
2024-08-19,784.8802490234375,814.2000122070312,826.2999877929688,811.0,823.7000122070312,355224
2024-08-20,767.9061889648438,791.7000122070312,814.2000122070312,786.5,812.7999877929688,802665
2024-08-21,768.439697265625,792.25,799.7000122070312,777.5499877929688,793.0,1201276
2024-08-22,766.3543090820312,790.0999755859375,797.4000244140625,785.7999877929688,796.7999877929688,1318911
2024-08-23,746.2278442382812,769.3499755859375,794.3499755859375,766.5,794.3499755859375,986076
2024-08-26,768.3427124023438,792.1500244140625,798.0,771.5,777.9000244140625,1119926
2024-08-27,788.6145629882812,813.0499877929688,818.7000122070312,787.5999755859375,792.0,1604779
2024-08-28,790.7484130859375,815.25,828.4500122070312,807.9500122070312,813.0,877123
2024-08-29,785.5592041015625,809.9000244140625,816.0999755859375,800.5499877929688,814.0,1472786
2024-08-30,797.1986083984375,821.9000244140625,829.4500122070312,811.0,811.0,774873
2024-09-02,786.14111328125,810.5,827.0,808.0,822.5,534448
2024-09-03,775.0838012695312,799.0999755859375,821.6500244140625,797.0,814.7999877929688,428567
2024-09-04,782.309814453125,806.5499877929688,809.7000122070312,790.0,799.0999755859375,606264
2024-09-05,772.4650268554688,796.4000244140625,812.5,794.9000244140625,807.0,621788
2024-09-06,776.6842041015625,800.75,806.7999877929688,783.5,798.0,800327
2024-09-09,786.43212890625,810.7999877929688,813.0,782.3499755859375,800.75,705654
2024-09-10,785.898681640625,810.25,821.0,802.0499877929688,805.4000244140625,420386
2024-09-11,783.5707397460938,807.8499755859375,816.4000244140625,802.2999877929688,810.25,463495
2024-09-12,784.6377563476562,808.9500122070312,812.6500244140625,796.7999877929688,808.0,350166
2024-09-13,800.4478149414062,825.25,827.7000122070312,809.0,810.0,592115
2024-09-16,818.3919677734375,843.75,847.2999877929688,823.5,828.9000244140625,1014892
2024-09-17,798.6049194335938,823.3499755859375,847.2999877929688,819.1500244140625,846.0499877929688,689795
2024-09-18,800.25390625,825.0499877929688,831.0,820.0,820.2999877929688,629350
2024-09-19,785.1227416992188,809.4500122070312,835.0,800.7000122070312,826.0,545449
2024-09-20,782.9404296875,807.2000122070312,815.0,799.0,813.0,474120
2024-09-23,795.45263671875,820.0999755859375,823.9500122070312,808.0499877929688,808.1500244140625,277876
2024-09-24,804.6671142578125,829.5999755859375,838.75,819.4000244140625,823.0,568376
2024-09-25,808.5469360351562,833.5999755859375,836.9000244140625,827.5499877929688,832.0,411665
2024-09-26,808.4984130859375,833.5499877929688,841.8499755859375,820.7000122070312,838.4500122070312,926656
2024-09-27,809.953369140625,835.0499877929688,853.7000122070312,829.2000122070312,835.0,735451
2024-09-30,808.0619506835938,833.0999755859375,839.9500122070312,824.4000244140625,836.0,230930
2024-10-01,824.1145629882812,849.6500244140625,853.0,832.7999877929688,833.0999755859375,476072
2024-10-03,796.3741455078125,821.0499877929688,852.1500244140625,807.25,840.0,742610
2024-10-04,787.4505615234375,811.8499755859375,827.9500122070312,804.4000244140625,821.0,511894
2024-10-07,771.0100708007812,794.9000244140625,817.5999755859375,786.0999755859375,811.8499755859375,247439
2024-10-08,775.0353393554688,799.0499877929688,814.0,786.0499877929688,791.8499755859375,346048
2024-10-09,785.0742797851562,809.4000244140625,812.9500122070312,796.1500244140625,800.0499877929688,272149
2024-10-10,766.8877563476562,790.6500244140625,817.9500122070312,788.0,812.0,293021
2024-10-11,760.2921142578125,783.8499755859375,795.6500244140625,781.0,787.7999877929688,332674
2024-10-14,763.6383666992188,787.2999877929688,791.7000122070312,781.2999877929688,788.9000244140625,260847
2024-10-15,755.4909057617188,778.9000244140625,795.5,777.0999755859375,791.0,413468
2024-10-16,753.1630249023438,776.5,786.4500122070312,773.6500244140625,779.0,393078
2024-10-17,742.1055908203125,765.0999755859375,777.3499755859375,762.2000122070312,777.0,767746
2024-10-18,737.1104736328125,759.9500122070312,765.0,756.5999755859375,765.0,465458
2024-10-21,732.2606811523438,754.9500122070312,766.4500122070312,747.5499877929688,760.0,434689
2024-10-22,727.0714721679688,749.5999755859375,757.25,745.0,755.5,463773
2024-10-23,717.7114868164062,739.9500122070312,753.5999755859375,737.0499877929688,750.2000122070312,453270
2024-10-24,715.9170532226562,738.0999755859375,749.75,732.0499877929688,741.0,309013
2024-10-25,701.8043212890625,723.5499877929688,741.0499877929688,721.0,741.0,188126
2024-10-28,709.7579956054688,731.75,734.0,718.25,723.5499877929688,169481
2024-10-29,719.4573974609375,741.75,744.4000244140625,726.2000122070312,732.3499755859375,161649
2024-10-30,723.2887573242188,745.7000122070312,751.7999877929688,739.7999877929688,745.0,243934
2024-10-31,729.5933837890625,752.2000122070312,765.0,734.2000122070312,745.8499755859375,767801
2024-11-01,731.0968017578125,753.75,770.0499877929688,740.1500244140625,749.0,85193
2024-11-04,721.59130859375,743.9500122070312,756.0,729.75,756.0,479936
2024-11-05,722.5612182617188,744.9500122070312,751.5499877929688,730.0499877929688,741.8499755859375,302170
2024-11-06,736.91650390625,759.75,770.0,744.0999755859375,749.9500122070312,268027
2024-11-07,738.1773071289062,761.0499877929688,768.7000122070312,755.6500244140625,764.5999755859375,249066
2024-11-08,732.503173828125,755.2000122070312,763.0,748.6500244140625,763.0,191829
2024-11-11,722.3187866210938,744.7000122070312,754.9500122070312,741.0,754.0,474563
2024-11-12,708.6425170898438,730.5999755859375,754.7999877929688,726.5499877929688,744.7000122070312,220524
2024-11-13,702.9198608398438,724.7000122070312,729.4500122070312,707.0999755859375,721.5499877929688,599444
2024-11-14,708.7880249023438,730.75,750.6500244140625,702.3499755859375,702.3499755859375,1014340
2024-11-18,703.4048461914062,725.2000122070312,734.2999877929688,717.7999877929688,732.0999755859375,252905
2024-11-19,718.3419799804688,740.5999755859375,749.9500122070312,727.5499877929688,732.0,306046
2024-11-21,706.1691284179688,728.0499877929688,742.5,725.0,740.5999755859375,302289
2024-11-22,719.3604125976562,741.6500244140625,749.0,724.8499755859375,731.0,409424
2024-11-25,736.5769653320312,759.4000244140625,773.2999877929688,748.0,748.0,877767
2024-11-26,733.5501708984375,751.2999877929688,763.2000122070312,749.8499755859375,755.9500122070312,305081
2024-11-27,734.282470703125,752.0499877929688,760.25,740.0499877929688,751.3499755859375,759477
2024-11-28,728.5707397460938,746.2000122070312,756.9500122070312,743.0,747.0,440726
2024-11-29,740.4824829101562,758.4000244140625,763.4500122070312,746.0,747.0499877929688,223592
2024-12-02,739.1155395507812,757.0,766.0,753.1500244140625,759.0,262343
2024-12-03,756.2020874023438,774.5,777.4500122070312,754.0999755859375,759.7999877929688,733170
2024-12-04,751.4178466796875,769.5999755859375,782.9000244140625,761.2999877929688,780.0,625353
2024-12-05,748.0005493164062,766.0999755859375,776.9000244140625,763.8499755859375,772.0499877929688,263656
2024-12-06,747.75634765625,765.8499755859375,771.75,762.4000244140625,763.2999877929688,277881
2024-12-09,737.1139526367188,754.9500122070312,768.9000244140625,752.2000122070312,763.0,316381
2024-12-10,729.6447143554688,747.2999877929688,760.0,745.4000244140625,755.0,416738
2024-12-11,731.890380859375,749.5999755859375,755.4500122070312,746.0,752.0,119969
2024-12-12,705.6259155273438,722.7000122070312,751.0999755859375,715.0,750.2000122070312,360694
2024-12-13,705.8699951171875,722.9500122070312,725.0,711.0,718.0,229275
2024-12-16,721.7361450195312,739.2000122070312,742.9500122070312,723.0499877929688,725.0,304094
2024-12-17,716.0242309570312,733.3499755859375,748.0,730.8499755859375,737.0,308591
2024-12-18,703.4290771484375,720.4500122070312,734.7000122070312,719.0,725.0,140111
2024-12-19,693.7630004882812,710.5499877929688,719.5999755859375,708.5999755859375,713.0,176677
2024-12-20,680.3865356445312,696.8499755859375,720.9500122070312,694.0999755859375,710.0,284080
2024-12-23,689.4180908203125,706.0999755859375,715.7999877929688,695.8499755859375,700.0,428797
2024-12-24,675.5535278320312,691.9000244140625,709.5999755859375,686.9500122070312,708.9500122070312,290456
2024-12-26,670.2323608398438,686.4500122070312,697.9500122070312,679.0,692.5999755859375,288590
2024-12-27,670.2323608398438,686.4500122070312,695.8499755859375,684.2000122070312,686.0999755859375,208680
2024-12-30,666.2291259765625,682.3499755859375,688.7999877929688,676.0499877929688,684.0499877929688,460681
2024-12-31,667.2055053710938,683.3499755859375,688.7000122070312,678.0,678.0,202368
2025-01-01,673.7472534179688,690.0499877929688,693.75,680.0499877929688,683.3499755859375,201022
2025-01-02,677.11572265625,693.5,694.5499877929688,686.75,688.3499755859375,121120
2025-01-03,671.1598510742188,687.4000244140625,701.9500122070312,685.2000122070312,696.0999755859375,165485
2025-01-06,652.8040161132812,668.5999755859375,692.0999755859375,666.3499755859375,687.6500244140625,167218
2025-01-07,650.3142700195312,666.0499877929688,671.9500122070312,656.0999755859375,664.0,679454
2025-01-08,653.389892578125,669.2000122070312,672.2000122070312,660.0999755859375,666.9500122070312,164131
2025-01-09,653.389892578125,669.2000122070312,683.4000244140625,666.6500244140625,671.5999755859375,454648
2025-01-10,654.3662109375,670.2000122070312,674.0,654.5499877929688,667.7000122070312,513581
2025-01-13,629.7127685546875,644.9500122070312,667.5499877929688,636.4000244140625,658.0,472133
2025-01-14,642.4544677734375,658.0,662.3499755859375,643.75,643.75,130683
2025-01-15,637.8654174804688,653.2999877929688,663.9500122070312,649.4000244140625,661.0,225162
2025-01-16,637.4749755859375,652.9000244140625,660.75,651.0999755859375,655.4500122070312,99258
2025-01-17,634.0087280273438,649.3499755859375,658.9000244140625,648.0,655.9000244140625,108772
2025-01-20,631.27490234375,646.5499877929688,655.0,641.5,655.0,93694
2025-01-21,629.1268920898438,644.3499755859375,659.0,642.25,648.0,229527
2025-01-22,630.298583984375,645.5499877929688,648.75,633.0,647.3499755859375,245744
2025-01-23,637.3285522460938,652.75,655.2000122070312,642.0,642.0,128930
2025-01-24,625.319091796875,640.4500122070312,657.9000244140625,639.0999755859375,654.9500122070312,144286
2025-01-27,617.2640380859375,632.2000122070312,639.5499877929688,622.0,638.0,409543
2025-01-28,611.9915161132812,626.7999877929688,635.3499755859375,623.4500122070312,628.3499755859375,151000
2025-01-29,620.8765869140625,635.9000244140625,641.7999877929688,625.2000122070312,626.7999877929688,240690
2025-01-30,616.48291015625,631.4000244140625,648.9500122070312,626.0,642.7000122070312,702952
2025-01-31,604.2293701171875,618.8499755859375,635.7999877929688,613.5999755859375,622.3499755859375,421450
2025-02-01,610.429443359375,625.2000122070312,629.9500122070312,614.5499877929688,618.9000244140625,152462
2025-02-03,602.8624877929688,617.4500122070312,625.9000244140625,608.0999755859375,625.9000244140625,595626
2025-02-04,615.7017822265625,630.5999755859375,637.0,617.5499877929688,617.5499877929688,522380
2025-02-05,620.8765869140625,635.9000244140625,639.0499877929688,629.5,636.7999877929688,259859
2025-02-06,623.7568359375,638.8499755859375,645.0,631.4000244140625,639.0,283542
2025-02-07,616.7269897460938,631.6500244140625,648.5,618.0,642.6500244140625,1225935
2025-02-10,591.2924194335938,605.5999755859375,620.9000244140625,586.5499877929688,590.0,1956080
2025-02-11,596.22314453125,610.6500244140625,617.25,599.4000244140625,602.5999755859375,1083490
2025-02-12,593.0010375976562,607.3499755859375,614.0,593.0,611.9500122070312,384187
2025-02-13,586.187255859375,597.9000244140625,609.0,596.4500122070312,600.2000122070312,212657
2025-02-14,573.1477661132812,584.5999755859375,601.0999755859375,581.2000122070312,597.9000244140625,252815
2025-02-17,573.833984375,585.2999877929688,586.7999877929688,572.5,580.0,185851
2025-02-18,568.1476440429688,579.5,589.0,575.5,586.0,237457
2025-02-19,564.8142700195312,576.0999755859375,582.8499755859375,574.9000244140625,579.25,196047
2025-02-20,567.9515380859375,579.2999877929688,581.0499877929688,570.7000122070312,576.7000122070312,113587
2025-02-21,564.667236328125,575.9500122070312,584.6500244140625,570.4500122070312,579.2999877929688,260898
2025-02-24,568.3438110351562,579.7000122070312,584.0,567.0499877929688,570.0,319854
2025-02-25,590.9422607421875,602.75,607.0,574.2999877929688,574.2999877929688,1245059
2025-02-27,569.71630859375,581.0999755859375,630.0,552.7999877929688,600.0,1715041
2025-02-28,550.5003051757812,561.5,579.9500122070312,553.5999755859375,576.5999755859375,543812
2025-03-03,551.3336181640625,562.3499755859375,577.25,550.2999877929688,561.7000122070312,391350
2025-03-04,550.4512939453125,561.4500122070312,569.4000244140625,553.0499877929688,559.0,169645
2025-03-05,557.2651977539062,568.4000244140625,571.8499755859375,549.2999877929688,562.0999755859375,517359
2025-03-06,553.4906005859375,564.5499877929688,577.4500122070312,560.2000122070312,575.0,238174
2025-03-07,558.7357788085938,569.9000244140625,572.9000244140625,561.3499755859375,569.9000244140625,322666
2025-03-10,549.9610595703125,560.9500122070312,582.0,555.2999877929688,565.0999755859375,355555
2025-03-11,567.8535766601562,579.2000122070312,582.5999755859375,554.1500244140625,560.9500122070312,344799
2025-03-12,563.3927612304688,574.6500244140625,592.0,566.0,585.0,218125
2025-03-13,561.6694946289062,570.4000244140625,581.9500122070312,566.0,574.0,189227
2025-03-17,561.4725952148438,570.2000122070312,576.0,566.0,574.9500122070312,117792
2025-03-18,561.4725952148438,570.2000122070312,570.2000122070312,570.2000122070312,570.2000122070312,0
2025-03-19,602.9281616210938,612.2999877929688,637.0,575.75,584.0,581006
2025-03-20,612.3812255859375,621.9000244140625,624.0,605.0,606.2000122070312,377170
2025-03-21,625.2807006835938,635.0,637.7000122070312,616.7999877929688,621.0999755859375,598861
2025-03-24,640.54345703125,650.5,654.75,635.6500244140625,639.0,286695
2025-03-25,654.7723388671875,664.9500122070312,670.0,644.6500244140625,647.0,504340
2025-03-26,634.536865234375,644.4000244140625,673.5,641.0,661.2999877929688,268502
2025-03-27,655.2646484375,665.4500122070312,673.0,633.5,644.4000244140625,293988
2025-03-28,640.0018920898438,649.9500122070312,666.0499877929688,644.0,665.9500122070312,186455
2025-04-01,629.2687377929688,639.0499877929688,653.0499877929688,637.4500122070312,645.0,161996
2025-04-02,634.7337646484375,644.5999755859375,660.0,626.25,639.5,274621
2025-04-03,638.8203125,648.75,653.9500122070312,632.2000122070312,634.9500122070312,148155
2025-04-04,622.8189697265625,632.5,649.0,628.0499877929688,639.5999755859375,74925
2025-04-07,621.4896850585938,631.1500244140625,639.5,550.0,550.0,316522
2025-04-08,642.8082275390625,652.7999877929688,659.0,635.0499877929688,638.0,445358
2025-04-09,638.0325317382812,647.9500122070312,657.5,644.2999877929688,653.75,122641
2025-04-11,649.9965209960938,660.0999755859375,666.0,654.0,656.0,336305
2025-04-15,675.4508666992188,685.9500122070312,691.4000244140625,658.3499755859375,670.0,293527
2025-04-16,672.4475708007812,682.9000244140625,689.0,668.4000244140625,680.2000122070312,158423
2025-04-17,657.4310302734375,667.6500244140625,686.7999877929688,664.7999877929688,678.0,161181
2025-04-21,645.5161743164062,655.5499877929688,674.25,653.0499877929688,665.0,193262
2025-04-22,642.8082275390625,652.7999877929688,665.9500122070312,651.1500244140625,659.7999877929688,125111
2025-04-23,646.4024047851562,656.4500122070312,662.0,643.0,654.9000244140625,348017
2025-04-24,648.371826171875,658.4500122070312,661.9000244140625,655.5499877929688,659.7999877929688,67745
