date_,adj close_granules.ns,close_granules.ns,high_granules.ns,low_granules.ns,open_granules.ns,volume_granules.ns
2025-04-11,449.92449951171875,451.29998779296875,455.45001220703125,442.20001220703125,442.20001220703125,3129863
2025-04-15,462.9845886230469,464.3999938964844,465.0,453.0,457.8999938964844,511544
2025-04-16,461.6387023925781,463.04998779296875,465.79998779296875,455.70001220703125,465.0,687132
2025-04-17,466.07513427734375,467.5,470.8999938964844,457.1499938964844,462.0,1134381
2025-04-21,478.7364501953125,480.20001220703125,483.8500061035156,468.29998779296875,474.0,1207674
2025-04-22,478.5868835449219,480.04998779296875,484.1499938964844,474.3999938964844,482.95001220703125,728332
2025-04-23,483.47198486328125,484.95001220703125,488.54998779296875,471.6499938964844,482.0,2311748
2025-04-24,473.60211181640625,475.04998779296875,489.75,469.0,484.0,1362348
2025-04-25,451.1706848144531,452.54998779296875,479.0,450.0,474.8999938964844,1470837
2025-04-28,460.0435791015625,461.45001220703125,466.0,452.5,452.54998779296875,723975
2025-04-29,454.21142578125,455.6000061035156,467.54998779296875,453.25,463.3500061035156,1212802
2025-04-30,454.4107971191406,455.79998779296875,468.70001220703125,452.20001220703125,458.6000061035156,1020918
2025-05-02,451.8187255859375,453.20001220703125,464.95001220703125,449.1000061035156,456.20001220703125,649817
2025-05-05,460.3426818847656,461.75,463.3500061035156,452.20001220703125,455.6000061035156,1135254
2025-05-06,446.78411865234375,448.1499938964844,461.95001220703125,445.5,461.95001220703125,739592
2025-05-07,452.4667663574219,453.8500061035156,454.70001220703125,440.0,440.0,932735
2025-05-08,441.1513366699219,442.5,456.70001220703125,438.0,454.8999938964844,1579106
2025-05-09,439.55621337890625,440.8999938964844,443.79998779296875,430.70001220703125,432.0,1886998
2025-05-12,458.7475280761719,460.1499938964844,462.0,435.75,445.0,3105164
2025-05-13,476.2939147949219,477.75,481.8999938964844,459.04998779296875,460.1499938964844,1895461
2025-05-14,491.29803466796875,492.79998779296875,494.70001220703125,472.29998779296875,475.1000061035156,1884621
2025-05-15,500.91864013671875,502.45001220703125,504.1000061035156,487.04998779296875,493.0,1427960
2025-05-16,504.05902099609375,505.6000061035156,508.75,497.0,504.0,1244379
2025-05-19,510.14044189453125,511.70001220703125,521.0999755859375,503.95001220703125,505.0,1080494
2025-05-20,507.6480712890625,509.20001220703125,517.9500122070312,507.04998779296875,512.7000122070312,478210
2025-05-21,516.321533203125,517.9000244140625,523.5,509.45001220703125,509.45001220703125,1799325
2025-05-22,514.626708984375,516.2000122070312,522.5999755859375,511.1000061035156,516.9500122070312,605266
2025-05-23,516.3713989257812,517.9500122070312,521.7000122070312,511.75,515.0499877929688,470633
2025-05-26,518.4151611328125,520.0,526.75,518.25,518.4000244140625,729579
2025-05-27,527.1882934570312,528.7999877929688,532.0,517.4500122070312,520.0999755859375,1839414
2025-05-28,520.807861328125,522.4000244140625,533.0,518.0499877929688,530.0,2476469
2025-05-29,533.6685180664062,535.2999877929688,537.0,524.0,524.0,1854032
2025-05-30,528.9329833984375,530.5499877929688,544.75,522.5,537.0,1111892
2025-06-02,527.5372924804688,529.1500244140625,533.7000122070312,524.0,530.0999755859375,465850
2025-06-03,519.9105834960938,521.5,532.0999755859375,520.0,531.7999877929688,655339
2025-06-04,525.74267578125,527.3499755859375,529.2000122070312,511.79998779296875,525.5,574191
2025-06-05,532.3226318359375,533.9500122070312,540.4000244140625,526.9000244140625,527.0,855813
2025-06-06,528.3348388671875,529.9500122070312,534.0999755859375,525.0499877929688,534.0499877929688,485813
2025-06-09,534.9645385742188,536.5999755859375,540.0,528.75,530.0,691621
2025-06-10,540.7966918945312,542.4500122070312,545.0,535.0,541.4500122070312,726190
2025-06-11,534.5657958984375,536.2000122070312,547.0999755859375,532.0499877929688,545.0,560073
2025-06-12,522.3032836914062,523.9000244140625,540.9000244140625,520.3499755859375,536.2999877929688,1678786
2025-06-13,507.8474426269531,509.3999938964844,523.9000244140625,508.1000061035156,521.0,1034675
2025-06-16,514.0784301757812,515.6500244140625,517.5499877929688,496.54998779296875,507.75,772242
2025-06-17,496.6317138671875,498.1499938964844,518.4500122070312,494.0,517.0,970198
2025-06-18,493.3916320800781,494.8999938964844,502.8500061035156,493.3500061035156,497.0,906241
2025-06-19,478.83612060546875,480.29998779296875,498.0,479.0,494.5,1144928
2025-06-20,485.8646545410156,487.3500061035156,490.8500061035156,478.25,480.0,1107124
2025-06-23,495.7344665527344,497.25,499.70001220703125,482.04998779296875,482.79998779296875,1177008
2025-06-24,487.7090148925781,489.20001220703125,504.3500061035156,486.0,503.0,855718
2025-06-25,492.2451477050781,493.75,499.70001220703125,489.6499938964844,490.0,1129894
2025-06-26,495.3855285644531,496.8999938964844,498.79998779296875,489.5,497.20001220703125,1132968
2025-06-27,495.68463134765625,497.20001220703125,503.1499938964844,495.0,500.54998779296875,929177
2025-06-30,493.7904052734375,495.29998779296875,499.75,493.0,496.95001220703125,480217
2025-07-01,487.6591491699219,489.1499938964844,498.04998779296875,483.3500061035156,496.79998779296875,737015
2025-07-02,489.3041076660156,490.79998779296875,497.79998779296875,487.1000061035156,494.0,783595
2025-07-03,488.6560974121094,490.1499938964844,495.0,487.45001220703125,492.0,447075
2025-07-04,491.0986328125,492.6000061035156,497.3500061035156,490.5,491.3999938964844,485607
2025-07-07,491.69683837890625,493.20001220703125,496.70001220703125,490.04998779296875,495.04998779296875,372161
2025-07-08,480.1321716308594,481.6000061035156,493.0,475.29998779296875,492.54998779296875,636001
2025-07-09,478.0884094238281,479.54998779296875,487.5,478.0,481.6000061035156,436559
2025-07-10,472.3559265136719,473.79998779296875,482.95001220703125,470.6499938964844,482.0,433079
2025-07-11,467.570556640625,469.0,478.75,466.3999938964844,471.79998779296875,331420
2025-07-14,484.26953125,485.75,489.5,467.0,469.0,792132
2025-07-15,490.251220703125,491.75,493.5,484.8500061035156,488.0,530607
2025-07-16,498.177001953125,499.70001220703125,503.79998779296875,489.5,490.79998779296875,2606968
2025-07-17,500.91864013671875,502.45001220703125,511.75,501.04998779296875,503.0,1929326
2025-07-18,494.6378173828125,496.1499938964844,505.75,492.5,504.5,540582
2025-07-21,492.99285888671875,494.5,499.54998779296875,491.3999938964844,496.0,435162
2025-07-22,475.6459045410156,477.1000061035156,495.70001220703125,476.04998779296875,494.5,890480
2025-07-23,474.3996887207031,475.8500061035156,480.04998779296875,472.54998779296875,479.45001220703125,500010
2025-07-24,475.1972351074219,476.6499938964844,485.6499938964844,474.3500061035156,476.0,698309
2025-07-25,467.6702575683594,469.1000061035156,477.75,466.25,475.0,552079
2025-07-28,461.78826904296875,463.20001220703125,480.54998779296875,461.45001220703125,469.54998779296875,904522
2025-07-29,488.9552001953125,490.45001220703125,492.0,464.0,464.0,1819374
2025-07-30,490.6499938964844,492.1499938964844,497.5,487.6499938964844,492.0,955819
2025-07-31,474.8999938964844,474.8999938964844,487.3999938964844,473.8500061035156,484.0,940607
2025-08-01,451.75,451.75,477.0,450.45001220703125,475.95001220703125,1307539
2025-08-04,454.0,454.0,460.45001220703125,447.04998779296875,457.0,1107534
2025-08-05,448.70001220703125,448.70001220703125,458.20001220703125,443.20001220703125,454.0,767391
2025-08-06,439.3500061035156,439.3500061035156,449.04998779296875,432.6000061035156,447.0,1307558
2025-08-07,450.0,450.0,452.79998779296875,434.0,434.0,2278957
2025-08-08,439.54998779296875,439.54998779296875,454.3999938964844,438.29998779296875,452.0,825371
2025-08-11,440.54998779296875,440.54998779296875,444.79998779296875,439.1499938964844,439.1499938964844,587525
2025-08-12,455.1000061035156,455.1000061035156,460.8999938964844,440.0,442.54998779296875,2097834
2025-08-13,460.3500061035156,460.3500061035156,466.6000061035156,451.95001220703125,455.1000061035156,778530
2025-08-14,459.3999938964844,459.3999938964844,472.79998779296875,455.54998779296875,464.20001220703125,1537810
2025-08-18,461.3500061035156,461.3500061035156,464.95001220703125,455.5,464.95001220703125,510848
2025-08-19,458.04998779296875,458.04998779296875,464.0,456.0,461.3500061035156,483094
2025-08-20,461.3500061035156,461.3500061035156,463.45001220703125,452.5,458.0,757670
2025-08-21,462.0,462.0,465.0,454.75,461.3500061035156,1066845
2025-08-22,458.5,458.5,465.79998779296875,456.0,462.1000061035156,945653
2025-08-25,460.70001220703125,460.70001220703125,469.1000061035156,456.6000061035156,460.95001220703125,2554531
2025-08-26,469.5,469.5,475.70001220703125,456.29998779296875,459.0,5766181
2025-08-28,467.25,467.25,478.8999938964844,466.0,474.0,6334967
2025-08-29,492.25,492.25,512.9000244140625,467.8999938964844,470.0,16943450
2025-09-01,515.7999877929688,515.7999877929688,524.7999877929688,492.45001220703125,494.0,7165474
2025-09-02,507.79998779296875,507.79998779296875,518.4000244140625,503.6000061035156,515.7999877929688,2853197
2025-09-03,518.4500122070312,518.4500122070312,522.9000244140625,507.29998779296875,508.5,1465035
2025-09-04,512.8499755859375,512.8499755859375,521.75,509.0,520.0,812710
2025-09-05,511.3999938964844,511.3999938964844,519.5499877929688,507.29998779296875,513.0,679631
2025-09-08,519.25,519.25,525.0,511.3999938964844,513.4000244140625,886659
2025-09-09,525.0999755859375,525.0999755859375,529.5999755859375,517.4500122070312,523.2000122070312,1145622
2025-09-10,524.6500244140625,524.6500244140625,527.7000122070312,517.8499755859375,525.0,741872
2025-09-11,526.0999755859375,526.0999755859375,530.25,519.75,522.5,616662
2025-09-12,534.3499755859375,534.3499755859375,535.9000244140625,523.0,529.2999877929688,1276767
2025-09-15,533.3499755859375,533.3499755859375,542.0,529.0499877929688,535.4500122070312,830343
2025-09-16,539.7999877929688,539.7999877929688,541.5,533.4000244140625,535.5,607742
2025-09-17,546.0499877929688,546.0499877929688,547.0,534.9500122070312,539.7999877929688,1519523
2025-09-18,543.1500244140625,543.1500244140625,553.0,540.0,548.7999877929688,1346859
2025-09-19,543.4000244140625,543.4000244140625,546.5,535.5,546.0,591413
2025-09-22,526.2999877929688,526.2999877929688,546.75,519.8499755859375,545.0499877929688,1182250
2025-09-23,523.7999877929688,523.7999877929688,529.2000122070312,518.5999755859375,526.2999877929688,439802
2025-09-24,530.7999877929688,530.7999877929688,534.9500122070312,519.0499877929688,523.9500122070312,528866
2025-09-25,530.1500244140625,530.1500244140625,536.5,526.75,531.9500122070312,489157
2025-09-26,515.9000244140625,515.9000244140625,526.0,510.54998779296875,525.0,1338310
2025-09-29,514.5999755859375,514.5999755859375,524.4500122070312,511.3500061035156,515.9500122070312,1235265
2025-09-30,517.0,517.0,525.9500122070312,510.8999938964844,515.5999755859375,512033
2025-10-01,542.6500244140625,542.6500244140625,545.25,522.7000122070312,522.7000122070312,2923363
2025-10-03,557.2999877929688,557.2999877929688,562.7000122070312,542.0,544.9500122070312,2387039
2025-10-06,552.7000122070312,552.7000122070312,561.0,547.7999877929688,560.4500122070312,549142
2025-10-07,555.9000244140625,555.9000244140625,558.5,545.0499877929688,551.0,512359
2025-10-08,548.75,548.75,565.0,546.25,556.0,645218
2025-10-09,566.1500244140625,566.1500244140625,575.3499755859375,553.0,553.0,2945411
2025-10-10,568.5499877929688,568.5499877929688,574.5,560.25,569.0,1270829
2025-10-13,564.0,564.0,571.7000122070312,559.4000244140625,570.1500244140625,542257
2025-10-14,570.0,570.0,576.5499877929688,560.0,567.4500122070312,2827239
2025-10-15,568.8499755859375,568.8499755859375,587.2000122070312,567.0499877929688,577.0,1913101
2025-10-16,570.0999755859375,570.0999755859375,576.0999755859375,567.2999877929688,573.0,508720
2025-10-17,569.5499877929688,569.5499877929688,574.7000122070312,567.0499877929688,570.5,727221
2025-10-20,565.7999877929688,565.7999877929688,571.9500122070312,562.0,570.0,561684
2025-10-21,570.0499877929688,570.0499877929688,572.9000244140625,566.9000244140625,566.9000244140625,123439
2025-10-23,557.1500244140625,557.1500244140625,573.75,554.4500122070312,572.9000244140625,1238739
2025-10-24,564.5499877929688,564.5499877929688,568.5999755859375,554.8499755859375,559.75,550932
2025-10-27,565.5999755859375,565.5999755859375,572.7000122070312,558.0499877929688,563.9500122070312,622704
2025-10-28,569.9500122070312,569.9500122070312,574.7000122070312,565.0,565.6500244140625,457943
2025-10-29,571.2999877929688,571.2999877929688,581.9000244140625,565.75,572.0,1589014
2025-10-30,574.2999877929688,574.2999877929688,576.0,569.2000122070312,571.9000244140625,284092
2025-10-31,565.5999755859375,565.5999755859375,575.0,564.0999755859375,574.2999877929688,384397
2025-11-03,573.6500244140625,573.6500244140625,576.0999755859375,564.2999877929688,565.9500122070312,461593
2025-11-04,567.7000122070312,567.7000122070312,578.0499877929688,566.0,573.5,388985
2025-11-05,567.7000122070312,567.7000122070312,567.7000122070312,567.7000122070312,567.7000122070312,0
2025-11-06,552.25,552.25,570.0,550.4500122070312,567.7000122070312,696917
2025-11-07,554.6500244140625,554.6500244140625,557.7000122070312,550.0999755859375,553.0,307900
2025-11-10,550.1500244140625,550.1500244140625,555.5,548.0,548.0,209969
2025-11-11,535.4500122070312,535.4500122070312,555.0,533.4500122070312,551.8499755859375,831085
2025-11-12,542.4500122070312,542.4500122070312,544.4000244140625,531.0999755859375,536.4000244140625,480820
2025-11-13,556.2999877929688,556.2999877929688,561.7999877929688,536.2000122070312,542.4000244140625,2619899
2025-11-14,548.2000122070312,548.2000122070312,563.25,542.5999755859375,558.0,1196093
2025-11-17,561.7000122070312,561.7000122070312,563.7999877929688,545.2999877929688,550.2999877929688,612104
2025-11-18,561.4500122070312,561.4500122070312,565.0,551.0499877929688,561.0499877929688,614309
2025-11-19,553.9500122070312,553.9500122070312,563.1500244140625,552.0,561.0,432120
2025-11-20,550.7999877929688,550.7999877929688,557.3499755859375,549.0,556.9000244140625,296113
2025-11-21,544.2000122070312,544.2000122070312,554.9500122070312,541.0999755859375,547.5,373280
2025-11-24,532.8499755859375,532.8499755859375,544.25,530.0999755859375,544.0,819316
2025-11-25,545.9000244140625,545.9000244140625,549.7000122070312,529.8499755859375,530.9000244140625,3992807
2025-11-26,545.9000244140625,545.9000244140625,553.5,544.9000244140625,548.9000244140625,1500636
2025-11-27,548.9500122070312,548.9500122070312,555.75,543.0,547.9000244140625,722971
2025-11-28,556.0999755859375,556.0999755859375,559.4000244140625,546.8499755859375,549.9500122070312,857235
2025-12-01,568.75,568.75,571.0999755859375,559.0499877929688,562.5,1311056
2025-12-02,570.2000122070312,570.2000122070312,574.4000244140625,565.0,571.0,859527
2025-12-03,568.2999877929688,568.2999877929688,574.9000244140625,563.1500244140625,571.9500122070312,547213
2025-12-04,566.4000244140625,566.4000244140625,574.4000244140625,564.5,568.0,700498
2025-12-05,560.8499755859375,560.8499755859375,568.8499755859375,552.25,568.8499755859375,2352948
2025-12-08,543.9500122070312,543.9500122070312,567.3499755859375,540.5499877929688,558.75,667984
2025-12-09,560.4500122070312,560.4500122070312,564.4000244140625,541.0999755859375,545.0,2356196
2025-12-10,554.8499755859375,554.8499755859375,566.5,552.5999755859375,561.2000122070312,443770
2025-12-11,564.75,564.75,569.25,550.25,554.9000244140625,1638132
2025-12-12,574.5,574.5,577.5,563.4000244140625,566.9500122070312,1274628
2025-12-15,571.5999755859375,571.5999755859375,577.75,569.4000244140625,576.9500122070312,583309
2025-12-16,574.0499877929688,574.0499877929688,576.25,566.2999877929688,570.0,634617
2025-12-17,579.7000122070312,579.7000122070312,582.0,567.75,574.0499877929688,1776798
2025-12-18,581.8499755859375,581.8499755859375,583.0,573.2999877929688,578.9000244140625,642737
2025-12-19,583.4000244140625,583.4000244140625,597.5,579.5,585.0,2093530
2025-12-22,600.75,600.75,602.5,580.9000244140625,585.0999755859375,1755554
2025-12-23,614.7999877929688,614.7999877929688,619.0,594.4000244140625,609.9500122070312,3562985
2025-12-24,612.4000244140625,612.4000244140625,624.7000122070312,610.1500244140625,620.0,3335314
2025-12-26,617.3499755859375,617.3499755859375,621.25,609.4000244140625,612.5,481479
2025-12-29,603.1500244140625,603.1500244140625,619.1500244140625,598.4500122070312,617.3499755859375,899319
2025-12-30,598.4000244140625,598.4000244140625,604.9500122070312,594.7999877929688,601.0,427337
2025-12-31,598.5,598.5,601.7999877929688,593.0,597.0,374964
2026-01-01,619.2000122070312,619.2000122070312,620.0,600.0499877929688,600.4000244140625,1156936
2026-01-02,615.3499755859375,615.3499755859375,623.8499755859375,610.1500244140625,621.5,675871
2026-01-05,605.25,605.25,617.5,604.25,615.0,476983
2026-01-06,612.2000122070312,612.2000122070312,614.0,601.4000244140625,603.9000244140625,558355
2026-01-07,610.9500122070312,610.9500122070312,627.0,608.3499755859375,611.5,2125630
2026-01-08,607.3499755859375,607.3499755859375,621.7999877929688,599.75,613.9000244140625,1507961
2026-01-09,601.9500122070312,601.9500122070312,614.9500122070312,599.2000122070312,609.5999755859375,952653
2026-01-12,594.8499755859375,594.8499755859375,602.9000244140625,576.1500244140625,601.9500122070312,1064569
2026-01-13,590.7999877929688,590.7999877929688,601.5,586.5499877929688,601.0,744865
2026-01-14,599.3499755859375,599.3499755859375,602.4500122070312,585.2000122070312,588.4000244140625,533141
2026-01-16,583.0999755859375,583.0999755859375,602.0,578.0,598.2000122070312,500098
