date_,adj close_torntpharm.ns,close_torntpharm.ns,high_torntpharm.ns,low_torntpharm.ns,open_torntpharm.ns,volume_torntpharm.ns
2024-01-16,2400.988037109375,2449.699951171875,2479.89990234375,2438.0,2479.89990234375,246441
2024-01-17,2423.04052734375,2472.199951171875,2482.949951171875,2416.550048828125,2438.10009765625,306575
2024-01-18,2413.582275390625,2462.550048828125,2479.14990234375,2407.25,2470.0,131306
2024-01-19,2414.856689453125,2463.85009765625,2478.0,2446.5,2469.800048828125,117583
2024-01-23,2443.770263671875,2493.35009765625,2551.800048828125,2467.35009765625,2540.0,306184
2024-01-24,2457.19775390625,2507.050048828125,2515.89990234375,2475.550048828125,2493.35009765625,170599
2024-01-25,2424.216796875,2473.39990234375,2510.949951171875,2458.550048828125,2510.949951171875,287050
2024-01-29,2389.42236328125,2437.89990234375,2484.550048828125,2414.0,2473.39990234375,272821
2024-01-30,2423.971435546875,2473.14990234375,2489.800048828125,2441.449951171875,2441.449951171875,110028
2024-01-31,2480.76953125,2531.10009765625,2540.25,2463.0,2475.39990234375,227428
2024-02-01,2462.539306640625,2512.5,2537.550048828125,2487.14990234375,2537.5,136887
2024-02-02,2475.427978515625,2525.64990234375,2576.0,2480.64990234375,2520.0,456411
2024-02-05,2591.130615234375,2643.699951171875,2685.0,2540.050048828125,2580.0,588737
2024-02-06,2558.835693359375,2610.75,2642.0,2581.0,2636.0,234980
2024-02-07,2596.66796875,2649.35009765625,2700.0,2612.050048828125,2634.39990234375,376095
2024-02-08,2593.28662109375,2645.89990234375,2679.14990234375,2635.39990234375,2650.449951171875,167199
2024-02-09,2604.509033203125,2657.35009765625,2673.0,2615.64990234375,2638.800048828125,95974
2024-02-12,2588.99267578125,2619.64990234375,2655.800048828125,2604.60009765625,2650.949951171875,96224
2024-02-13,2591.068115234375,2621.75,2633.35009765625,2609.0,2627.050048828125,137215
2024-02-14,2573.77294921875,2604.25,2619.10009765625,2575.0,2614.0,179312
2024-02-15,2547.68212890625,2577.85009765625,2617.85009765625,2566.449951171875,2614.89990234375,110816
2024-02-16,2608.560791015625,2639.449951171875,2648.550048828125,2579.050048828125,2599.0,179212
2024-02-19,2584.397216796875,2615.0,2655.0,2595.300048828125,2639.449951171875,248087
2024-02-20,2613.7001953125,2644.64990234375,2655.0,2609.35009765625,2614.0,191515
2024-02-21,2572.53759765625,2603.0,2668.25,2591.449951171875,2644.64990234375,232279
2024-02-22,2577.479248046875,2608.0,2623.85009765625,2576.10009765625,2603.0,169732
2024-02-23,2596.207275390625,2626.949951171875,2638.60009765625,2598.10009765625,2610.0,184936
2024-02-26,2593.390625,2624.10009765625,2643.89990234375,2611.10009765625,2626.949951171875,72375
2024-02-27,2595.218994140625,2625.949951171875,2644.75,2606.699951171875,2624.050048828125,107979
2024-02-28,2582.51953125,2613.10009765625,2657.949951171875,2593.39990234375,2632.449951171875,89697
2024-02-29,2634.899169921875,2666.10009765625,2675.0,2586.64990234375,2614.14990234375,470994
2024-03-01,2637.4189453125,2668.64990234375,2723.949951171875,2658.050048828125,2686.10009765625,435032
2024-03-04,2659.359619140625,2690.85009765625,2733.0,2681.550048828125,2699.550048828125,239363
2024-03-05,2630.797607421875,2661.949951171875,2699.0,2648.25,2690.85009765625,199888
2024-03-06,2659.705322265625,2691.199951171875,2742.60009765625,2642.39990234375,2684.0,538870
2024-03-07,2633.6142578125,2664.800048828125,2693.85009765625,2645.0,2685.5,414029
2024-03-11,2666.228271484375,2697.800048828125,2744.0,2664.800048828125,2691.35009765625,375130
2024-03-12,2642.657470703125,2673.949951171875,2711.949951171875,2655.050048828125,2697.800048828125,136884
2024-03-13,2632.7744140625,2663.949951171875,2690.449951171875,2638.949951171875,2678.300048828125,413261
2024-03-14,2658.91455078125,2690.39990234375,2731.0,2643.050048828125,2652.0,566479
2024-03-15,2564.08740234375,2594.449951171875,2711.10009765625,2577.0,2711.10009765625,493248
2024-03-18,2539.577880859375,2569.64990234375,2602.0,2544.0,2602.0,452371
2024-03-19,2472.2255859375,2501.5,2584.0,2487.800048828125,2584.0,368335
2024-03-20,2489.47119140625,2518.949951171875,2531.14990234375,2489.300048828125,2519.0,174271
2024-03-21,2524.50634765625,2554.39990234375,2561.300048828125,2500.5,2529.85009765625,176094
2024-03-22,2529.84326171875,2559.800048828125,2575.550048828125,2532.0,2554.39990234375,133752
2024-03-26,2540.417724609375,2570.5,2610.0,2548.800048828125,2560.25,300411
2024-03-27,2542.295654296875,2572.39990234375,2599.0,2515.050048828125,2594.25,257181
2024-03-28,2570.165771484375,2600.60009765625,2625.0,2522.0,2568.75,370338
2024-04-01,2644.041015625,2675.35009765625,2689.699951171875,2608.050048828125,2608.699951171875,422474
2024-04-02,2637.3203125,2668.550048828125,2684.949951171875,2641.60009765625,2680.949951171875,181201
2024-04-03,2558.35546875,2588.64990234375,2666.199951171875,2583.14990234375,2666.199951171875,261270
2024-04-04,2507.853759765625,2537.550048828125,2608.949951171875,2525.449951171875,2608.949951171875,229321
2024-04-05,2546.9404296875,2577.10009765625,2619.300048828125,2544.10009765625,2544.10009765625,331883
2024-04-08,2566.904296875,2597.300048828125,2626.89990234375,2534.5,2595.050048828125,359617
2024-04-09,2547.92919921875,2578.10009765625,2609.800048828125,2563.25,2609.800048828125,109121
2024-04-10,2548.76904296875,2578.949951171875,2590.199951171875,2556.60009765625,2579.949951171875,175245
2024-04-12,2547.533447265625,2577.699951171875,2599.949951171875,2551.60009765625,2580.0,132838
2024-04-15,2490.36083984375,2519.85009765625,2574.85009765625,2514.0,2530.5,201879
2024-04-16,2507.90283203125,2537.60009765625,2546.0,2505.300048828125,2519.0,119210
2024-04-18,2517.044921875,2546.85009765625,2585.5,2532.0,2555.0,264434
2024-04-19,2509.681640625,2539.39990234375,2560.0,2523.050048828125,2540.0,287483
2024-04-22,2561.5673828125,2591.89990234375,2616.75,2544.449951171875,2562.10009765625,278112
2024-04-23,2606.534912109375,2637.39990234375,2645.550048828125,2583.949951171875,2610.0,286051
2024-04-24,2655.0107421875,2686.449951171875,2699.0,2639.89990234375,2639.89990234375,254562
2024-04-25,2662.769287109375,2694.300048828125,2702.050048828125,2672.0,2691.89990234375,137290
2024-04-26,2659.507568359375,2691.0,2729.199951171875,2685.10009765625,2700.14990234375,146666
2024-04-29,2655.999267578125,2687.449951171875,2698.949951171875,2653.5,2696.800048828125,217666
2024-04-30,2611.624755859375,2642.550048828125,2712.10009765625,2635.800048828125,2696.0,212255
2024-05-02,2638.753662109375,2670.0,2688.39990234375,2642.5,2652.800048828125,93529
2024-05-03,2702.696044921875,2734.699951171875,2782.85009765625,2672.300048828125,2672.300048828125,939897
2024-05-06,2685.401123046875,2717.199951171875,2761.89990234375,2697.050048828125,2750.0,262320
2024-05-07,2588.6962890625,2619.35009765625,2725.89990234375,2610.050048828125,2723.300048828125,196277
2024-05-08,2557.2685546875,2587.550048828125,2625.449951171875,2575.10009765625,2620.0,217789
2024-05-09,2494.80810546875,2524.35009765625,2613.10009765625,2519.949951171875,2595.0,151139
2024-05-10,2569.4736328125,2599.89990234375,2618.0,2526.5,2526.5,166701
2024-05-13,2574.118896484375,2604.60009765625,2625.0,2575.0,2609.699951171875,235650
2024-05-14,2599.864013671875,2630.64990234375,2637.949951171875,2585.14990234375,2605.050048828125,130290
2024-05-15,2617.949951171875,2648.949951171875,2655.199951171875,2619.300048828125,2639.050048828125,98937
2024-05-16,2668.35302734375,2699.949951171875,2720.0,2635.35009765625,2648.949951171875,136934
2024-05-17,2667.117431640625,2698.699951171875,2718.800048828125,2684.39990234375,2702.60009765625,74126
2024-05-21,2650.31640625,2681.699951171875,2706.949951171875,2650.89990234375,2680.60009765625,153450
2024-05-22,2632.576416015625,2663.75,2702.89990234375,2646.85009765625,2698.89990234375,121332
2024-05-23,2661.385498046875,2692.89990234375,2697.75,2657.39990234375,2671.550048828125,91602
2024-05-24,2581.97607421875,2612.550048828125,2705.0,2600.0,2705.0,199442
2024-05-27,2624.17578125,2655.25,2795.0,2645.0,2795.0,1077403
2024-05-28,2635.491943359375,2666.699951171875,2674.0,2634.60009765625,2660.0,210787
2024-05-29,2682.436279296875,2714.199951171875,2735.0,2648.0,2677.0,387361
2024-05-30,2626.943359375,2658.050048828125,2740.0,2648.0,2714.199951171875,257586
2024-05-31,2664.498779296875,2696.050048828125,2722.85009765625,2648.0,2660.0,1001916
2024-06-03,2646.6103515625,2677.949951171875,2729.050048828125,2669.85009765625,2712.0,224866
2024-06-04,2662.472412109375,2694.0,2719.949951171875,2570.449951171875,2678.10009765625,328146
2024-06-05,2747.861328125,2780.39990234375,2800.699951171875,2690.25,2730.60009765625,310617
2024-06-06,2749.44287109375,2782.0,2830.949951171875,2745.35009765625,2815.0,255802
2024-06-07,2811.65576171875,2844.949951171875,2866.75,2758.949951171875,2780.0,311615
2024-06-10,2830.43359375,2863.949951171875,2879.85009765625,2834.0,2879.85009765625,184170
2024-06-11,2817.63525390625,2851.0,2905.550048828125,2845.89990234375,2882.0,227961
2024-06-12,2859.637939453125,2893.5,2918.800048828125,2854.89990234375,2875.0,221740
2024-06-13,2841.255615234375,2874.89990234375,2908.699951171875,2845.64990234375,2870.0,218452
2024-06-14,2848.37158203125,2882.10009765625,2919.300048828125,2860.0,2873.0,125792
