date_,adj close_cochinship.ns,close_cochinship.ns,high_cochinship.ns,low_cochinship.ns,open_cochinship.ns,volume_cochinship.ns
2024-01-16,780.6665649414062,792.1500244140625,808.4000244140625,773.0,779.0,7787634
2024-01-17,836.791015625,849.0999755859375,888.0,780.0,793.0,26230941
2024-01-18,853.10107421875,865.6500244140625,896.0999755859375,822.0,857.0,11018034
2024-01-19,861.0343627929688,873.7000122070312,887.4500122070312,862.5999755859375,878.0,4771974
2024-01-23,836.2982788085938,848.5999755859375,898.5,832.0499877929688,880.0,3459766
2024-01-24,838.9591064453125,851.2999877929688,854.5,796.25,853.0,3518987
2024-01-25,858.9647827148438,871.5999755859375,885.0,860.0,860.4500122070312,2473935
2024-01-29,847.5822143554688,860.0499877929688,883.2000122070312,855.4500122070312,877.9500122070312,1726017
2024-01-30,865.86328125,878.5999755859375,895.9500122070312,860.5999755859375,867.0,3683666
2024-01-31,898.976318359375,912.2000122070312,945.0,895.7000122070312,935.0,6953477
2024-02-01,898.335693359375,911.5499877929688,941.9500122070312,902.4000244140625,922.5,4522178
2024-02-02,892.0777587890625,905.2000122070312,922.0,903.0,919.0999755859375,1973422
2024-02-05,877.7386474609375,890.6500244140625,924.4500122070312,880.7999877929688,913.0,2538611
2024-02-06,871.6777954101562,884.5,895.0,863.2000122070312,895.0,1631959
2024-02-07,861.2315063476562,873.9000244140625,897.0,871.5,887.5,1182679
2024-02-08,898.187744140625,911.4000244140625,920.0,863.9000244140625,878.5499877929688,3837173
2024-02-09,869.8546142578125,882.6500244140625,916.2000122070312,865.5,915.5,2188203
2024-02-12,796.8843994140625,805.4000244140625,882.0,790.0,882.0,3682525
2024-02-13,833.8888549804688,842.7999877929688,853.0999755859375,795.0,817.5,3156914
2024-02-14,838.4402465820312,847.4000244140625,853.5,810.0499877929688,810.0499877929688,1477541
2024-02-15,851.7481079101562,860.8499755859375,864.9000244140625,845.5,851.0,1278231
2024-02-16,830.3764038085938,839.25,884.75,835.0,864.7999877929688,1858009
2024-02-19,842.0022583007812,851.0,869.25,839.0499877929688,845.0,1987506
2024-02-20,834.8782958984375,843.7999877929688,854.9500122070312,840.0499877929688,852.5999755859375,1047391
2024-02-21,822.0652465820312,830.8499755859375,849.9000244140625,825.0499877929688,846.5499877929688,1005409
2024-02-22,827.4577026367188,836.2999877929688,844.0,814.1500244140625,834.4000244140625,1269496
2024-02-23,849.6209106445312,858.7000122070312,863.9000244140625,834.0499877929688,840.0,1739872
2024-02-26,850.1156005859375,859.2000122070312,869.9500122070312,849.0999755859375,862.25,1253538
2024-02-27,845.02001953125,854.0499877929688,865.0,851.2000122070312,860.0,1038904
2024-02-28,845.16845703125,854.2000122070312,903.4500122070312,842.0,866.0,8593058
2024-02-29,865.8473510742188,875.0999755859375,879.5,854.2000122070312,854.2000122070312,2582071
2024-03-01,864.5611572265625,873.7999877929688,883.9000244140625,868.0,878.9000244140625,1472366
2024-03-04,871.98193359375,881.2999877929688,913.7999877929688,864.5,876.9000244140625,3402600
2024-03-05,866.9852905273438,876.25,890.0999755859375,872.7999877929688,884.5499877929688,1082470
2024-03-06,845.8114624023438,854.8499755859375,876.6500244140625,843.75,875.9500122070312,1472985
2024-03-07,858.0309448242188,867.2000122070312,875.7000122070312,853.8499755859375,854.8499755859375,1011544
2024-03-11,839.330810546875,848.2999877929688,867.2000122070312,845.0,867.2000122070312,787870
2024-03-12,809.400634765625,818.0499877929688,856.0,814.2000122070312,850.0,1407869
2024-03-13,723.0731201171875,730.7999877929688,837.2000122070312,716.4500122070312,820.0,3454793
2024-03-14,795.7959594726562,804.2999877929688,814.0,713.3499755859375,739.9500122070312,3713524
2024-03-15,881.0352172851562,890.4500122070312,905.0,788.5999755859375,805.0,11812467
2024-03-18,866.2432250976562,875.5,912.3499755859375,870.4500122070312,897.0,3171617
2024-03-19,871.8829345703125,881.2000122070312,911.3499755859375,864.25,873.8499755859375,4560368
2024-03-20,868.964111328125,878.25,903.9500122070312,875.0,888.7999877929688,1640751
2024-03-21,886.3779907226562,895.8499755859375,922.9000244140625,884.7000122070312,887.4500122070312,4687245
2024-03-22,892.9082641601562,902.4500122070312,930.7999877929688,897.0499877929688,898.0,3150242
2024-03-26,883.8055419921875,893.25,909.75,878.0,906.8499755859375,1637539
2024-03-27,863.2254638671875,872.4500122070312,901.2000122070312,865.0,895.0,1647346
2024-03-28,862.582275390625,871.7999877929688,891.0999755859375,866.25,883.4000244140625,905880
2024-04-01,958.06201171875,968.2999877929688,976.7000122070312,885.3499755859375,887.0,11008662
2024-04-02,974.6348876953125,985.0499877929688,997.0,954.3499755859375,969.2000122070312,6207391
2024-04-03,1063.28759765625,1074.6500244140625,1085.0,977.7000122070312,986.0,15834277
2024-04-04,1057.9942626953125,1069.300048828125,1081.0,1034.1500244140625,1076.0,5050996
2024-04-05,1069.7681884765625,1081.199951171875,1117.5,1055.0,1067.949951171875,5566690
2024-04-08,1129.1339111328125,1141.199951171875,1170.9000244140625,1105.050048828125,1105.050048828125,9408821
2024-04-09,1118.2996826171875,1130.25,1153.0999755859375,1113.3499755859375,1147.5999755859375,3223337
2024-04-10,1080.552978515625,1092.0999755859375,1142.699951171875,1084.0999755859375,1132.800048828125,2856936
2024-04-12,1084.9561767578125,1096.550048828125,1119.800048828125,1081.4000244140625,1094.8499755859375,1988002
2024-04-15,1045.774658203125,1056.949951171875,1085.0,1024.199951171875,1055.0,3644581
2024-04-16,1091.68408203125,1103.3499755859375,1115.0,1043.75,1056.1500244140625,4525204
2024-04-18,1066.45361328125,1077.8499755859375,1137.0,1067.3499755859375,1120.0,2552265
2024-04-19,1087.3800048828125,1099.0,1126.5999755859375,1061.0,1077.449951171875,4930560
2024-04-22,1093.41552734375,1105.0999755859375,1124.449951171875,1095.0999755859375,1113.050048828125,1597916
2024-04-23,1238.7130126953125,1251.949951171875,1280.0,1093.050048828125,1109.9000244140625,17053747
2024-04-24,1261.1729736328125,1274.6500244140625,1323.0,1257.9000244140625,1270.0,9171525
2024-04-25,1312.227294921875,1326.25,1377.0,1251.75,1276.9000244140625,13992038
2024-04-26,1337.7547607421875,1352.050048828125,1364.699951171875,1327.199951171875,1330.0999755859375,4772122
2024-04-29,1323.8037109375,1337.949951171875,1365.550048828125,1327.0,1364.25,1974201
2024-04-30,1290.1136474609375,1303.9000244140625,1378.0,1298.0,1338.0,3369452
2024-05-02,1311.6337890625,1325.6500244140625,1334.75,1274.0,1312.800048828125,3008078
2024-05-03,1307.92333984375,1321.9000244140625,1361.75,1303.300048828125,1331.6500244140625,2314662
2024-05-06,1273.986083984375,1287.5999755859375,1335.3499755859375,1261.050048828125,1332.0,2282092
2024-05-07,1234.0626220703125,1247.25,1336.0,1226.8499755859375,1293.8499755859375,4390065
2024-05-08,1281.10986328125,1294.800048828125,1298.0,1225.0,1248.0,2664196
2024-05-09,1221.6453857421875,1234.699951171875,1304.75,1220.0,1299.5999755859375,2073901
2024-05-10,1216.7476806640625,1229.75,1257.300048828125,1201.550048828125,1244.0,2736031
2024-05-13,1182.56298828125,1195.199951171875,1237.800048828125,1168.0,1230.0,3079650
2024-05-14,1328.9981689453125,1343.199951171875,1355.0,1240.0,1240.0,12226747
2024-05-15,1316.432373046875,1330.5,1370.0,1311.699951171875,1343.0999755859375,5845758
2024-05-16,1331.2738037109375,1345.5,1361.0,1327.75,1341.9000244140625,3459148
2024-05-17,1399.8905029296875,1414.8499755859375,1438.4000244140625,1347.25,1349.5,13002299
2024-05-21,1623.6494140625,1641.0,1696.0,1432.75,1490.0,17469936
2024-05-22,1616.031005859375,1633.300048828125,1709.0,1593.3499755859375,1650.050048828125,9452432
2024-05-23,1870.2147216796875,1890.199951171875,1935.0,1658.699951171875,1660.0,20768778
2024-05-24,1892.3282470703125,1912.550048828125,2030.0,1831.550048828125,1899.5,21610057
2024-05-27,1950.1602783203125,1971.0,2100.0,1952.6500244140625,2100.0,15878300
2024-05-28,1889.211669921875,1909.4000244140625,2022.0,1863.4000244140625,1994.050048828125,7902909
2024-05-29,1996.7130126953125,2018.050048828125,2030.0,1825.0,1900.0,13452819
