date_,adj close_cub.ns,close_cub.ns,high_cub.ns,low_cub.ns,open_cub.ns,volume_cub.ns
2025-03-19,154.23684692382812,155.69000244140625,157.0399932861328,153.5,154.89999389648438,1443137
2025-03-20,157.030517578125,158.50999450683594,159.5,155.39999389648438,156.13999938964844,1777475
2025-03-21,158.58587646484375,160.0800018310547,163.60000610351562,158.50999450683594,160.1999969482422,3920238
2025-03-24,157.34754943847656,158.8300018310547,161.83999633789062,158.11000061035156,160.1999969482422,2960186
2025-03-25,157.07015991210938,158.5500030517578,160.85000610351562,157.0,160.49000549316406,1584616
2025-03-26,157.27818298339844,158.75999450683594,160.58999633789062,157.5500030517578,157.89999389648438,1630808
2025-03-27,152.63197326660156,154.07000732421875,160.4600067138672,142.91000366210938,158.1999969482422,5788969
2025-03-28,155.7129364013672,157.17999267578125,160.2899932861328,154.5,156.05999755859375,2875838
2025-04-01,158.55615234375,160.0500030517578,162.75,152.16000366210938,157.17999267578125,3080499
2025-04-02,160.0025177001953,161.50999450683594,162.2899932861328,157.3000030517578,159.99000549316406,1428181
2025-04-03,162.83583068847656,164.3699951171875,165.7899932861328,159.5,159.5,2337865
2025-04-04,161.37954711914062,162.89999389648438,165.0,161.0,163.57000732421875,1811317
2025-04-07,156.70359802246094,158.17999267578125,160.1999969482422,149.5500030517578,149.5500030517578,4075708
2025-04-08,160.3789825439453,161.88999938964844,167.17999267578125,156.58999633789062,164.97999572753906,1899147
2025-04-09,158.28868103027344,159.77999877929688,161.4199981689453,157.55999755859375,161.0,1811578
2025-04-11,165.4115753173828,166.97000122070312,167.39999389648438,158.6999969482422,159.77999877929688,2528788
2025-04-15,167.56130981445312,169.13999938964844,170.25999450683594,163.60000610351562,167.39999389648438,6073434
2025-04-16,171.2168731689453,172.8300018310547,173.16000366210938,168.35000610351562,169.0,1299487
2025-04-17,176.26925659179688,177.92999267578125,179.13999938964844,172.14999389648438,172.8000030517578,3890991
2025-04-21,177.745361328125,179.4199981689453,182.92999267578125,176.66000366210938,178.25,4431557
2025-04-22,181.826904296875,183.5399932861328,185.27999877929688,177.57000732421875,179.8000030517578,3905568
2025-04-23,175.23898315429688,176.88999938964844,184.38999938964844,175.8000030517578,183.5399932861328,2215625
2025-04-24,179.4394073486328,181.1300048828125,182.57000732421875,176.02000427246094,176.88999938964844,2390435
2025-04-25,175.73431396484375,177.38999938964844,182.55999755859375,174.11000061035156,181.0,1671829
2025-04-28,176.84385681152344,178.50999450683594,180.4199981689453,176.0399932861328,176.0399932861328,820380
2025-04-29,178.81527709960938,180.5,182.8000030517578,178.0,179.5,1828960
2025-04-30,174.91204833984375,176.55999755859375,181.2100067138672,174.50999450683594,180.3000030517578,1695485
2025-05-02,170.65219116210938,172.25999450683594,179.0,172.00999450683594,175.35000610351562,872312
2025-05-05,180.865966796875,182.57000732421875,183.0,176.1699981689453,180.52999877929688,6146411
2025-05-06,179.528564453125,181.22000122070312,183.99000549316406,180.14999389648438,182.57000732421875,2472430
2025-05-07,179.73660278320312,181.42999267578125,182.25,176.41000366210938,176.60000610351562,1935727
2025-05-08,178.32984924316406,180.00999450683594,184.99000549316406,178.50999450683594,180.22000122070312,2803682
2025-05-09,175.99188232421875,177.64999389648438,179.35000610351562,173.5,173.5,1321525
2025-05-12,182.19346618652344,183.91000366210938,185.0,179.5500030517578,181.5500030517578,1891007
2025-05-13,188.959716796875,190.74000549316406,191.0,180.75,183.91000366210938,4960370
2025-05-14,192.55581665039062,194.3699951171875,196.25,191.0,193.0,4755278
2025-05-15,190.4556121826172,192.25,194.4499969482422,190.8000030517578,194.3699951171875,1367255
2025-05-16,191.77320861816406,193.5800018310547,194.0500030517578,191.85000610351562,192.25999450683594,1263758
2025-05-19,188.3851318359375,190.16000366210938,194.6999969482422,189.0,193.5800018310547,1363642
2025-05-20,191.67413330078125,193.47999572753906,194.1999969482422,190.5500030517578,191.8000030517578,1638285
2025-05-21,195.24053955078125,197.0800018310547,197.57000732421875,192.72000122070312,194.0,3002061
2025-05-22,193.47714233398438,195.3000030517578,197.38999938964844,193.50999450683594,197.0800018310547,1663196
2025-05-23,194.36874389648438,196.1999969482422,197.1999969482422,193.32000732421875,195.1999969482422,1844515
2025-05-26,194.30931091308594,196.13999938964844,197.8000030517578,194.77000427246094,197.39999389648438,1492469
2025-05-27,191.59487915039062,193.39999389648438,196.9499969482422,192.08999633789062,196.08999633789062,2407714
2025-05-28,192.35769653320312,194.1699981689453,195.7100067138672,192.88999938964844,194.0,1160951
2025-05-29,192.52610778808594,194.33999633789062,195.89999389648438,192.61000061035156,194.39999389648438,1257276
2025-05-30,193.8734130859375,195.6999969482422,197.0,192.39999389648438,194.3000030517578,2263850
2025-06-02,196.7859649658203,198.63999938964844,199.60000610351562,193.32000732421875,195.0,4406952
2025-06-03,200.39199829101562,202.27999877929688,204.0,197.6999969482422,199.5,6116892
2025-06-04,195.9141845703125,197.75999450683594,203.99000549316406,197.11000061035156,203.99000549316406,1355968
2025-06-05,196.85533142089844,198.7100067138672,199.5,195.80999755859375,196.85000610351562,1304782
2025-06-06,199.2923583984375,201.1699981689453,202.1199951171875,198.0,199.99000549316406,1336958
2025-06-09,202.7596893310547,204.6699981689453,205.0,201.0,204.0,2854330
2025-06-10,204.34475708007812,206.27000427246094,208.39999389648438,205.0500030517578,205.0500030517578,1987644
2025-06-11,198.07383728027344,199.94000244140625,206.5,199.5,206.27000427246094,1468060
2025-06-12,193.35826110839844,195.17999267578125,202.9199981689453,194.5,200.8800048828125,1157653
2025-06-13,194.36874389648438,196.1999969482422,197.0,188.30999755859375,188.30999755859375,1150536
2025-06-16,193.45733642578125,195.27999877929688,196.89999389648438,192.0,196.89999389648438,1246280
2025-06-17,191.02029418945312,192.82000732421875,198.1699981689453,191.27999877929688,195.4499969482422,1270318
2025-06-18,191.68405151367188,193.49000549316406,195.0,192.3300018310547,192.5800018310547,1386119
2025-06-19,189.7918701171875,191.5800018310547,195.17999267578125,189.0500030517578,192.8000030517578,857016
2025-06-20,189.0488739013672,190.8300018310547,193.1999969482422,190.0,190.30999755859375,787518
2025-06-23,189.84140014648438,191.6300048828125,192.97000122070312,187.0500030517578,189.49000549316406,2072910
2025-06-24,191.7434844970703,193.5500030517578,194.75,192.9499969482422,194.5,1766274
2025-06-25,197.1624298095703,199.02000427246094,199.88999938964844,192.99000549316406,193.10000610351562,2405490
2025-06-26,203.2154083251953,205.1300048828125,205.75,198.72999572753906,200.0,3540311
2025-06-27,203.88905334472656,205.80999755859375,206.8000030517578,202.4199981689453,206.8000030517578,1677328
2025-06-30,216.6686553955078,218.7100067138672,221.0,205.10000610351562,208.5,7214554
2025-07-01,228.35850524902344,230.50999450683594,232.36000061035156,214.0,215.0,8373774
2025-07-02,219.3731689453125,221.44000244140625,232.5500030517578,219.5,226.10000610351562,6649580
2025-07-03,214.86563110351562,216.88999938964844,223.47999572753906,216.10000610351562,222.0,2845297
2025-07-04,215.24209594726562,217.27000427246094,220.99000549316406,211.89999389648438,216.8800048828125,2116720
2025-07-07,216.81724548339844,218.86000061035156,220.0,213.64999389648438,216.35000610351562,1635466
2025-07-08,213.22113037109375,215.22999572753906,220.0,213.4499969482422,218.39999389648438,2133687
2025-07-09,216.34173583984375,218.3800048828125,220.0,213.5800018310547,215.0,1459732
2025-07-10,212.1710205078125,214.1699981689453,221.36000061035156,213.5,218.3800048828125,1312324
2025-07-11,208.16873168945312,210.1300048828125,216.38999938964844,209.1699981689453,214.0,1330721
2025-07-14,211.86392211914062,213.86000061035156,216.07000732421875,208.30999755859375,209.8000030517578,1437063
2025-07-15,216.00489807128906,218.0399932861328,218.94000244140625,213.83999633789062,214.02999877929688,1400701
2025-07-16,215.9949951171875,218.02999877929688,219.33999633789062,216.02999877929688,219.08999633789062,1068130
2025-07-17,214.4297332763672,216.4499969482422,219.89999389648438,215.14999389648438,219.0,1150584
2025-07-18,210.5067138671875,212.49000549316406,218.02999877929688,211.3000030517578,216.4499969482422,801641
2025-07-21,210.27883911132812,212.25999450683594,213.25,210.1999969482422,212.5,836297
2025-07-22,209.34762573242188,211.32000732421875,214.1999969482422,210.0,213.0,1289356
2025-07-23,211.99270629882812,213.99000549316406,214.6999969482422,209.1300048828125,211.32000732421875,742553
2025-07-24,207.3464813232422,209.3000030517578,215.0,208.1999969482422,213.99000549316406,1583721
2025-07-25,207.12852478027344,209.0800018310547,210.7899932861328,206.82000732421875,208.58999633789062,1215874
2025-07-28,202.78941345214844,204.6999969482422,209.32000732421875,203.89999389648438,208.10000610351562,1503953
2025-07-29,202.42286682128906,204.3300018310547,206.89999389648438,202.44000244140625,205.08999633789062,767549
2025-07-30,205.10755920410156,207.0399932861328,209.25999450683594,200.3000030517578,200.3000030517578,1603871
2025-07-31,212.27999877929688,214.27999877929688,215.35000610351562,202.44000244140625,204.99000549316406,2145952
2025-08-01,213.8699951171875,213.8699951171875,224.5,211.27000427246094,216.39999389648438,7723901
2025-08-04,216.97999572753906,216.97999572753906,217.58999633789062,212.52000427246094,214.9499969482422,2084346
2025-08-05,217.24000549316406,217.24000549316406,219.89999389648438,215.0,218.13999938964844,2465787
2025-08-06,214.69000244140625,214.69000244140625,217.10000610351562,213.64999389648438,216.10000610351562,3618450
2025-08-07,215.58999633789062,215.58999633789062,216.5,212.25,212.50999450683594,665918
2025-08-08,210.13999938964844,210.13999938964844,216.89999389648438,208.0500030517578,215.58999633789062,983893
2025-08-11,209.08999633789062,209.08999633789062,213.1199951171875,207.50999450683594,211.8699951171875,1098369
2025-08-12,208.67999267578125,208.67999267578125,210.8800048828125,207.75999450683594,209.0,1066090
2025-08-13,210.72999572753906,210.72999572753906,214.7899932861328,210.0,210.0,1505234
2025-08-14,211.32000732421875,211.32000732421875,213.27999877929688,209.75999450683594,211.0500030517578,1093685
2025-08-18,213.85000610351562,213.85000610351562,217.0,211.60000610351562,213.5,935920
2025-08-19,212.3699951171875,212.3699951171875,214.58999633789062,211.10000610351562,214.4499969482422,785690
2025-08-20,213.57000732421875,213.57000732421875,216.85000610351562,212.6300048828125,214.97999572753906,1191955
2025-08-21,216.19000244140625,216.19000244140625,218.3000030517578,212.22999572753906,213.0,1136238
2025-08-22,211.66000366210938,211.66000366210938,218.89999389648438,211.10000610351562,218.5,1729985
2025-08-25,204.63999938964844,204.63999938964844,212.35000610351562,203.8000030517578,211.8000030517578,3157878
2025-08-26,202.55999755859375,202.55999755859375,204.8800048828125,199.55999755859375,203.99000549316406,2364911
2025-08-28,198.5399932861328,198.5399932861328,202.3800048828125,197.38999938964844,201.7899932861328,1712294
2025-08-29,196.0500030517578,196.0500030517578,200.1999969482422,195.16000366210938,198.0,924209
2025-09-01,197.3300018310547,197.3300018310547,198.5,194.16000366210938,194.16000366210938,1156163
2025-09-02,200.74000549316406,200.74000549316406,201.5800018310547,197.3300018310547,198.60000610351562,648184
2025-09-03,197.97999572753906,197.97999572753906,201.67999267578125,195.75999450683594,200.89999389648438,1986817
2025-09-04,194.0500030517578,194.0500030517578,199.24000549316406,193.5,198.1999969482422,990421
2025-09-05,200.07000732421875,200.07000732421875,201.36000061035156,194.2899932861328,194.89999389648438,2110513
2025-09-08,197.24000549316406,197.24000549316406,204.00999450683594,196.0500030517578,201.10000610351562,2075313
2025-09-09,201.0,201.0,202.69000244140625,198.77999877929688,198.77999877929688,2632537
2025-09-10,202.63999938964844,202.63999938964844,203.9600067138672,199.5500030517578,201.5500030517578,1836311
2025-09-11,201.66000366210938,201.66000366210938,203.4499969482422,200.07000732421875,201.10000610351562,3322831
2025-09-12,204.3699951171875,204.3699951171875,205.97999572753906,201.10000610351562,202.60000610351562,2105289
2025-09-15,206.39999389648438,206.39999389648438,207.69000244140625,203.10000610351562,204.24000549316406,1202142
2025-09-16,203.83999633789062,203.83999633789062,208.58999633789062,203.60000610351562,206.8000030517578,4461835
2025-09-17,203.36000061035156,203.36000061035156,206.32000732421875,202.60000610351562,205.0,1605638
2025-09-18,207.49000549316406,207.49000549316406,208.8000030517578,202.8000030517578,204.3000030517578,3259292
2025-09-19,211.91000366210938,211.91000366210938,212.75,206.16000366210938,207.49000549316406,2789034
2025-09-22,206.2100067138672,206.2100067138672,211.89999389648438,205.52999877929688,211.16000366210938,1091053
2025-09-23,205.00999450683594,205.00999450683594,208.3300018310547,204.35000610351562,206.7899932861328,1098427
2025-09-24,211.0800018310547,211.0800018310547,212.39999389648438,205.75,206.14999389648438,2404127
2025-09-25,212.64999389648438,212.64999389648438,213.82000732421875,210.55999755859375,212.0,2525337
2025-09-26,207.64999389648438,207.64999389648438,212.8000030517578,205.41000366210938,212.8000030517578,1501441
2025-09-29,210.14999389648438,210.14999389648438,210.85000610351562,205.8000030517578,208.6300048828125,1597422
2025-09-30,213.72999572753906,213.72999572753906,214.0,208.0500030517578,210.14999389648438,1860071
2025-10-01,212.0399932861328,212.0399932861328,214.77999877929688,209.3000030517578,213.0,1440650
2025-10-03,215.33999633789062,215.33999633789062,217.0,210.5500030517578,211.99000549316406,1627940
2025-10-06,220.5800018310547,220.5800018310547,221.35000610351562,215.8000030517578,216.5500030517578,4629057
2025-10-07,219.6999969482422,219.6999969482422,222.39999389648438,213.0500030517578,220.0,4524043
2025-10-08,214.38999938964844,214.38999938964844,218.80999755859375,213.4600067138672,218.0,862442
2025-10-09,213.4199981689453,213.4199981689453,215.0,211.7100067138672,214.9499969482422,594828
2025-10-10,214.8300018310547,214.8300018310547,216.57000732421875,212.11000061035156,213.41000366210938,723194
2025-10-13,217.7100067138672,217.7100067138672,218.8699951171875,212.4499969482422,213.75,1670567
2025-10-14,213.10000610351562,213.10000610351562,218.9600067138672,211.61000061035156,218.9600067138672,970355
2025-10-15,218.69000244140625,218.69000244140625,219.5,211.58999633789062,213.0,1823308
2025-10-16,220.38999938964844,220.38999938964844,221.36000061035156,216.47999572753906,217.5,969135
2025-10-17,219.2899932861328,219.2899932861328,222.3000030517578,218.25999450683594,219.9499969482422,684435
2025-10-20,226.3699951171875,226.3699951171875,231.1999969482422,217.49000549316406,220.39999389648438,4228822
2025-10-21,226.13999938964844,226.13999938964844,230.5800018310547,224.00999450683594,225.0,267433
2025-10-23,230.1999969482422,230.1999969482422,233.49000549316406,222.50999450683594,225.0,2977432
2025-10-24,223.1699981689453,223.1699981689453,231.1999969482422,222.24000549316406,230.0,1435400
2025-10-27,231.6300048828125,231.6300048828125,234.5,223.07000732421875,223.1699981689453,3707753
2025-10-28,239.27000427246094,239.27000427246094,240.0,228.57000732421875,231.05999755859375,4965037
2025-10-29,236.1199951171875,236.1199951171875,240.60000610351562,234.5,240.0,1842329
2025-10-30,235.6699981689453,235.6699981689453,237.30999755859375,231.91000366210938,236.5,1867372
2025-10-31,228.6699981689453,228.6699981689453,235.9499969482422,225.0,235.6699981689453,1986958
2025-11-03,236.0399932861328,236.0399932861328,237.0,227.1199951171875,228.14999389648438,1593293
2025-11-04,258.6499938964844,258.6499938964844,260.7900085449219,243.14999389648438,251.0,39015302
2025-11-05,258.6499938964844,258.6499938964844,258.6499938964844,258.6499938964844,258.6499938964844,0
2025-11-06,254.8800048828125,254.8800048828125,264.17999267578125,250.89999389648438,258.989990234375,8055700
2025-11-07,255.4199981689453,255.4199981689453,257.6000061035156,245.1300048828125,252.0,4907843
2025-11-10,253.88999938964844,253.88999938964844,256.25,252.02999877929688,254.1999969482422,2026421
2025-11-11,260.8999938964844,260.8999938964844,262.19000244140625,254.64999389648438,255.5500030517578,2805980
2025-11-12,251.69000244140625,251.69000244140625,262.1000061035156,250.0,261.0,3898770
2025-11-13,259.9700012207031,259.9700012207031,264.0,246.8300018310547,250.0,3207244
2025-11-14,270.5899963378906,270.5899963378906,271.5,256.25,259.29998779296875,6549179
2025-11-17,277.94000244140625,277.94000244140625,283.0899963378906,271.1400146484375,272.0,11057775
2025-11-18,278.760009765625,278.760009765625,279.79998779296875,272.510009765625,277.94000244140625,4909048
2025-11-19,274.3500061035156,274.3500061035156,277.3999938964844,266.0199890136719,276.8599853515625,3603214
2025-11-20,265.44000244140625,265.44000244140625,278.69000244140625,264.1600036621094,276.92999267578125,2777419
2025-11-21,262.7300109863281,262.7300109863281,269.0,260.1000061035156,265.44000244140625,2183521
2025-11-24,271.45001220703125,271.45001220703125,273.19000244140625,262.010009765625,262.95001220703125,7450902
2025-11-25,273.82000732421875,273.82000732421875,277.3900146484375,268.3299865722656,273.17999267578125,3879135
2025-11-26,278.6400146484375,278.6400146484375,281.3900146484375,269.6400146484375,273.82000732421875,3686879
2025-11-27,275.010009765625,275.010009765625,276.95001220703125,272.260009765625,276.95001220703125,1334385
2025-11-28,271.0799865722656,271.0799865722656,277.94000244140625,270.0,275.010009765625,1363221
2025-12-01,282.95001220703125,282.95001220703125,284.0,272.0,272.3999938964844,5449422
2025-12-02,273.0,273.0,281.75,271.45001220703125,281.0,2399772
2025-12-03,274.04998779296875,274.04998779296875,275.5,263.70001220703125,272.0,4861110
2025-12-04,269.6000061035156,269.6000061035156,276.29998779296875,264.75,275.04998779296875,1721691
2025-12-05,271.8500061035156,271.8500061035156,273.79998779296875,268.1499938964844,269.5,2292869
2025-12-08,264.8999938964844,264.8999938964844,271.6499938964844,260.20001220703125,271.6499938964844,1537470
2025-12-09,264.3999938964844,264.3999938964844,266.6499938964844,261.04998779296875,265.20001220703125,1759950
2025-12-10,264.75,264.75,271.6000061035156,263.0,264.5,2439075
2025-12-11,262.1499938964844,262.1499938964844,265.95001220703125,259.1499938964844,265.95001220703125,1065696
2025-12-12,273.3500061035156,273.3500061035156,275.5,261.29998779296875,262.70001220703125,4295305
2025-12-15,274.29998779296875,274.29998779296875,277.70001220703125,270.6499938964844,273.0,1191946
2025-12-16,270.5,270.5,278.0,268.54998779296875,272.0,1660819
2025-12-17,275.1499938964844,275.1499938964844,276.5,269.3999938964844,270.8500061035156,1566483
2025-12-18,275.20001220703125,275.20001220703125,276.0,267.79998779296875,274.3500061035156,2174094
2025-12-19,278.8500061035156,278.8500061035156,279.29998779296875,273.25,275.0,1334208
2025-12-22,283.1499938964844,283.1499938964844,285.1000061035156,278.0,279.0,2544158
2025-12-23,288.6000061035156,288.6000061035156,289.0,282.6000061035156,283.04998779296875,1507417
2025-12-24,296.04998779296875,296.04998779296875,297.0,287.3500061035156,289.0,3114282
2025-12-25,296.04998779296875,296.04998779296875,296.04998779296875,296.04998779296875,296.04998779296875,0
2025-12-26,292.3500061035156,292.3500061035156,297.8999938964844,290.0,297.8999938964844,2311411
2025-12-29,298.95001220703125,298.95001220703125,300.8999938964844,285.0,291.1000061035156,2775308
2025-12-30,297.3999938964844,297.3999938964844,302.20001220703125,287.1000061035156,299.95001220703125,6631945
2025-12-31,290.79998779296875,290.79998779296875,300.1499938964844,288.3500061035156,297.8999938964844,2404251
2026-01-01,289.0,289.0,290.5,286.04998779296875,289.29998779296875,1412527
2026-01-02,288.5,288.5,290.70001220703125,286.29998779296875,289.95001220703125,1512259
2026-01-05,290.6499938964844,290.6499938964844,293.29998779296875,287.45001220703125,288.5,1164561
2026-01-06,294.75,294.75,296.20001220703125,288.1000061035156,290.6499938964844,2027334
2026-01-07,290.95001220703125,290.95001220703125,294.20001220703125,285.04998779296875,294.0,1583542
2026-01-08,279.5,279.5,293.8999938964844,277.8500061035156,290.5,2125568
2026-01-09,281.1000061035156,281.1000061035156,284.25,277.8999938964844,278.54998779296875,1427566
2026-01-12,263.04998779296875,263.04998779296875,278.70001220703125,261.0,278.04998779296875,6407930
2026-01-13,277.20001220703125,277.20001220703125,280.0,264.95001220703125,264.95001220703125,3510711
2026-01-14,276.5,276.5,279.95001220703125,273.20001220703125,275.0,2308844
2026-01-15,276.5,276.5,276.5,276.5,276.5,0
2026-01-16,273.0,273.0,281.95001220703125,271.1000061035156,276.5,1636721
