date_,adj close_bdl.ns,close_bdl.ns,high_bdl.ns,low_bdl.ns,open_bdl.ns,volume_bdl.ns
2024-01-16,864.8751831054688,873.2000122070312,919.4000244140625,863.0,881.75,4193862
2024-01-17,867.2275390625,875.5750122070312,893.2000122070312,856.0250244140625,866.0999755859375,1301886
2024-01-18,850.4639282226562,858.6500244140625,885.0,828.0,876.4500122070312,1530266
2024-01-19,853.0143432617188,861.2249755859375,872.6500244140625,855.625,865.0,768124
2024-01-23,826.8660278320312,834.8250122070312,870.5,825.5499877929688,870.5,1309698
2024-01-24,842.7382202148438,850.8499755859375,877.4500122070312,812.625,834.5,2778372
2024-01-25,826.5689086914062,834.5250244140625,861.0250244140625,827.5,854.0,1220570
2024-01-29,829.5403442382812,837.5250244140625,845.2000122070312,823.0499877929688,841.75,781790
2024-01-30,843.035400390625,851.1500244140625,859.25,825.0,839.0,1798842
2024-01-31,845.3878173828125,853.5250244140625,861.5,845.6500244140625,851.6500244140625,844308
2024-02-01,843.9020385742188,852.0250244140625,864.0,837.5,856.625,847606
2024-02-02,871.313232421875,879.7000122070312,915.0,853.5,855.0,3858258
2024-02-05,872.5760498046875,880.9749755859375,907.9749755859375,873.0250244140625,885.0,1155094
2024-02-06,867.945556640625,876.2999877929688,894.9500122070312,867.5,879.5999755859375,957002
2024-02-07,868.985595703125,877.3499755859375,898.0,874.5,882.5,629160
2024-02-08,947.2077026367188,956.3250122070312,969.4500122070312,875.0499877929688,875.5,8941176
2024-02-09,910.5109252929688,919.2750244140625,963.4500122070312,903.0250244140625,959.9000244140625,3044030
2024-02-12,800.3215942382812,808.0250244140625,931.4249877929688,795.0,927.5,5064946
2024-02-13,784.9692993164062,792.5250244140625,832.3499755859375,787.9500122070312,816.0,2578926
2024-02-14,806.8338012695312,814.5999755859375,822.4749755859375,778.1749877929688,787.0499877929688,2128652
2024-02-15,824.1422729492188,832.0750122070312,840.0,814.0499877929688,820.2999877929688,1466968
2024-02-16,846.7991333007812,854.9500122070312,897.0,838.375,840.0250244140625,4472720
2024-02-19,873.3436889648438,881.75,890.0,860.1749877929688,863.5,1736502
2024-02-20,867.4751586914062,875.8250122070312,881.0250244140625,860.0250244140625,880.0,961972
2024-02-21,841.9212036132812,850.0250244140625,879.2999877929688,838.5,876.5,1629028
2024-02-22,864.9247436523438,873.25,882.7750244140625,831.9749755859375,853.0,1935668
2024-02-23,885.10546875,893.625,909.4749755859375,876.5,877.625,2641122
2024-02-26,934.1334838867188,943.125,959.4749755859375,887.2750244140625,896.0,5678808
2024-02-27,935.0250244140625,944.0250244140625,992.4000244140625,935.9749755859375,944.25,5241652
2024-02-28,905.0137939453125,913.7249755859375,964.6500244140625,900.5,948.7000122070312,2752662
2024-02-29,895.92626953125,904.5499877929688,917.5,890.0499877929688,912.0999755859375,1627668
2024-03-01,911.6004638671875,920.375,924.3499755859375,898.0,912.5,1391268
2024-03-04,908.48046875,917.2249755859375,934.8499755859375,905.0,924.25,1451064
2024-03-05,888.4235229492188,896.9749755859375,940.0,894.0,917.5,1510380
2024-03-06,884.3873901367188,892.9000244140625,934.9500122070312,887.5499877929688,934.9500122070312,3238228
2024-03-07,891.0482788085938,899.625,906.0,892.9000244140625,897.0,989838
2024-03-11,875.8693237304688,884.2999877929688,915.0,881.0,905.0,1424354
2024-03-12,855.5400390625,863.7750244140625,904.0,854.5,890.0,1865560
2024-03-13,787.4949340820312,795.0750122070312,869.1500244140625,782.5,866.5,3130856
2024-03-14,821.1213989257812,829.0250244140625,843.4749755859375,776.0499877929688,791.0,1944394
2024-03-15,832.9326782226562,840.9500122070312,848.7999877929688,801.0250244140625,830.0,1965332
2024-03-18,830.4811401367188,838.4749755859375,855.5,831.4000244140625,840.9500122070312,882600
2024-03-19,804.0852661132812,811.8250122070312,841.4749755859375,806.3250122070312,840.5,1141702
2024-03-20,802.0548706054688,809.7750244140625,824.9500122070312,793.5,815.0,1028696
2024-03-21,823.0280151367188,830.9500122070312,842.7000122070312,827.5250244140625,828.5,1553698
2024-03-22,834.9879150390625,843.0250244140625,859.8499755859375,840.0250244140625,853.0,2560288
2024-03-26,856.4562377929688,864.7000122070312,873.9749755859375,836.5,846.6500244140625,1844836
2024-03-27,869.1342163085938,877.5,885.0,865.9749755859375,869.5,1609238
2024-03-28,867.5989379882812,875.9500122070312,885.9749755859375,871.5,882.9749755859375,747002
2024-04-01,878.4940185546875,886.9500122070312,890.875,874.5,888.5,1177048
2024-04-02,869.7841186523438,873.7750244140625,883.4749755859375,854.0,880.5250244140625,3081116
2024-04-03,874.8358154296875,878.8499755859375,906.75,867.5,874.4749755859375,2544876
2024-04-04,875.3833618164062,879.4000244140625,889.5,867.5,883.25,1132990
2024-04-05,868.4153442382812,872.4000244140625,885.0,868.0,879.0,733606
2024-04-08,879.0415649414062,883.0750122070312,886.0,869.1749877929688,876.2000122070312,1188656
2024-04-09,863.63720703125,867.5999755859375,887.0,862.5250244140625,885.0,777472
2024-04-10,880.1863403320312,884.2249755859375,889.7999877929688,864.0,868.0,1272380
2024-04-12,876.3289794921875,880.3499755859375,894.9000244140625,876.5,880.0,1377568
2024-04-15,878.1705932617188,882.2000122070312,904.5,842.5,875.0,2679076
2024-04-16,919.232177734375,923.4500122070312,930.0,876.0499877929688,879.0,7746718
2024-04-18,900.9161987304688,905.0499877929688,944.0,896.6500244140625,930.0250244140625,2276862
2024-04-19,912.4383544921875,916.625,925.7999877929688,884.3250122070312,889.5,2404794
2024-04-22,917.8883056640625,922.0999755859375,940.2249755859375,918.5,925.0,1345048
2024-04-23,957.1581420898438,961.5499877929688,970.6500244140625,918.9000244140625,926.9500122070312,5013454
2024-04-24,1018.5514526367188,1023.2249755859375,1041.8499755859375,958.1749877929688,965.0,9780408
2024-04-25,1025.3701171875,1030.074951171875,1048.9749755859375,1014.4749755859375,1026.949951171875,3723820
2024-04-26,1004.3914184570312,1009.0,1046.5,1004.4249877929688,1036.0,1799710
2024-04-29,982.0440063476562,986.5499877929688,1021.4749755859375,982.0,1015.0,1380416
2024-04-30,984.2588500976562,988.7750244140625,1011.0,972.0,988.5,1795538
2024-05-02,979.13232421875,983.625,998.6500244140625,982.0,993.5,944786
2024-05-03,975.3247680664062,979.7999877929688,994.5,971.0,986.0250244140625,1155078
2024-05-06,948.4481201171875,952.7999877929688,986.0,940.7750244140625,984.9749755859375,1363664
2024-05-07,918.8589477539062,923.0750122070312,967.5,913.5250244140625,953.5,1597060
2024-05-08,939.6633911132812,943.9749755859375,956.5,918.0750122070312,925.0,1398546
2024-05-09,929.8335571289062,934.0999755859375,978.4000244140625,930.0,948.25,2102724
2024-05-10,926.5238037109375,930.7750244140625,965.1500244140625,915.0250244140625,940.5,766452
2024-05-13,911.169189453125,915.3499755859375,939.5,902.7750244140625,934.5,893164
2024-05-14,973.4335327148438,977.9000244140625,986.8499755859375,920.0,920.5,2946444
2024-05-15,995.0592651367188,999.625,1002.5,965.5,978.0,2208830
2024-05-16,1030.0736083984375,1034.800048828125,1041.0,993.7750244140625,1005.5,3514634
2024-05-17,1156.817138671875,1162.125,1173.25,1022.7249755859375,1037.5,11085440
2024-05-21,1263.403076171875,1269.199951171875,1344.0999755859375,1246.175048828125,1269.5,7096098
2024-05-22,1313.3985595703125,1319.425048828125,1368.949951171875,1250.5,1284.5,8728582
2024-05-23,1398.8564453125,1405.2750244140625,1479.0,1320.925048828125,1332.0,11343896
2024-05-24,1516.0936279296875,1523.050048828125,1658.949951171875,1431.0999755859375,1434.949951171875,10533547
2024-05-27,1537.7939453125,1544.8499755859375,1640.0,1531.0,1580.0,5180268
2024-05-28,1446.8114013671875,1453.449951171875,1542.0,1431.25,1542.0,4259515
2024-05-29,1533.762451171875,1540.800048828125,1554.0,1411.0,1444.0,5436219
2024-05-30,1540.481689453125,1547.550048828125,1598.0,1525.0,1555.0,4844466
2024-05-31,1550.2369384765625,1557.3499755859375,1630.0,1486.050048828125,1626.0,7314397
2024-06-03,1589.2080078125,1596.5,1662.949951171875,1580.0999755859375,1662.949951171875,3797720
2024-06-04,1430.2872314453125,1436.8499755859375,1579.949951171875,1436.8499755859375,1579.949951171875,3342860
2024-06-05,1299.288330078125,1305.25,1387.550048828125,1293.199951171875,1371.699951171875,6401013
2024-06-06,1362.5479736328125,1368.800048828125,1419.0,1326.25,1330.0,6332980
2024-06-07,1424.4141845703125,1430.949951171875,1440.0,1340.0,1368.9000244140625,3187159
2024-06-10,1412.369384765625,1418.8499755859375,1475.0,1405.0,1439.800048828125,2576038
2024-06-11,1416.2017822265625,1422.699951171875,1458.800048828125,1416.0,1427.800048828125,1605710
2024-06-12,1414.85791015625,1421.3499755859375,1438.5,1410.050048828125,1425.0,1254013
2024-06-13,1484.2894287109375,1491.0999755859375,1500.0,1402.0,1425.0,4294918
2024-06-14,1575.5706787109375,1582.800048828125,1617.300048828125,1473.0,1500.0,9955913
2024-06-18,1619.8673095703125,1627.300048828125,1650.0,1595.0,1598.5999755859375,7287059
2024-06-19,1556.7071533203125,1563.8499755859375,1639.0,1536.0,1628.75,3956234
2024-06-20,1562.3812255859375,1569.550048828125,1597.5,1527.0,1567.3499755859375,2357325
2024-06-21,1523.459716796875,1530.449951171875,1575.9000244140625,1521.0,1567.800048828125,1643504
2024-06-24,1545.90673828125,1553.0,1565.0,1496.0,1518.0999755859375,1627649
2024-06-25,1538.2916259765625,1545.3499755859375,1585.800048828125,1534.25,1559.5,1904136
2024-06-26,1582.48876953125,1589.75,1630.0,1567.300048828125,1575.0,6721495
2024-06-27,1594.633056640625,1601.949951171875,1635.6500244140625,1578.0,1607.6500244140625,3237677
2024-06-28,1589.3076171875,1596.5999755859375,1649.0,1580.0,1612.0999755859375,2931828
2024-07-01,1607.9222412109375,1615.300048828125,1624.0,1581.199951171875,1599.300048828125,2090122
2024-07-02,1589.009033203125,1596.300048828125,1657.949951171875,1585.0,1626.0,2608871
2024-07-03,1626.3377685546875,1633.800048828125,1675.949951171875,1590.6500244140625,1605.5999755859375,7386981
2024-07-04,1676.2088623046875,1683.9000244140625,1715.0,1635.9000244140625,1640.0,9184976
2024-07-05,1723.9398193359375,1731.8499755859375,1794.699951171875,1656.0,1694.0,9629462
2024-07-08,1689.19921875,1696.949951171875,1773.300048828125,1670.0,1741.050048828125,4089435
2024-07-09,1673.571044921875,1681.25,1714.25,1640.0,1703.25,2199878
2024-07-10,1624.396484375,1631.8499755859375,1688.5,1571.300048828125,1688.0,2960122
2024-07-11,1658.689208984375,1666.300048828125,1676.5,1622.949951171875,1638.0,2375360
2024-07-12,1657.9427490234375,1665.550048828125,1699.0,1621.050048828125,1672.300048828125,2696736
2024-07-15,1621.310791015625,1628.75,1680.0,1622.0,1672.949951171875,1731106
2024-07-16,1594.5833740234375,1601.9000244140625,1646.8499755859375,1584.0,1631.699951171875,1728586
2024-07-18,1539.3865966796875,1546.449951171875,1609.949951171875,1533.300048828125,1602.0,2115200
2024-07-19,1461.046142578125,1467.75,1555.0,1462.0,1537.0,2859021
