date_,adj close_grse.ns,close_grse.ns,high_grse.ns,low_grse.ns,open_grse.ns,volume_grse.ns
2025-03-28,1678.5885009765625,1685.699951171875,1745.0,1674.0999755859375,1708.0,807872
2025-04-01,1684.115234375,1691.25,1705.0,1660.0,1680.0,605974
2025-04-02,1711.5489501953125,1718.800048828125,1726.0,1645.4000244140625,1699.699951171875,1023221
2025-04-03,1722.6021728515625,1729.9000244140625,1764.25,1682.0,1682.0,2433114
2025-04-04,1629.29736328125,1636.199951171875,1731.949951171875,1613.550048828125,1718.050048828125,1398649
2025-04-07,1517.0728759765625,1523.5,1540.0,1405.0,1420.0999755859375,1453310
2025-04-08,1559.1944580078125,1565.800048828125,1599.0,1529.0,1575.9000244140625,980915
2025-04-09,1559.7420654296875,1566.3499755859375,1584.4000244140625,1513.0999755859375,1565.800048828125,794242
2025-04-11,1608.2864990234375,1615.0999755859375,1653.0,1587.050048828125,1617.949951171875,1169719
2025-04-15,1691.43408203125,1698.5999755859375,1744.0,1631.300048828125,1638.300048828125,2473482
2025-04-16,1714.237548828125,1721.5,1753.5999755859375,1688.0999755859375,1715.0,2071724
2025-04-17,1707.36669921875,1714.5999755859375,1764.0,1703.0,1721.699951171875,1024910
2025-04-21,1732.858642578125,1740.199951171875,1789.0,1717.0,1723.5,2091025
2025-04-22,1726.784423828125,1734.0999755859375,1757.9000244140625,1730.0,1748.0,794520
2025-04-23,1727.4815673828125,1734.800048828125,1770.0,1694.0,1743.0,1300707
2025-04-24,1722.004638671875,1729.300048828125,1814.0,1722.0,1733.9000244140625,2139815
2025-04-25,1609.9793701171875,1616.800048828125,1739.0,1597.800048828125,1732.0999755859375,2245648
2025-04-28,1742.2191162109375,1749.5999755859375,1777.300048828125,1622.4000244140625,1631.0,7642809
2025-04-29,1949.540771484375,1957.800048828125,2019.9000244140625,1754.9000244140625,1755.0,17639880
2025-04-30,1908.912841796875,1917.0,2044.5,1855.0999755859375,1980.0,8792427
2025-05-02,1873.064697265625,1881.0,1947.0,1873.0,1917.0,3126898
2025-05-05,1921.7584228515625,1929.9000244140625,1938.0,1849.5999755859375,1894.5999755859375,2828373
2025-05-06,1825.1676025390625,1832.9000244140625,1959.5,1821.0,1934.0,2019380
2025-05-07,1785.2369384765625,1792.800048828125,1942.0,1770.0999755859375,1800.0,4662211
2025-05-08,1769.2047119140625,1776.699951171875,1858.0,1754.0,1818.0,1990407
2025-05-09,1787.427490234375,1795.0,1836.0,1741.199951171875,1747.800048828125,3822483
2025-05-12,1813.6165771484375,1821.300048828125,1859.800048828125,1793.0,1850.0,1801294
2025-05-13,1906.72216796875,1914.800048828125,1924.0,1818.800048828125,1835.0,4553005
2025-05-14,2178.76953125,2188.0,2264.89990234375,2095.10009765625,2175.0,17289335
2025-05-15,2249.270751953125,2258.800048828125,2340.89990234375,2146.800048828125,2218.0,10837289
2025-05-16,2471.230712890625,2481.699951171875,2560.0,2252.800048828125,2273.0,14393037
2025-05-19,2472.42529296875,2482.89990234375,2620.0,2372.199951171875,2524.0,9626311
2025-05-20,2384.298583984375,2394.39990234375,2514.39990234375,2356.0,2495.0,3436543
2025-05-21,2489.951416015625,2500.5,2509.699951171875,2348.89990234375,2388.0,3981357
2025-05-22,2744.572509765625,2756.199951171875,2797.39990234375,2444.39990234375,2474.0,15650434
2025-05-23,2769.367431640625,2781.10009765625,2896.300048828125,2746.699951171875,2809.0,7939225
2025-05-26,2715.794677734375,2727.300048828125,2787.300048828125,2703.0,2761.0,2963815
2025-05-27,2803.12451171875,2815.0,2860.0,2732.0,2735.89990234375,4916001
2025-05-28,2879.600341796875,2891.800048828125,2944.0,2822.89990234375,2827.0,4612369
2025-05-29,3076.96435546875,3090.0,3147.0,2918.0,2918.89990234375,5916123
2025-05-30,2990.530517578125,3003.199951171875,3105.0,2925.300048828125,3090.0,4744712
2025-06-02,2953.4873046875,2966.0,3028.39990234375,2873.0,3000.0,2069290
2025-06-03,3137.209228515625,3150.5,3188.699951171875,2963.699951171875,2970.0,3890828
2025-06-04,3342.340087890625,3356.5,3465.5,3186.10009765625,3186.10009765625,5974176
2025-06-05,3391.133544921875,3405.5,3532.199951171875,3310.0,3393.0,5836616
2025-06-06,3238.480224609375,3252.199951171875,3480.0,3197.5,3425.0,3760706
2025-06-09,3257.300537109375,3271.10009765625,3418.0,3216.0,3340.5,2891598
2025-06-10,3221.7509765625,3235.39990234375,3312.300048828125,3171.10009765625,3283.39990234375,1815766
2025-06-11,3085.5283203125,3098.60009765625,3262.60009765625,3033.0,3246.0,2449663
2025-06-12,2965.73583984375,2978.300048828125,3161.0,2965.699951171875,3104.0,2225357
2025-06-13,3056.3515625,3069.300048828125,3158.0,2888.0,2900.0,4781988
2025-06-16,3055.654541015625,3068.60009765625,3150.0,2974.199951171875,3080.39990234375,2541470
2025-06-17,3160.410888671875,3173.800048828125,3204.39990234375,3045.199951171875,3074.89990234375,2933678
2025-06-18,3215.178955078125,3228.800048828125,3286.0,3112.10009765625,3187.89990234375,3156544
2025-06-19,3125.657958984375,3138.89990234375,3279.89990234375,3112.300048828125,3212.800048828125,2408455
2025-06-20,3273.73095703125,3287.60009765625,3300.0,3113.0,3138.89990234375,3186035
2025-06-23,3477.965576171875,3492.699951171875,3538.39990234375,3255.0,3272.0,4933488
2025-06-24,3169.373046875,3182.800048828125,3524.0,3151.0,3515.0,5120055
2025-06-25,2990.430908203125,3003.10009765625,3209.0,2985.0,3196.0,4434340
2025-06-26,2970.31591796875,2982.89990234375,3086.60009765625,2841.699951171875,3027.0,3889392
2025-06-27,3019.806640625,3032.60009765625,3065.0,2982.10009765625,3005.0,2498494
2025-06-30,3002.479736328125,3015.199951171875,3059.0,2995.300048828125,3044.300048828125,1345451
2025-07-01,2970.614990234375,2983.199951171875,3062.199951171875,2969.0,3029.300048828125,1201055
2025-07-02,2960.85595703125,2973.39990234375,3008.89990234375,2935.0,2997.0,1120902
2025-07-03,2929.6884765625,2942.10009765625,2989.39990234375,2933.199951171875,2973.300048828125,653274
2025-07-04,2961.35400390625,2973.89990234375,3038.0,2955.0,2955.0,1417707
2025-07-07,2879.7001953125,2891.89990234375,2969.10009765625,2881.0,2969.10009765625,860265
2025-07-08,2821.94482421875,2833.89990234375,2914.0,2815.89990234375,2890.0,1028707
2025-07-09,2968.722900390625,2981.300048828125,2998.699951171875,2837.0,2839.60009765625,2437396
2025-07-10,2884.57958984375,2896.800048828125,2986.699951171875,2880.0,2986.699951171875,1129182
2025-07-11,2789.78125,2801.60009765625,2905.5,2790.0,2894.89990234375,908759
2025-07-14,2657.740234375,2669.0,2798.60009765625,2645.199951171875,2793.0,1518404
2025-07-15,2662.121826171875,2673.39990234375,2745.0,2613.300048828125,2674.89990234375,1491543
2025-07-16,2613.328369140625,2624.39990234375,2686.0,2620.0,2686.0,784648
2025-07-17,2635.235595703125,2646.39990234375,2664.0,2587.39990234375,2629.89990234375,1233673
2025-07-18,2607.15478515625,2618.199951171875,2712.0,2588.10009765625,2658.0,1101399
2025-07-21,2575.289794921875,2586.199951171875,2642.199951171875,2555.10009765625,2605.0,782808
2025-07-22,2619.203857421875,2630.300048828125,2649.800048828125,2581.39990234375,2609.0,711531
2025-07-23,2635.534423828125,2646.699951171875,2660.60009765625,2610.0,2644.10009765625,566848
2025-07-24,2606.85595703125,2617.89990234375,2666.0,2606.800048828125,2657.89990234375,337909
2025-07-25,2563.539306640625,2574.39990234375,2640.0,2562.5,2617.89990234375,574434
2025-07-28,2484.474365234375,2495.0,2587.10009765625,2485.0,2555.10009765625,790071
2025-07-29,2482.28369140625,2492.800048828125,2508.0,2423.10009765625,2455.0,754649
2025-07-30,2545.515869140625,2556.300048828125,2574.89990234375,2500.89990234375,2506.0,593948
2025-07-31,2600.88134765625,2611.89990234375,2642.39990234375,2503.300048828125,2519.300048828125,1204116
2025-08-01,2569.812744140625,2580.699951171875,2621.89990234375,2552.10009765625,2620.0,524864
2025-08-04,2613.527587890625,2624.60009765625,2658.0,2566.10009765625,2580.300048828125,491693
2025-08-05,2641.40966796875,2652.60009765625,2668.0,2635.0,2639.0,446123
2025-08-06,2584.749755859375,2595.699951171875,2691.89990234375,2581.10009765625,2674.89990234375,525028
2025-08-07,2536.35498046875,2547.10009765625,2590.0,2501.0,2587.0,424286
2025-08-08,2507.17822265625,2517.800048828125,2602.89990234375,2475.0,2546.0,1115222
2025-08-11,2533.267822265625,2544.0,2684.800048828125,2466.10009765625,2500.0,1672950
2025-08-12,2499.1123046875,2509.699951171875,2568.300048828125,2486.0,2559.89990234375,491328
2025-08-13,2627.966552734375,2639.10009765625,2649.89990234375,2505.0,2526.5,1042521
2025-08-14,2576.982421875,2587.89990234375,2647.0,2540.199951171875,2643.0,767020
2025-08-18,2661.2255859375,2672.5,2679.0,2611.89990234375,2629.89990234375,692470
2025-08-19,2591.42138671875,2602.39990234375,2718.0,2590.0,2664.0,1043134
2025-08-20,2552.984130859375,2563.800048828125,2635.89990234375,2553.0,2618.0,551570
2025-08-21,2568.817138671875,2579.699951171875,2643.5,2545.10009765625,2570.0,699951
2025-08-22,2542.03076171875,2552.800048828125,2635.199951171875,2548.0,2579.0,475780
2025-08-25,2507.974853515625,2518.60009765625,2614.800048828125,2511.0,2580.10009765625,575504
2025-08-26,2413.97314453125,2424.199951171875,2514.300048828125,2411.199951171875,2498.0,538682
2025-08-28,2327.837890625,2337.699951171875,2433.89990234375,2329.0,2433.89990234375,575561
2025-08-29,2341.779052734375,2351.699951171875,2430.0,2323.0,2344.0,775274
2025-09-01,2474.516845703125,2485.0,2499.0,2358.10009765625,2360.0,1258179
2025-09-02,2533.068603515625,2543.800048828125,2589.0,2455.0,2494.89990234375,1110683
2025-09-03,2490.847412109375,2501.39990234375,2566.39990234375,2487.10009765625,2545.0,734035
2025-09-04,2395.05322265625,2405.199951171875,2531.300048828125,2397.300048828125,2513.0,843683
2025-09-05,2396.148681640625,2406.300048828125,2432.0,2388.0,2411.39990234375,480856
2025-09-08,2360.499755859375,2370.5,2427.0,2364.39990234375,2410.199951171875,440991
2025-09-09,2343.073486328125,2353.0,2414.199951171875,2350.0,2374.800048828125,380093
2025-09-10,2402.720703125,2412.89990234375,2437.800048828125,2360.199951171875,2360.199951171875,708758
2025-09-11,2346.260009765625,2356.199951171875,2455.0,2351.0,2420.0,959367
2025-09-12,2576.365478515625,2581.89990234375,2586.39990234375,2357.0,2370.0,4291340
2025-09-15,2486.25927734375,2491.60009765625,2614.39990234375,2481.89990234375,2574.0,2942377
2025-09-16,2435.0693359375,2440.300048828125,2510.0,2426.60009765625,2498.0,1588077
2025-09-17,2598.019287109375,2603.60009765625,2625.0,2450.0,2452.39990234375,6160562
2025-09-18,2620.770263671875,2626.39990234375,2727.0,2570.0,2619.0,5290008
2025-09-19,2599.715576171875,2605.300048828125,2663.0,2596.0,2634.699951171875,1784478
2025-09-22,2662.68017578125,2668.39990234375,2760.0,2655.0,2695.0,3371327
2025-09-23,2675.0537109375,2680.800048828125,2695.0,2620.0,2681.0,1515851
2025-09-24,2708.98095703125,2714.800048828125,2745.0,2661.0,2692.89990234375,2583699
2025-09-25,2711.076171875,2716.89990234375,2829.800048828125,2689.300048828125,2734.699951171875,3692647
2025-09-26,2605.90234375,2611.5,2724.699951171875,2605.0,2724.0,1374928
2025-09-29,2488.255126953125,2493.60009765625,2649.89990234375,2481.5,2630.0,1906360
2025-09-30,2523.678955078125,2529.10009765625,2559.0,2496.0,2509.0,1095838
2025-10-01,2638.531982421875,2644.199951171875,2746.0,2515.89990234375,2530.0,3349596
2025-10-03,2718.56005859375,2724.39990234375,2733.800048828125,2632.199951171875,2655.0,1566682
2025-10-06,2738.517333984375,2744.39990234375,2793.199951171875,2685.800048828125,2727.89990234375,1737848
2025-10-07,2704.590087890625,2710.39990234375,2780.0,2693.300048828125,2758.800048828125,978883
2025-10-08,2677.847900390625,2683.60009765625,2738.0,2663.0,2724.699951171875,1078745
2025-10-09,2716.165283203125,2722.0,2736.0,2675.10009765625,2699.0,844152
2025-10-10,2654.29833984375,2660.0,2773.39990234375,2653.10009765625,2739.0,1324205
2025-10-13,2600.014892578125,2605.60009765625,2657.10009765625,2600.0,2657.10009765625,659926
2025-10-14,2556.907470703125,2562.39990234375,2629.89990234375,2551.0,2618.0,692581
2025-10-15,2613.685546875,2619.300048828125,2637.0,2545.5,2567.60009765625,906814
2025-10-16,2607.39892578125,2613.0,2641.0,2590.10009765625,2620.0,613347
2025-10-17,2590.83447265625,2596.39990234375,2670.60009765625,2590.0,2608.0,1065579
2025-10-20,2631.34765625,2637.0,2642.0,2598.0,2613.0,592875
2025-10-21,2636.63623046875,2642.300048828125,2654.89990234375,2636.300048828125,2644.0,153503
2025-10-23,2604.60498046875,2610.199951171875,2660.39990234375,2603.5,2655.0,483335
2025-10-24,2606.002197265625,2611.60009765625,2681.0,2604.0,2635.0,1611348
2025-10-27,2568.3828125,2573.89990234375,2618.5,2558.60009765625,2614.0,697354
2025-10-28,2566.386962890625,2571.89990234375,2614.0,2553.0,2589.0,601347
2025-10-29,2560.599609375,2566.10009765625,2581.0,2532.10009765625,2571.89990234375,357133
2025-10-30,2547.128662109375,2552.60009765625,2592.199951171875,2545.0,2573.800048828125,428032
2025-10-31,2550.62109375,2556.10009765625,2577.0,2545.10009765625,2551.199951171875,434933
2025-11-03,2568.283203125,2573.800048828125,2580.0,2546.0,2556.10009765625,374801
2025-11-04,2550.720703125,2556.199951171875,2589.699951171875,2550.0,2580.0,359062
2025-11-05,2550.720703125,2556.199951171875,2556.199951171875,2556.199951171875,2556.199951171875,0
2025-11-06,2578.66064453125,2584.199951171875,2648.800048828125,2571.0,2624.699951171875,1372854
2025-11-07,2568.58251953125,2574.10009765625,2607.699951171875,2525.0,2570.0,545511
2025-11-10,2676.75,2682.5,2748.0,2580.0,2584.89990234375,3632699
2025-11-11,2785.89990234375,2785.89990234375,2798.800048828125,2684.800048828125,2692.0,3367115
2025-11-12,2816.60009765625,2816.60009765625,2864.60009765625,2745.89990234375,2805.0,2497852
2025-11-13,2749.800048828125,2749.800048828125,2864.60009765625,2740.0,2812.60009765625,1500945
2025-11-14,2897.10009765625,2897.10009765625,2904.39990234375,2741.60009765625,2743.0,3473994
2025-11-17,2888.10009765625,2888.10009765625,2979.60009765625,2873.10009765625,2935.0,2463454
2025-11-18,2857.60009765625,2857.60009765625,2916.10009765625,2833.89990234375,2880.0,1277240
2025-11-19,2829.39990234375,2829.39990234375,2863.0,2802.0,2854.60009765625,698504
2025-11-20,2921.10009765625,2921.10009765625,2963.699951171875,2829.0,2835.0,3107722
2025-11-21,2816.89990234375,2816.89990234375,2915.0,2810.0,2915.0,1204830
2025-11-24,2711.89990234375,2711.89990234375,2810.0,2705.0,2809.800048828125,1036557
2025-11-25,2710.10009765625,2710.10009765625,2810.0,2700.0,2712.0,1561183
2025-11-26,2757.800048828125,2757.800048828125,2778.60009765625,2725.0,2725.0,809480
2025-11-27,2785.300048828125,2785.300048828125,2867.800048828125,2755.89990234375,2771.0,1752370
2025-11-28,2793.199951171875,2793.199951171875,2866.0,2775.199951171875,2799.0,1590264
2025-12-01,2735.0,2735.0,2845.0,2726.10009765625,2815.0,1149897
2025-12-02,2608.39990234375,2608.39990234375,2761.300048828125,2595.10009765625,2739.5,1711353
2025-12-03,2560.10009765625,2560.10009765625,2633.0,2539.39990234375,2619.89990234375,1570551
2025-12-04,2551.10009765625,2551.10009765625,2589.0,2540.0,2571.0,996024
2025-12-05,2470.89990234375,2470.89990234375,2574.699951171875,2463.0,2555.0,1223554
2025-12-08,2363.60009765625,2363.60009765625,2477.0,2356.10009765625,2473.0,1131826
2025-12-09,2446.0,2446.0,2456.199951171875,2290.0,2352.0,1954181
2025-12-10,2394.5,2394.5,2455.89990234375,2383.0,2448.0,761770
2025-12-11,2394.39990234375,2394.39990234375,2423.89990234375,2351.0,2391.10009765625,904753
2025-12-12,2350.0,2350.0,2445.0,2340.199951171875,2403.0,1025850
2025-12-15,2349.89990234375,2349.89990234375,2389.60009765625,2330.5,2350.0,872274
2025-12-16,2290.10009765625,2290.10009765625,2347.60009765625,2281.0,2343.0,817680
2025-12-17,2235.0,2235.0,2308.0,2222.0,2295.0,1019581
2025-12-18,2222.199951171875,2222.199951171875,2248.0,2168.60009765625,2225.60009765625,1775059
2025-12-19,2297.199951171875,2297.199951171875,2313.0,2220.5,2235.89990234375,1240287
2025-12-22,2427.0,2427.0,2442.0,2315.0,2315.0,1959258
2025-12-23,2420.699951171875,2420.699951171875,2473.39990234375,2398.10009765625,2438.0,1429945
2025-12-24,2453.800048828125,2453.800048828125,2511.0,2412.0,2420.10009765625,1436916
2025-12-25,2453.800048828125,2453.800048828125,2453.800048828125,2453.800048828125,2453.800048828125,0
2025-12-26,2496.199951171875,2496.199951171875,2529.5,2448.0,2456.89990234375,1381625
2025-12-29,2483.39990234375,2483.39990234375,2579.699951171875,2470.699951171875,2512.0,1552839
2025-12-30,2414.300048828125,2414.300048828125,2497.800048828125,2392.0,2489.800048828125,1081551
2025-12-31,2444.10009765625,2444.10009765625,2467.5,2418.0,2428.0,658122
2026-01-01,2442.10009765625,2442.10009765625,2456.5,2406.0,2450.0,641933
2026-01-02,2437.0,2437.0,2495.0,2411.0,2450.0,760901
2026-01-05,2502.0,2502.0,2520.0,2438.199951171875,2450.0,1684840
2026-01-06,2507.5,2507.5,2549.0,2481.800048828125,2510.5,1158517
2026-01-07,2503.60009765625,2503.60009765625,2509.0,2461.89990234375,2504.10009765625,569122
2026-01-08,2459.39990234375,2459.39990234375,2552.0,2430.0,2500.0,1022488
2026-01-09,2454.199951171875,2454.199951171875,2568.0,2432.10009765625,2455.0,2847446
2026-01-12,2480.39990234375,2480.39990234375,2507.300048828125,2387.199951171875,2460.0,1414465
2026-01-13,2449.39990234375,2449.39990234375,2516.39990234375,2424.0,2495.89990234375,954435
2026-01-14,2431.0,2431.0,2479.800048828125,2424.0,2440.0,606996
2026-01-15,2431.0,2431.0,2431.0,2431.0,2431.0,0
2026-01-16,2424.10009765625,2424.10009765625,2452.0,2410.0,2441.89990234375,610176
