date_,adj close_fortis.ns,close_fortis.ns,high_fortis.ns,low_fortis.ns,open_fortis.ns,volume_fortis.ns
2024-01-16,415.8020324707031,417.1499938964844,419.3999938964844,413.75,414.8999938964844,575816
2024-01-17,417.3968505859375,418.75,421.5,413.70001220703125,415.8999938964844,807963
2024-01-18,419.8389587402344,421.20001220703125,422.8999938964844,408.95001220703125,418.54998779296875,695910
2024-01-19,422.9787902832031,424.3500061035156,425.8999938964844,416.8500061035156,420.0,1044013
2024-01-23,418.6926574707031,420.04998779296875,430.8500061035156,415.1499938964844,417.70001220703125,1237958
2024-01-24,429.55743408203125,430.95001220703125,433.5,416.1000061035156,421.20001220703125,1092980
2024-01-25,428.760009765625,430.1499938964844,434.0,416.0,430.95001220703125,1236775
2024-01-29,422.7793884277344,424.1499938964844,430.1499938964844,422.0,430.0,526104
2024-01-30,418.642822265625,420.0,428.45001220703125,418.79998779296875,424.54998779296875,586041
2024-01-31,430.5043640136719,431.8999938964844,433.04998779296875,421.25,421.3500061035156,1120857
2024-02-01,425.57037353515625,426.95001220703125,436.0,422.20001220703125,435.0,579432
2024-02-02,428.361328125,429.75,435.0,427.20001220703125,429.20001220703125,1468731
2024-02-05,433.89337158203125,435.29998779296875,444.70001220703125,429.75,429.75,1495004
2024-02-06,455.2740783691406,456.75,469.70001220703125,437.3999938964844,441.25,4856442
2024-02-07,450.9381408691406,452.3999938964844,459.8999938964844,450.54998779296875,457.0,865012
2024-02-08,439.47528076171875,440.8999938964844,452.5,433.95001220703125,446.0,2003835
2024-02-09,433.5445251464844,434.95001220703125,444.0,428.20001220703125,444.0,1036200
2024-02-12,430.1056823730469,431.5,439.25,428.0,438.0,601946
2024-02-13,433.7937316894531,435.20001220703125,438.5,429.6000061035156,430.04998779296875,1430784
2024-02-14,424.12506103515625,425.5,434.0,414.0,434.0,2358376
2024-02-15,431.600830078125,433.0,434.20001220703125,426.8500061035156,427.6000061035156,630612
2024-02-16,432.7471008300781,434.1499938964844,437.8999938964844,430.3500061035156,435.0,261050
2024-02-19,431.8001708984375,433.20001220703125,437.8999938964844,430.25,437.0,219204
2024-02-20,441.81768798828125,443.25,448.0,433.20001220703125,434.45001220703125,1655372
