date_,adj close_are&m.ns,close_are&m.ns,high_are&m.ns,low_are&m.ns,open_are&m.ns,volume_are&m.ns
2024-03-21,742.2576293945312,756.1500244140625,769.7999877929688,751.25,758.0,1033222
2024-03-22,763.7061157226562,778.0,783.3499755859375,756.1500244140625,756.7999877929688,463791
2024-03-26,759.9759521484375,774.2000122070312,784.5,764.0,779.0,986637
2024-03-27,756.1475830078125,770.2999877929688,786.75,767.2000122070312,775.75,328784
2024-03-28,746.4295043945312,760.4000244140625,785.0,756.0,774.0,687394
2024-04-01,780.3938598632812,795.0,798.4000244140625,768.2999877929688,773.0,374397
2024-04-02,780.3447265625,794.9500122070312,803.9000244140625,788.2999877929688,795.0,271242
2024-04-03,789.179443359375,803.9500122070312,809.9000244140625,794.1500244140625,798.0,351830
2024-04-04,793.400390625,808.25,814.5,805.0,808.0499877929688,355204
2024-04-05,795.7072143554688,810.5999755859375,814.0,801.5499877929688,811.9500122070312,235318
2024-04-08,853.0833129882812,869.0499877929688,880.0,808.2999877929688,812.0,4861373
2024-04-09,881.0106811523438,897.5,920.9500122070312,872.7999877929688,879.1500244140625,3261187
2024-04-10,862.3106689453125,878.4500122070312,905.5,873.1500244140625,905.0,625163
2024-04-12,874.9735717773438,891.3499755859375,898.0,866.0,878.4500122070312,1131749
2024-04-15,856.7153930664062,872.75,888.8499755859375,850.0,865.0,1157710
2024-04-16,950.1663208007812,967.9500122070312,978.9000244140625,862.0,865.9500122070312,11323710
2024-04-18,975.2958984375,993.5499877929688,1051.699951171875,972.7999877929688,975.0,10832910
2024-04-19,986.73193359375,1005.2000122070312,1035.0999755859375,966.5,976.0499877929688,6039615
2024-04-22,1022.266845703125,1041.4000244140625,1048.0,1013.3499755859375,1020.0,4179810
2024-04-23,1138.884033203125,1160.199951171875,1200.0,1046.550048828125,1050.8499755859375,14337920
2024-04-24,1112.478515625,1133.300048828125,1204.4000244140625,1107.5999755859375,1174.0,6863325
2024-04-25,1085.7291259765625,1106.050048828125,1150.0,1093.5,1132.75,1739512
2024-04-26,1092.1588134765625,1112.5999755859375,1140.800048828125,1069.75,1110.9000244140625,2112943
2024-04-29,1080.72265625,1100.949951171875,1124.5999755859375,1095.0,1122.699951171875,651565
2024-04-30,1079.49560546875,1099.699951171875,1138.699951171875,1095.300048828125,1106.5,840798
2024-05-02,1095.20166015625,1115.699951171875,1130.0,1091.0,1091.0,846621
2024-05-03,1107.373779296875,1128.0999755859375,1134.75,1110.0,1121.0,863363
2024-05-06,1101.4842529296875,1122.0999755859375,1139.0,1085.5999755859375,1137.0,1244374
2024-05-07,1086.219970703125,1106.550048828125,1173.25,1080.550048828125,1120.0,2159167
2024-05-08,1111.791259765625,1132.5999755859375,1161.0,1103.75,1110.050048828125,1825556
2024-05-09,1072.7225341796875,1092.800048828125,1142.0,1085.0,1133.0,1004367
2024-05-10,1052.255615234375,1071.949951171875,1103.8499755859375,1057.8499755859375,1092.800048828125,1127758
2024-05-13,1045.97314453125,1065.550048828125,1078.5,1013.3499755859375,1070.0,1255490
2024-05-14,1070.75927734375,1090.800048828125,1100.0,1055.0,1065.550048828125,776471
2024-05-15,1102.5147705078125,1123.1500244140625,1139.949951171875,1095.0,1102.5,1067513
2024-05-16,1112.723876953125,1133.550048828125,1154.449951171875,1120.1500244140625,1128.0,953323
2024-05-17,1133.6815185546875,1154.9000244140625,1168.0,1132.0,1141.1500244140625,800449
2024-05-21,1135.2520751953125,1156.5,1183.949951171875,1138.6500244140625,1164.0,889231
2024-05-22,1119.4970703125,1140.449951171875,1164.8499755859375,1122.9000244140625,1163.0,643118
2024-05-23,1093.7783203125,1114.25,1149.699951171875,1109.0999755859375,1149.699951171875,756803
2024-05-24,1187.91650390625,1210.1500244140625,1238.0,1115.9000244140625,1120.550048828125,5702051
2024-05-27,1199.1070556640625,1221.550048828125,1268.9000244140625,1188.6500244140625,1225.0,3433051
2024-05-28,1224.7274169921875,1247.6500244140625,1277.5,1218.0,1231.0,3497245
2024-05-29,1190.8614501953125,1213.1500244140625,1278.0,1192.5999755859375,1247.6500244140625,3772435
2024-05-30,1168.185791015625,1190.050048828125,1242.0,1182.4000244140625,1218.800048828125,1382776
2024-05-31,1159.6455078125,1181.3499755859375,1225.0,1172.0,1203.0,1910005
2024-06-03,1174.4190673828125,1196.4000244140625,1250.0,1187.25,1250.0,1226643
2024-06-04,1062.415283203125,1082.300048828125,1197.949951171875,1000.0,1196.4000244140625,3779425
2024-06-05,1195.0333251953125,1217.4000244140625,1233.949951171875,1057.25,1119.949951171875,4639364
2024-06-06,1254.029052734375,1277.5,1333.0,1246.550048828125,1265.0,7416493
2024-06-07,1375.4073486328125,1401.1500244140625,1448.699951171875,1272.199951171875,1288.0,12287320
2024-06-10,1374.5238037109375,1400.25,1538.5999755859375,1380.0,1450.0,8294804
2024-06-11,1339.9705810546875,1365.050048828125,1420.0,1351.050048828125,1408.949951171875,3783369
2024-06-12,1317.7857666015625,1342.449951171875,1392.0,1336.0,1373.0,2416309
2024-06-13,1316.018798828125,1340.6500244140625,1363.949951171875,1335.0,1354.0,1368240
2024-06-14,1314.4482421875,1339.050048828125,1356.9000244140625,1321.0,1345.9000244140625,1495056
2024-06-18,1345.713134765625,1370.9000244140625,1418.0,1339.050048828125,1341.0999755859375,3450389
2024-06-19,1372.8551025390625,1398.550048828125,1418.0,1355.0,1381.9000244140625,3203862
2024-06-20,1375.260009765625,1401.0,1432.0,1382.75,1401.199951171875,2418130
2024-06-21,1383.4075927734375,1409.300048828125,1465.3499755859375,1401.0,1419.699951171875,2949673
2024-06-24,1354.69482421875,1380.050048828125,1415.0,1372.0,1409.050048828125,1111667
2024-06-25,1615.9552001953125,1646.199951171875,1656.050048828125,1480.8499755859375,1480.8499755859375,21281220
2024-06-26,1638.6796875,1669.3499755859375,1775.949951171875,1652.0,1662.0,13195440
2024-06-27,1579.978515625,1609.550048828125,1674.0,1600.0,1667.0,2640379
2024-06-28,1632.5936279296875,1663.1500244140625,1715.6500244140625,1581.199951171875,1600.0,3967314
2024-07-01,1683.44189453125,1714.949951171875,1729.800048828125,1621.75,1660.0,3120622
2024-07-02,1650.0665283203125,1680.949951171875,1726.5999755859375,1672.199951171875,1717.0,1651061
2024-07-03,1672.349609375,1703.6500244140625,1717.0,1661.25,1693.0,1230196
2024-07-04,1657.4779052734375,1688.5,1713.4000244140625,1685.1500244140625,1708.9000244140625,929259
2024-07-05,1663.5150146484375,1694.6500244140625,1705.0,1677.699951171875,1689.949951171875,674707
2024-07-08,1654.3857421875,1685.3499755859375,1745.0,1655.1500244140625,1704.0,1334803
2024-07-09,1639.2686767578125,1669.949951171875,1700.5,1651.199951171875,1695.5,1015439
2024-07-10,1653.747802734375,1684.699951171875,1689.949951171875,1585.050048828125,1671.0,1299890
2024-07-11,1620.42138671875,1650.75,1689.5999755859375,1643.0,1684.800048828125,596826
2024-07-12,1586.0645751953125,1615.75,1658.949951171875,1610.0,1654.0,638784
2024-07-15,1568.54248046875,1597.9000244140625,1639.800048828125,1591.5,1636.0,774003
2024-07-16,1540.90966796875,1569.75,1606.800048828125,1560.0,1600.0,924497
2024-07-18,1542.53466796875,1566.300048828125,1658.5,1560.0,1570.050048828125,1178767
2024-07-19,1517.4708251953125,1540.8499755859375,1595.25,1520.0,1585.75,839208
2024-07-22,1507.671875,1530.9000244140625,1560.25,1500.0,1550.0,624468
2024-07-23,1522.4932861328125,1545.949951171875,1575.0,1404.0,1540.0,1340455
2024-07-24,1549.8223876953125,1573.699951171875,1606.0,1531.9000244140625,1545.0,1336287
2024-07-25,1542.042236328125,1565.800048828125,1587.6500244140625,1552.0,1572.0,409281
2024-07-26,1654.9525146484375,1680.449951171875,1690.0,1570.050048828125,1576.0,1997383
2024-07-29,1613.4422607421875,1638.300048828125,1696.75,1631.050048828125,1696.699951171875,797719
2024-07-30,1624.964599609375,1650.0,1680.0,1625.0,1649.5,772318
2024-07-31,1601.624267578125,1626.300048828125,1664.0,1620.0,1656.0,628672
2024-08-01,1580.302734375,1604.6500244140625,1666.0,1595.1500244140625,1650.699951171875,791602
2024-08-02,1587.885986328125,1612.3499755859375,1621.949951171875,1575.449951171875,1598.0,679802
2024-08-05,1484.676025390625,1507.550048828125,1604.949951171875,1494.050048828125,1580.0,1674655
2024-08-06,1444.1995849609375,1466.449951171875,1574.800048828125,1458.550048828125,1536.800048828125,1523884
2024-08-07,1516.436767578125,1539.800048828125,1550.0,1465.0,1510.0,1035720
2024-08-08,1476.1572265625,1498.9000244140625,1552.6500244140625,1493.0999755859375,1548.0,655882
2024-08-09,1482.95263671875,1505.800048828125,1529.5,1495.25,1524.6500244140625,635744
2024-08-12,1573.4581298828125,1597.699951171875,1638.0,1516.199951171875,1538.0,2519488
2024-08-13,1542.1407470703125,1565.9000244140625,1638.949951171875,1555.0999755859375,1613.699951171875,804090
2024-08-14,1525.743408203125,1549.25,1575.6500244140625,1524.5,1568.0,515931
2024-08-16,1537.3150634765625,1561.0,1576.449951171875,1547.449951171875,1569.0,264213
2024-08-19,1532.6865234375,1556.300048828125,1579.8499755859375,1545.1500244140625,1574.25,360432
2024-08-20,1518.701904296875,1542.0999755859375,1564.5,1528.050048828125,1560.0,371399
2024-08-21,1530.42138671875,1554.0,1564.0,1528.0,1542.0999755859375,335818
2024-08-22,1524.758544921875,1548.25,1583.800048828125,1540.0,1557.0,440257
2024-08-23,1504.1756591796875,1527.3499755859375,1552.0,1524.0999755859375,1550.0,354887
2024-08-26,1491.91455078125,1514.9000244140625,1536.800048828125,1510.050048828125,1536.800048828125,293771
2024-08-28,1512.3004150390625,1535.5999755859375,1576.800048828125,1530.0,1569.949951171875,507968
2024-08-29,1497.38037109375,1520.449951171875,1548.949951171875,1510.5999755859375,1539.800048828125,392107
2024-08-30,1498.1680908203125,1521.25,1537.75,1518.0,1522.0,422291
2024-09-02,1481.0322265625,1503.8499755859375,1530.0,1500.0,1528.25,363096
2024-09-03,1486.4979248046875,1509.4000244140625,1527.949951171875,1495.5,1502.0,309679
2024-09-04,1464.5855712890625,1487.1500244140625,1518.8499755859375,1484.0,1499.0,437224
2024-09-05,1425.5372314453125,1447.5,1482.8499755859375,1419.050048828125,1419.050048828125,1643695
2024-09-06,1396.14013671875,1417.6500244140625,1467.9000244140625,1412.5999755859375,1457.0,714521
2024-09-09,1390.0340576171875,1411.449951171875,1424.6500244140625,1383.25,1417.6500244140625,523703
2024-09-10,1402.689208984375,1424.300048828125,1453.0,1417.0,1420.0,327033
2024-09-11,1378.7579345703125,1400.0,1434.800048828125,1396.449951171875,1434.5999755859375,324251
2024-09-12,1381.170654296875,1402.449951171875,1415.0,1389.0,1400.0,487440
2024-09-13,1389.1478271484375,1410.550048828125,1440.199951171875,1404.800048828125,1405.0,354570
2024-09-16,1383.829833984375,1405.1500244140625,1434.0,1397.300048828125,1430.0999755859375,313097
2024-09-17,1378.7579345703125,1400.0,1420.0,1397.0,1405.1500244140625,254720
2024-09-18,1370.633056640625,1391.75,1411.699951171875,1378.3499755859375,1400.0,284304
2024-09-19,1352.5615234375,1373.4000244140625,1406.5999755859375,1340.0,1392.949951171875,540869
2024-09-20,1360.1446533203125,1381.0999755859375,1408.0,1362.050048828125,1373.4000244140625,494808
2024-09-23,1354.3341064453125,1375.199951171875,1413.0999755859375,1372.6500244140625,1401.0,485331
2024-09-24,1343.30419921875,1364.0,1388.800048828125,1361.5,1388.800048828125,395231
2024-09-25,1344.7813720703125,1365.5,1395.0,1353.0,1371.1500244140625,381364
2024-09-26,1309.770751953125,1329.949951171875,1369.699951171875,1325.0,1365.5,777024
2024-09-27,1371.027099609375,1392.1500244140625,1398.3499755859375,1317.199951171875,1324.0,1225558
2024-09-30,1404.3140869140625,1425.949951171875,1432.0,1351.0,1398.0,1352982
2024-10-01,1390.4281005859375,1411.8499755859375,1444.0,1398.300048828125,1438.0,805767
2024-10-03,1335.3270263671875,1355.9000244140625,1401.0,1350.050048828125,1379.949951171875,951603
2024-10-04,1358.6673583984375,1379.5999755859375,1391.949951171875,1335.0,1355.9000244140625,686648
2024-10-07,1304.3050537109375,1324.4000244140625,1391.949951171875,1306.0,1382.0,1071552
2024-10-08,1316.5660400390625,1336.8499755859375,1342.949951171875,1297.0,1326.949951171875,1179239
2024-10-09,1354.2850341796875,1375.1500244140625,1395.449951171875,1346.300048828125,1359.0,596984
2024-10-10,1378.3638916015625,1399.5999755859375,1413.0,1381.0,1392.0,505009
2024-10-11,1385.55322265625,1406.9000244140625,1422.550048828125,1386.0,1412.199951171875,388210
2024-10-14,1369.992919921875,1391.0999755859375,1414.9000244140625,1388.0,1407.0,283469
2024-10-15,1372.504150390625,1393.6500244140625,1402.0,1385.800048828125,1399.6500244140625,399130
2024-10-16,1377.379150390625,1398.5999755859375,1407.4000244140625,1381.550048828125,1401.5,455909
2024-10-17,1348.031494140625,1368.800048828125,1407.0,1362.6500244140625,1407.0,306807
2024-10-18,1321.982666015625,1342.3499755859375,1378.0,1338.699951171875,1368.800048828125,356084
2024-10-21,1310.0662841796875,1330.25,1358.0,1328.0,1356.0,234822
2024-10-22,1241.37451171875,1260.5,1328.0,1254.050048828125,1325.0,1126148
2024-10-23,1254.86669921875,1274.199951171875,1298.0,1232.199951171875,1274.5,591936
2024-10-24,1244.427490234375,1263.5999755859375,1288.0,1260.050048828125,1274.199951171875,258295
2024-10-25,1222.958251953125,1241.800048828125,1270.0,1218.8499755859375,1270.0,594983
2024-10-28,1301.399658203125,1321.449951171875,1363.449951171875,1260.0,1266.6500244140625,2940610
2024-10-29,1309.5738525390625,1329.75,1364.4000244140625,1310.0,1342.0,927364
2024-10-31,1369.50048828125,1390.5999755859375,1397.8499755859375,1340.4000244140625,1357.300048828125,584430
2024-11-01,1383.9775390625,1405.300048828125,1422.0,1396.050048828125,1404.5,203604
2024-11-04,1353.398681640625,1374.25,1409.0,1348.0,1409.0,631911
2024-11-06,1311.4942626953125,1331.699951171875,1344.6500244140625,1324.050048828125,1337.0999755859375,628362
2024-11-07,1291.3544921875,1311.25,1338.0999755859375,1308.4000244140625,1331.9000244140625,504057
2024-11-08,1283.6728515625,1303.449951171875,1324.75,1294.0,1315.050048828125,398200
2024-11-11,1268.3094482421875,1287.8499755859375,1304.5999755859375,1276.5999755859375,1300.0,408698
2024-11-12,1250.3856201171875,1269.6500244140625,1305.0,1263.0,1289.9000244140625,387984
2024-11-13,1227.4884033203125,1246.4000244140625,1304.449951171875,1238.0,1280.0,564205
2024-11-14,1241.8294677734375,1255.5999755859375,1269.949951171875,1245.0,1254.800048828125,355341
2024-11-18,1211.3177490234375,1224.75,1275.5999755859375,1221.0,1259.25,458795
2024-11-19,1234.1151123046875,1247.800048828125,1278.3499755859375,1230.0,1230.0,528143
2024-11-21,1210.9222412109375,1224.3499755859375,1247.800048828125,1221.0,1247.800048828125,387474
2024-11-22,1214.7794189453125,1228.25,1239.5999755859375,1209.050048828125,1228.0,314778
2024-11-25,1228.230224609375,1241.8499755859375,1277.300048828125,1238.050048828125,1260.0,471930
2024-11-26,1217.8948974609375,1231.4000244140625,1258.0,1224.050048828125,1249.75,458079
2024-11-27,1256.0220947265625,1269.949951171875,1274.9000244140625,1225.5999755859375,1236.4000244140625,586100
2024-11-28,1250.7802734375,1264.6500244140625,1280.800048828125,1255.0999755859375,1279.9000244140625,633611
2024-11-29,1266.654052734375,1280.699951171875,1285.0,1259.0999755859375,1264.699951171875,359069
2024-12-02,1276.5938720703125,1290.75,1296.0,1263.0,1290.0,387545
2024-12-03,1304.286865234375,1318.75,1337.5,1294.0,1297.0,550410
2024-12-04,1306.413330078125,1320.9000244140625,1328.699951171875,1309.0,1325.0,465755
2024-12-05,1311.951904296875,1326.5,1344.949951171875,1318.0,1330.9000244140625,403370
2024-12-06,1316.056396484375,1330.6500244140625,1339.4000244140625,1315.25,1334.800048828125,403909
2024-12-09,1308.0946044921875,1322.5999755859375,1360.0,1315.949951171875,1333.0,506582
2024-12-10,1295.385498046875,1309.75,1332.0,1306.0,1330.0,322970
2024-12-11,1301.5174560546875,1315.949951171875,1322.0,1303.0,1311.9000244140625,545984
2024-12-12,1282.132568359375,1296.3499755859375,1318.800048828125,1290.5999755859375,1315.949951171875,283498
2024-12-13,1279.5115966796875,1293.699951171875,1298.0,1272.550048828125,1286.0,202716
2024-12-16,1267.8409423828125,1281.9000244140625,1303.6500244140625,1264.9000244140625,1293.5,457740
2024-12-17,1246.87353515625,1260.699951171875,1310.5,1252.0999755859375,1289.0,496575
2024-12-18,1227.04345703125,1240.6500244140625,1269.3499755859375,1228.050048828125,1260.699951171875,429369
2024-12-19,1206.71875,1220.0999755859375,1240.0,1206.0,1223.6500244140625,342377
2024-12-20,1184.21826171875,1197.3499755859375,1274.949951171875,1185.0,1266.949951171875,1454219
2024-12-23,1154.201171875,1167.0,1217.949951171875,1157.0,1217.949951171875,678750
2024-12-24,1181.6468505859375,1194.75,1200.0,1161.0,1167.0,451397
2024-12-26,1193.2679443359375,1206.5,1242.0,1189.5,1204.8499755859375,1163457
2024-12-27,1205.97705078125,1219.3499755859375,1225.0,1205.050048828125,1212.699951171875,313357
2024-12-30,1171.064208984375,1184.050048828125,1231.199951171875,1177.0,1219.0,479885
2024-12-31,1186.7896728515625,1199.949951171875,1218.0,1181.199951171875,1184.050048828125,382526
2025-01-01,1197.22412109375,1210.5,1220.050048828125,1195.5999755859375,1202.800048828125,362201
2025-01-02,1186.987548828125,1200.1500244140625,1218.550048828125,1190.050048828125,1210.0,441644
2025-01-03,1176.8499755859375,1189.9000244140625,1214.5,1186.050048828125,1208.4000244140625,445823
2025-01-06,1135.0137939453125,1147.5999755859375,1196.949951171875,1141.25,1189.9000244140625,487952
2025-01-07,1127.8433837890625,1140.3499755859375,1162.25,1137.0,1147.5999755859375,328285
2025-01-08,1094.9581298828125,1107.0999755859375,1147.4000244140625,1102.050048828125,1144.5999755859375,613037
2025-01-09,1089.71630859375,1101.800048828125,1129.5,1100.0,1107.949951171875,390224
2025-01-10,1067.512451171875,1079.3499755859375,1107.0,1061.5,1107.0,885331
2025-01-13,1024.9346923828125,1036.300048828125,1097.8499755859375,1027.050048828125,1075.0,740328
2025-01-14,1044.665771484375,1056.25,1071.0,1032.4000244140625,1036.300048828125,735814
2025-01-15,1038.9293212890625,1050.449951171875,1078.0,1042.0999755859375,1062.4000244140625,561555
2025-01-16,1059.7979736328125,1071.550048828125,1084.8499755859375,1060.0,1068.0,456173
2025-01-17,1065.8804931640625,1077.699951171875,1081.449951171875,1054.6500244140625,1071.0,313520
2025-01-20,1097.7274169921875,1109.9000244140625,1113.0,1069.0,1087.5,528160
2025-01-21,1082.694091796875,1094.699951171875,1118.949951171875,1087.0,1114.0,556879
2025-01-22,1054.3583984375,1066.050048828125,1097.550048828125,1055.25,1097.550048828125,454950
2025-01-23,1066.4739990234375,1078.300048828125,1097.449951171875,1055.75,1066.050048828125,383965
2025-01-24,1046.643798828125,1058.25,1089.800048828125,1053.0,1083.800048828125,409570
2025-01-27,1005.2528686523438,1016.4000244140625,1049.8499755859375,1005.2000122070312,1045.0999755859375,714797
2025-01-28,1018.060791015625,1029.3499755859375,1045.9000244140625,990.0,1012.0499877929688,658020
2025-01-29,1017.3189697265625,1028.5999755859375,1070.0,1021.0,1024.050048828125,488853
2025-01-30,1016.52783203125,1027.800048828125,1057.949951171875,1024.0,1035.0,454007
2025-01-31,1023.302734375,1034.6500244140625,1048.199951171875,1022.3499755859375,1048.0,716801
2025-02-01,1065.5838623046875,1077.4000244140625,1093.949951171875,1035.0,1035.0,1374020
2025-02-03,1055.0506591796875,1066.75,1082.6500244140625,1049.050048828125,1080.0,806142
2025-02-04,1056.4847412109375,1068.199951171875,1088.949951171875,1063.9000244140625,1071.050048828125,413465
2025-02-05,1083.28759765625,1095.300048828125,1108.0,1063.0,1063.1500244140625,642839
2025-02-06,1075.029052734375,1086.949951171875,1094.0,1077.449951171875,1094.0,322473
2025-02-07,1057.4244384765625,1069.1500244140625,1089.0,1062.050048828125,1085.0,334282
2025-02-10,1020.9290161132812,1032.25,1064.449951171875,1025.0,1064.050048828125,715144
2025-02-11,990.8623657226562,1001.8499755859375,1036.25,994.7999877929688,1032.0,606183
2025-02-12,988.3897705078125,999.3499755859375,1012.9000244140625,970.7999877929688,1009.9500122070312,667476
2025-02-13,972.3675537109375,983.1500244140625,1012.7999877929688,980.5,1000.0,471031
2025-02-14,943.3887939453125,953.8499755859375,991.8499755859375,950.0,983.1500244140625,498045
2025-02-17,954.5154418945312,965.0999755859375,970.0,931.0499877929688,952.9500122070312,523027
2025-02-18,937.5535278320312,947.9500122070312,971.5499877929688,940.1500244140625,965.0,512886
2025-02-19,960.2518920898438,970.9000244140625,976.0999755859375,941.7000122070312,948.0,672098
2025-02-20,1034.132568359375,1045.5999755859375,1068.699951171875,970.0,970.0,5830859
2025-02-21,1004.0659790039062,1015.2000122070312,1069.0,1010.0,1038.8499755859375,1224387
2025-02-24,996.1537475585938,1007.2000122070312,1018.0,986.8499755859375,1016.4000244140625,582960
2025-02-25,1034.9732666015625,1046.449951171875,1060.0,1008.7999877929688,1011.2000122070312,1820249
2025-02-27,987.0051879882812,997.9500122070312,1043.800048828125,992.6500244140625,1038.0,693373
2025-02-28,968.411376953125,979.1500244140625,1001.5499877929688,972.7999877929688,992.6500244140625,783044
2025-03-03,937.4546508789062,947.8499755859375,1000.8499755859375,927.0,983.0999755859375,947097
2025-03-04,955.9495239257812,966.5499877929688,974.0,931.2000122070312,943.0499877929688,672523
2025-03-05,990.2195434570312,1001.2000122070312,1005.0,956.6500244140625,970.0,684723
2025-03-06,992.8899536132812,1003.9000244140625,1031.0999755859375,992.0499877929688,1025.0,599688
2025-03-07,987.697509765625,998.6500244140625,1016.5,992.0,1001.4000244140625,541798
2025-03-10,984.9281616210938,995.8499755859375,1031.0,961.7000122070312,1000.1500244140625,645677
2025-03-11,977.2137451171875,988.0499877929688,996.0,976.0499877929688,987.1500244140625,398623
2025-03-12,966.7794189453125,977.5,997.1500244140625,973.0499877929688,988.0499877929688,335200
2025-03-13,951.0538330078125,961.5999755859375,990.4500122070312,957.5999755859375,977.5,412914
2025-03-17,959.856201171875,970.5,979.0,961.0999755859375,969.0,400905
2025-03-18,995.115234375,1006.1500244140625,1008.0,973.5999755859375,980.0,573765
2025-03-19,1049.06689453125,1060.699951171875,1067.8499755859375,1011.1500244140625,1011.1500244140625,894288
2025-03-20,1026.91259765625,1038.300048828125,1069.0,1028.1500244140625,1068.9000244140625,661303
2025-03-21,1052.23193359375,1063.9000244140625,1076.0999755859375,1028.0,1040.5,1087698
2025-03-24,1058.0177001953125,1069.75,1089.9000244140625,1065.0,1065.0,725220
2025-03-25,1043.8250732421875,1055.4000244140625,1086.75,1050.0,1080.0,631754
2025-03-26,1028.4951171875,1039.9000244140625,1109.0,1030.0,1062.0,2771558
2025-03-27,1012.1265258789062,1023.3499755859375,1054.050048828125,1019.5,1039.800048828125,1083155
2025-03-28,992.2964477539062,1003.2999877929688,1047.9000244140625,1000.0499877929688,1029.9000244140625,630905
2025-04-01,1003.6209106445312,1014.75,1029.75,993.75,1000.0,535316
2025-04-02,1020.0883178710938,1031.4000244140625,1033.300048828125,998.5499877929688,1015.2999877929688,443314
2025-04-03,1002.879150390625,1014.0,1031.9000244140625,1010.0,1015.0,553857
2025-04-04,980.4281005859375,991.2999877929688,1018.0,978.7000122070312,1012.0,659697
2025-04-07,944.2294921875,954.7000122070312,964.4000244140625,832.2999877929688,832.2999877929688,909619
2025-04-08,956.7407836914062,967.3499755859375,997.6500244140625,957.5,997.6500244140625,416987
2025-04-09,957.9276123046875,968.5499877929688,977.9000244140625,957.0,977.9000244140625,345174
2025-04-11,964.850830078125,975.5499877929688,1005.0,972.25,995.0499877929688,494938
