date_,adj close_rhim.ns,close_rhim.ns,high_rhim.ns,low_rhim.ns,open_rhim.ns,volume_rhim.ns
2025-04-16,483.66351318359375,486.20001220703125,498.20001220703125,483.0,489.0,176364
2025-04-17,472.0245361328125,474.5,490.29998779296875,472.20001220703125,483.0,196488
2025-04-21,476.9486999511719,479.45001220703125,483.95001220703125,468.70001220703125,477.0,152420
2025-04-22,473.91461181640625,476.3999938964844,494.3999938964844,475.25,479.3999938964844,171058
2025-04-23,464.9118347167969,467.3500061035156,484.45001220703125,465.70001220703125,479.29998779296875,260011
2025-04-24,460.2861022949219,462.70001220703125,472.79998779296875,460.95001220703125,469.8999938964844,204346
2025-04-25,441.68365478515625,444.0,466.8999938964844,440.25,465.1000061035156,243689
2025-04-28,446.90625,449.25,458.79998779296875,441.95001220703125,445.5,298460
2025-04-29,441.4349365234375,443.75,454.79998779296875,441.79998779296875,452.04998779296875,121494
2025-04-30,438.89825439453125,441.20001220703125,469.70001220703125,434.1000061035156,444.8999938964844,1044558
2025-05-02,441.13653564453125,443.45001220703125,446.95001220703125,430.70001220703125,441.20001220703125,149082
2025-05-05,442.9271240234375,445.25,456.75,443.1000061035156,454.8500061035156,357318
2025-05-06,442.23077392578125,444.54998779296875,451.79998779296875,441.25,444.20001220703125,164201
2025-05-07,441.534423828125,443.8500061035156,445.6000061035156,435.0,435.0,122365
2025-05-08,435.3170471191406,437.6000061035156,454.8999938964844,432.79998779296875,443.8500061035156,167914
2025-05-09,435.8144226074219,438.1000061035156,442.95001220703125,429.29998779296875,433.6000061035156,127309
2025-05-12,448.6471252441406,451.0,459.0,446.1000061035156,446.1000061035156,190055
2025-05-13,446.6575622558594,449.0,457.3500061035156,447.5,453.0,107988
2025-05-14,456.0582580566406,458.45001220703125,468.70001220703125,450.0,450.0,213773
2025-05-15,457.60015869140625,460.0,465.8999938964844,458.0,465.0,173656
2025-05-16,462.0269775390625,464.45001220703125,467.70001220703125,460.0,460.0,116189
2025-05-19,469.686767578125,472.1499938964844,480.04998779296875,465.1000061035156,469.0,239531
2025-05-20,461.77825927734375,464.20001220703125,477.70001220703125,463.1000061035156,472.54998779296875,190073
2025-05-21,459.4902648925781,461.8999938964844,467.25,458.04998779296875,464.0,74140
2025-05-22,469.08990478515625,471.54998779296875,473.0,459.3999938964844,461.8500061035156,97607
2025-05-23,460.3358154296875,462.75,473.70001220703125,458.54998779296875,472.75,135274
2025-05-26,464.8620910644531,467.29998779296875,470.8999938964844,464.1000061035156,468.0,69522
2025-05-27,462.0269775390625,464.45001220703125,469.6000061035156,461.70001220703125,469.3999938964844,70118
2025-05-28,465.6579284667969,468.1000061035156,475.8999938964844,465.1000061035156,465.5,110057
2025-05-29,456.4561767578125,458.8500061035156,463.04998779296875,450.54998779296875,458.79998779296875,305009
2025-05-30,458.594970703125,461.0,464.0,453.5,463.45001220703125,120396
2025-06-02,441.2857360839844,443.6000061035156,463.3500061035156,437.3500061035156,462.0,262495
2025-06-03,439.0474853515625,441.3500061035156,450.29998779296875,438.70001220703125,445.6000061035156,97743
2025-06-04,437.8537292480469,440.1499938964844,443.0,435.0,441.3500061035156,136127
2025-06-05,449.54241943359375,451.8999938964844,464.75,438.75,440.1499938964844,419317
2025-06-06,448.7466125488281,451.1000061035156,456.1499938964844,448.0,451.0,366240
2025-06-09,446.0109558105469,448.3500061035156,458.1499938964844,447.0,457.0,110609
2025-06-10,451.8304443359375,454.20001220703125,460.0,448.75,450.6499938964844,121986
2025-06-11,458.8436584472656,461.25,462.8999938964844,452.1499938964844,456.6000061035156,141232
2025-06-12,484.01165771484375,486.54998779296875,514.7999877929688,457.25,461.45001220703125,10854214
2025-06-13,500.5250549316406,503.1499938964844,516.4000244140625,472.0,478.0,3461488
2025-06-16,515.8944091796875,518.5999755859375,529.0,498.29998779296875,503.0,4400856
2025-06-17,510.2739562988281,512.9500122070312,526.25,505.04998779296875,519.2000122070312,1035032
2025-06-18,502.11669921875,504.75,516.9000244140625,501.5,508.45001220703125,466446
2025-06-19,486.001220703125,488.54998779296875,514.7999877929688,484.54998779296875,503.6000061035156,605327
2025-06-20,485.85198974609375,488.3999938964844,498.45001220703125,485.1000061035156,487.0,353996
2025-06-23,489.0353088378906,491.6000061035156,495.6499938964844,482.25,485.0,250446
2025-06-24,481.12677001953125,483.6499938964844,499.0,481.3500061035156,497.0,260277
2025-06-25,480.03253173828125,482.54998779296875,490.6000061035156,481.1000061035156,486.20001220703125,211630
2025-06-26,475.4067687988281,477.8999938964844,487.04998779296875,475.5,485.0,190554
2025-06-27,480.4304504394531,482.95001220703125,490.25,480.0,480.20001220703125,365361
2025-06-30,473.5166931152344,476.0,486.8500061035156,473.25,486.70001220703125,282950
2025-07-01,461.13165283203125,463.54998779296875,476.29998779296875,462.20001220703125,475.95001220703125,349518
2025-07-02,463.61859130859375,466.04998779296875,478.79998779296875,461.3999938964844,464.20001220703125,444999
2025-07-03,480.57965087890625,483.1000061035156,486.6000061035156,465.0,465.0,594483
2025-07-04,475.4067687988281,477.8999938964844,486.8999938964844,474.20001220703125,484.0,223741
2025-07-07,467.1998291015625,469.6499938964844,483.70001220703125,462.1000061035156,478.8999938964844,247564
2025-07-08,463.27044677734375,465.70001220703125,473.6499938964844,464.0,470.0,155298
2025-07-09,477.3963623046875,479.8999938964844,498.0,467.0,467.0,719622
2025-07-10,481.0273132324219,483.54998779296875,486.95001220703125,478.0,478.0,219372
2025-07-11,475.257568359375,477.75,486.0,474.54998779296875,480.79998779296875,154341
2025-07-14,473.0193176269531,475.5,479.3500061035156,472.04998779296875,474.54998779296875,83913
2025-07-15,476.55078125,479.04998779296875,484.6000061035156,476.5,476.5,133070
2025-07-16,479.38592529296875,481.8999938964844,487.95001220703125,479.04998779296875,479.04998779296875,136440
2025-07-17,475.95391845703125,478.45001220703125,486.8999938964844,476.70001220703125,482.04998779296875,114383
2025-07-18,480.3309631347656,482.8500061035156,486.54998779296875,472.0,479.0,139836
2025-07-21,479.9827880859375,482.5,488.0,477.6499938964844,481.0,161077
2025-07-22,512.1142578125,514.7999877929688,525.9000244140625,483.70001220703125,485.8999938964844,10875414
2025-07-23,521.2662963867188,524.0,531.9000244140625,514.2999877929688,519.0,2347594
2025-07-24,504.6036682128906,507.25,524.0,503.54998779296875,524.0,550922
2025-07-25,491.8704528808594,494.45001220703125,507.0,491.0,507.0,213718
2025-07-28,497.54071044921875,500.1499938964844,516.8499755859375,485.29998779296875,489.0,638780
2025-07-29,492.5668029785156,495.1499938964844,505.95001220703125,492.79998779296875,500.1499938964844,256744
2025-07-30,491.0746154785156,493.6499938964844,509.95001220703125,490.29998779296875,495.1499938964844,261117
2025-07-31,498.3862609863281,501.0,506.0,483.20001220703125,486.1000061035156,552710
2025-08-01,511.26873779296875,513.9500122070312,537.7000122070312,502.6000061035156,502.6000061035156,3531106
2025-08-04,520.470458984375,523.2000122070312,535.0,505.54998779296875,512.7000122070312,1375528
2025-08-05,524.0516357421875,526.7999877929688,531.9500122070312,520.2999877929688,523.5,587258
2025-08-06,500.12713623046875,502.75,527.5,500.20001220703125,526.5,485407
2025-08-07,497.8391418457031,500.45001220703125,511.79998779296875,487.29998779296875,499.8999938964844,406259
2025-08-08,496.69512939453125,499.29998779296875,518.4000244140625,491.8999938964844,501.3999938964844,599671
2025-08-11,487.7420959472656,490.29998779296875,498.0,473.29998779296875,491.5,560870
2025-08-12,486.9462585449219,489.5,513.0,484.3500061035156,490.04998779296875,848790
2025-08-13,490.1793212890625,492.75,502.04998779296875,487.29998779296875,487.6000061035156,370274
2025-08-14,485.3546142578125,487.8999938964844,508.1000061035156,487.0,495.29998779296875,359430
2025-08-18,487.8913269042969,490.45001220703125,497.0,484.79998779296875,490.04998779296875,156498
2025-08-19,503.807861328125,506.45001220703125,509.0,491.20001220703125,491.20001220703125,278025
2025-08-20,494.75531005859375,497.3500061035156,515.5499877929688,494.0,506.3999938964844,293538
2025-08-21,496.89410400390625,499.5,510.0,497.3500061035156,499.5,260761
2025-08-22,483.8127136230469,486.3500061035156,502.45001220703125,485.25,501.20001220703125,298542
2025-08-25,482.07183837890625,484.6000061035156,491.6000061035156,483.0,488.6000061035156,130022
2025-08-26,469.7862548828125,472.25,487.04998779296875,468.70001220703125,486.75,144370
2025-08-28,471.4276428222656,473.8999938964844,478.0,463.79998779296875,472.0,145330
2025-08-29,471.5271301269531,474.0,478.1000061035156,469.6499938964844,473.8999938964844,87555
2025-09-01,476.20263671875,478.70001220703125,482.5,475.1000061035156,478.0,105224
2025-09-02,477.04815673828125,479.54998779296875,486.3999938964844,468.70001220703125,480.6000061035156,99309
2025-09-03,475.9041748046875,478.3999938964844,486.0,476.1000061035156,482.0,135686
2025-09-04,469.08990478515625,471.54998779296875,485.04998779296875,470.1000061035156,481.5,98954
2025-09-05,472.0742492675781,474.54998779296875,478.45001220703125,468.3999938964844,472.20001220703125,99657
2025-09-08,466.3045349121094,468.75,477.79998779296875,465.6499938964844,476.8999938964844,82374
2025-09-09,466.3045349121094,468.75,473.29998779296875,465.0,471.70001220703125,106501
2025-09-10,472.671142578125,475.1499938964844,478.0,468.29998779296875,470.0,156730
2025-09-11,476.70001220703125,479.20001220703125,480.79998779296875,472.79998779296875,475.1499938964844,194713
2025-09-12,478.04998779296875,478.04998779296875,484.70001220703125,475.29998779296875,478.0,147238
2025-09-15,474.0,474.0,482.0,470.6000061035156,480.3999938964844,97312
2025-09-16,479.45001220703125,479.45001220703125,481.0,474.04998779296875,476.8999938964844,101499
2025-09-17,483.8999938964844,483.8999938964844,494.0,481.0,481.0,210322
2025-09-18,482.1000061035156,482.1000061035156,488.8999938964844,474.70001220703125,484.6000061035156,152718
2025-09-19,483.8500061035156,483.8500061035156,487.0,476.1000061035156,482.1000061035156,132374
2025-09-22,476.1000061035156,476.1000061035156,483.8500061035156,475.0,483.8500061035156,106664
2025-09-23,472.04998779296875,472.04998779296875,478.20001220703125,470.5,476.8999938964844,119091
2025-09-24,461.5,461.5,473.8999938964844,460.0,472.04998779296875,131545
2025-09-25,451.45001220703125,451.45001220703125,463.3999938964844,450.0,462.0,177906
2025-09-26,443.3500061035156,443.3500061035156,453.1000061035156,440.0,451.04998779296875,110955
2025-09-29,442.29998779296875,442.29998779296875,451.0,440.0,445.29998779296875,83101
2025-09-30,440.8999938964844,440.8999938964844,446.95001220703125,436.3500061035156,439.0,180539
2025-10-01,446.25,446.25,451.45001220703125,438.3500061035156,442.6000061035156,176668
2025-10-03,442.5,442.5,449.6000061035156,439.8500061035156,446.95001220703125,153250
2025-10-06,440.04998779296875,440.04998779296875,444.70001220703125,435.0,444.0,147130
2025-10-07,487.79998779296875,487.79998779296875,508.29998779296875,440.0,440.0,37516376
2025-10-08,458.29998779296875,458.29998779296875,486.0,455.5,480.70001220703125,4250306
2025-10-09,451.0,451.0,458.20001220703125,445.0,458.0,1157384
2025-10-10,447.75,447.75,459.8999938964844,445.0,452.0,577176
2025-10-13,443.04998779296875,443.04998779296875,447.6499938964844,440.6000061035156,445.8500061035156,478824
2025-10-14,452.45001220703125,452.45001220703125,458.54998779296875,443.04998779296875,443.04998779296875,813961
2025-10-15,449.29998779296875,449.29998779296875,455.6499938964844,445.79998779296875,450.5,338768
2025-10-16,452.1000061035156,452.1000061035156,454.0,447.5,449.0,222440
2025-10-17,448.1000061035156,448.1000061035156,458.75,445.5,453.0,264855
2025-10-20,452.75,452.75,454.75,445.79998779296875,450.0,213007
2025-10-21,452.20001220703125,452.20001220703125,456.95001220703125,446.25,456.95001220703125,60076
2025-10-23,450.25,450.25,457.8999938964844,447.6000061035156,454.0,160010
2025-10-24,449.25,449.25,452.5,447.0,450.25,102228
2025-10-27,449.1000061035156,449.1000061035156,452.3500061035156,447.8500061035156,450.0,84709
2025-10-28,447.3999938964844,447.3999938964844,453.1000061035156,445.79998779296875,449.1000061035156,84177
2025-10-29,463.75,463.75,468.5,447.3999938964844,447.3999938964844,829742
2025-10-30,472.25,472.25,473.8500061035156,457.54998779296875,463.0,335958
2025-10-31,476.79998779296875,476.79998779296875,481.0,466.70001220703125,474.0,313656
2025-11-03,480.6000061035156,480.6000061035156,485.5,472.04998779296875,480.1000061035156,328223
2025-11-04,476.6499938964844,476.6499938964844,482.0,474.04998779296875,480.6499938964844,155946
2025-11-05,476.6499938964844,476.6499938964844,476.6499938964844,476.6499938964844,476.6499938964844,0
2025-11-06,470.0,470.0,477.1499938964844,462.79998779296875,475.0,184209
2025-11-07,471.1499938964844,471.1499938964844,474.20001220703125,458.79998779296875,467.6499938964844,110685
2025-11-10,458.8999938964844,458.8999938964844,470.0,450.8999938964844,470.0,299901
2025-11-11,465.20001220703125,465.20001220703125,475.45001220703125,453.29998779296875,460.0,279703
2025-11-12,480.20001220703125,480.20001220703125,484.3500061035156,463.04998779296875,465.04998779296875,409846
2025-11-13,492.04998779296875,492.04998779296875,498.95001220703125,480.04998779296875,480.20001220703125,732807
2025-11-14,485.8500061035156,485.8500061035156,492.6000061035156,480.25,492.0,180680
2025-11-17,491.8500061035156,491.8500061035156,494.6499938964844,483.0,484.0,194157
2025-11-18,482.54998779296875,482.54998779296875,493.3999938964844,478.6000061035156,493.3999938964844,116331
2025-11-19,481.04998779296875,481.04998779296875,484.8999938964844,475.20001220703125,482.0,94925
2025-11-20,472.20001220703125,472.20001220703125,485.0,470.0,485.0,108928
2025-11-21,462.6499938964844,462.6499938964844,473.0,461.6000061035156,471.0,128244
2025-11-24,452.45001220703125,452.45001220703125,467.25,450.3999938964844,467.25,143457
2025-11-25,461.1499938964844,461.1499938964844,463.0,453.54998779296875,453.70001220703125,112439
2025-11-26,474.45001220703125,474.45001220703125,480.0,460.70001220703125,464.6000061035156,158335
2025-11-27,466.0,466.0,478.0,464.5,474.5,73608
2025-11-28,464.29998779296875,464.29998779296875,468.5,462.1499938964844,466.0,37646
2025-12-01,464.1499938964844,464.1499938964844,467.70001220703125,460.3500061035156,464.0,46975
2025-12-02,465.75,465.75,467.8500061035156,458.29998779296875,463.0,72555
2025-12-03,458.1499938964844,458.1499938964844,467.6000061035156,454.29998779296875,464.0,84287
2025-12-04,452.6000061035156,452.6000061035156,459.3500061035156,450.75,458.79998779296875,56221
2025-12-05,446.6499938964844,446.6499938964844,454.45001220703125,438.95001220703125,452.6000061035156,224983
2025-12-08,444.0,444.0,449.95001220703125,438.04998779296875,447.1000061035156,135799
2025-12-09,448.0,448.0,451.6499938964844,433.8999938964844,443.95001220703125,96495
2025-12-10,439.45001220703125,439.45001220703125,453.0,438.04998779296875,448.04998779296875,79342
2025-12-11,439.8999938964844,439.8999938964844,444.20001220703125,437.6000061035156,437.6000061035156,69295
2025-12-12,442.29998779296875,442.29998779296875,445.1000061035156,439.0,440.54998779296875,81342
2025-12-15,445.54998779296875,445.54998779296875,448.6499938964844,430.0,442.29998779296875,86605
2025-12-16,438.70001220703125,438.70001220703125,445.54998779296875,437.20001220703125,445.0,118377
2025-12-17,441.0,441.0,444.6000061035156,434.04998779296875,437.0,108676
2025-12-18,437.0,437.0,442.3500061035156,435.1000061035156,441.0,43680
2025-12-19,456.75,456.75,459.0,437.04998779296875,437.45001220703125,382092
2025-12-22,450.54998779296875,450.54998779296875,460.75,447.8500061035156,459.0,105401
2025-12-23,451.54998779296875,451.54998779296875,460.0,450.0,450.0,103842
2025-12-24,447.25,447.25,454.29998779296875,446.0,452.0,89826
2025-12-26,449.6499938964844,449.6499938964844,455.0,444.3500061035156,446.8999938964844,89283
2025-12-29,449.29998779296875,449.29998779296875,453.95001220703125,444.5,448.1499938964844,75999
2025-12-30,444.0,444.0,450.0,442.5,450.0,53188
2025-12-31,459.04998779296875,459.04998779296875,463.75,444.54998779296875,444.54998779296875,215560
2026-01-01,454.54998779296875,454.54998779296875,464.0,452.29998779296875,459.0,48411
2026-01-02,455.29998779296875,455.29998779296875,457.54998779296875,452.1499938964844,455.0,51519
2026-01-05,474.25,474.25,475.95001220703125,457.20001220703125,458.5,301944
2026-01-06,481.95001220703125,481.95001220703125,484.25,471.8999938964844,475.1000061035156,279259
2026-01-07,480.54998779296875,480.54998779296875,499.6000061035156,478.1000061035156,481.95001220703125,402122
2026-01-08,463.20001220703125,463.20001220703125,482.79998779296875,461.95001220703125,482.79998779296875,118693
2026-01-09,451.3999938964844,451.3999938964844,464.8999938964844,449.3999938964844,463.25,107811
2026-01-12,445.29998779296875,445.29998779296875,451.3500061035156,435.0,450.0,98441
2026-01-13,447.6000061035156,447.6000061035156,451.95001220703125,442.54998779296875,445.0,73740
2026-01-14,460.1499938964844,460.1499938964844,469.3999938964844,442.20001220703125,445.8999938964844,227010
2026-01-16,455.0,455.0,460.1499938964844,449.04998779296875,457.54998779296875,68915
