date_,adj close_canfinhome.ns,close_canfinhome.ns,high_canfinhome.ns,low_canfinhome.ns,open_canfinhome.ns,volume_canfinhome.ns
2024-05-03,748.47119140625,768.8499755859375,786.75,761.25,779.9500122070312,659380
2024-05-06,739.4177856445312,759.5499877929688,776.5,756.5499877929688,776.5,353854
2024-05-07,719.8018188476562,739.4000244140625,759.9000244140625,732.0,759.9000244140625,493507
2024-05-08,722.5762939453125,742.25,752.0,732.4000244140625,739.7999877929688,503561
2024-05-09,700.526611328125,719.5999755859375,745.7999877929688,716.1500244140625,745.7999877929688,380606
2024-05-10,715.4697875976562,734.9500122070312,740.0,718.2000122070312,725.0,481490
2024-05-13,719.1690673828125,738.75,742.5,721.1500244140625,735.5,275017
2024-05-14,730.1209106445312,750.0,753.0,737.8499755859375,742.7999877929688,270229
2024-05-15,733.0413818359375,753.0,757.2000122070312,746.4500122070312,751.0,270791
2024-05-16,740.0992431640625,760.25,762.7000122070312,752.0999755859375,760.0,226162
2024-05-17,737.6654663085938,757.75,765.9500122070312,753.0999755859375,760.25,189482
2024-05-21,725.1560668945312,744.9000244140625,759.9500122070312,743.0,756.5,333716
2024-05-22,719.8992309570312,739.5,752.5999755859375,735.6500244140625,744.9000244140625,301251
2024-05-23,724.864013671875,744.5999755859375,746.7000122070312,734.5,739.5,405125
2024-05-24,718.974365234375,738.5499877929688,747.2000122070312,735.9000244140625,744.5999755859375,377050
2024-05-27,722.3329467773438,742.0,749.0,733.5499877929688,742.8499755859375,423585
2024-05-28,725.2047729492188,744.9500122070312,755.9500122070312,740.2000122070312,742.0,506474
2024-05-29,703.0578002929688,722.2000122070312,743.9000244140625,720.2999877929688,743.9000244140625,1026105
2024-05-30,701.548828125,720.6500244140625,730.8499755859375,715.2000122070312,722.0,563019
2024-05-31,707.9252319335938,727.2000122070312,734.9000244140625,722.5499877929688,723.0,384226
2024-06-03,732.2139282226562,752.1500244140625,759.0,736.0,750.0,753365
2024-06-04,680.4240112304688,698.9500122070312,752.1500244140625,680.0,752.1500244140625,1127713
2024-06-05,725.4967041015625,745.25,750.9000244140625,701.75,705.0,992953
2024-06-06,743.701171875,763.9500122070312,770.0,747.5999755859375,754.0,812090
2024-06-07,753.7767944335938,774.2999877929688,777.9000244140625,761.0499877929688,774.7999877929688,888474
2024-06-10,752.8519897460938,773.3499755859375,786.1500244140625,767.1500244140625,774.9500122070312,434782
2024-06-11,769.7421264648438,790.7000122070312,797.0,775.0,782.0,1269109
2024-06-12,783.1763305664062,804.5,811.0,787.0499877929688,795.7999877929688,1357409
2024-06-13,795.6857299804688,817.3499755859375,819.8499755859375,800.0499877929688,815.0,780406
2024-06-14,812.7706298828125,834.9000244140625,837.4500122070312,816.5,824.1500244140625,1045330
2024-06-18,865.6799926757812,889.25,902.2999877929688,834.2999877929688,841.9500122070312,4784271
2024-06-19,843.2896118164062,866.25,894.8499755859375,863.5999755859375,889.9000244140625,844031
2024-06-20,839.6389770507812,862.5,879.0,858.75,860.25,542596
2024-06-21,838.0327758789062,860.8499755859375,874.0999755859375,850.0499877929688,860.0,739407
2024-06-24,859.2549438476562,882.6500244140625,900.0,854.9500122070312,859.7000122070312,2210250
2024-06-25,875.755615234375,899.5999755859375,909.9000244140625,865.2000122070312,883.6500244140625,1583825
2024-06-26,877.3619384765625,901.25,912.6500244140625,885.5,897.0,949576
2024-06-27,886.70751953125,910.8499755859375,922.0,896.4500122070312,907.8499755859375,1431374
2024-06-28,890.9421997070312,915.2000122070312,927.4500122070312,909.4500122070312,911.0,796344
2024-07-01,898.9735717773438,923.4500122070312,938.0,916.25,928.7999877929688,1260759
2024-07-02,866.2153930664062,889.7999877929688,930.9500122070312,870.3499755859375,924.7999877929688,2178450
2024-07-03,878.9195556640625,902.8499755859375,909.5999755859375,881.0,893.0,1326007
2024-07-04,866.9942016601562,890.5999755859375,908.0,886.4500122070312,908.0,369698
2024-07-05,863.392333984375,886.9000244140625,895.4000244140625,879.5,890.5999755859375,340493
2024-07-08,863.3435668945312,886.8499755859375,898.0,875.0,886.5999755859375,404409
2024-07-09,855.9937744140625,879.2999877929688,902.0,874.9500122070312,892.0999755859375,1075285
2024-07-10,859.8389892578125,883.25,888.7000122070312,860.4000244140625,882.3499755859375,443690
2024-07-11,854.9714965820312,878.25,890.4000244140625,875.0,890.0,196440
2024-07-12,845.2366943359375,868.25,881.9500122070312,865.0,881.9500122070312,866676
2024-07-15,855.1663208007812,878.4500122070312,882.4500122070312,855.25,865.0,737699
2024-07-16,864.1710815429688,887.7000122070312,900.0,878.5,879.0,897775
2024-07-18,857.7169799804688,877.0999755859375,894.7000122070312,866.1500244140625,894.0,392701
2024-07-19,830.5313110351562,849.2999877929688,884.7999877929688,844.0,884.7999877929688,555823
2024-07-22,826.5708618164062,845.25,856.4000244140625,806.2999877929688,830.0,3996731
2024-07-23,824.1749267578125,842.7999877929688,862.2000122070312,792.9500122070312,857.4500122070312,2849622
2024-07-24,831.4603271484375,850.25,855.0,829.0,840.0,1333753
2024-07-25,809.5064697265625,827.7999877929688,844.9500122070312,822.0,844.9500122070312,1079220
2024-07-26,837.96337890625,856.9000244140625,868.3499755859375,828.0499877929688,828.0499877929688,831348
2024-07-29,836.8388061523438,855.75,872.0,853.0499877929688,857.0,609474
2024-07-30,832.7316284179688,851.5499877929688,861.2999877929688,845.75,855.0,268939
2024-07-31,829.895751953125,848.6500244140625,857.4000244140625,845.1500244140625,855.3499755859375,164005
2024-08-01,816.54736328125,835.0,853.4500122070312,829.25,850.0,324361
2024-08-02,818.1119384765625,836.5999755859375,841.7999877929688,815.0,829.7999877929688,442892
2024-08-05,764.7185668945312,782.0,819.7999877929688,773.5999755859375,819.7999877929688,1151511
2024-08-06,755.3307495117188,772.4000244140625,807.0,766.3499755859375,792.4500122070312,685408
2024-08-07,770.1459350585938,787.5499877929688,789.75,774.0,788.0,265308
2024-08-08,768.7279052734375,786.0999755859375,800.8499755859375,780.5499877929688,787.5499877929688,1032271
2024-08-09,785.4012451171875,803.1500244140625,808.0,790.0499877929688,790.0499877929688,663662
2024-08-12,800.1185913085938,818.2000122070312,822.7999877929688,798.0,805.0,613242
2024-08-13,785.1077880859375,802.8499755859375,818.2000122070312,800.0,813.0,472800
2024-08-14,787.6014404296875,805.4000244140625,808.8499755859375,793.0499877929688,807.0,272425
2024-08-16,816.1072998046875,834.5499877929688,839.0,805.4000244140625,805.4000244140625,397103
2024-08-19,825.1039428710938,843.75,846.0,835.7000122070312,836.6500244140625,242818
2024-08-20,828.9178466796875,847.6500244140625,850.7999877929688,840.6500244140625,844.9000244140625,265744
2024-08-21,828.2821655273438,847.0,859.4000244140625,844.0999755859375,847.8499755859375,352021
2024-08-22,830.8246459960938,849.5999755859375,853.0,840.9000244140625,850.0,425674
2024-08-23,831.3135986328125,850.0999755859375,857.6500244140625,842.5499877929688,849.9000244140625,795371
2024-08-26,833.513916015625,852.3499755859375,856.9500122070312,842.4500122070312,855.4500122070312,306215
2024-08-27,842.26611328125,861.2999877929688,867.25,846.5,852.3499755859375,432911
2024-08-28,854.39208984375,873.7000122070312,877.7000122070312,858.25,867.0,669843
2024-08-29,863.3888549804688,882.9000244140625,903.8499755859375,868.5,873.7000122070312,2174332
2024-08-30,844.4664306640625,863.5499877929688,899.5,860.0,890.0,591783
2024-09-02,860.455078125,879.9000244140625,885.0499877929688,858.0,865.8499755859375,810362
2024-09-03,863.3888549804688,882.9000244140625,890.0,878.75,885.7999877929688,290414
2024-09-04,862.4109497070312,881.9000244140625,896.25,872.9500122070312,874.0999755859375,467093
2024-09-05,866.0291748046875,885.5999755859375,897.2000122070312,882.6500244140625,889.0,688432
2024-09-06,851.50732421875,870.75,898.8499755859375,865.0,888.0,473713
2024-09-09,850.0404663085938,869.25,873.9500122070312,853.3499755859375,869.7999877929688,491448
2024-09-10,829.944580078125,848.7000122070312,873.75,845.4500122070312,873.0,692077
2024-09-11,846.3733520507812,865.5,870.2999877929688,838.0,849.5999755859375,559042
2024-09-12,888.2763671875,908.3499755859375,914.0,873.0499877929688,875.0,1794537
2024-09-13,910.6214599609375,931.2000122070312,951.75,909.3499755859375,915.5499877929688,3072023
2024-09-16,883.5335693359375,903.5,947.6500244140625,883.7999877929688,939.4500122070312,1972984
2024-09-17,861.873046875,881.3499755859375,908.3499755859375,877.0499877929688,905.2000122070312,712240
2024-09-18,858.0103149414062,877.4000244140625,898.0,869.0499877929688,883.0,699623
2024-09-19,833.0249633789062,851.8499755859375,889.2000122070312,836.1500244140625,884.0,841701
2024-09-20,843.5863037109375,862.6500244140625,869.9500122070312,848.5999755859375,858.7000122070312,442052
2024-09-23,860.5528564453125,880.0,885.9000244140625,866.25,870.4000244140625,549217
2024-09-24,842.3639526367188,861.4000244140625,888.6500244140625,859.5499877929688,884.0,490770
2024-09-25,848.866943359375,868.0499877929688,871.7999877929688,857.6500244140625,865.0,360410
2024-09-26,865.6868896484375,885.25,892.7000122070312,859.4500122070312,873.0,729666
2024-09-27,864.7578735351562,884.2999877929688,885.9000244140625,872.0499877929688,885.2000122070312,535642
2024-09-30,872.5321655273438,892.25,901.0,873.0499877929688,885.0,537306
2024-10-01,882.017822265625,901.9500122070312,925.4500122070312,896.5499877929688,899.6500244140625,1572768
2024-10-03,864.3667602539062,883.9000244140625,894.4000244140625,869.75,887.5999755859375,934129
2024-10-04,828.4288330078125,847.1500244140625,880.0,833.0,880.0,864805
2024-10-07,805.88818359375,824.0999755859375,858.2999877929688,821.0,852.0499877929688,309966
2024-10-08,835.5675659179688,854.4500122070312,857.0,822.4000244140625,824.0,415781
2024-10-09,850.969482421875,870.2000122070312,880.3499755859375,842.75,860.0,555932
2024-10-10,839.1368408203125,858.0999755859375,876.8499755859375,854.0,874.4500122070312,189500
2024-10-11,848.5736083984375,867.75,872.0,852.9000244140625,860.0,220490
2024-10-14,852.6318969726562,871.9000244140625,876.2000122070312,858.3499755859375,873.7999877929688,410371
2024-10-15,871.1141967773438,890.7999877929688,897.0,874.0,878.2999877929688,717891
2024-10-16,862.8508911132812,882.3499755859375,889.9500122070312,873.5999755859375,885.0,194324
2024-10-17,838.6478881835938,857.5999755859375,883.0,854.7000122070312,883.0,295183
2024-10-18,842.0704956054688,861.0999755859375,865.0,842.0499877929688,853.0,175385
2024-10-21,840.45703125,859.4500122070312,872.9500122070312,848.25,864.0,279871
2024-10-22,814.4937744140625,832.9000244140625,863.9000244140625,828.7999877929688,861.75,334033
2024-10-23,852.045166015625,871.2999877929688,897.9500122070312,840.25,844.0,2265745
2024-10-24,826.7664184570312,845.4500122070312,887.9000244140625,841.2999877929688,869.7999877929688,900505
2024-10-25,831.8515014648438,850.6500244140625,867.8499755859375,845.0,850.8499755859375,752327
2024-10-28,829.015625,847.75,871.0,844.5,850.0,485963
2024-10-29,843.537353515625,862.5999755859375,866.9000244140625,832.0499877929688,850.3499755859375,655404
2024-10-30,865.246826171875,884.7999877929688,896.7999877929688,863.0,863.0,1311532
2024-10-31,848.7692260742188,867.9500122070312,884.0499877929688,861.7000122070312,883.8499755859375,465469
2024-11-01,856.6901245117188,876.0499877929688,879.0,871.75,878.0,71313
2024-11-04,837.4254760742188,856.3499755859375,879.0,847.7999877929688,879.0,268481
2024-11-05,846.6666870117188,865.7999877929688,870.5,841.8499755859375,855.0,372561
2024-11-06,850.5783081054688,869.7999877929688,891.9000244140625,863.6500244140625,867.4000244140625,516391
2024-11-07,839.576904296875,858.5499877929688,874.4500122070312,854.9000244140625,872.3499755859375,187974
2024-11-08,830.8246459960938,849.5999755859375,863.0,845.4000244140625,859.9500122070312,200702
2024-11-11,820.11669921875,838.6500244140625,848.0999755859375,830.0,845.0,193207
2024-11-12,810.5332641601562,828.8499755859375,847.25,826.0,841.0999755859375,183237
2024-11-13,797.5760498046875,815.5999755859375,827.7999877929688,810.5,827.7999877929688,299321
2024-11-14,804.763671875,822.9500122070312,832.2000122070312,813.7999877929688,815.5999755859375,199382
2024-11-18,811.1688842773438,829.5,837.9500122070312,811.9000244140625,816.0499877929688,206386
2024-11-19,814.2493286132812,832.6500244140625,852.2000122070312,828.5999755859375,830.5999755859375,248145
2024-11-21,804.4702758789062,822.6500244140625,834.9000244140625,812.3499755859375,832.6500244140625,266625
2024-11-22,824.1749267578125,842.7999877929688,848.3499755859375,823.5,823.5,365815
2024-11-25,825.5928955078125,844.25,873.6500244140625,840.0,855.0,541970
2024-11-26,802.9056396484375,821.0499877929688,844.3499755859375,819.4000244140625,844.25,716832
2024-11-27,807.99072265625,826.25,833.5,815.5999755859375,825.0,977644
2024-11-28,803.6878662109375,821.8499755859375,835.0,818.0499877929688,829.9000244140625,529131
2024-11-29,805.7415161132812,823.9500122070312,829.0999755859375,817.5999755859375,828.0,296879
2024-12-02,796.5492553710938,814.5499877929688,834.2000122070312,813.5,828.0,3653242
2024-12-03,816.1561889648438,834.5999755859375,837.0,816.6500244140625,820.0,652530
2024-12-04,831.47265625,844.1500244140625,847.7000122070312,828.2999877929688,834.0,1229540
2024-12-05,823.0017700195312,835.5499877929688,849.8499755859375,832.4000244140625,840.0,423591
2024-12-06,790.8914184570312,802.9500122070312,836.0,801.0,836.0,1565730
2024-12-09,792.4181518554688,804.5,807.6500244140625,795.0,803.0,849391
2024-12-10,806.5526123046875,818.8499755859375,826.0,807.25,807.2999877929688,1076619
2024-12-11,807.6361083984375,819.9500122070312,827.7000122070312,818.0,824.0,366800
2024-12-12,798.6727294921875,810.8499755859375,822.7999877929688,809.5,820.0499877929688,167677
2024-12-13,791.0391235351562,803.0999755859375,811.75,789.0999755859375,811.0,451723
2024-12-16,789.9064331054688,801.9500122070312,809.5,800.0,801.0,198073
2024-12-17,769.7142944335938,781.4500122070312,804.5499877929688,775.0999755859375,802.2999877929688,653676
2024-12-18,761.3419799804688,772.9500122070312,781.5,764.2999877929688,778.0,665418
2024-12-19,758.97802734375,770.5499877929688,772.5499877929688,758.0999755859375,760.0,435621
2024-12-20,736.4711303710938,747.7000122070312,772.8499755859375,745.5,771.9000244140625,517033
2024-12-23,715.6387329101562,726.5499877929688,756.0,723.5499877929688,747.5499877929688,940565
2024-12-24,715.2940063476562,726.2000122070312,732.7999877929688,717.8499755859375,728.9500122070312,792904
2024-12-26,713.077880859375,723.9500122070312,729.7000122070312,716.7000122070312,726.2000122070312,523582
2024-12-27,739.2783203125,750.5499877929688,754.25,725.9500122070312,730.0,1034470
2024-12-30,742.9720458984375,754.2999877929688,763.9000244140625,746.5499877929688,751.25,645351
2024-12-31,747.8969116210938,759.2999877929688,761.9500122070312,746.0,746.0,482066
2025-01-01,719.3817138671875,730.3499755859375,758.0,727.0999755859375,752.0499877929688,1241318
2025-01-02,718.4952392578125,729.4500122070312,736.0,716.9000244140625,728.5499877929688,1595191
2025-01-03,710.3198852539062,721.1500244140625,733.9000244140625,718.0,731.0,1327182
2025-01-06,687.2713012695312,697.75,728.6500244140625,695.25,726.0,776227
2025-01-07,704.0652465820312,714.7999877929688,721.5999755859375,698.25,698.25,550218
2025-01-08,694.806396484375,705.4000244140625,716.4500122070312,692.0,716.0,648590
2025-01-09,682.6911010742188,693.0999755859375,708.3499755859375,692.0499877929688,705.4000244140625,243903
2025-01-10,669.1475830078125,679.3499755859375,697.0,676.5,697.0,457544
2025-01-13,641.9620971679688,651.75,677.9500122070312,650.2000122070312,677.9500122070312,646336
2025-01-14,660.7260131835938,670.7999877929688,689.0999755859375,654.4500122070312,655.0,1028887
2025-01-15,663.0407104492188,673.1500244140625,679.6500244140625,666.5999755859375,676.0,599629
2025-01-16,677.273681640625,687.5999755859375,693.4500122070312,676.0,676.0,738353
2025-01-17,681.1151733398438,691.5,695.0999755859375,670.7999877929688,687.5999755859375,1041143
2025-01-20,697.3673706054688,708.0,722.0,697.0,700.0,1534764
2025-01-21,681.41064453125,691.7999877929688,711.8499755859375,688.25,710.1500244140625,825903
2025-01-22,675.69775390625,686.0,692.0,676.3499755859375,690.5,572090
2025-01-23,680.5734252929688,690.9500122070312,694.75,681.0999755859375,681.9000244140625,367970
2025-01-24,672.4473266601562,682.7000122070312,693.75,680.0,689.9000244140625,254312
2025-01-27,663.92724609375,674.0499877929688,681.0,668.0999755859375,680.0999755859375,645450
2025-01-28,652.9939575195312,662.9500122070312,684.0,658.5499877929688,679.9000244140625,1315871
2025-01-29,657.4263305664062,667.4500122070312,678.0,658.7999877929688,665.0,868154
2025-01-30,643.8828125,653.7000122070312,674.7999877929688,651.2999877929688,674.7999877929688,701511
2025-01-31,657.6725463867188,667.7000122070312,671.5,648.8499755859375,653.8499755859375,548361
2025-02-01,650.7777099609375,660.7000122070312,695.0,658.4500122070312,675.0,709385
2025-02-03,638.5639038085938,648.2999877929688,657.4500122070312,638.0499877929688,655.0,715089
2025-02-04,653.6341552734375,663.5999755859375,665.0,649.2999877929688,650.0,769295
2025-02-05,663.336181640625,673.4500122070312,682.0,665.0499877929688,669.0,348081
2025-02-06,657.0322875976562,667.0499877929688,677.2000122070312,662.0,673.4500122070312,218332
2025-02-07,659.24853515625,669.2999877929688,679.4500122070312,655.0,661.0,428131
2025-02-10,639.5488891601562,649.2999877929688,671.9500122070312,645.25,665.0999755859375,319444
2025-02-11,611.3292236328125,620.6500244140625,648.0,618.5,647.5499877929688,520336
2025-02-12,607.1922607421875,616.4500122070312,620.6500244140625,596.0,615.2000122070312,580938
2025-02-13,602.2180786132812,611.4000244140625,621.2000122070312,605.8499755859375,612.2000122070312,363701
2025-02-14,598.1796264648438,607.2999877929688,614.1500244140625,599.1500244140625,610.0,415632
2025-02-17,599.706298828125,608.8499755859375,610.9500122070312,591.7999877929688,599.0,755324
2025-02-18,589.6102905273438,598.5999755859375,608.0,595.6500244140625,602.5,165183
2025-02-19,591.7772827148438,600.7999877929688,607.9000244140625,590.8499755859375,592.2000122070312,190817
2025-02-20,595.9634399414062,605.0499877929688,612.3499755859375,595.2000122070312,599.0499877929688,309864
2025-02-21,589.56103515625,598.5499877929688,621.25,594.3499755859375,607.9000244140625,743811
2025-02-24,596.1112060546875,605.2000122070312,607.6500244140625,588.4000244140625,594.0,593713
2025-02-25,569.1719360351562,577.8499755859375,608.9500122070312,558.5,605.9500122070312,2623068
2025-02-27,566.167724609375,574.7999877929688,592.0,568.5499877929688,577.0,2214435
2025-02-28,568.9749145507812,577.6500244140625,585.0999755859375,565.0,565.5499877929688,492841
2025-03-03,570.0092163085938,578.7000122070312,582.0,563.8499755859375,580.0499877929688,362970
2025-03-04,583.7003784179688,592.5999755859375,595.7999877929688,573.2999877929688,576.5999755859375,425196
2025-03-05,593.9934692382812,603.0499877929688,609.0,568.9500122070312,588.0,939034
2025-03-06,597.09619140625,606.2000122070312,619.6500244140625,601.25,614.7999877929688,377503
2025-03-07,620.144775390625,629.5999755859375,632.0499877929688,607.9500122070312,607.9500122070312,608823
2025-03-10,613.2991333007812,622.6500244140625,644.9000244140625,620.0,634.5499877929688,607679
2025-03-11,603.5969848632812,612.7999877929688,625.1500244140625,606.0,621.5,266841
2025-03-12,593.3532104492188,602.4000244140625,622.2999877929688,595.5,612.7999877929688,201070
2025-03-13,592.7130126953125,601.75,610.5499877929688,598.0499877929688,604.7999877929688,154831
2025-03-17,616.1063232421875,625.5,630.0,600.0,603.0,512839
2025-03-18,616.1063232421875,625.5,625.5,625.5,625.5,0
2025-03-19,650.137451171875,660.0499877929688,661.75,641.7999877929688,645.0999755859375,337633
2025-03-20,666.3404541015625,676.5,679.0,659.5,661.2000122070312,482798
2025-03-21,665.503173828125,675.6500244140625,681.9000244140625,667.25,676.9500122070312,412119
2025-03-24,675.0082397460938,685.2999877929688,696.75,675.6500244140625,675.6500244140625,358866
2025-03-25,669.8863525390625,680.0999755859375,695.0,670.7000122070312,695.0,311666
2025-03-26,660.5783081054688,670.6500244140625,694.7000122070312,666.5499877929688,694.7000122070312,220885
2025-03-27,656.8846435546875,666.9000244140625,674.9000244140625,661.8499755859375,670.0,266519
2025-03-28,659.3963623046875,669.4500122070312,678.0,664.7000122070312,667.5499877929688,193798
2025-04-01,653.3878784179688,663.3499755859375,674.0999755859375,660.2000122070312,666.7999877929688,169914
2025-04-02,660.8245239257812,670.9000244140625,676.4000244140625,653.7999877929688,663.0,206213
2025-04-03,669.6893310546875,679.9000244140625,688.1500244140625,661.0,661.0,341888
2025-04-04,654.1265869140625,664.0999755859375,683.0999755859375,663.0,678.5,244072
2025-04-07,637.628173828125,647.3499755859375,655.75,615.0,615.0,652588
2025-04-08,650.1867065429688,660.0999755859375,677.0499877929688,654.7999877929688,654.7999877929688,252153
2025-04-09,646.9855346679688,656.8499755859375,663.5,650.2000122070312,659.4000244140625,239240
2025-04-11,642.2083740234375,652.0,667.4000244140625,646.6500244140625,664.0,427585
2025-04-15,656.4906005859375,666.5,669.7000122070312,651.2000122070312,665.0,408789
2025-04-16,686.9265747070312,697.4000244140625,705.0,665.4500122070312,667.5999755859375,1005234
2025-04-17,700.864013671875,711.5499877929688,720.0,690.2999877929688,703.4500122070312,774073
2025-04-21,728.8375244140625,739.9500122070312,746.1500244140625,716.5,718.0,528465
2025-04-22,728.6897583007812,739.7999877929688,749.0,731.0,749.0,262679
2025-04-23,733.7131958007812,744.9000244140625,749.0,728.0,746.0,490362
2025-04-24,698.0076293945312,708.6500244140625,750.0,704.4000244140625,750.0,1235577
