date_,adj close_trent.ns,close_trent.ns,high_trent.ns,low_trent.ns,open_trent.ns,volume_trent.ns
2024-01-16,3161.190673828125,3166.10009765625,3224.89990234375,3143.14990234375,3203.550048828125,370700
2024-01-17,3142.968994140625,3147.85009765625,3183.949951171875,3117.14990234375,3153.0,420338
2024-01-18,3146.86279296875,3151.75,3185.0,3090.0,3138.0,439730
2024-01-19,3205.072509765625,3210.050048828125,3218.75,3147.550048828125,3169.949951171875,406436
2024-01-23,3159.24365234375,3164.14990234375,3225.75,3150.0,3207.0,344687
2024-01-24,3217.752685546875,3222.75,3241.300048828125,3130.0,3164.10009765625,339968
2024-01-25,3226.788818359375,3231.800048828125,3252.5,3180.0,3223.050048828125,489321
2024-01-29,3241.365966796875,3246.39990234375,3295.0,3225.60009765625,3248.0,604096
2024-01-30,3050.212890625,3054.949951171875,3275.0,3029.050048828125,3263.0,1206541
2024-01-31,3082.1630859375,3086.949951171875,3104.5,2992.300048828125,3054.0,986931
2024-02-01,3097.98876953125,3102.800048828125,3133.800048828125,3061.550048828125,3089.0,742113
2024-02-02,3121.202880859375,3126.050048828125,3213.14990234375,3108.0,3130.0,892545
2024-02-05,3022.4560546875,3027.14990234375,3180.0,3006.699951171875,3175.0,808544
2024-02-06,3030.2939453125,3035.0,3121.39990234375,3021.64990234375,3025.0,718388
2024-02-07,3601.90625,3607.5,3634.699951171875,2955.0,3080.0,5846891
2024-02-08,3835.99267578125,3841.949951171875,3937.39990234375,3619.64990234375,3735.35009765625,7374486
2024-02-09,3753.720458984375,3759.550048828125,3858.0,3667.10009765625,3800.0,2001715
2024-02-12,3796.154541015625,3802.050048828125,3834.64990234375,3700.10009765625,3767.800048828125,1087518
2024-02-13,3845.2783203125,3851.25,3880.0,3767.0,3785.0,1288707
2024-02-14,3914.919921875,3921.0,3950.5,3792.10009765625,3802.14990234375,725269
2024-02-15,3946.520751953125,3952.64990234375,4006.85009765625,3875.75,3931.10009765625,964837
2024-02-16,4018.359375,4024.60009765625,4036.300048828125,3930.300048828125,3970.0,736660
2024-02-19,4040.874267578125,4047.14990234375,4099.7998046875,4013.699951171875,4048.0,374829
2024-02-20,4019.657470703125,4025.89990234375,4074.199951171875,4010.550048828125,4057.949951171875,468003
2024-02-21,3888.7109375,3894.75,4047.050048828125,3873.85009765625,4045.10009765625,614056
2024-02-22,3947.86865234375,3954.0,3966.0,3829.699951171875,3922.0,1012228
2024-02-23,3879.774658203125,3885.800048828125,3950.0,3868.449951171875,3950.0,555204
2024-02-26,3838.638427734375,3844.60009765625,3913.949951171875,3824.0,3875.0,671311
2024-02-27,3931.39453125,3937.5,3995.0,3841.800048828125,3864.800048828125,861671
2024-02-28,3918.714111328125,3924.800048828125,3954.949951171875,3885.0,3939.949951171875,411252
2024-02-29,3875.78076171875,3881.800048828125,3969.949951171875,3782.0,3931.449951171875,1235124
2024-03-01,3895.200439453125,3901.25,3928.949951171875,3858.35009765625,3924.0,645099
2024-03-04,3913.721923828125,3919.800048828125,3936.75,3842.5,3909.60009765625,291319
2024-03-05,3846.32666015625,3852.300048828125,3935.85009765625,3845.050048828125,3929.5,549270
2024-03-06,3865.995849609375,3872.0,3893.85009765625,3750.25,3876.449951171875,1009678
2024-03-07,3946.071533203125,3952.199951171875,3978.0,3840.300048828125,3890.0,680535
2024-03-11,3998.490234375,4004.699951171875,4243.9501953125,3900.10009765625,3982.0,3757634
2024-03-12,4002.38427734375,4008.60009765625,4078.60009765625,3957.550048828125,4025.800048828125,899570
2024-03-13,3937.934326171875,3944.050048828125,4037.949951171875,3877.5,4022.949951171875,968084
2024-03-14,4074.77197265625,4081.10009765625,4105.0,3870.60009765625,3900.0,723158
2024-03-15,4057.598388671875,4063.89990234375,4145.0,3981.25,4051.050048828125,1197832
2024-03-18,4064.7373046875,4071.050048828125,4084.0,4005.89990234375,4063.89990234375,328538
2024-03-19,3949.516357421875,3955.64990234375,4088.0,3943.699951171875,4080.0,489357
2024-03-20,3958.901611328125,3965.050048828125,4004.949951171875,3843.25,3971.449951171875,607192
2024-03-21,3995.644775390625,4001.85009765625,4015.699951171875,3957.699951171875,3965.0,622994
2024-03-22,3942.4775390625,3948.60009765625,4025.0,3921.949951171875,4010.0,678055
2024-03-26,3875.73095703125,3881.75,3948.60009765625,3866.050048828125,3885.0,844731
2024-03-27,3869.191162109375,3875.199951171875,3922.5,3867.0,3882.5,524636
2024-03-28,3941.878173828125,3948.0,3975.0,3875.199951171875,3875.199951171875,837624
2024-04-01,3880.773193359375,3886.800048828125,3983.39990234375,3869.050048828125,3974.949951171875,523250
2024-04-02,3885.865234375,3891.89990234375,3909.800048828125,3873.25,3900.0,604885
2024-04-03,3916.767333984375,3922.85009765625,3947.949951171875,3843.0,3885.0,727717
2024-04-04,3996.992431640625,4003.199951171875,4028.949951171875,3915.050048828125,3950.0,910922
2024-04-05,3926.501953125,3932.60009765625,4052.89990234375,3912.199951171875,4009.0,679916
2024-04-08,3925.75341796875,3931.85009765625,3980.0,3923.60009765625,3932.60009765625,471027
2024-04-09,3896.299072265625,3902.35009765625,3958.949951171875,3894.89990234375,3958.949951171875,483412
2024-04-10,4014.91455078125,4021.14990234375,4113.35009765625,3904.14990234375,3929.0,1107300
2024-04-12,4047.56396484375,4053.85009765625,4113.9501953125,4025.0,4047.0,776121
2024-04-15,3963.04541015625,3969.199951171875,4066.75,3934.25,3950.050048828125,597371
2024-04-16,3982.015625,3988.199951171875,4033.60009765625,3912.39990234375,3968.0,577349
2024-04-18,4080.7626953125,4087.10009765625,4177.89990234375,3976.60009765625,3988.0,1484951
2024-04-19,4152.5009765625,4158.9501953125,4174.75,3964.050048828125,4087.949951171875,1180675
2024-04-22,4162.13623046875,4168.60009765625,4304.7998046875,4115.0,4215.2998046875,1179181
2024-04-23,4151.85205078125,4158.2998046875,4225.0,4140.0,4215.0,626656
2024-04-24,4215.20361328125,4221.75,4245.0,4158.2998046875,4158.2998046875,641190
2024-04-25,4316.4462890625,4323.14990234375,4347.0,4195.7001953125,4250.0,761557
2024-04-26,4298.1748046875,4304.85009765625,4373.0,4293.4501953125,4340.0,622336
2024-04-29,4307.41015625,4314.10009765625,4515.0,4052.39990234375,4359.0,2349939
2024-04-30,4403.06201171875,4409.89990234375,4670.0,4380.0498046875,4450.0,4924865
2024-05-02,4639.4951171875,4646.7001953125,4676.7001953125,4395.10009765625,4409.89990234375,1998618
2024-05-03,4516.6357421875,4523.64990234375,4680.5498046875,4482.0,4680.2001953125,1313008
2024-05-06,4502.05810546875,4509.0498046875,4580.0,4480.25,4555.0,735051
2024-05-07,4496.96630859375,4503.9501953125,4558.0,4416.89990234375,4532.0,982212
2024-05-08,4491.62451171875,4498.60009765625,4542.0,4470.39990234375,4498.9501953125,596788
2024-05-09,4401.115234375,4407.9501953125,4548.5,4381.2998046875,4512.7998046875,688477
2024-05-10,4464.466796875,4471.39990234375,4484.25,4401.0,4433.0,549717
2024-05-13,4458.77587890625,4465.7001953125,4521.64990234375,4358.0,4475.7001953125,637292
2024-05-14,4533.3095703125,4540.35009765625,4549.0,4448.2998046875,4471.0,559577
2024-05-15,4519.98046875,4527.0,4579.5,4509.2001953125,4550.0,413777
2024-05-16,4589.52197265625,4596.64990234375,4634.2001953125,4530.10009765625,4530.10009765625,500593
2024-05-17,4627.36328125,4634.5498046875,4673.0,4555.0,4600.0,752254
2024-05-21,4660.0625,4667.2998046875,4727.9501953125,4623.64990234375,4690.0,668195
2024-05-22,4642.927734375,4646.9501953125,4713.85009765625,4545.0,4680.2998046875,742788
