date_,adj close_intellect.ns,close_intellect.ns,high_intellect.ns,low_intellect.ns,open_intellect.ns,volume_intellect.ns
2024-08-29,987.7431640625,993.5499877929688,1013.9500122070312,979.4500122070312,985.9500122070312,417212
2024-08-30,987.1963500976562,993.0,999.2000122070312,983.3499755859375,993.5499877929688,90481
2024-09-02,983.2197265625,989.0,998.0999755859375,981.3499755859375,995.0,83544
2024-09-03,977.7022094726562,983.4500122070312,996.0,981.0,981.0,84439
2024-09-04,978.2489624023438,984.0,994.9500122070312,975.0,975.0,100700
2024-09-05,982.2255859375,988.0,993.5,984.0,988.9500122070312,70994
2024-09-06,990.47705078125,996.2999877929688,1024.0,985.5999755859375,988.0,481339
2024-09-09,978.596923828125,984.3499755859375,996.2999877929688,981.0,996.2000122070312,76550
2024-09-10,992.9127807617188,998.75,1003.9500122070312,983.3499755859375,990.2999877929688,147841
2024-09-11,984.5618286132812,990.3499755859375,1029.0,985.7000122070312,1003.0,351184
2024-09-12,993.6583862304688,999.5,1007.2000122070312,991.0499877929688,1000.0,258472
2024-09-13,980.0384521484375,985.7999877929688,1040.5,981.0499877929688,1020.0,226839
2024-09-16,988.6876220703125,994.5,1000.75,975.9000244140625,988.9500122070312,236949
2024-09-17,985.5062866210938,991.2999877929688,1001.0,980.0,1001.0,92095
2024-09-18,979.49169921875,985.25,998.0999755859375,976.0,994.9500122070312,101766
2024-09-19,977.1554565429688,982.9000244140625,1000.0,977.3499755859375,993.0,166539
2024-09-20,975.46533203125,981.2000122070312,995.1500244140625,977.0499877929688,982.9500122070312,82019
2024-09-23,971.5384521484375,977.25,983.0,972.5,983.0,64822
2024-09-24,992.5648193359375,998.4000244140625,1015.0,977.25,977.25,435459
2024-09-25,1006.4830322265625,1012.4000244140625,1025.0,992.7000122070312,999.9500122070312,487770
2024-09-26,1019.1087646484375,1025.0999755859375,1055.0,1015.0999755859375,1020.0,2118598
2024-09-27,982.2255859375,988.0,1039.800048828125,981.0499877929688,1037.0,296267
2024-09-30,956.4769287109375,962.0999755859375,991.4500122070312,958.0499877929688,988.0,243766
2024-10-01,920.1902465820312,925.5999755859375,973.2000122070312,914.0,969.5999755859375,928198
2024-10-03,882.1141357421875,887.2999877929688,920.0,875.0,914.75,1076115
2024-10-04,882.3626708984375,887.5499877929688,896.7999877929688,866.25,886.0,264458
2024-10-07,862.8772583007812,867.9500122070312,923.9500122070312,860.0499877929688,887.5499877929688,514715
2024-10-08,868.9912719726562,874.0999755859375,878.75,856.2999877929688,874.4000244140625,189752
2024-10-09,889.7194213867188,894.9500122070312,918.4500122070312,875.1500244140625,882.7000122070312,317935
2024-10-10,879.1813354492188,884.3499755859375,906.5,880.5,901.9500122070312,196850
2024-10-11,894.6405029296875,899.9000244140625,902.0,876.5,891.2000122070312,260951
2024-10-14,879.1813354492188,884.3499755859375,908.9000244140625,881.25,908.9000244140625,143088
2024-10-15,888.9738159179688,894.2000122070312,897.0499877929688,874.0,890.9000244140625,211255
2024-10-16,878.6842651367188,883.8499755859375,900.2000122070312,868.6500244140625,893.9000244140625,302912
2024-10-17,865.909423828125,871.0,887.7999877929688,869.0999755859375,887.7999877929688,179177
2024-10-18,853.7310180664062,858.75,871.0,854.0,871.0,117610
2024-10-21,836.4326782226562,841.3499755859375,869.7999877929688,836.2000122070312,860.0,164530
2024-10-22,806.0612182617188,810.7999877929688,844.6500244140625,805.0499877929688,840.0,232258
2024-10-23,811.0320434570312,815.7999877929688,828.7999877929688,801.0999755859375,810.7999877929688,191766
2024-10-24,788.3156127929688,792.9500122070312,815.7000122070312,786.5999755859375,815.7000122070312,157107
2024-10-25,759.236572265625,763.7000122070312,796.9000244140625,755.0,795.0,246935
2024-10-28,740.9937744140625,745.3499755859375,751.25,706.25,739.0,843261
2024-10-29,730.2072143554688,734.5,755.0499877929688,723.0499877929688,755.0,553491
2024-10-30,752.0289306640625,756.4500122070312,779.5,737.2999877929688,752.0,903082
2024-10-31,731.8475952148438,736.1500244140625,758.4500122070312,730.0,757.0999755859375,444930
2024-11-01,738.6575317382812,743.0,751.9000244140625,736.0,739.0,47024
2024-11-04,732.294921875,736.5999755859375,744.9500122070312,729.5,743.0,166459
2024-11-05,738.0112915039062,742.3499755859375,747.9500122070312,731.6500244140625,736.5,236914
2024-11-06,783.8419189453125,788.4500122070312,792.2000122070312,744.0,746.0,1007198
2024-11-07,770.1722412109375,774.7000122070312,799.7999877929688,769.75,788.4500122070312,290566
2024-11-08,750.0902709960938,754.5,777.0,745.0,774.9000244140625,227738
2024-11-11,740.1487426757812,744.5,755.4000244140625,741.2999877929688,750.0,112133
2024-11-12,727.423583984375,731.7000122070312,751.7999877929688,730.0,746.6500244140625,103285
2024-11-13,712.8591918945312,717.0499877929688,735.2000122070312,715.0,729.7000122070312,156123
2024-11-14,718.1779174804688,722.4000244140625,734.7999877929688,708.4500122070312,720.6500244140625,192863
2024-11-18,714.3007202148438,718.5,731.9500122070312,707.3499755859375,728.9000244140625,171305
2024-11-19,712.8094482421875,717.0,734.0499877929688,710.0,725.0,169550
2024-11-21,701.8240356445312,705.9500122070312,725.0,701.9500122070312,723.0,107616
2024-11-22,704.9556274414062,709.0999755859375,720.0,700.2000122070312,711.25,167205
2024-11-25,721.408935546875,725.6500244140625,740.9000244140625,717.7999877929688,735.0,223044
2024-11-26,719.8182373046875,724.0499877929688,732.0499877929688,717.0499877929688,725.6500244140625,182132
2024-11-27,718.02880859375,722.25,732.4000244140625,718.0,729.7000122070312,190199
2024-11-28,712.8094482421875,717.0,739.2000122070312,714.5999755859375,729.6500244140625,228486
2024-11-29,712.8094482421875,717.0,722.0,693.0,720.4500122070312,633534
2024-12-02,759.6341552734375,764.0999755859375,768.2000122070312,717.0999755859375,717.0999755859375,1083092
2024-12-03,755.3593139648438,759.7999877929688,799.9500122070312,758.0,764.0,1069609
2024-12-04,774.8447875976562,779.4000244140625,788.0,759.0499877929688,761.75,405973
2024-12-05,774.5962524414062,779.1500244140625,803.9000244140625,775.0,784.4500122070312,342965
2024-12-06,785.780517578125,790.4000244140625,797.0,777.25,781.0,260593
2024-12-09,788.514404296875,793.1500244140625,803.9500122070312,787.1500244140625,796.9000244140625,202402
2024-12-10,847.7163696289062,852.7000122070312,868.4500122070312,792.4500122070312,793.9000244140625,1261373
2024-12-11,846.3245239257812,851.2999877929688,861.4000244140625,843.75,858.0,305526
2024-12-12,845.9766235351562,850.9500122070312,868.75,842.5499877929688,851.9000244140625,317089
2024-12-13,825.3975830078125,830.25,849.5499877929688,824.3499755859375,840.25,247540
2024-12-16,832.3069458007812,837.2000122070312,845.9500122070312,825.0,825.0,111953
2024-12-17,832.356689453125,837.25,857.0,831.75,838.0,193473
2024-12-18,832.356689453125,837.25,845.5999755859375,830.0,830.0,163600
2024-12-19,832.0584106445312,836.9500122070312,840.9500122070312,812.3499755859375,820.0,149075
2024-12-20,815.0086669921875,819.7999877929688,848.9500122070312,814.9500122070312,840.0,232240
2024-12-23,956.42724609375,962.0499877929688,983.75,827.0,827.0,23006641
2024-12-24,909.9505004882812,915.2999877929688,943.7999877929688,901.0,941.9500122070312,6590244
2024-12-26,1045.752197265625,1051.9000244140625,1079.0,915.2999877929688,915.2999877929688,26773960
2024-12-27,1015.3309936523438,1021.2999877929688,1039.0,985.5,1019.0999755859375,6628500
2024-12-30,958.6641235351562,964.2999877929688,1026.800048828125,950.5,998.0499877929688,2154947
2024-12-31,950.3629150390625,955.9500122070312,974.7999877929688,934.0,964.2999877929688,825670
2025-01-01,961.19921875,966.8499755859375,1024.0,952.6500244140625,962.75,2959236
2025-01-02,950.3629150390625,955.9500122070312,982.25,944.6500244140625,974.7000122070312,601444
2025-01-03,967.1144409179688,972.7999877929688,1007.0,956.7999877929688,964.0,1948311
2025-01-06,896.6288452148438,901.9000244140625,981.5999755859375,892.2000122070312,974.4500122070312,746671
2025-01-07,973.079345703125,978.7999877929688,1013.5999755859375,914.9500122070312,914.9500122070312,16514463
2025-01-08,920.2400512695312,925.6500244140625,972.7999877929688,918.0,971.0,1672494
2025-01-09,900.704833984375,906.0,934.8499755859375,896.3499755859375,927.0,954109
2025-01-10,904.0352783203125,909.3499755859375,929.9000244140625,891.2999877929688,912.4500122070312,1255081
2025-01-13,890.6638793945312,895.9000244140625,929.9000244140625,885.5499877929688,891.0,1185187
2025-01-14,895.1376342773438,900.4000244140625,916.4000244140625,892.7000122070312,905.0,476059
2025-01-15,898.81591796875,904.0999755859375,926.3499755859375,894.4000244140625,910.0999755859375,548074
2025-01-16,897.6229858398438,902.9000244140625,924.9000244140625,898.0,915.7999877929688,547077
2025-01-17,890.962158203125,896.2000122070312,908.0,882.0499877929688,906.5999755859375,347165
2025-01-20,913.728271484375,919.0999755859375,925.0499877929688,890.5999755859375,896.5,514610
2025-01-21,896.5791015625,901.8499755859375,943.7999877929688,897.5,926.3499755859375,605414
2025-01-22,881.5176391601562,886.7000122070312,907.0,868.4500122070312,906.4000244140625,386812
2025-01-23,893.6463623046875,898.9000244140625,928.75,884.9000244140625,886.7000122070312,741234
2025-01-24,886.9855346679688,892.2000122070312,916.0,885.5499877929688,903.0,446444
2025-01-27,856.4649047851562,861.5,896.9500122070312,845.25,870.0,601713
2025-01-28,851.0467529296875,856.0499877929688,865.7999877929688,824.0,861.5,474720
2025-01-29,817.0963745117188,821.9000244140625,873.2000122070312,815.0,849.7000122070312,1485285
2025-01-30,771.9120483398438,776.4500122070312,833.9500122070312,767.75,825.0,1116806
2025-01-31,806.2600708007812,811.0,824.7999877929688,775.4500122070312,785.1500244140625,1463534
2025-02-01,820.1285400390625,824.9500122070312,833.3499755859375,793.4500122070312,811.0,236995
2025-02-03,788.1167602539062,792.75,817.7999877929688,788.0499877929688,814.0,263935
2025-02-04,809.2425537109375,814.0,817.0,795.25,796.3499755859375,217732
2025-02-05,819.4326171875,824.25,863.4500122070312,815.0999755859375,821.9000244140625,565176
2025-02-06,809.8389892578125,814.5999755859375,832.1500244140625,807.3499755859375,829.7000122070312,216889
2025-02-07,806.7074584960938,811.4500122070312,821.4000244140625,806.25,821.4000244140625,165119
2025-02-10,786.3272705078125,790.9500122070312,809.7000122070312,786.0,803.0,148368
2025-02-11,746.2628173828125,750.6500244140625,791.6500244140625,747.7000122070312,787.0999755859375,391886
2025-02-12,734.5814819335938,738.9000244140625,750.0,716.4000244140625,750.0,321603
2025-02-13,729.908935546875,734.2000122070312,756.1500244140625,731.5,738.9000244140625,244753
2025-02-14,701.1778564453125,705.2999877929688,742.7000122070312,693.7999877929688,740.0,314838
2025-02-17,697.6486206054688,701.75,708.7000122070312,678.5,705.0499877929688,290690
2025-02-18,690.3912963867188,694.4500122070312,708.2999877929688,674.6500244140625,705.2000122070312,236348
2025-02-19,709.4790649414062,713.6500244140625,718.0,681.4000244140625,685.0499877929688,283723
2025-02-20,716.2393188476562,720.4500122070312,732.2999877929688,700.0,716.0,447937
2025-02-21,721.0609741210938,725.2999877929688,736.0,709.0,724.9000244140625,433646
2025-02-24,723.2977905273438,727.5499877929688,741.9000244140625,704.0,724.2999877929688,385471
2025-02-25,708.3854370117188,712.5499877929688,733.25,705.0,727.5499877929688,166615
2025-02-27,697.9965209960938,702.0999755859375,728.5,694.0499877929688,721.25,224987
2025-02-28,661.809326171875,665.7000122070312,711.2000122070312,655.9000244140625,695.9500122070312,645195
2025-03-03,643.765380859375,647.5499877929688,674.9500122070312,633.7000122070312,670.9000244140625,384995
2025-03-04,643.7156372070312,647.5,654.0,631.5999755859375,640.0,421522
2025-03-05,656.043212890625,659.9000244140625,679.9500122070312,640.0499877929688,640.0499877929688,444285
2025-03-06,676.4730834960938,680.4500122070312,689.7000122070312,661.9500122070312,661.9500122070312,581603
2025-03-07,666.0344848632812,669.9500122070312,683.5,666.6500244140625,672.5499877929688,289374
2025-03-10,649.8794555664062,653.7000122070312,682.4000244140625,650.0,670.0,308902
2025-03-11,664.2449951171875,668.1500244140625,685.5499877929688,637.3499755859375,650.0,1599606
2025-03-12,652.91162109375,656.75,672.3499755859375,650.25,666.0499877929688,321343
2025-03-13,641.5781860351562,645.3499755859375,671.7000122070312,640.5499877929688,663.2000122070312,362104
2025-03-17,638.5957641601562,642.3499755859375,653.2000122070312,635.0,645.3499755859375,275703
2025-03-18,638.5957641601562,642.3499755859375,642.3499755859375,642.3499755859375,642.3499755859375,0
2025-03-19,676.821044921875,680.7999877929688,697.0,657.2999877929688,662.7000122070312,1030778
2025-03-20,685.2216796875,689.25,708.0,680.6500244140625,680.75,359402
2025-03-21,705.50244140625,709.6500244140625,712.6500244140625,675.0,675.0,545613
2025-03-24,721.0609741210938,725.2999877929688,736.0,709.25,709.75,564709
2025-03-25,723.7451782226562,728.0,737.0,720.2999877929688,728.9500122070312,419203
2025-03-26,717.6808471679688,721.9000244140625,739.0,715.2000122070312,724.4500122070312,362843
2025-03-27,722.403076171875,726.6500244140625,735.0,706.7999877929688,717.0,283699
2025-03-28,688.6514892578125,692.7000122070312,732.9000244140625,688.0,726.9500122070312,381913
2025-04-01,680.2508544921875,684.25,698.4500122070312,678.6500244140625,692.7000122070312,206946
2025-04-02,679.057861328125,683.0499877929688,688.2000122070312,671.9000244140625,684.5,270966
2025-04-03,681.8912353515625,685.9000244140625,701.0,675.0499877929688,677.0,330264
2025-04-04,670.7567138671875,674.7000122070312,691.0,665.2000122070312,684.5999755859375,266061
2025-04-07,621.247802734375,624.9000244140625,633.9500122070312,577.4000244140625,592.4500122070312,531814
2025-04-08,630.244873046875,633.9500122070312,655.0,628.75,635.0999755859375,296148
2025-04-09,608.7710571289062,612.3499755859375,634.4000244140625,609.0,626.5999755859375,224594
2025-04-11,656.7390747070312,660.5999755859375,668.9000244140625,622.7000122070312,622.7000122070312,1238125
2025-04-15,747.4060668945312,751.7999877929688,764.8499755859375,676.6500244140625,681.6500244140625,4331554
2025-04-16,746.1136474609375,750.5,769.9000244140625,735.0,744.0,1251468
2025-04-17,754.1166381835938,758.5499877929688,761.7999877929688,734.0,745.8499755859375,482323
2025-04-21,776.2862548828125,780.8499755859375,793.5,764.5499877929688,767.5,1262218
2025-04-22,761.6224975585938,766.0999755859375,802.0499877929688,762.9000244140625,784.4000244140625,709135
2025-04-23,798.65478515625,803.3499755859375,805.0,771.4000244140625,772.0,975360
2025-04-24,804.7191772460938,809.4500122070312,826.7000122070312,802.5,805.0499877929688,505052
